time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_U_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;_LOAD___2_EC_load_UPu;_LOAD___2_EC_transformer_U1Pu;_LOAD___2_EC_transformer_U2Pu;_LOAD___2_EC_transformer_tap;_LOAD___3_EC_load_PPu;_LOAD___3_EC_load_QPu;_LOAD___3_EC_load_UPu;_LOAD___3_EC_transformer_U1Pu;_LOAD___3_EC_transformer_U2Pu;_LOAD___3_EC_transformer_tap;TAP_CHANGER_LOAD_2_tapChanger_valueMin;TAP_CHANGER_LOAD_2_tapChanger_valueMax;TAP_CHANGER_LOAD_3_tapChanger_valueMin;TAP_CHANGER_LOAD_3_tapChanger_valueMax;TAP_CHANGER_LOCK_tapChangerLock_locked;TAP_CHANGER_LOCK_tapChangerLock_lockedT;TAP_CHANGER_LOCK_tapChangerLock_lockedD;TAP_CHANGER_LOCK_tapChangerLock_UMin;
0.978971;1.06004;1.04506;69.6922;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.05111;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.383;39.9877;0.01908;-0.000406917;0.000735743;-16.5932;43.5732;25.0327;12.8379;17.5552;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942044;0.127207;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.987163;1.06004;1.04506;69.6922;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.05111;1.05708;1.05542;1.0506;1.03572;1;1;1;1;1;232.383;39.9878;0.0193214;-0.000405502;0.000708811;-16.5932;43.5731;25.0327;12.8381;17.5551;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942044;0.127207;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
1.00355;1.06004;1.04506;69.6922;1.01003;1.01774;1.0196;1.07024;1.06156;1.08994;1.05603;1.05111;1.05708;1.05542;1.0506;1.03572;1;1;1;1;1;232.382;39.9881;0.0197393;-0.000400149;0.000649315;-16.5931;43.5728;25.0326;12.8383;17.555;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942044;0.127208;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
1.03631;1.06004;1.04506;69.6922;1.01003;1.01774;1.0196;1.07024;1.06156;1.08994;1.05603;1.05111;1.05708;1.05542;1.05061;1.03572;1;1;1;1;1;232.381;39.9889;0.0203193;-0.000380279;0.00051195;-16.593;43.5723;25.0325;12.8387;17.5548;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942045;0.127208;0.999079;1.01003;0.999079;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
1.10185;1.06004;1.04506;69.6923;1.01003;1.01774;1.0196;1.07024;1.06157;1.08994;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.379;39.9912;0.0205096;-0.00031427;0.000199304;-16.5928;43.5714;25.0326;12.8394;17.5544;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942046;0.127208;0.999079;1.01003;0.999079;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
1.23292;1.06004;1.04506;69.6923;1.01003;1.01774;1.0196;1.07024;1.06157;1.08994;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.378;39.9965;0.01775;-0.000157162;-0.000339827;-16.5926;43.5704;25.0338;12.8403;17.5539;0.216996;0.120844;1.00141;1.04506;1.00141;7;0.942048;0.127208;0.99908;1.01003;0.99908;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
1.49507;1.06004;1.04506;69.6924;1.01003;1.01774;1.0196;1.07024;1.06157;1.08994;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.382;40.004;0.00671;3.28093e-05;-0.000521662;-16.5929;43.5704;25.0374;12.8413;17.5534;0.216996;0.120845;1.00141;1.04506;1.00141;7;0.942048;0.127208;0.99908;1.01003;0.99908;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
2.01935;1.06004;1.04506;69.6922;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.394;40.0075;-0.00744148;0.000121872;0.000268714;-16.5937;43.572;25.0416;12.8422;17.553;0.216996;0.120845;1.00141;1.04506;1.00141;7;0.942045;0.127208;0.999079;1.01003;0.999079;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
3.06793;1.06004;1.04506;69.6923;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.39;40.0026;-8.97307e-05;1.1413e-05;0.000414262;-16.5935;43.5721;25.0391;12.8419;17.553;0.216996;0.120844;1.00141;1.04506;1.00141;7;0.942046;0.127208;0.999079;1.01003;0.999079;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
5.16508;1.06004;1.04506;69.6923;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.389;40.0016;0.00248936;-1.08749e-05;0.000354965;-16.5935;43.5719;25.0384;12.8418;17.553;0.216996;0.120845;1.00141;1.04506;1.00141;7;0.942046;0.127208;0.99908;1.01003;0.99908;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
9.35939;1.06004;1.04506;69.6923;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.389;40.0016;0.00242491;-6.93149e-06;0.000382676;-16.5935;43.5719;25.0384;12.8418;17.553;0.216996;0.120845;1.00141;1.04506;1.00141;7;0.942046;0.127208;0.99908;1.01003;0.99908;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
17.748;1.06004;1.04506;69.6923;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.389;40.0016;0.00240373;-5.52317e-06;0.000396809;-16.5935;43.5719;25.0384;12.8418;17.553;0.216996;0.120844;1.00141;1.04506;1.00141;7;0.942046;0.127208;0.99908;1.01003;0.99908;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20;1.06004;1.04506;69.6923;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.389;40.0016;0.00240407;-5.47838e-06;0.000397387;-16.5935;43.5719;25.0384;12.8418;17.553;0.216996;0.120844;1.00141;1.04506;1.00141;7;0.942046;0.127208;0.99908;1.01003;0.99908;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20;1.05925;1.04286;69.5237;1.00759;1.01608;1.01807;1.06945;1.06051;1.08945;1.05497;1.0501;1.05619;1.05462;1.0498;1.03478;1;1;1;1;1;232.188;39.1728;-0.904106;0.0373797;0.00437866;-13.7872;49.8209;33.7825;13.267;17.8956;0.213372;0.204123;0.99;1.04286;0.99;7;0.929454;0.214823;0.990012;1.00759;0.990012;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20;1.05925;1.04286;69.5234;1.00759;1.01608;1.01806;1.06945;1.06051;1.08945;1.05496;1.0501;1.05619;1.05462;1.0498;1.03478;1;1;1;1;1;232.188;39.1716;-0.905331;0.0374303;0.00438409;-13.7834;49.8293;33.7943;13.2675;17.8961;0.213367;0.204235;0.989985;1.04286;0.989985;7;0.929436;0.214942;0.99;1.00759;0.99;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20;1.05367;1.02744;68.3414;0.990455;1.0044;1.0073;1.06393;1.05313;1.08605;1.04749;1.04302;1.04989;1.04902;1.04408;1.02817;1;1;1;1;1;230.78;33.3581;-7.25401;0.299957;0.0325323;5.90464;93.6587;95.0686;16.2497;20.2995;0.187946;0.786968;0.909912;1.02744;0.909912;7;0.841198;0.828093;0.92644;0.990455;0.92644;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20;1.05318;1.02608;68.2548;0.9892;1.00343;1.0064;1.06346;1.05252;1.08577;1.04687;1.04243;1.04936;1.04855;1.0436;1.02762;1;1;1;1;1;230.705;32.9485;-7.51991;0.33004;0.0413589;7.50832;96.7834;98.3876;16.4809;20.4896;0.186254;0.782545;0.902664;1.02608;0.902664;7;0.836541;0.825208;0.921919;0.989202;0.921919;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20;1.05367;1.02745;68.3429;0.990477;1.00441;1.00732;1.06393;1.05314;1.08606;1.0475;1.04302;1.04989;1.04903;1.04409;1.02818;1;1;1;1;1;230.781;33.3638;-7.2447;0.299724;0.0325523;5.88621;93.6157;94.9911;16.2466;20.297;0.187971;0.786211;0.90998;1.02745;0.90998;7;0.841313;0.827322;0.926523;0.990477;0.926523;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20;1.05367;1.02744;68.3414;0.990455;1.0044;1.00731;1.06393;1.05313;1.08605;1.04749;1.04302;1.04989;1.04902;1.04408;1.02817;1;1;1;1;1;230.78;33.3586;-7.25403;0.299896;0.0325283;5.90359;93.6551;95.0663;16.2495;20.2994;0.187948;0.786971;0.909919;1.02744;0.909919;7;0.841199;0.828092;0.926442;0.990455;0.926442;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20;1.05367;1.02744;68.3413;0.990453;1.00439;1.0073;1.06392;1.05313;1.08605;1.04749;1.04302;1.04989;1.04902;1.04408;1.02817;1;1;1;1;1;230.779;33.3582;-7.25406;0.299887;0.0325455;5.9057;93.6576;95.0675;16.2497;20.2997;0.187946;0.786966;0.909911;1.02744;0.909911;7;0.841196;0.828089;0.926439;0.990453;0.926439;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20;1.05366;1.02744;68.3411;0.990451;1.00439;1.0073;1.06392;1.05313;1.08605;1.04749;1.04302;1.04989;1.04902;1.04408;1.02817;1;1;1;1;1;230.779;33.3582;-7.25412;0.299813;0.0325594;5.90682;93.6565;95.0664;16.2498;20.3;0.187946;0.786963;0.90991;1.02744;0.90991;7;0.841193;0.828085;0.926437;0.990451;0.926437;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0001;1.05366;1.02743;68.3409;0.990447;1.00439;1.0073;1.06392;1.05313;1.08605;1.04748;1.04301;1.04988;1.04902;1.04408;1.02817;1;1;1;1;1;230.778;33.3583;-7.25423;0.299666;0.0325872;5.90905;93.6543;95.064;16.25;20.3006;0.187945;0.786958;0.909907;1.02743;0.909907;7;0.841188;0.828077;0.926433;0.990447;0.926433;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0001;1.05366;1.02743;68.3403;0.990439;1.00438;1.00729;1.06392;1.05312;1.08605;1.04748;1.04301;1.04988;1.04901;1.04407;1.02816;1;1;1;1;1;230.776;33.3585;-7.25445;0.299373;0.0326427;5.91352;93.6499;95.0594;16.2503;20.3018;0.187943;0.786947;0.909903;1.02743;0.909903;7;0.841178;0.82806;0.926426;0.990439;0.926426;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0003;1.05365;1.02741;68.3392;0.990423;1.00437;1.00728;1.06391;1.05311;1.08605;1.04747;1.043;1.04987;1.04901;1.04406;1.02816;1;1;1;1;1;230.772;33.3589;-7.25489;0.29879;0.032753;5.92244;93.6412;95.0502;16.2509;20.3041;0.18794;0.786926;0.909893;1.02741;0.909893;7;0.841158;0.828027;0.926411;0.990423;0.926411;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0005;1.05364;1.02739;68.3369;0.99039;1.00435;1.00726;1.06389;1.0531;1.08604;1.04746;1.04299;1.04986;1.04899;1.04405;1.02814;1;1;1;0.999999;1;230.765;33.3597;-7.25576;0.297637;0.0329714;5.94021;93.6236;95.0317;16.2523;20.3088;0.187934;0.786884;0.909873;1.02739;0.909873;7;0.841118;0.827961;0.926381;0.99039;0.926381;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.001;1.05361;1.02735;68.3325;0.990326;1.00431;1.00722;1.06386;1.05307;1.08603;1.04742;1.04295;1.04982;1.04896;1.04401;1.02811;1;1;1;0.999999;1;230.75;33.3612;-7.25751;0.295386;0.0333995;5.9755;93.5888;94.9948;16.2551;20.318;0.187922;0.786799;0.909834;1.02735;0.909834;7;0.841038;0.82783;0.926323;0.990326;0.926323;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0012;1.0536;1.02733;68.3308;0.990301;1.00429;1.00721;1.06385;1.05306;1.08602;1.04741;1.04294;1.04981;1.04894;1.044;1.0281;1;1;1;0.999999;1;230.744;33.3618;-7.25817;0.29456;0.0335575;5.98886;93.5756;94.9807;16.2562;20.3215;0.187918;0.786767;0.909819;1.02733;0.909819;7;0.841007;0.82778;0.9263;0.990301;0.9263;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0012;1.0536;1.02733;68.3308;0.990301;1.00429;1.00721;1.06385;1.05306;1.08602;1.04741;1.04294;1.04981;1.04894;1.044;1.0281;1;1;1;0.999999;1;230.744;33.3618;-7.25817;0.294555;0.0335584;5.98893;93.5755;94.9806;16.2562;20.3215;0.187918;0.786767;0.909819;1.02733;0.909819;7;0.841007;0.827779;0.9263;0.990301;0.9263;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0012;1.0536;1.02733;68.3308;0.990301;1.00429;1.00721;1.06385;1.05306;1.08602;1.04741;1.04294;1.04981;1.04894;1.044;1.0281;1;1;1;0.999999;1;230.744;33.3618;-7.25818;0.294551;0.0335592;5.989;93.5754;94.9805;16.2562;20.3215;0.187918;0.786767;0.909819;1.02733;0.909819;7;0.841007;0.827779;0.9263;0.990301;0.9263;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0012;1.0536;1.02733;68.3307;0.9903;1.00429;1.00721;1.06385;1.05306;1.08602;1.04741;1.04294;1.04981;1.04894;1.044;1.0281;1;1;1;0.999999;1;230.744;33.3618;-7.25818;0.294542;0.0335609;5.98914;93.5753;94.9804;16.2562;20.3216;0.187918;0.786767;0.909819;1.02733;0.909819;7;0.841007;0.827779;0.9263;0.9903;0.9263;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0012;1.0536;1.02733;68.3307;0.9903;1.00429;1.00721;1.06385;1.05306;1.08602;1.04741;1.04294;1.04981;1.04894;1.044;1.0281;1;1;1;0.999999;1;230.743;33.3619;-7.2582;0.294525;0.0335642;5.98941;93.575;94.9801;16.2563;20.3216;0.187917;0.786766;0.909819;1.02733;0.909819;7;0.841006;0.827778;0.926299;0.9903;0.926299;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0012;1.05359;1.02733;68.3306;0.990299;1.00429;1.00721;1.06384;1.05306;1.08602;1.04741;1.04294;1.04981;1.04894;1.044;1.0281;1;1;1;0.999999;1;230.743;33.3619;-7.25822;0.29449;0.0335708;5.98996;93.5745;94.9795;16.2563;20.3218;0.187917;0.786765;0.909818;1.02733;0.909818;7;0.841005;0.827775;0.926298;0.990299;0.926298;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0013;1.05359;1.02733;68.3305;0.990297;1.00429;1.00721;1.06384;1.05306;1.08602;1.04741;1.04294;1.04981;1.04894;1.044;1.02809;1;1;1;0.999999;1;230.743;33.3619;-7.25828;0.29442;0.0335841;5.99106;93.5734;94.9784;16.2564;20.3221;0.187917;0.786762;0.909817;1.02733;0.909817;7;0.841002;0.827771;0.926296;0.990297;0.926296;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0013;1.05359;1.02732;68.3302;0.990293;1.00429;1.0072;1.06384;1.05306;1.08602;1.04741;1.04294;1.04981;1.04894;1.044;1.02809;1;1;1;0.999999;1;230.742;33.362;-7.25839;0.294281;0.0336106;5.99326;93.5712;94.9761;16.2566;20.3226;0.187916;0.786757;0.909815;1.02732;0.909815;7;0.840997;0.827763;0.926293;0.990293;0.926293;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0013;1.05359;1.02732;68.3297;0.990285;1.00428;1.0072;1.06384;1.05305;1.08602;1.0474;1.04293;1.0498;1.04893;1.04399;1.02809;1;1;1;0.999999;1;230.74;33.3622;-7.2586;0.294003;0.0336635;5.99765;93.5669;94.9715;16.2569;20.3238;0.187915;0.786746;0.90981;1.02732;0.90981;7;0.840987;0.827747;0.926285;0.990285;0.926285;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0015;1.05358;1.02731;68.3285;0.990269;1.00427;1.00719;1.06383;1.05304;1.08601;1.0474;1.04293;1.04979;1.04893;1.04398;1.02808;1;1;1;0.999999;1;230.736;33.3626;-7.25904;0.293451;0.0337689;6.00642;93.5582;94.9622;16.2577;20.3261;0.187912;0.786725;0.9098;1.02731;0.9098;7;0.840967;0.827714;0.926271;0.990269;0.926271;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0017;1.05357;1.02728;68.3263;0.990236;1.00425;1.00717;1.06381;1.05303;1.08601;1.04738;1.04291;1.04978;1.04891;1.04397;1.02806;1;1;1;0.999999;1;230.728;33.3634;-7.2599;0.292355;0.033978;6.02392;93.5409;94.9438;16.2591;20.3307;0.187906;0.786683;0.909781;1.02728;0.909781;7;0.840927;0.827649;0.926242;0.990236;0.926242;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0022;1.05354;1.02724;68.3219;0.990172;1.00421;1.00713;1.06378;1.053;1.08599;1.04735;1.04288;1.04975;1.04888;1.04394;1.02803;1;1;1;0.999999;1;230.713;33.365;-7.26163;0.290202;0.03439;6.05871;93.5065;94.9071;16.2621;20.3398;0.187894;0.7866;0.909742;1.02724;0.909742;7;0.840848;0.827518;0.926183;0.990172;0.926183;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0033;1.05348;1.02715;68.313;0.990044;1.00412;1.00705;1.06371;1.05294;1.08596;1.04729;1.04282;1.04968;1.04881;1.04387;1.02797;1;1;1;0.999998;1;230.683;33.3683;-7.26505;0.286046;0.035189;6.12753;93.4382;94.8337;16.2686;20.3579;0.18787;0.786434;0.909665;1.02715;0.909665;7;0.840689;0.827258;0.926067;0.990044;0.926067;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0053;1.05336;1.02697;68.2955;0.98979;1.00396;1.00689;1.06359;1.05283;1.08591;1.04716;1.0427;1.04956;1.04869;1.04375;1.02785;1;1;1;0.999998;1;230.622;33.3752;-7.27177;0.278294;0.0366904;6.26217;93.3039;94.6877;16.2828;20.3934;0.187823;0.786105;0.909513;1.02697;0.909513;7;0.840375;0.826743;0.925836;0.98979;0.925836;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0094;1.05313;1.02662;68.2611;0.989291;1.00363;1.00658;1.06336;1.05261;1.0858;1.04693;1.04246;1.04933;1.04846;1.04352;1.02762;1;1;1;0.999996;0.999999;230.501;33.3904;-7.28472;0.264756;0.0393331;6.52004;93.0444;94.3988;16.3167;20.4623;0.187731;0.785462;0.909215;1.02662;0.909215;7;0.839758;0.825731;0.925382;0.989291;0.925382;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0176;1.05267;1.02594;68.1946;0.988327;1.00301;1.006;1.06294;1.05219;1.0856;1.04649;1.04203;1.04891;1.04805;1.04311;1.0272;1;1.00001;1.00001;0.999994;0.999999;230.258;33.4262;-7.30852;0.243733;0.0433344;6.99424;92.5584;93.8332;16.4024;20.5919;0.187554;0.78423;0.908645;1.02594;0.908645;7;0.838565;0.823777;0.924506;0.988327;0.924506;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.034;1.0518;1.0247;68.0699;0.98652;1.00187;1.00494;1.06228;1.05144;1.08525;1.04573;1.04129;1.04821;1.04739;1.04245;1.02649;1.00001;1.00002;1.00001;0.999989;0.999999;229.773;33.52;-7.34738;0.216041;0.0469547;7.8034;91.7001;92.7509;16.626;20.8246;0.187227;0.781952;0.907588;1.0247;0.907588;7;0.836331;0.820123;0.922863;0.98652;0.922863;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.0668;1.05019;1.02252;67.8479;0.983303;0.999903;1.0031;1.06141;1.05021;1.08466;1.04449;1.04013;1.04719;1.0465;1.04154;1.02542;1.00001;1.00003;1.00003;0.999981;0.999998;228.822;33.7818;-7.3914;0.178017;0.0390665;9.01688;90.3233;90.7732;17.1884;21.2151;0.186654;0.777972;0.905738;1.02252;0.905738;7;0.832359;0.813642;0.919939;0.983303;0.919939;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.1323;1.04734;1.01899;67.4843;0.978034;0.996746;1.00018;1.06054;1.04833;1.0838;1.0427;1.03851;1.04595;1.04557;1.04055;1.024;1.00003;1.00006;1.00005;0.999971;0.999998;227.087;34.4459;-7.36957;0.0727169;-0.0316585;10.4976;88.3956;87.4563;18.4512;21.8211;0.185729;0.771553;0.902741;1.01899;0.902741;7;0.825866;0.80309;0.915149;0.978034;0.915149;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.1903;1.04514;1.0164;67.2187;0.974184;0.994441;0.998042;1.06013;1.04701;1.08321;1.04148;1.03744;1.04521;1.04511;1.04004;1.0231;1.00006;1.00008;1.00007;0.999973;1;225.864;34.9497;-7.28333;-0.0574524;-0.138671;11.3471;87.1241;85.0278;19.5342;22.2608;0.185048;0.766844;0.900535;1.0164;0.900535;7;0.821129;0.795419;0.911647;0.974184;0.911647;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.1903;1.04514;1.0164;67.2187;0.974184;0.994441;0.998042;1.06013;1.04701;1.08321;1.04148;1.03744;1.04521;1.04511;1.04004;1.0231;1.00006;1.00008;1.00007;0.999973;1;225.866;34.9486;-7.28285;-0.0571981;-0.13871;11.3456;87.1262;85.0322;19.5336;22.2607;0.185048;0.766848;0.900535;1.0164;0.900535;7;0.821131;0.79543;0.911647;0.974184;0.911647;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.1904;1.04514;1.0164;67.2187;0.974184;0.994441;0.998042;1.06013;1.04701;1.08321;1.04148;1.03744;1.04521;1.04511;1.04004;1.0231;1.00006;1.00008;1.00007;0.999973;1;225.865;34.9486;-7.28285;-0.0572005;-0.138713;11.3456;87.1262;85.0321;19.5337;22.2607;0.185048;0.766848;0.900535;1.0164;0.900535;7;0.821131;0.79543;0.911647;0.974184;0.911647;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.1904;1.04514;1.0164;67.2187;0.974183;0.994441;0.998042;1.06013;1.04701;1.08321;1.04148;1.03744;1.04521;1.04511;1.04004;1.0231;1.00006;1.00008;1.00007;0.999973;1;225.865;34.9487;-7.28287;-0.0572212;-0.138715;11.3457;87.126;85.0318;19.5337;22.2607;0.185048;0.766847;0.900534;1.0164;0.900534;7;0.82113;0.795429;0.911647;0.974183;0.911647;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.1904;1.04514;1.0164;67.2186;0.974183;0.994441;0.998042;1.06013;1.04701;1.08321;1.04148;1.03744;1.04521;1.04511;1.04004;1.0231;1.00006;1.00008;1.00007;0.999973;1;225.865;34.9487;-7.28283;-0.0572153;-0.138727;11.3456;87.1261;85.0319;19.5338;22.2607;0.185048;0.766847;0.900534;1.0164;0.900534;7;0.82113;0.79543;0.911647;0.974183;0.911647;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.1904;1.04514;1.01639;67.2186;0.974183;0.99444;0.998042;1.06013;1.04701;1.08321;1.04147;1.03744;1.04521;1.04511;1.04004;1.0231;1.00006;1.00008;1.00007;0.999973;1;225.865;34.9488;-7.28281;-0.057235;-0.138747;11.3456;87.126;85.0316;19.534;22.2607;0.185048;0.766847;0.900534;1.01639;0.900534;7;0.82113;0.795429;0.911646;0.974183;0.911646;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.1904;1.04514;1.01639;67.2186;0.974182;0.99444;0.998041;1.06013;1.04701;1.08321;1.04147;1.03744;1.04521;1.04511;1.04004;1.0231;1.00006;1.00008;1.00007;0.999973;1;225.865;34.949;-7.28276;-0.0572744;-0.138786;11.3457;87.1258;85.0311;19.5343;22.2608;0.185048;0.766846;0.900534;1.01639;0.900534;7;0.821129;0.795427;0.911646;0.974182;0.911646;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.1904;1.04514;1.01639;67.2184;0.97418;0.994439;0.99804;1.06013;1.04701;1.08321;1.04147;1.03744;1.04521;1.04511;1.04004;1.0231;1.00006;1.00008;1.00007;0.999973;1;225.864;34.9494;-7.28267;-0.0573532;-0.138864;11.3457;87.1255;85.03;19.535;22.261;0.185048;0.766844;0.900533;1.01639;0.900533;7;0.821127;0.795424;0.911644;0.97418;0.911644;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.1905;1.04514;1.01639;67.2182;0.974177;0.994437;0.998039;1.06013;1.04701;1.08321;1.04147;1.03744;1.04521;1.04511;1.04004;1.0231;1.00006;1.00008;1.00007;0.999973;1;225.863;34.9501;-7.2825;-0.0575109;-0.139019;11.3459;87.1247;85.0277;19.5363;22.2613;0.185047;0.76684;0.900531;1.01639;0.900531;7;0.821122;0.795417;0.911641;0.974177;0.911641;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.1906;1.04513;1.01639;67.2177;0.97417;0.994433;0.998035;1.06013;1.04701;1.08321;1.04147;1.03744;1.04521;1.04511;1.04004;1.0231;1.00006;1.00008;1.00007;0.999973;1;225.86;34.9516;-7.28214;-0.057827;-0.139331;11.3462;87.1232;85.0232;19.5391;22.262;0.185046;0.766832;0.900527;1.01639;0.900527;7;0.821114;0.795404;0.911635;0.97417;0.911635;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.1909;1.04512;1.01638;67.2168;0.974157;0.994425;0.998028;1.06014;1.04701;1.08321;1.04147;1.03744;1.04521;1.04511;1.04004;1.0231;1.00006;1.00008;1.00007;0.999973;1;225.855;34.9545;-7.28142;-0.0584614;-0.139955;11.3468;87.1203;85.0143;19.5445;22.2634;0.185044;0.766816;0.900519;1.01638;0.900519;7;0.821097;0.795377;0.911623;0.974157;0.911623;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
20.1914;1.04511;1.01636;67.215;0.97413;0.99441;0.998014;1.06014;1.047;1.08321;1.04146;1.03743;1.04521;1.04512;1.04004;1.02309;1.00006;1.00008;1.00007;0.999973;1;225.845;34.9603;-7.27999;-0.0597388;-0.141205;11.3481;87.1144;84.9964;19.5553;22.2662;0.185039;0.766784;0.900504;1.01636;0.900504;7;0.821064;0.795323;0.911598;0.97413;0.911598;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
