time;NETWORK__BUS____1_TN_U_value;NETWORK__BUS____2_TN_U_value;NETWORK__BUS____3_TN_U_value;NETWORK__BUS____4_TN_U_value;NETWORK__BUS____5_TN_U_value;NETWORK__BUS____6_TN_U_value;NETWORK__BUS____7_TN_U_value;NETWORK__BUS____8_TN_U_value;NETWORK__BUS____9_TN_U_value;NETWORK__BUS___10_TN_U_value;NETWORK__BUS___11_TN_U_value;NETWORK__BUS___12_TN_U_value;NETWORK__BUS___13_TN_U_value;NETWORK__BUS___14_TN_U_value;NETWORK__BUS____1-BUS____5-1_AC_iSide2;NETWORK__BUS____1-BUS____5-1_AC_state;NETWORK__BUS____2-BUS____3-1_AC_iSide2;CLA_2_3_currentLimitAutomaton_IMax;NETWORK__BUS____2-BUS____3-1_AC_state;NETWORK__BUS____2-BUS____4-1_AC_iSide2;CLA_2_4_currentLimitAutomaton_IMax;NETWORK__BUS____2-BUS____4-1_AC_state;NETWORK__BUS____2-BUS____5-1_AC_iSide2;CLA_2_5_currentLimitAutomaton_IMax;NETWORK__BUS____2-BUS____5-1_AC_state;NETWORK__BUS____3-BUS____4-1_AC_iSide2;NETWORK__BUS____3-BUS____4-1_AC_state;
85.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
86.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
87.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
88.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
89.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
90.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
91.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
92.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
93.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
94.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
95.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
96.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
97.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
98.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
99.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
100.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
101.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
102.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
103.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
104.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
105.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
106.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
107.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
108.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
109.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
110.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
110.000000;73.252939;71.835962;69.447674;69.363952;69.207576;14.717366;14.555794;15.013329;14.483102;14.423219;14.521669;14.509531;14.442338;14.218205;0.000000;1.000000;682.296432;600.000000;2.000000;659.093498;942.000000;2.000000;617.729062;724.600000;2.000000;94.010151;2.000000;
111.000000;73.253028;71.835877;69.446382;69.362949;69.206646;14.718051;14.556058;15.013898;14.483457;14.423638;14.522225;14.510182;14.442980;14.218683;0.000000;1.000000;0.000000;600.000000;2.000000;659.419724;942.000000;2.000000;618.097792;724.600000;2.000000;93.624428;2.000000;
111.000000;73.279561;72.017122;69.451081;69.372810;69.212235;14.717917;14.556721;15.014258;14.483816;14.423881;14.522253;14.510110;14.442889;14.218841;0.000000;1.000000;0.000000;600.000000;1.000000;724.516099;942.000000;2.000000;673.042189;724.600000;2.000000;196.444380;2.000000;
112.000000;73.262217;71.873811;68.571566;68.601278;68.494525;14.676190;14.464957;14.981616;14.388022;14.337081;14.456698;14.465397;14.392962;14.143339;0.000000;1.000000;0.000000;600.000000;1.000000;1010.843863;942.000000;2.000000;908.623739;724.600000;2.000000;722.501374;2.000000;
112.000000;73.262217;71.873811;68.571566;68.601278;68.494525;14.676190;14.464957;14.981616;14.388022;14.337081;14.456698;14.465397;14.392962;14.143339;0.000000;1.000000;0.000000;600.000000;1.000000;1010.843863;942.000000;2.000000;908.623739;724.600000;2.000000;722.501374;2.000000;
113.000000;73.244131;71.791269;68.176139;68.294451;68.222566;14.667873;14.432673;14.974014;14.355909;14.309093;14.438188;14.455536;14.381174;14.120189;0.000000;1.000000;0.000000;600.000000;1.000000;1080.202493;942.000000;2.000000;966.328706;724.600000;2.000000;845.677024;2.000000;
113.000000;73.244131;71.791269;68.176139;68.294451;68.222566;14.667873;14.432673;14.974014;14.355909;14.309093;14.438188;14.455536;14.381174;14.120189;0.000000;1.000000;0.000000;600.000000;1.000000;1080.202493;942.000000;2.000000;966.328706;724.600000;2.000000;845.677024;2.000000;
114.000000;73.244298;71.800620;68.046120;68.300370;68.238023;14.674236;14.436091;14.978275;14.360004;14.313607;14.443640;14.461674;14.387212;14.125109;0.000000;1.000000;0.000000;600.000000;1.000000;1069.647734;942.000000;2.000000;957.739035;724.600000;2.000000;825.364354;2.000000;
114.000000;73.244298;71.800620;68.046120;68.300370;68.238023;14.674236;14.436091;14.978275;14.360004;14.313607;14.443640;14.461674;14.387212;14.125109;0.000000;1.000000;0.000000;600.000000;1.000000;1069.647734;942.000000;2.000000;957.739035;724.600000;2.000000;825.364354;2.000000;
115.000000;73.243913;71.808346;67.948239;68.309291;68.253188;14.676270;14.438066;14.980047;14.362241;14.315833;14.445806;14.463685;14.389295;14.127272;0.000000;1.000000;0.000000;600.000000;1.000000;1058.313766;942.000000;2.000000;948.431251;724.600000;2.000000;804.152647;2.000000;
116.000000;73.242485;71.806275;67.846896;68.288167;68.239036;14.675419;14.435932;14.979633;14.360194;14.314014;14.444474;14.462745;14.388291;14.125692;0.000000;1.000000;0.000000;600.000000;1.000000;1055.643674;942.000000;2.000000;946.292257;724.600000;2.000000;798.659013;2.000000;
117.000000;73.241390;71.802512;67.754557;68.261587;68.219074;14.674321;14.433099;14.978874;14.357436;14.311560;14.442689;14.461530;14.386967;14.123573;0.000000;1.000000;0.000000;600.000000;1.000000;1055.734829;942.000000;2.000000;946.435794;724.600000;2.000000;798.210892;2.000000;
117.000000;73.241390;71.802512;67.754557;68.261587;68.219074;14.674321;14.433099;14.978874;14.357436;14.311560;14.442689;14.461530;14.386967;14.123573;0.000000;1.000000;0.000000;600.000000;1.000000;1055.734829;942.000000;2.000000;946.435794;724.600000;2.000000;798.210892;2.000000;
118.000000;73.240776;71.799845;67.676752;68.239718;68.202835;14.673564;14.430811;14.978298;14.355227;14.309616;14.441331;14.460671;14.386012;14.121921;0.000000;1.000000;0.000000;600.000000;1.000000;1055.759130;942.000000;2.000000;946.515253;724.600000;2.000000;797.723438;2.000000;
119.000000;73.240406;71.798017;67.611909;68.222389;68.190193;14.673019;14.429017;14.977867;14.353506;14.308110;14.440300;14.460041;14.385306;14.120651;0.000000;1.000000;0.000000;600.000000;1.000000;1055.511536;942.000000;2.000000;946.360555;724.600000;2.000000;796.822393;2.000000;
120.000000;73.240136;71.796553;67.557403;68.208010;68.179750;14.672567;14.427528;14.977505;14.352078;14.306861;14.439445;14.459520;14.384721;14.119598;0.000000;1.000000;0.000000;600.000000;1.000000;1055.233819;942.000000;2.000000;946.173303;724.600000;2.000000;795.932936;2.000000;
121.000000;73.239922;71.795290;67.511340;68.195794;68.170861;14.672177;14.426257;14.977189;14.350860;14.305794;14.438712;14.459071;14.384218;14.118697;0.000000;1.000000;0.000000;600.000000;1.000000;1055.012710;942.000000;2.000000;946.026595;724.600000;2.000000;795.201840;2.000000;
122.000000;73.239748;71.794202;67.472371;68.185402;68.163286;14.671845;14.425174;14.976917;14.349820;14.304884;14.438087;14.458688;14.383789;14.117929;0.000000;1.000000;0.000000;600.000000;1.000000;1054.840599;942.000000;2.000000;945.915081;724.600000;2.000000;794.607497;2.000000;
123.000000;73.239607;71.793272;67.439406;68.176588;68.156857;14.671563;14.424254;14.976684;14.348938;14.304111;14.437557;14.458364;14.383425;14.117277;0.000000;1.000000;0.000000;600.000000;1.000000;1054.700203;942.000000;2.000000;945.825220;724.600000;2.000000;794.112013;2.000000;
124.000000;73.239491;71.792481;67.411517;68.169122;68.151408;14.671325;14.423473;14.976486;14.348190;14.303456;14.437108;14.458089;14.383117;14.116724;0.000000;1.000000;0.000000;600.000000;1.000000;1054.582917;942.000000;2.000000;945.750553;724.600000;2.000000;793.694001;2.000000;
125.000000;73.239395;71.791807;67.387913;68.162796;68.146790;14.671124;14.422812;14.976317;14.347555;14.302901;14.436727;14.457857;14.382857;14.116255;0.000000;1.000000;0.000000;600.000000;1.000000;1054.484670;942.000000;2.000000;945.688285;724.600000;2.000000;793.340993;2.000000;
126.000000;73.239313;71.791233;67.367930;68.157434;68.142874;14.670953;14.422251;14.976173;14.347017;14.302429;14.436404;14.457660;14.382636;14.115858;0.000000;1.000000;0.000000;600.000000;1.000000;1054.402451;942.000000;2.000000;945.636421;724.600000;2.000000;793.043117;2.000000;
127.000000;73.239244;71.790744;67.351007;68.152889;68.139554;14.670809;14.421775;14.976050;14.346560;14.302030;14.436130;14.457494;14.382449;14.115521;0.000000;1.000000;0.000000;600.000000;1.000000;1054.333584;942.000000;2.000000;945.593172;724.600000;2.000000;792.791715;2.000000;
128.000000;73.239186;71.790328;67.336673;68.149036;68.136738;14.670686;14.421371;14.975946;14.346173;14.301691;14.435898;14.457353;14.382290;14.115236;0.000000;1.000000;0.000000;600.000000;1.000000;1054.275791;942.000000;2.000000;945.557015;724.600000;2.000000;792.579382;2.000000;
129.000000;73.239136;71.789975;67.324529;68.145769;68.134351;14.670583;14.421029;14.975858;14.345845;14.301404;14.435702;14.457233;14.382156;14.114993;0.000000;1.000000;0.000000;600.000000;1.000000;1054.227206;942.000000;2.000000;945.526716;724.600000;2.000000;792.399923;2.000000;
130.000000;73.239094;71.789674;67.314239;68.142999;68.132327;14.670495;14.420739;14.975782;14.345567;14.301160;14.435535;14.457131;14.382042;14.114788;0.000000;1.000000;0.000000;600.000000;1.000000;1054.186303;942.000000;2.000000;945.501276;724.600000;2.000000;792.248167;2.000000;
131.000000;73.239058;71.789419;67.305520;68.140651;68.130610;14.670420;14.420492;14.975719;14.345330;14.300953;14.435393;14.457046;14.381945;14.114614;0.000000;1.000000;0.000000;600.000000;1.000000;1054.151831;942.000000;2.000000;945.479885;724.600000;2.000000;792.119787;2.000000;
132.000000;73.239028;71.789202;67.298130;68.138660;68.129154;14.670357;14.420284;14.975664;14.345130;14.300778;14.435273;14.456973;14.381863;14.114466;0.000000;1.000000;0.000000;600.000000;1.000000;1054.122750;942.000000;2.000000;945.461875;724.600000;2.000000;792.011142;2.000000;
133.000000;73.239002;71.789017;67.291867;68.136972;68.127920;14.670304;14.420107;14.975618;14.344960;14.300629;14.435172;14.456911;14.381794;14.114341;0.000000;1.000000;0.000000;600.000000;1.000000;1054.098197;942.000000;2.000000;945.446695;724.600000;2.000000;791.919171;2.000000;
134.000000;73.238979;71.788861;67.286557;68.135541;68.126873;14.670258;14.419956;14.975579;14.344816;14.300503;14.435085;14.456859;14.381735;14.114234;0.000000;1.000000;0.000000;600.000000;1.000000;1054.077454;942.000000;2.000000;945.433887;724.600000;2.000000;791.841296;2.000000;
135.000000;73.238961;71.788728;67.282057;68.134328;68.125986;14.670220;14.419829;14.975546;14.344694;14.300397;14.435012;14.456814;14.381685;14.114144;0.000000;1.000000;0.000000;600.000000;1.000000;1054.059918;942.000000;2.000000;945.423073;724.600000;2.000000;791.775341;2.000000;
136.000000;73.238945;71.788615;67.278242;68.133299;68.125233;14.670187;14.419721;14.975518;14.344591;14.300306;14.434950;14.456777;14.381643;14.114068;0.000000;1.000000;0.000000;600.000000;1.000000;1054.045086;942.000000;2.000000;945.413935;724.600000;2.000000;791.719470;2.000000;
137.000000;73.238945;71.788615;67.278242;68.133299;68.125233;14.670187;14.419721;14.975518;14.344591;14.300306;14.434950;14.456777;14.381643;14.114068;0.000000;1.000000;0.000000;600.000000;1.000000;1054.045086;942.000000;2.000000;945.413935;724.600000;2.000000;791.719470;2.000000;
138.000000;73.238945;71.788615;67.278242;68.133299;68.125233;14.670187;14.419721;14.975518;14.344591;14.300306;14.434950;14.456777;14.381643;14.114068;0.000000;1.000000;0.000000;600.000000;1.000000;1054.045086;942.000000;2.000000;945.413935;724.600000;2.000000;791.719470;2.000000;
139.000000;73.238945;71.788615;67.278242;68.133299;68.125233;14.670187;14.419721;14.975518;14.344591;14.300306;14.434950;14.456777;14.381643;14.114068;0.000000;1.000000;0.000000;600.000000;1.000000;1054.045086;942.000000;2.000000;945.413935;724.600000;2.000000;791.719470;2.000000;
140.000000;73.238945;71.788615;67.278242;68.133299;68.125233;14.670187;14.419721;14.975518;14.344591;14.300306;14.434950;14.456777;14.381643;14.114068;0.000000;1.000000;0.000000;600.000000;1.000000;1054.045086;942.000000;2.000000;945.413935;724.600000;2.000000;791.719470;2.000000;
141.000000;73.238945;71.788615;67.278242;68.133299;68.125233;14.670187;14.419721;14.975518;14.344591;14.300306;14.434950;14.456777;14.381643;14.114068;0.000000;1.000000;0.000000;600.000000;1.000000;1054.045086;942.000000;2.000000;945.413935;724.600000;2.000000;791.719470;2.000000;
142.000000;73.238945;71.788615;67.278242;68.133299;68.125233;14.670187;14.419721;14.975518;14.344591;14.300306;14.434950;14.456777;14.381643;14.114068;0.000000;1.000000;0.000000;600.000000;1.000000;1054.045086;942.000000;2.000000;945.413935;724.600000;2.000000;791.719470;2.000000;
142.000000;73.238874;71.787870;67.276179;68.131039;68.122017;14.670067;14.419408;14.975363;14.344191;14.299941;14.434689;14.456649;14.381469;14.113765;0.000000;1.000000;0.000000;600.000000;1.000000;1055.828894;942.000000;2.000000;946.868070;724.600000;2.000000;790.979782;2.000000;
143.000000;73.238047;71.784349;67.262521;68.118756;68.110460;14.669262;14.417991;14.974819;14.342822;14.298684;14.433662;14.455802;14.380596;14.112621;0.000000;1.000000;0.000000;600.000000;1.000000;1058.184588;942.000000;2.000000;948.929115;724.600000;2.000000;794.350831;2.000000;
144.000000;73.237774;71.783843;67.255062;68.115582;68.107881;14.669257;14.417697;14.974787;14.342548;14.298458;14.433544;14.455777;14.380553;14.112449;0.000000;1.000000;0.000000;600.000000;1.000000;1058.650114;942.000000;2.000000;949.322097;724.600000;2.000000;795.175236;2.000000;
145.000000;73.237592;71.783915;67.250444;68.114933;68.107566;14.669301;14.417669;14.974827;14.342531;14.298453;14.433564;14.455816;14.380589;14.112455;0.000000;1.000000;0.000000;600.000000;1.000000;1058.511482;942.000000;2.000000;949.206749;724.600000;2.000000;794.975318;2.000000;
146.000000;73.237438;71.783901;67.246726;68.114333;68.107220;14.669294;14.417625;14.974838;14.342492;14.298420;14.433545;14.455806;14.380578;14.112428;0.000000;1.000000;0.000000;600.000000;1.000000;1058.388947;942.000000;2.000000;949.105684;724.600000;2.000000;794.779670;2.000000;
147.000000;73.237324;71.783818;67.243514;68.113601;68.106709;14.669266;14.417556;14.974831;14.342425;14.298361;14.433502;14.455775;14.380545;14.112377;0.000000;1.000000;0.000000;600.000000;1.000000;1058.343171;942.000000;2.000000;949.068586;724.600000;2.000000;794.709872;2.000000;
148.000000;73.237251;71.783741;67.240801;68.112922;68.106221;14.669240;14.417490;14.974821;14.342361;14.298304;14.433460;14.455746;14.380514;14.112328;0.000000;1.000000;0.000000;600.000000;1.000000;1058.324554;942.000000;2.000000;949.054087;724.600000;2.000000;794.682450;2.000000;
149.000000;73.237207;71.783685;67.238550;68.112358;68.105816;14.669220;14.417434;14.974813;14.342308;14.298257;14.433427;14.455724;14.380490;14.112288;0.000000;1.000000;0.000000;600.000000;1.000000;1058.309898;942.000000;2.000000;949.042871;724.600000;2.000000;794.657986;2.000000;
150.000000;73.237180;71.783644;67.236681;68.111893;68.105484;14.669204;14.417389;14.974805;14.342264;14.298218;14.433399;14.455706;14.380470;14.112254;0.000000;1.000000;0.000000;600.000000;1.000000;1058.296621;942.000000;2.000000;949.032754;724.600000;2.000000;794.633383;2.000000;
151.000000;73.237163;71.783610;67.235123;68.111503;68.105205;14.669191;14.417350;14.974798;14.342227;14.298185;14.433376;14.455691;14.380454;14.112226;0.000000;1.000000;0.000000;600.000000;1.000000;1058.285746;942.000000;2.000000;949.024561;724.600000;2.000000;794.611549;2.000000;
152.000000;73.237153;71.783582;67.233819;68.111173;68.104968;14.669180;14.417317;14.974791;14.342195;14.298157;14.433357;14.455678;14.380440;14.112202;0.000000;1.000000;0.000000;600.000000;1.000000;1058.277282;942.000000;2.000000;949.018292;724.600000;2.000000;794.593216;2.000000;
152.000000;73.237227;71.783339;67.231781;68.110717;68.104464;14.669293;14.417243;14.974748;14.342051;14.298044;14.433338;14.455784;14.380501;14.112145;0.000000;1.000000;0.000000;600.000000;1.000000;1059.927851;942.000000;2.000000;950.248224;724.600000;2.000000;794.018401;2.000000;
153.000000;73.236385;71.779888;67.220281;68.099086;68.093437;14.668442;14.415867;14.974194;14.340703;14.296793;14.432290;14.454898;14.379590;14.110996;0.000000;1.000000;0.000000;600.000000;1.000000;1062.269928;942.000000;2.000000;952.280094;724.600000;2.000000;797.519093;2.000000;
154.000000;73.236100;71.779373;67.214568;68.096285;68.091097;14.668409;14.415600;14.974156;14.340449;14.296579;14.432165;14.454849;14.379527;14.110826;0.000000;1.000000;0.000000;600.000000;1.000000;1062.748290;942.000000;2.000000;952.681447;724.600000;2.000000;798.388058;2.000000;
155.000000;73.235926;71.779473;67.211462;68.096015;68.091049;14.668456;14.415609;14.974202;14.340466;14.296602;14.432200;14.454893;14.379570;14.110854;0.000000;1.000000;0.000000;600.000000;1.000000;1062.616964;942.000000;2.000000;952.571079;724.600000;2.000000;798.210408;2.000000;
156.000000;73.235780;71.779494;67.209060;68.095768;68.090960;14.668459;14.415601;14.974222;14.340461;14.296599;14.432201;14.454895;14.379572;14.110853;0.000000;1.000000;0.000000;600.000000;1.000000;1062.499041;942.000000;2.000000;952.472783;724.600000;2.000000;798.032419;2.000000;
157.000000;73.235675;71.779446;67.206959;68.095336;68.090670;14.668441;14.415564;14.974224;14.340425;14.296567;14.432176;14.454875;14.379552;14.110824;0.000000;1.000000;0.000000;600.000000;1.000000;1062.457566;942.000000;2.000000;952.438340;724.600000;2.000000;797.978621;2.000000;
158.000000;73.235609;71.779397;67.205189;68.094911;68.090366;14.668423;14.415524;14.974220;14.340386;14.296532;14.432150;14.454855;14.379531;14.110793;0.000000;1.000000;0.000000;600.000000;1.000000;1062.442715;942.000000;2.000000;952.426196;724.600000;2.000000;797.964977;2.000000;
159.000000;73.235570;71.779365;67.203734;68.094561;68.090119;14.668409;14.415491;14.974217;14.340354;14.296504;14.432129;14.454841;14.379516;14.110769;0.000000;1.000000;0.000000;600.000000;1.000000;1062.431230;942.000000;2.000000;952.416959;724.600000;2.000000;797.952166;2.000000;
160.000000;73.235547;71.779344;67.202540;68.094277;68.089919;14.668399;14.415464;14.974214;14.340329;14.296481;14.432112;14.454829;14.379503;14.110749;0.000000;1.000000;0.000000;600.000000;1.000000;1062.420609;942.000000;2.000000;952.408490;724.600000;2.000000;797.937404;2.000000;
161.000000;73.235534;71.779327;67.201554;68.094041;68.089753;14.668391;14.415441;14.974211;14.340307;14.296462;14.432099;14.454820;14.379493;14.110732;0.000000;1.000000;0.000000;600.000000;1.000000;1062.411966;942.000000;2.000000;952.401679;724.600000;2.000000;797.923897;2.000000;
162.000000;73.235526;71.779314;67.200735;68.093842;68.089612;14.668384;14.415422;14.974208;14.340288;14.296445;14.432087;14.454812;14.379485;14.110718;0.000000;1.000000;0.000000;600.000000;1.000000;1062.405387;942.000000;2.000000;952.396574;724.600000;2.000000;797.912621;2.000000;
162.000000;73.235430;71.778926;67.197009;68.092012;68.088149;14.668260;14.415189;14.974099;14.340039;14.296216;14.431907;14.454682;14.379341;14.110516;0.000000;1.000000;0.000000;600.000000;1.000000;1062.737309;942.000000;2.000000;952.646874;724.600000;2.000000;798.771300;2.000000;
163.000000;73.234828;71.776225;67.184515;68.081724;68.078888;14.667685;14.413998;14.973650;14.338848;14.295134;14.431071;14.454068;14.378680;14.109560;0.000000;1.000000;0.000000;600.000000;1.000000;1064.980653;942.000000;2.000000;954.510892;724.600000;2.000000;802.924588;2.000000;
164.000000;73.234633;71.775711;67.178783;68.078831;68.076473;14.667652;14.413719;14.973607;14.338580;14.294908;14.430939;14.454019;14.378613;14.109381;0.000000;1.000000;0.000000;600.000000;1.000000;1065.502551;942.000000;2.000000;954.945734;724.600000;2.000000;803.895388;2.000000;
165.000000;73.234529;71.775818;67.175622;68.078484;68.076354;14.667698;14.413717;14.973648;14.338587;14.294922;14.430969;14.454061;14.378654;14.109403;0.000000;1.000000;0.000000;600.000000;1.000000;1065.382431;942.000000;2.000000;954.846885;724.600000;2.000000;803.701571;2.000000;
166.000000;73.234435;71.775856;67.173182;68.078213;68.076247;14.667703;14.413704;14.973665;14.338577;14.294916;14.430969;14.454064;14.378657;14.109399;0.000000;1.000000;0.000000;600.000000;1.000000;1065.266054;942.000000;2.000000;954.750809;724.600000;2.000000;803.508214;2.000000;
167.000000;73.234360;71.775809;67.171008;68.077741;68.075925;14.667684;14.413661;14.973661;14.338535;14.294879;14.430941;14.454044;14.378636;14.109367;0.000000;1.000000;0.000000;600.000000;1.000000;1065.227929;942.000000;2.000000;954.719728;724.600000;2.000000;803.449055;2.000000;
168.000000;73.234313;71.775757;67.169154;68.077273;68.075586;14.667666;14.413615;14.973654;14.338491;14.294839;14.430912;14.454023;14.378614;14.109332;0.000000;1.000000;0.000000;600.000000;1.000000;1065.216630;942.000000;2.000000;954.710978;724.600000;2.000000;803.433423;2.000000;
169.000000;73.234285;71.775719;67.167612;68.076884;68.075307;14.667651;14.413576;14.973648;14.338454;14.294806;14.430889;14.454008;14.378597;14.109304;0.000000;1.000000;0.000000;600.000000;1.000000;1065.207662;942.000000;2.000000;954.704174;724.600000;2.000000;803.418946;2.000000;
