time;NETWORK_B1_U_value;NETWORK_B1_phi_value;NETWORK_B2_U_value;NETWORK_B2_phi_value;NETWORK_B3_U_value;NETWORK_B4_U_value;NETWORK_B5_U_value;NETWORK_B5_phi_value;NETWORK_B6_U_value;NETWORK_B7_U_value;NETWORK_B8_U_value;NETWORK_B8_phi_value;NETWORK_B9_U_value;NETWORK_B10_U_value;NETWORK_B11_U_value;NETWORK_B11_phi_value;NETWORK_B12_U_value;NETWORK_B13_U_value;NETWORK_B13_phi_value;NETWORK_B14_U_value;NETWORK_B15_U_value;NETWORK_B16_U_value;NETWORK_B17_U_value;NETWORK_B18_U_value;NETWORK_B19_U_value;NETWORK_B20_U_value;NETWORK_B21_U_value;NETWORK_B22_U_value;NETWORK_B23_U_value;NETWORK_B24_U_value;NETWORK_B25_U_value;NETWORK_B26_U_value;NETWORK_B27_U_value;NETWORK_B28_U_value;NETWORK_B29_U_value;NETWORK_B30_U_value;B1-G1_generator_PGenPu;B1-G1_generator_QGenPu;B1-G1_generator_UPu;B2-G1_generator_PGenPu;B2-G1_generator_QGenPu;B2-G1_generator_UPu;B5-G1_generator_PGenPu;B5-G1_generator_QGenPu;B5-G1_generator_UPu;B8-G1_generator_PGenPu;B8-G1_generator_QGenPu;B8-G1_generator_UPu;B11-G1_generator_PGenPu;B11-G1_generator_QGenPu;B11-G1_generator_UPu;B13-G1_generator_PGenPu;B13-G1_generator_QGenPu;B13-G1_generator_UPu;
36.578618;139.920000;0.000000;137.694480;-5.332058;134.980352;133.855861;133.320000;-14.085151;133.762402;132.557664;133.320000;-11.710530;11.401643;34.232447;11.902000;-11.009110;35.244007;11.781000;-15.958631;34.692487;34.459881;34.541059;34.168365;33.976832;33.795297;33.878036;33.855170;33.884026;34.001174;33.666898;33.620847;33.038336;33.871391;133.177021;33.218821;32.841377;2.610328;-0.178961;1.060000;0.400608;0.466468;1.043140;0.000608;0.352056;1.010000;0.000562;0.285887;1.010000;0.000558;0.236620;1.082000;0.000558;0.206535;1.071000;
37.578618;139.920000;0.000000;137.694480;-5.332059;134.980345;133.855851;133.320000;-14.085147;133.762391;132.557669;133.320000;-11.710535;11.401642;34.232398;11.902000;-11.009110;35.244005;11.781000;-15.958668;34.692481;34.459872;34.541034;34.168319;33.976806;33.795261;33.877996;33.855112;33.883972;34.001154;33.666861;33.620832;33.038325;33.871387;133.177011;33.218829;32.841390;2.610329;-0.178961;1.060000;0.400608;0.466469;1.043140;0.000608;0.352055;1.010000;0.000563;0.285889;1.010000;0.000558;0.236620;1.082000;0.000558;0.206540;1.071000;
38.578618;139.920000;0.000000;137.694480;-5.332059;134.980338;133.855842;133.320000;-14.085144;133.762380;132.557673;133.320000;-11.710540;11.401641;34.232354;11.902000;-11.009109;35.244003;11.781000;-15.958703;34.692476;34.459863;34.541011;34.168277;33.976782;33.795227;33.877960;33.855059;33.883922;34.001136;33.666827;33.620818;33.038314;33.871384;133.177003;33.218835;32.841402;2.610330;-0.178961;1.060000;0.400609;0.466470;1.043140;0.000609;0.352055;1.010000;0.000563;0.285892;1.010000;0.000559;0.236621;1.082000;0.000559;0.206545;1.071000;
39.578618;139.920000;0.000000;137.694480;-5.332060;134.980331;133.855834;133.320000;-14.085141;133.762371;132.557677;133.320000;-11.710544;11.401640;34.232314;11.902000;-11.009109;35.244001;11.781000;-15.958735;34.692471;34.459854;34.540990;34.168239;33.976760;33.795197;33.877926;33.855011;33.883876;34.001119;33.666795;33.620806;33.038305;33.871381;133.176995;33.218841;32.841412;2.610330;-0.178961;1.060000;0.400609;0.466470;1.043140;0.000609;0.352054;1.010000;0.000564;0.285893;1.010000;0.000559;0.236621;1.082000;0.000559;0.206549;1.071000;
40.578618;139.920000;0.000000;137.694480;-5.332060;134.980325;133.855826;133.320000;-14.085138;133.762362;132.557680;133.320000;-11.710549;11.401639;34.232277;11.902000;-11.009108;35.243999;11.781000;-15.958765;34.692466;34.459847;34.540971;34.168205;33.976739;33.795168;33.877895;33.854967;33.883834;34.001103;33.666766;33.620794;33.038296;33.871378;133.176987;33.218846;32.841422;2.610331;-0.178961;1.060000;0.400610;0.466471;1.043140;0.000610;0.352054;1.010000;0.000564;0.285895;1.010000;0.000559;0.236622;1.082000;0.000559;0.206553;1.071000;
41.578618;139.920000;0.000000;137.694480;-5.332061;134.980320;133.855818;133.320000;-14.085135;133.762354;132.557683;133.320000;-11.710552;11.401639;34.232243;11.902000;-11.009108;35.243997;11.781000;-15.958792;34.692462;34.459840;34.540954;34.168173;33.976721;33.795143;33.877867;33.854926;33.883796;34.001089;33.666740;33.620783;33.038287;33.871376;133.176980;33.218851;32.841431;2.610331;-0.178960;1.060000;0.400610;0.466472;1.043140;0.000610;0.352054;1.010000;0.000564;0.285897;1.010000;0.000560;0.236622;1.082000;0.000560;0.206556;1.071000;
42.578618;139.920000;0.000000;137.694480;-5.332061;134.980314;133.855812;133.320000;-14.085132;133.762346;132.557685;133.320000;-11.710556;11.401638;34.232212;11.902000;-11.009108;35.243996;11.781000;-15.958817;34.692458;34.459833;34.540938;34.168144;33.976704;33.795119;33.877841;33.854890;33.883761;34.001076;33.666716;33.620773;33.038279;33.871373;133.176974;33.218854;32.841438;2.610332;-0.178960;1.060000;0.400611;0.466472;1.043140;0.000611;0.352053;1.010000;0.000565;0.285898;1.010000;0.000560;0.236622;1.082000;0.000560;0.206559;1.071000;
43.578618;139.920000;0.000000;137.694480;-5.332062;134.980310;133.855805;133.320000;-14.085130;133.762339;132.557688;133.320000;-11.710559;11.401637;34.232184;11.902000;-11.009107;35.243994;11.781000;-15.958840;34.692454;34.459827;34.540923;34.168117;33.976688;33.795097;33.877818;33.854856;33.883729;34.001064;33.666694;33.620763;33.038272;33.871371;133.176968;33.218858;32.841445;2.610332;-0.178960;1.060000;0.400611;0.466473;1.043140;0.000611;0.352053;1.010000;0.000565;0.285900;1.010000;0.000561;0.236623;1.082000;0.000561;0.206562;1.071000;
44.578618;139.920000;0.000000;137.694480;-5.332062;134.980305;133.855800;133.320000;-14.085128;133.762333;132.557690;133.320000;-11.710562;11.401637;34.232158;11.902000;-11.009107;35.243993;11.781000;-15.958861;34.692451;34.459822;34.540909;34.168092;33.976673;33.795077;33.877796;33.854825;33.883699;34.001053;33.666673;33.620755;33.038265;33.871368;133.176963;33.218861;32.841451;2.610333;-0.178960;1.060000;0.400611;0.466473;1.043140;0.000611;0.352053;1.010000;0.000565;0.285901;1.010000;0.000561;0.236623;1.082000;0.000561;0.206565;1.071000;
45.578618;139.920000;0.000000;137.694480;-5.332063;134.980301;133.855794;133.320000;-14.085126;133.762327;132.557691;133.320000;-11.710565;11.401636;34.232134;11.902000;-11.009106;35.243992;11.781000;-15.958880;34.692448;34.459817;34.540897;34.168070;33.976660;33.795059;33.877776;33.854797;33.883672;34.001042;33.666655;33.620747;33.038259;33.871366;133.176957;33.218864;32.841457;2.610333;-0.178960;1.060000;0.400612;0.466473;1.043140;0.000612;0.352053;1.010000;0.000566;0.285902;1.010000;0.000561;0.236623;1.082000;0.000561;0.206567;1.071000;
46.578618;139.920000;0.000000;137.694480;-5.332063;134.980297;133.855790;133.320000;-14.085125;133.762321;132.557693;133.320000;-11.710568;11.401636;34.232113;11.902000;-11.009106;35.243991;11.781000;-15.958898;34.692445;34.459812;34.540886;34.168050;33.976648;33.795042;33.877758;33.854771;33.883648;34.001033;33.666638;33.620739;33.038253;33.871364;133.176953;33.218866;32.841462;2.610334;-0.178960;1.060000;0.400612;0.466474;1.043140;0.000612;0.352052;1.010000;0.000566;0.285903;1.010000;0.000561;0.236623;1.082000;0.000561;0.206569;1.071000;
47.578618;139.920000;0.000000;137.694480;-5.332063;134.980294;133.855785;133.320000;-14.085123;133.762317;132.557694;133.320000;-11.710570;11.401635;34.232093;11.902000;-11.009106;35.243990;11.781000;-15.958915;34.692442;34.459808;34.540876;34.168031;33.976637;33.795027;33.877741;33.854747;33.883626;34.001024;33.666622;33.620732;33.038247;33.871362;133.176948;33.218868;32.841466;2.610334;-0.178960;1.060000;0.400612;0.466474;1.043140;0.000612;0.352052;1.010000;0.000566;0.285904;1.010000;0.000562;0.236624;1.082000;0.000562;0.206572;1.071000;
48.578618;139.920000;0.000000;137.694480;-5.332064;134.980291;133.855781;133.320000;-14.085122;133.762312;132.557695;133.320000;-11.710572;11.401635;34.232075;11.902000;-11.009105;35.243989;11.781000;-15.958930;34.692440;34.459804;34.540866;34.168014;33.976626;33.795013;33.877726;33.854726;33.883605;34.001016;33.666607;33.620726;33.038242;33.871360;133.176944;33.218870;32.841470;2.610334;-0.178960;1.060000;0.400612;0.466474;1.043140;0.000612;0.352052;1.010000;0.000566;0.285905;1.010000;0.000562;0.236624;1.082000;0.000562;0.206573;1.071000;
49.578618;139.920000;0.000000;137.694480;-5.332064;134.980288;133.855777;133.320000;-14.085120;133.762308;132.557696;133.320000;-11.710574;11.401635;34.232058;11.902000;-11.009105;35.243988;11.781000;-15.958944;34.692438;34.459800;34.540857;34.167998;33.976617;33.795000;33.877712;33.854706;33.883586;34.001009;33.666594;33.620720;33.038237;33.871359;133.176941;33.218872;32.841474;2.610335;-0.178959;1.060000;0.400613;0.466475;1.043140;0.000613;0.352052;1.010000;0.000567;0.285906;1.010000;0.000562;0.236624;1.082000;0.000562;0.206575;1.071000;
49.999990;139.920000;0.000000;137.694480;-5.332064;134.980287;133.855776;133.320000;-14.085120;133.762306;132.557697;133.320000;-11.710575;11.401634;34.232052;11.902000;-11.009105;35.243988;11.781000;-15.958950;34.692437;34.459799;34.540854;34.167992;33.976613;33.794995;33.877706;33.854698;33.883579;34.001006;33.666589;33.620718;33.038235;33.871358;133.176939;33.218872;32.841475;2.610335;-0.178959;1.060000;0.400613;0.466475;1.043140;0.000613;0.352052;1.010000;0.000567;0.285906;1.010000;0.000562;0.236624;1.082000;0.000562;0.206576;1.071000;
49.999990;139.920000;0.000000;137.694480;-4.767394;134.322629;133.164212;133.320004;-28.000812;133.202264;131.742383;133.320001;-15.118479;11.354027;34.127199;11.863286;-14.189526;35.232657;11.781000;-18.452077;34.673674;34.421125;34.479311;34.079776;33.914155;33.718938;33.794096;33.753649;33.783272;33.940670;33.578788;33.509169;32.928602;33.744743;132.756430;33.094175;32.717774;2.637779;-0.130272;1.060000;0.420757;0.294007;1.043140;0.020757;0.723682;1.010000;0.019195;0.398804;1.010000;0.019043;0.240000;1.078481;0.019043;0.230219;1.071000;
50.099990;139.920000;0.000000;137.694480;-4.767413;134.322431;133.163983;133.320000;-28.000975;133.201959;131.742046;133.320000;-15.118585;11.354000;34.127055;11.863097;-14.189510;35.232644;11.781000;-18.452253;34.673639;34.421063;34.479230;34.079644;33.914049;33.718809;33.793961;33.753487;33.783112;33.940563;33.578629;33.509008;32.928406;33.744599;132.756144;33.093990;32.717567;2.637793;-0.130265;1.060000;0.420767;0.294030;1.043140;0.020767;0.723700;1.010000;0.019205;0.398868;1.010000;0.019052;0.240000;1.078463;0.019052;0.230244;1.071000;
50.199990;139.920000;0.000000;137.694480;-4.767431;134.322334;133.163877;133.320000;-28.001086;133.201852;131.741833;133.320000;-15.118671;11.353991;34.126936;11.863088;-14.189500;35.232635;11.781000;-18.452424;34.673610;34.421009;34.479162;34.079532;33.913957;33.718697;33.793847;33.753348;33.782976;33.940469;33.578492;33.508876;32.928240;33.744488;132.756008;33.093838;32.717393;2.637806;-0.130263;1.060000;0.420777;0.294039;1.043140;0.020777;0.723709;1.010000;0.019214;0.398890;1.010000;0.019062;0.240000;1.078463;0.019062;0.230263;1.071000;
50.399990;139.920000;0.000000;137.694480;-4.767466;134.322146;133.163676;133.320000;-28.001303;133.201652;131.741418;133.320000;-15.118840;11.353974;34.126701;11.863081;-14.189481;35.232618;11.781000;-18.452764;34.673553;34.420904;34.479028;34.079313;33.913775;33.718478;33.793621;33.753076;33.782709;33.940286;33.578223;33.508617;32.927911;33.744270;132.755747;33.093538;32.717048;2.637833;-0.130258;1.060000;0.420797;0.294055;1.043140;0.020797;0.723728;1.010000;0.019232;0.398931;1.010000;0.019079;0.240000;1.078462;0.019079;0.230300;1.071000;
50.799990;139.920000;0.000000;137.694480;-4.767534;134.321764;133.163262;133.320000;-28.001734;133.201228;131.740591;133.320000;-15.119173;11.353937;34.126240;11.863036;-14.189443;35.232583;11.781000;-18.453427;34.673441;34.420697;34.478764;34.078881;33.913418;33.718046;33.793176;33.752540;33.782183;33.939925;33.577693;33.508106;32.927266;33.743839;132.755213;33.092948;32.716371;2.637885;-0.130248;1.060000;0.420835;0.294090;1.043140;0.020835;0.723764;1.010000;0.019267;0.399019;1.010000;0.019114;0.240000;1.078458;0.019114;0.230373;1.071000;
51.599990;139.920000;0.000000;137.694480;-4.767663;134.321049;133.162490;133.320000;-28.002543;133.200446;131.739037;133.320000;-15.119802;11.353870;34.125364;11.862971;-14.189372;35.232517;11.781000;-18.454689;34.673228;34.420303;34.478263;34.078063;33.912741;33.717226;33.792333;33.751524;33.781185;33.939240;33.576687;33.507136;32.926040;33.743021;132.754214;33.091828;32.715086;2.637984;-0.130230;1.060000;0.420907;0.294155;1.043140;0.020907;0.723833;1.010000;0.019334;0.399179;1.010000;0.019181;0.240000;1.078452;0.019181;0.230511;1.071000;
52.599990;139.920000;0.000000;137.694480;-4.767813;134.320226;133.161599;133.320000;-28.003471;133.199543;131.737251;133.320000;-15.120528;11.353793;34.124350;11.862897;-14.189290;35.232440;11.781000;-18.456151;34.672982;34.419847;34.477684;34.077115;33.911957;33.716276;33.791357;33.750347;33.780030;33.938447;33.575522;33.506012;32.924619;33.742075;132.753059;33.090531;32.713597;2.638097;-0.130210;1.060000;0.420991;0.294229;1.043140;0.020991;0.723912;1.010000;0.019412;0.399365;1.010000;0.019258;0.240000;1.078445;0.019258;0.230671;1.071000;
53.599990;139.920000;0.000000;137.694480;-4.767949;134.319473;133.160785;133.320000;-28.004312;133.198718;131.735626;133.320000;-15.121191;11.353722;34.123420;11.862828;-14.189214;35.232370;11.781000;-18.457492;34.672755;34.419429;34.477152;34.076245;33.911237;33.715404;33.790461;33.749268;33.778969;33.937719;33.574452;33.504981;32.923314;33.741206;132.752001;33.089341;32.712230;2.638201;-0.130191;1.060000;0.421067;0.294297;1.043140;0.021067;0.723983;1.010000;0.019482;0.399535;1.010000;0.019327;0.240000;1.078439;0.019327;0.230818;1.071000;
54.599990;139.920000;0.000000;137.694480;-4.768073;134.318787;133.160042;133.320000;-28.005075;133.197965;131.734149;133.320000;-15.121795;11.353657;34.122567;11.862766;-14.189146;35.232305;11.781000;-18.458722;34.672548;34.419045;34.476665;34.075448;33.910576;33.714605;33.789639;33.748277;33.777997;33.937050;33.573471;33.504034;32.922116;33.740409;132.751033;33.088248;32.710976;2.638296;-0.130174;1.060000;0.421136;0.294360;1.043140;0.021136;0.724048;1.010000;0.019546;0.399690;1.010000;0.019391;0.240000;1.078433;0.019391;0.230952;1.071000;
55.599990;139.920000;0.000000;137.694480;-4.768187;134.318160;133.159363;133.320000;-28.005767;133.197276;131.732805;133.320000;-15.122348;11.353598;34.121785;11.862709;-14.189082;35.232246;11.781000;-18.459851;34.672357;34.418693;34.476218;34.074717;33.909970;33.713871;33.788885;33.747369;33.777105;33.936437;33.572570;33.503166;32.921016;33.739678;132.750147;33.087246;32.709825;2.638383;-0.130158;1.060000;0.421200;0.294417;1.043140;0.021200;0.724107;1.010000;0.019605;0.399832;1.010000;0.019450;0.240000;1.078428;0.019450;0.231076;1.071000;
56.599990;139.920000;0.000000;137.694480;-4.768291;134.317589;133.158744;133.320000;-28.006395;133.196647;131.731583;133.320000;-15.122852;11.353544;34.121068;11.862657;-14.189025;35.232192;11.781000;-18.460887;34.672182;34.418370;34.475808;34.074046;33.909414;33.713198;33.788194;33.746536;33.776287;33.935874;33.571743;33.502369;32.920006;33.739007;132.749336;33.086327;32.708769;2.638462;-0.130144;1.060000;0.421258;0.294468;1.043140;0.021258;0.724161;1.010000;0.019659;0.399962;1.010000;0.019503;0.240000;1.078423;0.019503;0.231189;1.071000;
57.599990;139.920000;0.000000;137.694480;-4.768385;134.317067;133.158177;133.320000;-28.006964;133.196072;131.730471;133.320000;-15.123312;11.353495;34.120410;11.862609;-14.188972;35.232142;11.781000;-18.461838;34.672022;34.418073;34.475433;34.073431;33.908904;33.712581;33.787559;33.745772;33.775536;33.935357;33.570985;33.501637;32.919079;33.738391;132.748592;33.085483;32.707799;2.638534;-0.130131;1.060000;0.421311;0.294516;1.043140;0.021311;0.724209;1.010000;0.019708;0.400080;1.010000;0.019551;0.240000;1.078419;0.019551;0.231292;1.071000;
58.599990;139.920000;0.000000;137.694480;-4.768472;134.316590;133.157660;133.320000;-28.007480;133.195548;131.729461;133.320000;-15.123732;11.353450;34.119807;11.862566;-14.188923;35.232097;11.781000;-18.462710;34.671875;34.417801;34.475088;34.072868;33.908436;33.712014;33.786977;33.745071;33.774848;33.934883;33.570288;33.500965;32.918228;33.737826;132.747913;33.084708;32.706909;2.638600;-0.130119;1.060000;0.421359;0.294559;1.043140;0.021359;0.724253;1.010000;0.019752;0.400188;1.010000;0.019596;0.240000;1.078415;0.019596;0.231388;1.071000;
59.599990;139.920000;0.000000;137.694480;-4.768550;134.316155;133.157188;133.320000;-28.007948;133.195068;131.728541;133.320000;-15.124116;11.353409;34.119254;11.862526;-14.188879;35.232055;11.781000;-18.463510;34.671740;34.417552;34.474773;34.072351;33.908007;33.711495;33.786443;33.744428;33.774216;33.934448;33.569649;33.500349;32.917447;33.737308;132.747290;33.083998;32.706093;2.638660;-0.130108;1.060000;0.421403;0.294599;1.043140;0.021403;0.724293;1.010000;0.019793;0.400287;1.010000;0.019636;0.240000;1.078411;0.019636;0.231475;1.071000;
60.599990;139.920000;0.000000;137.694480;-4.768622;134.315758;133.156757;133.320000;-28.008372;133.194630;131.727706;133.320000;-15.124467;11.353371;34.118746;11.862490;-14.188839;35.232016;11.781000;-18.464244;34.671616;34.417322;34.474483;34.071877;33.907613;33.711018;33.785954;33.743838;33.773637;33.934048;33.569063;33.499784;32.916730;33.736833;132.746720;33.083346;32.705343;2.638715;-0.130098;1.060000;0.421444;0.294635;1.043140;0.021444;0.724329;1.010000;0.019830;0.400378;1.010000;0.019673;0.240000;1.078408;0.019673;0.231555;1.071000;
61.599990;139.920000;0.000000;137.694480;-4.768688;134.315396;133.156363;133.320000;-28.008756;133.194230;131.726945;133.320000;-15.124787;11.353337;34.118281;11.862456;-14.188801;35.231981;11.781000;-18.464918;34.671502;34.417112;34.474218;34.071442;33.907251;33.710580;33.785504;33.743297;33.773105;33.933682;33.568524;33.499265;32.916071;33.736397;132.746198;33.082748;32.704656;2.638765;-0.130089;1.060000;0.421480;0.294668;1.043140;0.021480;0.724362;1.010000;0.019864;0.400461;1.010000;0.019707;0.240000;1.078405;0.019707;0.231628;1.071000;
62.599990;139.920000;0.000000;137.694480;-4.768748;134.315065;133.156003;133.320000;-28.009105;133.193865;131.726254;133.320000;-15.125079;11.353306;34.117854;11.862426;-14.188767;35.231949;11.781000;-18.465536;34.671398;34.416919;34.473974;34.071043;33.906920;33.710179;33.785092;33.742801;33.772618;33.933346;33.568030;33.498789;32.915467;33.735997;132.745720;33.082199;32.704025;2.638810;-0.130081;1.060000;0.421514;0.294698;1.043140;0.021514;0.724392;1.010000;0.019896;0.400536;1.010000;0.019738;0.240000;1.078402;0.019738;0.231695;1.071000;
63.599990;139.920000;0.000000;137.694480;-4.768803;134.314763;133.155674;133.320000;-28.009421;133.193531;131.725626;133.320000;-15.125345;11.353277;34.117463;11.862398;-14.188736;35.231919;11.781000;-18.466103;34.671302;34.416742;34.473751;34.070678;33.906615;33.709811;33.784714;33.742346;33.772171;33.933037;33.567577;33.498352;32.914912;33.735630;132.745283;33.081696;32.703445;2.638852;-0.130073;1.060000;0.421545;0.294726;1.043140;0.021545;0.724419;1.010000;0.019924;0.400605;1.010000;0.019766;0.240000;1.078400;0.019766;0.231757;1.071000;
64.599990;139.920000;0.000000;137.694480;-4.768853;134.314487;133.155374;133.320000;-28.009707;133.193226;131.725055;133.320000;-15.125589;11.353251;34.117104;11.862373;-14.188708;35.231892;11.781000;-18.466624;34.671214;34.416580;34.473547;34.070342;33.906336;33.709473;33.784368;33.741928;33.771761;33.932754;33.567161;33.497951;32.914402;33.735293;132.744883;33.081234;32.702914;2.638890;-0.130066;1.060000;0.421573;0.294751;1.043140;0.021573;0.724444;1.010000;0.019950;0.400669;1.010000;0.019791;0.240000;1.078398;0.019791;0.231814;1.071000;
65.599990;139.920000;0.000000;137.694480;-4.768899;134.314236;133.155100;133.320000;-28.009966;133.192947;131.724535;133.320000;-15.125811;11.353227;34.116775;11.862350;-14.188682;35.231867;11.781000;-18.467101;34.671133;34.416431;34.473359;34.070035;33.906080;33.709164;33.784049;33.741545;33.771385;33.932494;33.566780;33.497583;32.913935;33.734984;132.744516;33.080810;32.702427;2.638925;-0.130060;1.060000;0.421598;0.294774;1.043140;0.021598;0.724466;1.010000;0.019973;0.400726;1.010000;0.019815;0.240000;1.078395;0.019815;0.231866;1.071000;
66.599990;139.920000;0.000000;137.694480;-4.768940;134.314006;133.154850;133.320000;-28.010201;133.192693;131.724063;133.320000;-15.126014;11.353205;34.116474;11.862329;-14.188658;35.231845;11.781000;-18.467539;34.671060;34.416294;34.473187;34.069753;33.905845;33.708880;33.783758;33.741194;33.771040;33.932255;33.566430;33.497245;32.913506;33.734701;132.744181;33.080421;32.701979;2.638957;-0.130054;1.060000;0.421622;0.294795;1.043140;0.021622;0.724486;1.010000;0.019995;0.400779;1.010000;0.019836;0.240000;1.078394;0.019836;0.231913;1.071000;
67.599990;139.920000;0.000000;137.694480;-4.768979;134.313796;133.154621;133.320000;-28.010414;133.192460;131.723634;133.320000;-15.126200;11.353185;34.116197;11.862310;-14.188636;35.231824;11.781000;-18.467941;34.670992;34.416169;34.473029;34.069495;33.905630;33.708619;33.783490;33.740872;33.770724;33.932037;33.566108;33.496935;32.913112;33.734441;132.743874;33.080065;32.701569;2.638986;-0.130049;1.060000;0.421643;0.294814;1.043140;0.021643;0.724504;1.010000;0.020015;0.400827;1.010000;0.019856;0.240000;1.078392;0.019856;0.231957;1.071000;
68.599990;139.920000;0.000000;137.694480;-4.769013;134.313605;133.154412;133.320000;-28.010607;133.192248;131.723243;133.320000;-15.126369;11.353167;34.115944;11.862292;-14.188616;35.231805;11.781000;-18.468309;34.670930;34.416054;34.472885;34.069258;33.905432;33.708380;33.783245;33.740577;33.770434;33.931836;33.565814;33.496651;32.912751;33.734203;132.743593;33.079738;32.701192;2.639012;-0.130044;1.060000;0.421662;0.294832;1.043140;0.021662;0.724521;1.010000;0.020033;0.400871;1.010000;0.019874;0.240000;1.078390;0.019874;0.231997;1.071000;
69.599990;139.920000;0.000000;137.694480;-4.769045;134.313430;133.154222;133.320000;-28.010782;133.192054;131.722888;133.320000;-15.126524;11.353150;34.115711;11.862276;-14.188598;35.231787;11.781000;-18.468647;34.670872;34.415949;34.472752;34.069041;33.905251;33.708161;33.783020;33.740306;33.770168;33.931652;33.565543;33.496391;32.912419;33.733984;132.743335;33.079437;32.700847;2.639037;-0.130040;1.060000;0.421680;0.294848;1.043140;0.021680;0.724536;1.010000;0.020049;0.400912;1.010000;0.019890;0.240000;1.078389;0.019890;0.232033;1.071000;
70.599990;139.920000;0.000000;137.694480;-4.769074;134.313271;133.154047;133.320000;-28.010941;133.191876;131.722566;133.320000;-15.126665;11.353135;34.115498;11.862261;-14.188581;35.231771;11.781000;-18.468958;34.670820;34.415852;34.472631;34.068842;33.905085;33.707960;33.782814;33.740058;33.769924;33.931483;33.565295;33.496151;32.912114;33.733784;132.743100;33.079162;32.700530;2.639059;-0.130036;1.060000;0.421696;0.294862;1.043140;0.021696;0.724549;1.010000;0.020064;0.400949;1.010000;0.019905;0.240000;1.078387;0.019905;0.232067;1.071000;
71.599990;139.920000;0.000000;137.694480;-4.769100;134.313125;133.153888;133.320000;-28.011084;133.191714;131.722272;133.320000;-15.126793;11.353121;34.115302;11.862248;-14.188566;35.231756;11.781000;-18.469242;34.670772;34.415763;34.472520;34.068659;33.904932;33.707775;33.782624;33.739830;33.769700;33.931328;33.565067;33.495932;32.911835;33.733600;132.742884;33.078910;32.700239;2.639079;-0.130032;1.060000;0.421711;0.294876;1.043140;0.021711;0.724562;1.010000;0.020078;0.400982;1.010000;0.019918;0.240000;1.078386;0.019918;0.232098;1.071000;
72.599990;139.920000;0.000000;137.694480;-4.769125;134.312992;133.153743;133.320000;-28.011214;133.191566;131.722006;133.320000;-15.126911;11.353109;34.115123;11.862236;-14.188552;35.231743;11.781000;-18.469503;34.670728;34.415682;34.472418;34.068492;33.904792;33.707606;33.782451;33.739622;33.769495;33.931185;33.564859;33.495731;32.911579;33.733431;132.742687;33.078678;32.699972;2.639097;-0.130029;1.060000;0.421725;0.294888;1.043140;0.021725;0.724573;1.010000;0.020090;0.401013;1.010000;0.019931;0.240000;1.078385;0.019931;0.232126;1.071000;
73.599990;139.920000;0.000000;137.694480;-4.769147;134.312871;133.153610;133.320000;-28.011332;133.191431;131.721763;133.320000;-15.127019;11.353097;34.114959;11.862224;-14.188539;35.231730;11.781000;-18.469743;34.670688;34.415607;34.472324;34.068338;33.904664;33.707451;33.782291;33.739430;33.769307;33.931055;33.564667;33.495546;32.911343;33.733276;132.742506;33.078466;32.699727;2.639114;-0.130026;1.060000;0.421737;0.294899;1.043140;0.021737;0.724583;1.010000;0.020102;0.401041;1.010000;0.019942;0.240000;1.078384;0.019942;0.232152;1.071000;
74.599990;139.920000;0.000000;137.694480;-4.769167;134.312760;133.153489;133.320000;-28.011439;133.191308;131.721543;133.320000;-15.127117;11.353086;34.114808;11.862214;-14.188527;35.231719;11.781000;-18.469962;34.670651;34.415538;34.472238;34.068198;33.904546;33.707308;33.782145;33.739255;33.769134;33.930935;33.564491;33.495376;32.911127;33.733135;132.742341;33.078271;32.699503;2.639129;-0.130023;1.060000;0.421748;0.294909;1.043140;0.021748;0.724592;1.010000;0.020112;0.401067;1.010000;0.019952;0.240000;1.078383;0.019952;0.232176;1.071000;
75.599990;139.920000;0.000000;137.694480;-4.769185;134.312659;133.153378;133.320000;-28.011536;133.191195;131.721342;133.320000;-15.127206;11.353077;34.114670;11.862205;-14.188516;35.231708;11.781000;-18.470164;34.670617;34.415475;34.472160;34.068069;33.904438;33.707178;33.782011;33.739094;33.768976;33.930825;33.564330;33.495221;32.910929;33.733004;132.742189;33.078092;32.699297;2.639143;-0.130021;1.060000;0.421758;0.294918;1.043140;0.021758;0.724601;1.010000;0.020122;0.401090;1.010000;0.019962;0.240000;1.078382;0.019962;0.232197;1.071000;
76.599990;139.920000;0.000000;137.694480;-4.769202;134.312567;133.153277;133.320000;-28.011623;133.191092;131.721160;133.320000;-15.127288;11.353068;34.114543;11.862196;-14.188506;35.231699;11.781000;-18.470349;34.670585;34.415418;34.472088;34.067950;33.904339;33.707058;33.781889;33.738946;33.768831;33.930724;33.564182;33.495078;32.910747;33.732885;132.742050;33.077928;32.699108;2.639156;-0.130018;1.060000;0.421768;0.294927;1.043140;0.021768;0.724608;1.010000;0.020130;0.401112;1.010000;0.019971;0.240000;1.078381;0.019971;0.232217;1.071000;
77.599990;139.920000;0.000000;137.694480;-4.769217;134.312482;133.153184;133.320000;-28.011703;133.190998;131.720995;133.320000;-15.127363;11.353060;34.114427;11.862189;-14.188497;35.231690;11.781000;-18.470518;34.670557;34.415365;34.472022;34.067842;33.904248;33.706948;33.781776;33.738810;33.768698;33.930632;33.564046;33.494947;32.910580;33.732776;132.741923;33.077778;32.698934;2.639168;-0.130016;1.060000;0.421776;0.294935;1.043140;0.021776;0.724615;1.010000;0.020138;0.401132;1.010000;0.019978;0.240000;1.078381;0.019978;0.232236;1.071000;
