time;NETWORK__BUS____9-BUS___10-1_AC_P1;NETWORK__BUS____5-BUS____6-1_PS_P1;NETWORK__BUS____5-BUS____6-1_PS_step;PhaseShifter_phaseShifter_state;PhaseShifter_phaseShifter_valueMax;PhaseShifter_phaseShifter_valueMin;PhaseShifter_phaseShifter_PMonitored;PhaseShifter_phaseShifter_valueUnderMin;PhaseShifter_phaseShifter_valueAboveMax;
21.684455;0.000000;0.467993;7.000000;5.000000;0.445000;0.435000;0.467993;-1.000000;1.000000;
21.684455;0.000000;0.467993;7.000000;5.000000;0.445000;0.435000;0.467993;-1.000000;1.000000;
21.684455;0.000000;0.467993;7.000000;5.000000;0.445000;0.435000;0.467993;-1.000000;1.000000;
21.684691;0.000000;0.467991;7.000000;5.000000;0.445000;0.435000;0.467991;-1.000000;1.000000;
21.685203;0.000000;0.467987;7.000000;5.000000;0.445000;0.435000;0.467987;-1.000000;1.000000;
21.686227;0.000000;0.467977;7.000000;5.000000;0.445000;0.435000;0.467977;-1.000000;1.000000;
21.688275;0.000000;0.467959;7.000000;5.000000;0.445000;0.435000;0.467959;-1.000000;1.000000;
21.692371;0.000000;0.467924;7.000000;5.000000;0.445000;0.435000;0.467924;-1.000000;1.000000;
21.700563;0.000000;0.467859;7.000000;5.000000;0.445000;0.435000;0.467859;-1.000000;1.000000;
21.716947;0.000000;0.467755;7.000000;5.000000;0.445000;0.435000;0.467755;-1.000000;1.000000;
21.749715;0.000000;0.467646;7.000000;5.000000;0.445000;0.435000;0.467646;-1.000000;1.000000;
21.815251;0.000000;0.467798;7.000000;5.000000;0.445000;0.435000;0.467798;-1.000000;1.000000;
21.946323;0.000000;0.468978;7.000000;5.000000;0.445000;0.435000;0.468978;-1.000000;1.000000;
22.077395;0.000000;0.470447;7.000000;5.000000;0.445000;0.435000;0.470446;-1.000000;1.000000;
22.208467;0.000000;0.471262;7.000000;5.000000;0.445000;0.435000;0.471262;-1.000000;1.000000;
22.339539;0.000000;0.471075;7.000000;5.000000;0.445000;0.435000;0.471075;-1.000000;1.000000;
22.470611;0.000000;0.470190;7.000000;5.000000;0.445000;0.435000;0.470190;-1.000000;1.000000;
22.732755;0.000000;0.468983;7.000000;5.000000;0.445000;0.435000;0.468983;-1.000000;1.000000;
23.257043;0.000000;0.469548;7.000000;5.000000;0.445000;0.435000;0.469548;-1.000000;1.000000;
23.656741;0.000000;0.469771;7.000000;5.000000;0.445000;0.435000;0.469771;-1.000000;1.000000;
24.456136;0.000000;0.469792;7.000000;5.000000;0.445000;0.435000;0.469792;-1.000000;1.000000;
26.054927;0.000000;0.469769;7.000000;5.000000;0.445000;0.435000;0.469769;-1.000000;1.000000;
29.252509;0.000000;0.469767;7.000000;5.000000;0.445000;0.435000;0.469767;-1.000000;1.000000;
29.999994;0.000000;0.429456;7.000000;5.000000;0.445000;0.435000;0.469767;-1.000000;1.000000;
29.999994;0.000000;0.449988;8.000000;6.000000;0.445000;0.435000;0.449988;-1.000000;1.000000;
29.999995;0.000000;0.449988;8.000000;6.000000;0.445000;0.435000;0.449988;-1.000000;1.000000;
29.999996;0.000000;0.449988;8.000000;6.000000;0.445000;0.435000;0.449988;-1.000000;1.000000;
29.999998;0.000000;0.449988;8.000000;6.000000;0.445000;0.435000;0.449988;-1.000000;1.000000;
30.000002;0.000000;0.449989;8.000000;6.000000;0.445000;0.435000;0.449989;-1.000000;1.000000;
30.000010;0.000000;0.449991;8.000000;6.000000;0.445000;0.435000;0.449991;-1.000000;1.000000;
30.000026;0.000000;0.449993;8.000000;6.000000;0.445000;0.435000;0.449993;-1.000000;1.000000;
30.000058;0.000000;0.449999;8.000000;6.000000;0.445000;0.435000;0.449999;-1.000000;1.000000;
30.000122;0.000000;0.450011;8.000000;6.000000;0.445000;0.435000;0.450011;-1.000000;1.000000;
30.000250;0.000000;0.450034;8.000000;6.000000;0.445000;0.435000;0.450034;-1.000000;1.000000;
30.000506;0.000000;0.450079;8.000000;6.000000;0.445000;0.435000;0.450079;-1.000000;1.000000;
30.001018;0.000000;0.450170;8.000000;6.000000;0.445000;0.435000;0.450170;-1.000000;1.000000;
30.002042;0.000000;0.450345;8.000000;6.000000;0.445000;0.435000;0.450345;-1.000000;1.000000;
30.004090;0.000000;0.450679;8.000000;6.000000;0.445000;0.435000;0.450679;-1.000000;1.000000;
30.008186;0.000000;0.451285;8.000000;6.000000;0.445000;0.435000;0.451285;-1.000000;1.000000;
30.016378;0.000000;0.452299;8.000000;6.000000;0.445000;0.435000;0.452299;-1.000000;1.000000;
30.032762;0.000000;0.453813;8.000000;6.000000;0.445000;0.435000;0.453813;-1.000000;1.000000;
30.049146;0.000000;0.454885;8.000000;6.000000;0.445000;0.435000;0.454885;-1.000000;1.000000;
30.081914;0.000000;0.456661;8.000000;6.000000;0.445000;0.435000;0.456661;-1.000000;1.000000;
30.114682;0.000000;0.458275;8.000000;6.000000;0.445000;0.435000;0.458275;-1.000000;1.000000;
30.147450;0.000000;0.459964;8.000000;6.000000;0.445000;0.435000;0.459964;-1.000000;1.000000;
30.180218;0.000000;0.461730;8.000000;6.000000;0.445000;0.435000;0.461730;-1.000000;1.000000;
30.245754;0.000000;0.465000;8.000000;6.000000;0.445000;0.435000;0.465000;-1.000000;1.000000;
30.319371;0.000000;0.466948;8.000000;6.000000;0.445000;0.435000;0.466948;-1.000000;1.000000;
30.392988;0.000000;0.467325;8.000000;6.000000;0.445000;0.435000;0.467325;-1.000000;1.000000;
30.466605;0.000000;0.466521;8.000000;6.000000;0.445000;0.435000;0.466521;-1.000000;1.000000;
30.492589;0.000000;0.466148;8.000000;6.000000;0.445000;0.435000;0.466149;-1.000000;1.000000;
30.492589;0.000000;0.466148;8.000000;6.000000;0.445000;0.435000;0.466149;-1.000000;1.000000;
30.492589;0.000000;0.466148;8.000000;6.000000;0.445000;0.435000;0.466149;-1.000000;1.000000;
30.492770;0.000000;0.466146;8.000000;6.000000;0.445000;0.435000;0.466146;-1.000000;1.000000;
30.492770;0.000000;0.466146;8.000000;6.000000;0.445000;0.435000;0.466146;-1.000000;1.000000;
30.492771;0.000000;0.466145;8.000000;6.000000;0.445000;0.435000;0.466145;-1.000000;1.000000;
30.492772;0.000000;0.466145;8.000000;6.000000;0.445000;0.435000;0.466145;-1.000000;1.000000;
30.492774;0.000000;0.466145;8.000000;6.000000;0.445000;0.435000;0.466145;-1.000000;1.000000;
30.492778;0.000000;0.466145;8.000000;6.000000;0.445000;0.435000;0.466145;-1.000000;1.000000;
30.492786;0.000000;0.466145;8.000000;6.000000;0.445000;0.435000;0.466145;-1.000000;1.000000;
30.492802;0.000000;0.466145;8.000000;6.000000;0.445000;0.435000;0.466145;-1.000000;1.000000;
30.492834;0.000000;0.466144;8.000000;6.000000;0.445000;0.435000;0.466144;-1.000000;1.000000;
30.492898;0.000000;0.466143;8.000000;6.000000;0.445000;0.435000;0.466143;-1.000000;1.000000;
30.493026;0.000000;0.466141;8.000000;6.000000;0.445000;0.435000;0.466141;-1.000000;1.000000;
30.493282;0.000000;0.466138;8.000000;6.000000;0.445000;0.435000;0.466138;-1.000000;1.000000;
30.493794;0.000000;0.466130;8.000000;6.000000;0.445000;0.435000;0.466130;-1.000000;1.000000;
30.494818;0.000000;0.466114;8.000000;6.000000;0.445000;0.435000;0.466114;-1.000000;1.000000;
30.496866;0.000000;0.466081;8.000000;6.000000;0.445000;0.435000;0.466081;-1.000000;1.000000;
30.500962;0.000000;0.466014;8.000000;6.000000;0.445000;0.435000;0.466014;-1.000000;1.000000;
30.509154;0.000000;0.465871;8.000000;6.000000;0.445000;0.435000;0.465871;-1.000000;1.000000;
30.525538;0.000000;0.465552;8.000000;6.000000;0.445000;0.435000;0.465552;-1.000000;1.000000;
30.558306;0.000000;0.464809;8.000000;6.000000;0.445000;0.435000;0.464809;-1.000000;1.000000;
30.623842;0.000000;0.463136;8.000000;6.000000;0.445000;0.435000;0.463136;-1.000000;1.000000;
30.689378;0.000000;0.461491;8.000000;6.000000;0.445000;0.435000;0.461491;-1.000000;1.000000;
30.786575;0.000000;0.460777;8.000000;6.000000;0.445000;0.435000;0.460777;-1.000000;1.000000;
30.786575;0.000000;0.460777;8.000000;6.000000;0.445000;0.435000;0.460777;-1.000000;1.000000;
30.786576;0.000000;0.460777;8.000000;6.000000;0.445000;0.435000;0.460777;-1.000000;1.000000;
30.786577;0.000000;0.460777;8.000000;6.000000;0.445000;0.435000;0.460777;-1.000000;1.000000;
30.786579;0.000000;0.460777;8.000000;6.000000;0.445000;0.435000;0.460777;-1.000000;1.000000;
30.786583;0.000000;0.460777;8.000000;6.000000;0.445000;0.435000;0.460777;-1.000000;1.000000;
30.786591;0.000000;0.460776;8.000000;6.000000;0.445000;0.435000;0.460776;-1.000000;1.000000;
30.786607;0.000000;0.460776;8.000000;6.000000;0.445000;0.435000;0.460776;-1.000000;1.000000;
30.786639;0.000000;0.460776;8.000000;6.000000;0.445000;0.435000;0.460776;-1.000000;1.000000;
30.786703;0.000000;0.460775;8.000000;6.000000;0.445000;0.435000;0.460775;-1.000000;1.000000;
30.786827;0.000000;0.460774;8.000000;6.000000;0.445000;0.435000;0.460774;-1.000000;1.000000;
30.786827;0.000000;0.460774;8.000000;6.000000;0.445000;0.435000;0.460774;-1.000000;1.000000;
30.786827;0.000000;0.460774;8.000000;6.000000;0.445000;0.435000;0.460774;-1.000000;1.000000;
30.786831;0.000000;0.460774;8.000000;6.000000;0.445000;0.435000;0.460774;-1.000000;1.000000;
30.787087;0.000000;0.460771;8.000000;6.000000;0.445000;0.435000;0.460771;-1.000000;1.000000;
30.787599;0.000000;0.460765;8.000000;6.000000;0.445000;0.435000;0.460765;-1.000000;1.000000;
30.788623;0.000000;0.460753;8.000000;6.000000;0.445000;0.435000;0.460753;-1.000000;1.000000;
30.790671;0.000000;0.460729;8.000000;6.000000;0.445000;0.435000;0.460729;-1.000000;1.000000;
30.794767;0.000000;0.460684;8.000000;6.000000;0.445000;0.435000;0.460684;-1.000000;1.000000;
30.802959;0.000000;0.460599;8.000000;6.000000;0.445000;0.435000;0.460599;-1.000000;1.000000;
30.819343;0.000000;0.460457;8.000000;6.000000;0.445000;0.435000;0.460457;-1.000000;1.000000;
30.852111;0.000000;0.460281;8.000000;6.000000;0.445000;0.435000;0.460281;-1.000000;1.000000;
30.917647;0.000000;0.460339;8.000000;6.000000;0.445000;0.435000;0.460339;-1.000000;1.000000;
31.048719;0.000000;0.461454;8.000000;6.000000;0.445000;0.435000;0.461454;-1.000000;1.000000;
31.179791;0.000000;0.462975;8.000000;6.000000;0.445000;0.435000;0.462975;-1.000000;1.000000;
31.310863;0.000000;0.463902;8.000000;6.000000;0.445000;0.435000;0.463901;-1.000000;1.000000;
31.441935;0.000000;0.463842;8.000000;6.000000;0.445000;0.435000;0.463842;-1.000000;1.000000;
31.573007;0.000000;0.463069;8.000000;6.000000;0.445000;0.435000;0.463069;-1.000000;1.000000;
31.835151;0.000000;0.461930;8.000000;6.000000;0.445000;0.435000;0.461930;-1.000000;1.000000;
32.097295;0.000000;0.462198;8.000000;6.000000;0.445000;0.435000;0.462198;-1.000000;1.000000;
32.359439;0.000000;0.462592;8.000000;6.000000;0.445000;0.435000;0.462592;-1.000000;1.000000;
32.883727;0.000000;0.462563;8.000000;6.000000;0.445000;0.435000;0.462563;-1.000000;1.000000;
33.408015;0.000000;0.462541;8.000000;6.000000;0.445000;0.435000;0.462541;-1.000000;1.000000;
34.456591;0.000000;0.462539;8.000000;6.000000;0.445000;0.435000;0.462539;-1.000000;1.000000;
34.999993;0.000000;0.422221;8.000000;6.000000;0.445000;0.435000;0.462539;-1.000000;1.000000;
34.999993;0.000000;0.442754;9.000000;4.000000;0.445000;0.435000;0.442754;-1.000000;-1.000000;
34.999994;0.000000;0.442754;9.000000;4.000000;0.445000;0.435000;0.442754;-1.000000;-1.000000;
34.999995;0.000000;0.442754;9.000000;4.000000;0.445000;0.435000;0.442754;-1.000000;-1.000000;
34.999997;0.000000;0.442754;9.000000;4.000000;0.445000;0.435000;0.442754;-1.000000;-1.000000;
35.000001;0.000000;0.442755;9.000000;4.000000;0.445000;0.435000;0.442755;-1.000000;-1.000000;
35.000009;0.000000;0.442757;9.000000;4.000000;0.445000;0.435000;0.442757;-1.000000;-1.000000;
35.000025;0.000000;0.442759;9.000000;4.000000;0.445000;0.435000;0.442759;-1.000000;-1.000000;
35.000057;0.000000;0.442765;9.000000;4.000000;0.445000;0.435000;0.442765;-1.000000;-1.000000;
35.000121;0.000000;0.442777;9.000000;4.000000;0.445000;0.435000;0.442777;-1.000000;-1.000000;
35.000249;0.000000;0.442800;9.000000;4.000000;0.445000;0.435000;0.442800;-1.000000;-1.000000;
35.000505;0.000000;0.442846;9.000000;4.000000;0.445000;0.435000;0.442846;-1.000000;-1.000000;
35.001017;0.000000;0.442936;9.000000;4.000000;0.445000;0.435000;0.442936;-1.000000;-1.000000;
35.002041;0.000000;0.443112;9.000000;4.000000;0.445000;0.435000;0.443112;-1.000000;-1.000000;
35.004089;0.000000;0.443446;9.000000;4.000000;0.445000;0.435000;0.443446;-1.000000;-1.000000;
35.008185;0.000000;0.444052;9.000000;4.000000;0.445000;0.435000;0.444052;-1.000000;-1.000000;
35.015765;0.000000;0.445000;9.000000;4.000000;0.445000;0.435000;0.445000;-1.000000;-1.000000;
35.015765;0.000000;0.445000;9.000000;5.000000;0.445000;0.435000;0.445000;-1.000000;1.000000;
35.016377;0.000000;0.445067;9.000000;5.000000;0.445000;0.435000;0.445067;-1.000000;1.000000;
35.032761;0.000000;0.446582;9.000000;5.000000;0.445000;0.435000;0.446582;-1.000000;1.000000;
35.049145;0.000000;0.447655;9.000000;5.000000;0.445000;0.435000;0.447655;-1.000000;1.000000;
35.081913;0.000000;0.449434;9.000000;5.000000;0.445000;0.435000;0.449434;-1.000000;1.000000;
35.114681;0.000000;0.451051;9.000000;5.000000;0.445000;0.435000;0.451051;-1.000000;1.000000;
35.147449;0.000000;0.452744;9.000000;5.000000;0.445000;0.435000;0.452744;-1.000000;1.000000;
35.180217;0.000000;0.454514;9.000000;5.000000;0.445000;0.435000;0.454514;-1.000000;1.000000;
35.245753;0.000000;0.457790;9.000000;5.000000;0.445000;0.435000;0.457790;-1.000000;1.000000;
35.319486;0.000000;0.459742;9.000000;5.000000;0.445000;0.435000;0.459742;-1.000000;1.000000;
35.393218;0.000000;0.460117;9.000000;5.000000;0.445000;0.435000;0.460117;-1.000000;1.000000;
35.466951;0.000000;0.459307;9.000000;5.000000;0.445000;0.435000;0.459307;-1.000000;1.000000;
35.496463;0.000000;0.458879;9.000000;5.000000;0.445000;0.435000;0.458879;-1.000000;1.000000;
35.496463;0.000000;0.458879;9.000000;5.000000;0.445000;0.435000;0.458879;-1.000000;1.000000;
35.496463;0.000000;0.458879;9.000000;5.000000;0.445000;0.435000;0.458879;-1.000000;1.000000;
35.496648;0.000000;0.458876;9.000000;5.000000;0.445000;0.435000;0.458876;-1.000000;1.000000;
35.496648;0.000000;0.458876;9.000000;5.000000;0.445000;0.435000;0.458876;-1.000000;1.000000;
35.496649;0.000000;0.458875;9.000000;5.000000;0.445000;0.435000;0.458875;-1.000000;1.000000;
35.496650;0.000000;0.458875;9.000000;5.000000;0.445000;0.435000;0.458875;-1.000000;1.000000;
35.496652;0.000000;0.458875;9.000000;5.000000;0.445000;0.435000;0.458875;-1.000000;1.000000;
35.496656;0.000000;0.458875;9.000000;5.000000;0.445000;0.435000;0.458875;-1.000000;1.000000;
35.496664;0.000000;0.458875;9.000000;5.000000;0.445000;0.435000;0.458875;-1.000000;1.000000;
35.496680;0.000000;0.458875;9.000000;5.000000;0.445000;0.435000;0.458875;-1.000000;1.000000;
35.496712;0.000000;0.458874;9.000000;5.000000;0.445000;0.435000;0.458874;-1.000000;1.000000;
35.496776;0.000000;0.458873;9.000000;5.000000;0.445000;0.435000;0.458873;-1.000000;1.000000;
35.496904;0.000000;0.458871;9.000000;5.000000;0.445000;0.435000;0.458871;-1.000000;1.000000;
35.497160;0.000000;0.458867;9.000000;5.000000;0.445000;0.435000;0.458867;-1.000000;1.000000;
35.497672;0.000000;0.458859;9.000000;5.000000;0.445000;0.435000;0.458859;-1.000000;1.000000;
35.498696;0.000000;0.458843;9.000000;5.000000;0.445000;0.435000;0.458843;-1.000000;1.000000;
35.500744;0.000000;0.458809;9.000000;5.000000;0.445000;0.435000;0.458809;-1.000000;1.000000;
35.504840;0.000000;0.458739;9.000000;5.000000;0.445000;0.435000;0.458739;-1.000000;1.000000;
35.513032;0.000000;0.458592;9.000000;5.000000;0.445000;0.435000;0.458592;-1.000000;1.000000;
35.529416;0.000000;0.458265;9.000000;5.000000;0.445000;0.435000;0.458265;-1.000000;1.000000;
35.562184;0.000000;0.457511;9.000000;5.000000;0.445000;0.435000;0.457511;-1.000000;1.000000;
35.627720;0.000000;0.455831;9.000000;5.000000;0.445000;0.435000;0.455831;-1.000000;1.000000;
35.693256;0.000000;0.454202;9.000000;5.000000;0.445000;0.435000;0.454202;-1.000000;1.000000;
35.782306;0.000000;0.453589;9.000000;5.000000;0.445000;0.435000;0.453589;-1.000000;1.000000;
35.782306;0.000000;0.453589;9.000000;5.000000;0.445000;0.435000;0.453589;-1.000000;1.000000;
35.782307;0.000000;0.453589;9.000000;5.000000;0.445000;0.435000;0.453589;-1.000000;1.000000;
35.782308;0.000000;0.453589;9.000000;5.000000;0.445000;0.435000;0.453589;-1.000000;1.000000;
35.782310;0.000000;0.453589;9.000000;5.000000;0.445000;0.435000;0.453589;-1.000000;1.000000;
35.782314;0.000000;0.453589;9.000000;5.000000;0.445000;0.435000;0.453589;-1.000000;1.000000;
35.782322;0.000000;0.453589;9.000000;5.000000;0.445000;0.435000;0.453589;-1.000000;1.000000;
35.782338;0.000000;0.453589;9.000000;5.000000;0.445000;0.435000;0.453589;-1.000000;1.000000;
35.782370;0.000000;0.453588;9.000000;5.000000;0.445000;0.435000;0.453588;-1.000000;1.000000;
35.782434;0.000000;0.453588;9.000000;5.000000;0.445000;0.435000;0.453588;-1.000000;1.000000;
35.782560;0.000000;0.453586;9.000000;5.000000;0.445000;0.435000;0.453586;-1.000000;1.000000;
35.782560;0.000000;0.453586;9.000000;5.000000;0.445000;0.435000;0.453586;-1.000000;1.000000;
35.782560;0.000000;0.453586;9.000000;5.000000;0.445000;0.435000;0.453586;-1.000000;1.000000;
35.782562;0.000000;0.453586;9.000000;5.000000;0.445000;0.435000;0.453586;-1.000000;1.000000;
35.782818;0.000000;0.453583;9.000000;5.000000;0.445000;0.435000;0.453583;-1.000000;1.000000;
35.783330;0.000000;0.453576;9.000000;5.000000;0.445000;0.435000;0.453576;-1.000000;1.000000;
35.784354;0.000000;0.453564;9.000000;5.000000;0.445000;0.435000;0.453564;-1.000000;1.000000;
35.786402;0.000000;0.453539;9.000000;5.000000;0.445000;0.435000;0.453539;-1.000000;1.000000;
35.790498;0.000000;0.453491;9.000000;5.000000;0.445000;0.435000;0.453491;-1.000000;1.000000;
35.798690;0.000000;0.453401;9.000000;5.000000;0.445000;0.435000;0.453401;-1.000000;1.000000;
35.815074;0.000000;0.453248;9.000000;5.000000;0.445000;0.435000;0.453248;-1.000000;1.000000;
35.847842;0.000000;0.453053;9.000000;5.000000;0.445000;0.435000;0.453053;-1.000000;1.000000;
35.913378;0.000000;0.453079;9.000000;5.000000;0.445000;0.435000;0.453079;-1.000000;1.000000;
36.044450;0.000000;0.454170;9.000000;5.000000;0.445000;0.435000;0.454170;-1.000000;1.000000;
36.175522;0.000000;0.455715;9.000000;5.000000;0.445000;0.435000;0.455715;-1.000000;1.000000;
36.306594;0.000000;0.456686;9.000000;5.000000;0.445000;0.435000;0.456686;-1.000000;1.000000;
36.437666;0.000000;0.456662;9.000000;5.000000;0.445000;0.435000;0.456662;-1.000000;1.000000;
36.568738;0.000000;0.455896;9.000000;5.000000;0.445000;0.435000;0.455896;-1.000000;1.000000;
36.830882;0.000000;0.454729;9.000000;5.000000;0.445000;0.435000;0.454729;-1.000000;1.000000;
37.093026;0.000000;0.454977;9.000000;5.000000;0.445000;0.435000;0.454977;-1.000000;1.000000;
37.355170;0.000000;0.455377;9.000000;5.000000;0.445000;0.435000;0.455377;-1.000000;1.000000;
37.879458;0.000000;0.455350;9.000000;5.000000;0.445000;0.435000;0.455350;-1.000000;1.000000;
38.403746;0.000000;0.455328;9.000000;5.000000;0.445000;0.435000;0.455328;-1.000000;1.000000;
39.452322;0.000000;0.455325;9.000000;5.000000;0.445000;0.435000;0.455325;-1.000000;1.000000;
41.549474;0.000000;0.455326;9.000000;5.000000;0.445000;0.435000;0.455326;-1.000000;1.000000;
45.015763;0.000000;0.415002;9.000000;5.000000;0.445000;0.435000;0.455326;-1.000000;1.000000;
45.015763;0.000000;0.435535;10.000000;4.000000;0.445000;0.435000;0.435537;-1.000000;-1.000000;
45.015764;0.000000;0.435535;10.000000;4.000000;0.445000;0.435000;0.435535;-1.000000;-1.000000;
45.015765;0.000000;0.435535;10.000000;4.000000;0.445000;0.435000;0.435535;-1.000000;-1.000000;
45.015767;0.000000;0.435536;10.000000;4.000000;0.445000;0.435000;0.435536;-1.000000;-1.000000;
45.015771;0.000000;0.435537;10.000000;4.000000;0.445000;0.435000;0.435537;-1.000000;-1.000000;
45.015779;0.000000;0.435538;10.000000;4.000000;0.445000;0.435000;0.435538;-1.000000;-1.000000;
45.015795;0.000000;0.435541;10.000000;4.000000;0.445000;0.435000;0.435541;-1.000000;-1.000000;
45.015827;0.000000;0.435547;10.000000;4.000000;0.445000;0.435000;0.435547;-1.000000;-1.000000;
45.015891;0.000000;0.435558;10.000000;4.000000;0.445000;0.435000;0.435558;-1.000000;-1.000000;
45.016019;0.000000;0.435581;10.000000;4.000000;0.445000;0.435000;0.435581;-1.000000;-1.000000;
45.016275;0.000000;0.435627;10.000000;4.000000;0.445000;0.435000;0.435627;-1.000000;-1.000000;
45.016787;0.000000;0.435717;10.000000;4.000000;0.445000;0.435000;0.435717;-1.000000;-1.000000;
45.017811;0.000000;0.435893;10.000000;4.000000;0.445000;0.435000;0.435893;-1.000000;-1.000000;
45.019859;0.000000;0.436227;10.000000;4.000000;0.445000;0.435000;0.436227;-1.000000;-1.000000;
45.023955;0.000000;0.436834;10.000000;4.000000;0.445000;0.435000;0.436834;-1.000000;-1.000000;
45.032147;0.000000;0.437850;10.000000;4.000000;0.445000;0.435000;0.437850;-1.000000;-1.000000;
45.048531;0.000000;0.439366;10.000000;4.000000;0.445000;0.435000;0.439366;-1.000000;-1.000000;
45.064915;0.000000;0.440440;10.000000;4.000000;0.445000;0.435000;0.440440;-1.000000;-1.000000;
45.097683;0.000000;0.442222;10.000000;4.000000;0.445000;0.435000;0.442222;-1.000000;-1.000000;
45.130451;0.000000;0.443842;10.000000;4.000000;0.445000;0.435000;0.443842;-1.000000;-1.000000;
45.152980;0.000000;0.445000;10.000000;4.000000;0.445000;0.435000;0.445000;-1.000000;-1.000000;
45.152980;0.000000;0.445000;10.000000;5.000000;0.445000;0.435000;0.445000;-1.000000;1.000000;
45.163219;0.000000;0.445538;10.000000;5.000000;0.445000;0.435000;0.445538;-1.000000;1.000000;
45.195987;0.000000;0.447312;10.000000;5.000000;0.445000;0.435000;0.447312;-1.000000;1.000000;
45.261523;0.000000;0.450595;10.000000;5.000000;0.445000;0.435000;0.450595;-1.000000;1.000000;
45.335374;0.000000;0.452552;10.000000;5.000000;0.445000;0.435000;0.452552;-1.000000;1.000000;
45.409224;0.000000;0.452924;10.000000;5.000000;0.445000;0.435000;0.452924;-1.000000;1.000000;
45.483074;0.000000;0.452108;10.000000;5.000000;0.445000;0.435000;0.452108;-1.000000;1.000000;
45.516786;0.000000;0.451611;10.000000;5.000000;0.445000;0.435000;0.451612;-1.000000;1.000000;
45.516786;0.000000;0.451611;10.000000;5.000000;0.445000;0.435000;0.451612;-1.000000;1.000000;
45.516786;0.000000;0.451611;10.000000;5.000000;0.445000;0.435000;0.451612;-1.000000;1.000000;
45.516976;0.000000;0.451608;10.000000;5.000000;0.445000;0.435000;0.451609;-1.000000;1.000000;
45.516976;0.000000;0.451608;10.000000;5.000000;0.445000;0.435000;0.451609;-1.000000;1.000000;
45.516977;0.000000;0.451608;10.000000;5.000000;0.445000;0.435000;0.451608;-1.000000;1.000000;
45.516978;0.000000;0.451608;10.000000;5.000000;0.445000;0.435000;0.451608;-1.000000;1.000000;
45.516980;0.000000;0.451608;10.000000;5.000000;0.445000;0.435000;0.451608;-1.000000;1.000000;
45.516984;0.000000;0.451608;10.000000;5.000000;0.445000;0.435000;0.451608;-1.000000;1.000000;
45.516992;0.000000;0.451608;10.000000;5.000000;0.445000;0.435000;0.451608;-1.000000;1.000000;
45.517008;0.000000;0.451608;10.000000;5.000000;0.445000;0.435000;0.451608;-1.000000;1.000000;
45.517040;0.000000;0.451607;10.000000;5.000000;0.445000;0.435000;0.451607;-1.000000;1.000000;
45.517104;0.000000;0.451606;10.000000;5.000000;0.445000;0.435000;0.451606;-1.000000;1.000000;
45.517232;0.000000;0.451604;10.000000;5.000000;0.445000;0.435000;0.451604;-1.000000;1.000000;
45.517488;0.000000;0.451600;10.000000;5.000000;0.445000;0.435000;0.451600;-1.000000;1.000000;
45.518000;0.000000;0.451591;10.000000;5.000000;0.445000;0.435000;0.451591;-1.000000;1.000000;
45.519024;0.000000;0.451574;10.000000;5.000000;0.445000;0.435000;0.451574;-1.000000;1.000000;
45.521072;0.000000;0.451539;10.000000;5.000000;0.445000;0.435000;0.451539;-1.000000;1.000000;
45.525168;0.000000;0.451467;10.000000;5.000000;0.445000;0.435000;0.451467;-1.000000;1.000000;
45.533360;0.000000;0.451314;10.000000;5.000000;0.445000;0.435000;0.451314;-1.000000;1.000000;
45.549744;0.000000;0.450978;10.000000;5.000000;0.445000;0.435000;0.450978;-1.000000;1.000000;
45.582512;0.000000;0.450211;10.000000;5.000000;0.445000;0.435000;0.450211;-1.000000;1.000000;
45.648048;0.000000;0.448527;10.000000;5.000000;0.445000;0.435000;0.448527;-1.000000;1.000000;
45.713584;0.000000;0.446916;10.000000;5.000000;0.445000;0.435000;0.446916;-1.000000;1.000000;
45.793321;0.000000;0.446412;10.000000;5.000000;0.445000;0.435000;0.446412;-1.000000;1.000000;
45.793321;0.000000;0.446412;10.000000;5.000000;0.445000;0.435000;0.446412;-1.000000;1.000000;
45.793322;0.000000;0.446412;10.000000;5.000000;0.445000;0.435000;0.446412;-1.000000;1.000000;
45.793323;0.000000;0.446412;10.000000;5.000000;0.445000;0.435000;0.446412;-1.000000;1.000000;
45.793325;0.000000;0.446412;10.000000;5.000000;0.445000;0.435000;0.446412;-1.000000;1.000000;
45.793329;0.000000;0.446412;10.000000;5.000000;0.445000;0.435000;0.446412;-1.000000;1.000000;
45.793337;0.000000;0.446411;10.000000;5.000000;0.445000;0.435000;0.446411;-1.000000;1.000000;
45.793353;0.000000;0.446411;10.000000;5.000000;0.445000;0.435000;0.446411;-1.000000;1.000000;
45.793385;0.000000;0.446411;10.000000;5.000000;0.445000;0.435000;0.446411;-1.000000;1.000000;
45.793449;0.000000;0.446410;10.000000;5.000000;0.445000;0.435000;0.446410;-1.000000;1.000000;
45.793576;0.000000;0.446408;10.000000;5.000000;0.445000;0.435000;0.446408;-1.000000;1.000000;
45.793576;0.000000;0.446408;10.000000;5.000000;0.445000;0.435000;0.446408;-1.000000;1.000000;
45.793576;0.000000;0.446408;10.000000;5.000000;0.445000;0.435000;0.446408;-1.000000;1.000000;
45.793577;0.000000;0.446408;10.000000;5.000000;0.445000;0.435000;0.446408;-1.000000;1.000000;
45.793833;0.000000;0.446405;10.000000;5.000000;0.445000;0.435000;0.446405;-1.000000;1.000000;
