time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____1_SM_generator_UStatorPu;GEN____1_SM_voltageRegulator_UcEfdPu;GEN____6_SM_generator_UStatorPu;GEN____6_SM_voltageRegulator_UcEfdPu;GEN____2_SM_generator_UStatorPu;GEN____2_SM_voltageRegulator_UcEfdPu;GEN____3_SM_generator_UStatorPu;GEN____3_SM_voltageRegulator_UcEfdPu;GEN____8_SM_generator_UStatorPu;GEN____8_SM_voltageRegulator_UcEfdPu;GEN____1_SM_voltageRegulator_EfdPu;GEN____2_SM_voltageRegulator_EfdPu;GEN____3_SM_voltageRegulator_EfdPu;GEN____6_SM_voltageRegulator_EfdPu;GEN____8_SM_voltageRegulator_EfdPu;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;
1.00381;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06156;1.08994;1.05603;1.05111;1.05708;1.05542;1.0506;1.03572;1;1;1;1;1;232.382;-0.000400267;39.9881;0.0197296;0.000647489;-16.5931;43.5728;25.0327;12.8383;17.555;1.06715;1.12279;1.07024;1.12938;1.08742;1.14484;1.03482;1.08751;1.10604;1.16579;1.11295;1.14824;1.0539;1.18288;1.19486;0.216995;0.126995;
1.03658;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06156;1.08994;1.05603;1.05111;1.05708;1.05542;1.05061;1.03572;1;1;1;1;1;232.381;-0.000380385;39.9889;0.0203073;0.000510104;-16.593;43.5723;25.0327;12.8387;17.5548;1.06715;1.12279;1.07024;1.12938;1.08742;1.14484;1.03482;1.08751;1.10604;1.16579;1.11294;1.14825;1.05389;1.18286;1.19487;0.216995;0.126995;
1.10212;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08994;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.379;-0.000314401;39.9912;0.0204937;0.000197568;-16.5928;43.5715;25.0328;12.8394;17.5545;1.06715;1.12279;1.07024;1.12938;1.08742;1.14484;1.03482;1.08751;1.10604;1.16579;1.11294;1.14825;1.05387;1.18283;1.19488;0.216995;0.126996;
1.23319;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08994;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.378;-0.000157452;39.9965;0.0177289;-0.000341003;-16.5926;43.5705;25.0339;12.8403;17.5539;1.06715;1.12279;1.07024;1.12938;1.08742;1.14484;1.03482;1.08751;1.10604;1.16579;1.11292;1.14824;1.05383;1.18279;1.19489;0.216996;0.126996;
1.49533;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08994;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.382;3.22763e-05;40.004;0.00668809;-0.000521949;-16.5928;43.5705;25.0376;12.8413;17.5534;1.06715;1.12279;1.07024;1.12938;1.08743;1.14484;1.03482;1.08751;1.10604;1.16579;1.11288;1.14822;1.05376;1.18274;1.19491;0.216996;0.126996;
2.01962;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.394;0.00012128;40.0075;-0.00745271;0.000268212;-16.5936;43.5721;25.0418;12.8422;17.553;1.06715;1.12279;1.07024;1.12938;1.08743;1.14484;1.03483;1.08751;1.10604;1.16579;1.11285;1.14819;1.05371;1.18272;1.19493;0.216996;0.126996;
3.0682;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.39;1.08931e-05;40.0026;-9.77025e-05;0.000412997;-16.5935;43.5721;25.0393;12.842;17.553;1.06715;1.12279;1.07024;1.12938;1.08743;1.14484;1.03482;1.08751;1.10604;1.16579;1.11286;1.1482;1.05375;1.18273;1.19494;0.216996;0.126996;
5.16535;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.389;-1.13954e-05;40.0016;0.00247945;0.00035358;-16.5934;43.5719;25.0386;12.8418;17.553;1.06715;1.12279;1.07024;1.12938;1.08743;1.14484;1.03482;1.08751;1.10604;1.16579;1.11287;1.1482;1.05375;1.18273;1.19494;0.216996;0.126996;
9.35965;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.389;-7.46102e-06;40.0016;0.00241482;0.00038119;-16.5935;43.5719;25.0386;12.8418;17.553;1.06715;1.12279;1.07024;1.12938;1.08743;1.14484;1.03482;1.08751;1.10604;1.16579;1.11287;1.1482;1.05375;1.18273;1.19494;0.216996;0.126996;
17.7483;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.389;-6.05712e-06;40.0016;0.00239365;0.000395273;-16.5935;43.5719;25.0386;12.8418;17.553;1.06715;1.12279;1.07024;1.12938;1.08743;1.14484;1.03482;1.08751;1.10604;1.16579;1.11287;1.1482;1.05375;1.18273;1.19494;0.216996;0.126996;
27.7483;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.389;-5.77648e-06;40.0016;0.00239291;0.00039853;-16.5935;43.5719;25.0386;12.8418;17.553;1.06715;1.12279;1.07024;1.12938;1.08743;1.14484;1.03482;1.08751;1.10604;1.16579;1.11287;1.1482;1.05375;1.18273;1.19494;0.216996;0.126996;
37.7483;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.389;-5.73743e-06;40.0016;0.00239306;0.000399013;-16.5935;43.5719;25.0386;12.8418;17.553;1.06715;1.12279;1.07024;1.12938;1.08743;1.14484;1.03482;1.08751;1.10604;1.16579;1.11287;1.1482;1.05375;1.18273;1.19494;0.216996;0.126996;
47.7483;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.389;-5.71875e-06;40.0016;0.00239296;0.000399225;-16.5935;43.5719;25.0386;12.8418;17.553;1.06715;1.12279;1.07024;1.12938;1.08743;1.14484;1.03482;1.08751;1.10604;1.16579;1.11287;1.1482;1.05375;1.18273;1.19494;0.216996;0.126996;
57.7483;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.389;-5.71512e-06;40.0016;0.00239299;0.000399271;-16.5935;43.5719;25.0386;12.8418;17.553;1.06715;1.12279;1.07024;1.12938;1.08743;1.14484;1.03482;1.08751;1.10604;1.16579;1.11287;1.1482;1.05375;1.18273;1.19494;0.216996;0.126996;
67.7483;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.389;-5.71368e-06;40.0016;0.00239297;0.000399287;-16.5935;43.5719;25.0386;12.8418;17.553;1.06715;1.12279;1.07024;1.12938;1.08743;1.14484;1.03482;1.08751;1.10604;1.16579;1.11287;1.1482;1.05375;1.18273;1.19494;0.216996;0.126996;
77.7483;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.389;-5.7134e-06;40.0016;0.00239298;0.00039929;-16.5935;43.5719;25.0386;12.8418;17.553;1.06715;1.12279;1.07024;1.12938;1.08743;1.14484;1.03482;1.08751;1.10604;1.16579;1.11287;1.1482;1.05375;1.18273;1.19494;0.216996;0.126996;
87.7483;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.389;-5.71328e-06;40.0016;0.00239297;0.000399292;-16.5935;43.5719;25.0386;12.8418;17.553;1.06715;1.12279;1.07024;1.12938;1.08743;1.14484;1.03482;1.08751;1.10604;1.16579;1.11287;1.1482;1.05375;1.18273;1.19494;0.216996;0.126996;
97.7483;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.389;-5.71326e-06;40.0016;0.00239297;0.000399292;-16.5935;43.5719;25.0386;12.8418;17.553;1.06715;1.12279;1.07024;1.12938;1.08743;1.14484;1.03482;1.08751;1.10604;1.16579;1.11287;1.1482;1.05375;1.18273;1.19494;0.216996;0.126996;
100;1.06004;1.04506;1.01003;1.01774;1.0196;1.07024;1.06157;1.08993;1.05603;1.05111;1.05709;1.05542;1.05061;1.03572;1;1;1;1;1;232.389;-5.71325e-06;40.0016;0.00239297;0.000399292;-16.5935;43.5719;25.0386;12.8418;17.553;1.06715;1.12279;1.07024;1.12938;1.08743;1.14484;1.03482;1.08751;1.10604;1.16579;1.11287;1.1482;1.05375;1.18273;1.19494;0.216996;0.126996;
