time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____1_SM_generator_UStatorPu;GEN____6_SM_generator_UStatorPu;GEN____2_SM_generator_UStatorPu;GEN____3_SM_generator_UStatorPu;GEN____8_SM_generator_UStatorPu;GEN____1_SM_voltageRegulator_EfdPu;GEN____2_SM_voltageRegulator_EfdPu;GEN____3_SM_voltageRegulator_EfdPu;GEN____6_SM_voltageRegulator_EfdPu;GEN____8_SM_voltageRegulator_EfdPu;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;NETWORK__BUS____1-BUS____5-1_AC_iSide2;NETWORK__BUS____1-BUS____5-1_AC_state;NETWORK__BUS____2-BUS____5-1_AC_iSide2;NETWORK__BUS____2-BUS____5-1_AC_state;NETWORK__BUS____2-BUS____4-1_AC_iSide2;NETWORK__BUS____2-BUS____4-1_AC_state;CLA_2_4_currentLimitAutomaton_order;CLA_2_5_currentLimitAutomaton_order;CLA_2_4_currentLimitAutomaton_IMax;CLA_2_5_currentLimitAutomaton_IMax;
5.404793;1.062790;1.038628;1.007780;1.001977;0.999107;1.062369;1.052191;1.085955;1.047191;1.042626;1.049062;1.047466;1.042839;1.027495;1.000421;0.999987;0.999724;1.000019;0.999339;248.706637;-6.505932;30.910493;7.779365;-3.217861;-29.047404;62.197391;31.627383;20.754316;20.823197;1.060709;1.062369;1.043978;1.009682;1.093625;1.398963;1.365350;1.148704;1.617353;1.249196;0.214996;0.125051;0.000000;3.000000;640.587553;2.000000;678.032490;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.404801;1.062790;1.038628;1.007780;1.001977;0.999107;1.062369;1.052191;1.085955;1.047191;1.042626;1.049062;1.047467;1.042839;1.027495;1.000421;0.999987;0.999724;1.000019;0.999339;248.707563;-6.505827;30.910351;7.778879;-3.218139;-29.047491;62.197639;31.627596;20.754387;20.823231;1.060709;1.062369;1.043978;1.009682;1.093626;1.398963;1.365351;1.148705;1.617352;1.249195;0.214996;0.125051;0.000000;3.000000;640.588878;2.000000;678.034120;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.404817;1.062789;1.038628;1.007780;1.001977;0.999107;1.062369;1.052191;1.085955;1.047190;1.042626;1.049062;1.047467;1.042839;1.027495;1.000421;0.999987;0.999724;1.000019;0.999339;248.709416;-6.505617;30.910067;7.777907;-3.218694;-29.047664;62.198136;31.628023;20.754530;20.823301;1.060709;1.062369;1.043978;1.009682;1.093626;1.398964;1.365353;1.148707;1.617349;1.249194;0.214996;0.125051;0.000000;3.000000;640.591528;2.000000;678.037380;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.404849;1.062789;1.038628;1.007780;1.001976;0.999106;1.062369;1.052191;1.085955;1.047190;1.042626;1.049062;1.047467;1.042840;1.027495;1.000421;0.999988;0.999724;1.000020;0.999339;248.713121;-6.505197;30.909498;7.775963;-3.219805;-29.048011;62.199128;31.628876;20.754815;20.823441;1.060708;1.062369;1.043978;1.009682;1.093626;1.398966;1.365356;1.148711;1.617342;1.249193;0.214996;0.125051;0.000000;3.000000;640.596826;2.000000;678.043900;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.404913;1.062789;1.038627;1.007779;1.001976;0.999106;1.062370;1.052190;1.085955;1.047190;1.042626;1.049062;1.047468;1.042840;1.027495;1.000421;0.999988;0.999724;1.000020;0.999339;248.720528;-6.504356;30.908363;7.772074;-3.222027;-29.048705;62.201112;31.630583;20.755386;20.823720;1.060708;1.062370;1.043978;1.009681;1.093626;1.398970;1.365363;1.148718;1.617329;1.249189;0.214996;0.125051;0.000000;3.000000;640.607418;2.000000;678.056936;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.405041;1.062789;1.038626;1.007778;1.001974;0.999105;1.062371;1.052190;1.085955;1.047189;1.042625;1.049063;1.047469;1.042841;1.027495;1.000421;0.999988;0.999724;1.000021;0.999339;248.735334;-6.502669;30.906095;7.764293;-3.226470;-29.050092;62.205077;31.633996;20.756526;20.824277;1.060708;1.062371;1.043977;1.009681;1.093626;1.398977;1.365377;1.148733;1.617303;1.249181;0.214995;0.125051;0.000000;3.000000;640.628585;2.000000;678.082994;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.405297;1.062788;1.038624;1.007776;1.001972;0.999103;1.062374;1.052188;1.085956;1.047188;1.042625;1.049063;1.047471;1.042843;1.027495;1.000420;0.999988;0.999724;1.000023;0.999340;248.764911;-6.499273;30.901579;7.748719;-3.235350;-29.052865;62.212998;31.640822;20.758801;20.825391;1.060707;1.062374;1.043976;1.009679;1.093627;1.398992;1.365405;1.148763;1.617252;1.249166;0.214995;0.125050;0.000000;3.000000;640.670844;2.000000;678.135049;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.405809;1.062787;1.038620;1.007773;1.001966;0.999098;1.062379;1.052186;1.085956;1.047185;1.042623;1.049065;1.047476;1.042847;1.027495;1.000420;0.999988;0.999723;1.000027;0.999342;248.823930;-6.492395;30.892617;7.717527;-3.253095;-29.058407;62.228802;31.654468;20.763332;20.827614;1.060706;1.062379;1.043973;1.009676;1.093628;1.399023;1.365460;1.148822;1.617148;1.249136;0.214993;0.125049;0.000000;3.000000;640.755072;2.000000;678.238920;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.406833;1.062785;1.038612;1.007765;1.001956;0.999090;1.062390;1.052180;1.085958;1.047179;1.042620;1.049068;1.047485;1.042854;1.027495;1.000418;0.999989;0.999723;1.000036;0.999345;248.941420;-6.478299;30.874979;7.654961;-3.288518;-29.069474;62.260258;31.681745;20.772319;20.832041;1.060703;1.062390;1.043967;1.009670;1.093632;1.399083;1.365568;1.148940;1.616938;1.249075;0.214991;0.125046;0.000000;3.000000;640.922358;2.000000;678.445704;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.408881;1.062780;1.038596;1.007750;1.001935;0.999074;1.062411;1.052170;1.085961;1.047167;1.042613;1.049074;1.047505;1.042870;1.027496;1.000415;0.999990;0.999722;1.000052;0.999351;249.174203;-6.448751;30.840846;7.529106;-3.359086;-29.091545;62.322554;31.736231;20.789989;20.840816;1.060697;1.062411;1.043957;1.009659;1.093638;1.399202;1.365781;1.149175;1.616511;1.248949;0.214986;0.125041;0.000000;3.000000;641.252251;2.000000;678.855426;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.412977;1.062771;1.038565;1.007720;1.001895;0.999044;1.062455;1.052150;1.085967;1.047145;1.042601;1.049089;1.047545;1.042903;1.027498;1.000409;0.999993;0.999721;1.000085;0.999363;249.630913;-6.384282;30.777172;7.274543;-3.499064;-29.135424;62.444671;31.844923;20.824111;20.858048;1.060685;1.062455;1.043936;1.009635;1.093651;1.399435;1.366191;1.149642;1.615625;1.248688;0.214976;0.125032;0.000000;3.000000;641.893292;2.000000;679.659404;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.421169;1.062755;1.038507;1.007661;1.001824;0.998993;1.062550;1.052115;1.085983;1.047106;1.042582;1.049122;1.047632;1.042975;1.027506;1.000397;0.999998;0.999719;1.000150;0.999389;250.508453;-6.234345;30.668327;6.754324;-3.773971;-29.222120;62.678891;32.061076;20.887455;20.891220;1.060663;1.062550;1.043899;1.009589;1.093679;1.399881;1.366942;1.150560;1.613734;1.248124;0.214958;0.125015;0.000000;3.000000;643.100307;2.000000;681.204931;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.437553;1.062725;1.038408;1.007547;1.001714;0.998927;1.062761;1.052065;1.086025;1.047042;1.042560;1.049206;1.047828;1.043138;1.027540;1.000371;1.000009;0.999715;1.000273;0.999445;252.117019;-5.855108;30.525498;5.672350;-4.300294;-29.391129;63.106574;32.487669;20.994485;20.952224;1.060622;1.062761;1.043837;1.009501;1.093744;1.400695;1.368171;1.152327;1.609512;1.246833;0.214928;0.124985;0.000000;3.000000;645.215497;2.000000;684.043459;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.470321;1.062681;1.038279;1.007335;1.001619;0.998935;1.063254;1.052040;1.086148;1.046978;1.042578;1.049438;1.048291;1.043530;1.027671;1.000313;1.000031;0.999711;1.000490;0.999571;254.734976;-4.825619;30.542153;3.369423;-5.233548;-29.710450;63.796770;33.312093;21.131779;21.051948;1.060557;1.063254;1.043769;1.009339;1.093902;1.401994;1.369545;1.155557;1.599651;1.243660;0.214888;0.124946;0.000000;3.000000;648.292780;2.000000;688.712737;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.503089;1.062658;1.038240;1.007148;1.001680;0.999112;1.063816;1.052113;1.086317;1.046997;1.042673;1.049741;1.048824;1.043991;1.027877;1.000252;1.000051;0.999711;1.000658;0.999714;256.550596;-3.504620;30.959812;0.921221;-5.976822;-30.003901;64.267706;34.091200;21.171541;21.121167;1.060514;1.063816;1.043771;1.009200;1.094096;1.402854;1.369506;1.158356;1.588408;1.239783;0.214876;0.124935;0.000000;3.000000;649.921979;2.000000;692.070271;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.565277;1.062665;1.038381;1.006871;1.002130;0.999776;1.064908;1.052470;1.086728;1.047238;1.043025;1.050416;1.049873;1.044915;1.028401;1.000131;1.000085;0.999723;1.000814;1.000000;257.922306;-0.730074;32.769370;-3.806439;-6.705606;-30.477278;64.614763;35.401809;21.041980;21.169719;1.060486;1.064909;1.043941;1.009001;1.094523;1.403418;1.366105;1.162319;1.566556;1.231241;0.214919;0.124977;0.000000;3.000000;649.953603;2.000000;695.334779;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.565281;1.062665;1.038381;1.006871;1.002130;0.999776;1.064908;1.052470;1.086728;1.047238;1.043025;1.050416;1.049873;1.044915;1.028401;1.000131;1.000085;0.999723;1.000814;1.000000;257.922307;-0.729880;32.769534;-3.806754;-6.705625;-30.477306;64.614762;35.401888;21.041963;21.169718;1.060486;1.064909;1.043941;1.009001;1.094523;1.403418;1.366104;1.162319;1.566555;1.231240;0.214919;0.124977;0.000000;3.000000;649.953473;2.000000;695.334860;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.565294;1.062665;1.038381;1.006870;1.002130;0.999776;1.064908;1.052470;1.086729;1.047239;1.043025;1.050416;1.049873;1.044915;1.028401;1.000131;1.000085;0.999723;1.000814;1.000000;257.922309;-0.729279;32.770037;-3.807726;-6.705682;-30.477393;64.614760;35.402132;21.041911;21.169717;1.060486;1.064909;1.043941;1.009001;1.094523;1.403418;1.366103;1.162320;1.566550;1.231238;0.214919;0.124977;0.000000;3.000000;649.953072;2.000000;695.335110;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.565294;1.062665;1.038381;1.006870;1.002130;0.999776;1.064909;1.052470;1.086729;1.047239;1.043026;1.050417;1.049874;1.044916;1.028402;1.000131;1.000085;0.999723;1.000814;1.000000;257.922190;-0.729228;32.770143;-3.807706;-6.705694;-30.477722;64.614974;35.402026;21.042211;21.169633;1.060486;1.064909;1.043941;1.009001;1.094523;1.403419;1.366104;1.162320;1.566549;1.231239;0.214919;0.124977;0.000000;3.000000;649.953136;2.000000;695.335144;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.565295;1.062665;1.038381;1.006870;1.002130;0.999776;1.064909;1.052470;1.086729;1.047239;1.043026;1.050417;1.049874;1.044916;1.028402;1.000131;1.000085;0.999723;1.000814;1.000000;257.922190;-0.729178;32.770183;-3.807784;-6.705700;-30.477728;64.614973;35.402046;21.042207;21.169633;1.060486;1.064909;1.043941;1.009001;1.094523;1.403419;1.366104;1.162320;1.566549;1.231238;0.214919;0.124977;0.000000;3.000000;649.953101;2.000000;695.335162;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.565296;1.062665;1.038381;1.006870;1.002130;0.999776;1.064909;1.052470;1.086729;1.047239;1.043026;1.050417;1.049874;1.044916;1.028402;1.000131;1.000085;0.999723;1.000814;1.000000;257.922190;-0.729129;32.770223;-3.807862;-6.705705;-30.477735;64.614973;35.402065;21.042202;21.169633;1.060486;1.064909;1.043941;1.009001;1.094523;1.403419;1.366103;1.162320;1.566549;1.231238;0.214919;0.124977;0.000000;3.000000;649.953065;2.000000;695.335180;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.565298;1.062665;1.038381;1.006870;1.002130;0.999776;1.064909;1.052470;1.086729;1.047239;1.043026;1.050417;1.049874;1.044916;1.028402;1.000131;1.000085;0.999723;1.000814;1.000000;257.922189;-0.729030;32.770303;-3.808019;-6.705715;-30.477749;64.614972;35.402104;21.042193;21.169633;1.060486;1.064909;1.043941;1.009001;1.094523;1.403419;1.366103;1.162320;1.566548;1.231238;0.214919;0.124977;0.000000;3.000000;649.952995;2.000000;695.335216;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.565301;1.062665;1.038381;1.006870;1.002130;0.999776;1.064909;1.052470;1.086729;1.047239;1.043026;1.050417;1.049874;1.044916;1.028402;1.000131;1.000085;0.999723;1.000814;1.000000;257.922188;-0.728848;32.770452;-3.808307;-6.705734;-30.477774;64.614970;35.402176;21.042177;21.169632;1.060486;1.064909;1.043941;1.009001;1.094523;1.403419;1.366103;1.162320;1.566547;1.231237;0.214919;0.124977;0.000000;3.000000;649.952865;2.000000;695.335282;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.565302;1.062665;1.038381;1.006870;1.002130;0.999776;1.064909;1.052470;1.086729;1.047239;1.043026;1.050417;1.049874;1.044916;1.028402;1.000131;1.000085;0.999723;1.000814;1.000000;257.922188;-0.728833;32.770464;-3.808331;-6.705735;-30.477776;64.614970;35.402182;21.042175;21.169632;1.060486;1.064909;1.043941;1.009001;1.094523;1.403419;1.366103;1.162320;1.566546;1.231237;0.214919;0.124977;0.000000;3.000000;649.952855;2.000000;695.335287;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.565305;1.062665;1.038381;1.006870;1.002130;0.999776;1.064909;1.052470;1.086729;1.047239;1.043026;1.050417;1.049874;1.044916;1.028402;1.000131;1.000085;0.999723;1.000814;1.000000;257.922187;-0.728650;32.770612;-3.808620;-6.705754;-30.477802;64.614969;35.402254;21.042159;21.169632;1.060486;1.064909;1.043941;1.009001;1.094523;1.403419;1.366103;1.162320;1.566545;1.231237;0.214919;0.124977;0.000000;3.000000;649.952725;2.000000;695.335353;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.565310;1.062665;1.038381;1.006870;1.002130;0.999776;1.064909;1.052470;1.086729;1.047239;1.043026;1.050417;1.049874;1.044916;1.028402;1.000131;1.000085;0.999723;1.000814;1.000000;257.922185;-0.728438;32.770785;-3.808955;-6.705776;-30.477831;64.614967;35.402338;21.042140;21.169631;1.060486;1.064909;1.043941;1.009001;1.094523;1.403419;1.366102;1.162320;1.566544;1.231236;0.214919;0.124977;0.000000;3.000000;649.952574;2.000000;695.335430;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.565326;1.062665;1.038381;1.006870;1.002131;0.999777;1.064910;1.052471;1.086729;1.047239;1.043026;1.050417;1.049874;1.044916;1.028402;1.000131;1.000085;0.999723;1.000814;1.000000;257.922180;-0.727648;32.771427;-3.810204;-6.705857;-30.477940;64.614960;35.402649;21.042069;21.169629;1.060486;1.064910;1.043941;1.009001;1.094524;1.403419;1.366101;1.162321;1.566538;1.231234;0.214919;0.124977;0.000000;3.000000;649.952012;2.000000;695.335717;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.565358;1.062665;1.038381;1.006870;1.002131;0.999777;1.064910;1.052471;1.086729;1.047239;1.043026;1.050417;1.049875;1.044917;1.028402;1.000131;1.000085;0.999723;1.000814;1.000000;257.922170;-0.726069;32.772711;-3.812702;-6.706019;-30.478159;64.614945;35.403272;21.041926;21.169626;1.060486;1.064910;1.043941;1.009001;1.094524;1.403419;1.366098;1.162323;1.566526;1.231229;0.214919;0.124977;0.000000;3.000000;649.950887;2.000000;695.336288;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.565422;1.062665;1.038382;1.006870;1.002132;0.999778;1.064911;1.052471;1.086729;1.047239;1.043027;1.050418;1.049876;1.044918;1.028403;1.000131;1.000085;0.999723;1.000814;1.000001;257.922146;-0.722909;32.775280;-3.817697;-6.706343;-30.478596;64.614916;35.404518;21.041640;21.169618;1.060486;1.064911;1.043941;1.009001;1.094524;1.403419;1.366092;1.162326;1.566502;1.231219;0.214919;0.124977;0.000000;3.000000;649.948634;2.000000;695.337429;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.565550;1.062665;1.038382;1.006869;1.002133;0.999780;1.064914;1.052472;1.086730;1.047240;1.043028;1.050420;1.049878;1.044920;1.028404;1.000131;1.000085;0.999723;1.000814;1.000001;257.922092;-0.716592;32.780423;-3.827687;-6.706988;-30.479470;64.614856;35.407009;21.041069;21.169602;1.060486;1.064914;1.043942;1.009001;1.094525;1.403418;1.366080;1.162332;1.566455;1.231199;0.214920;0.124977;0.000000;3.000000;649.944119;2.000000;695.339698;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.565806;1.062665;1.038383;1.006869;1.002136;0.999784;1.064918;1.052475;1.086732;1.047242;1.043030;1.050423;1.049883;1.044924;1.028407;1.000130;1.000085;0.999723;1.000815;1.000003;257.921948;-0.703957;32.790725;-3.847666;-6.708263;-30.481217;64.614727;35.411988;21.039923;21.169570;1.060486;1.064918;1.043943;1.009000;1.094527;1.403417;1.366056;1.162345;1.566361;1.231160;0.214920;0.124978;0.000000;3.000000;649.935048;2.000000;695.344191;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.566318;1.062665;1.038386;1.006867;1.002142;0.999791;1.064928;1.052479;1.086736;1.047245;1.043034;1.050429;1.049892;1.044932;1.028412;1.000129;1.000085;0.999724;1.000815;1.000005;257.921529;-0.678695;32.811393;-3.887614;-6.710762;-30.484704;64.614435;35.421932;21.037619;21.169499;1.060486;1.064928;1.043945;1.008999;1.094531;1.403416;1.366009;1.162371;1.566173;1.231082;0.214921;0.124978;0.000000;3.000000;649.916741;2.000000;695.352990;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.567342;1.062666;1.038391;1.006863;1.002153;0.999806;1.064947;1.052487;1.086744;1.047251;1.043041;1.050442;1.049910;1.044948;1.028422;1.000127;1.000086;0.999724;1.000816;1.000010;257.920159;-0.628194;32.852986;-3.967476;-6.715547;-30.491654;64.613715;35.441767;21.032968;21.169336;1.060486;1.064947;1.043950;1.008996;1.094539;1.403412;1.365913;1.162421;1.565797;1.230925;0.214922;0.124980;0.000000;3.000000;649.879475;2.000000;695.369847;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.569390;1.062668;1.038401;1.006856;1.002176;0.999837;1.064984;1.052505;1.086760;1.047264;1.043057;1.050467;1.049946;1.044980;1.028443;1.000123;1.000087;0.999725;1.000817;1.000020;257.915306;-0.527312;32.937195;-4.127051;-6.724266;-30.505453;64.611735;35.481226;21.023489;21.168927;1.060487;1.064984;1.043960;1.008991;1.094555;1.403404;1.365719;1.162521;1.565048;1.230610;0.214925;0.124983;0.000000;3.000000;649.802369;2.000000;695.400619;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.573486;1.062671;1.038421;1.006841;1.002224;0.999898;1.065059;1.052540;1.086793;1.047291;1.043090;1.050517;1.050019;1.045045;1.028485;1.000115;1.000088;0.999726;1.000819;1.000040;257.897211;-0.326152;33.109661;-4.445528;-6.738275;-30.532649;64.605641;35.559288;21.003850;21.167771;1.060488;1.065059;1.043980;1.008982;1.094586;1.403383;1.365317;1.162714;1.563557;1.229977;0.214932;0.124989;0.000000;3.000000;649.638122;2.000000;695.450562;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.581678;1.062678;1.038466;1.006814;1.002324;1.000025;1.065206;1.052614;1.086858;1.047347;1.043157;1.050618;1.050161;1.045173;1.028571;1.000098;1.000092;0.999729;1.000820;1.000080;257.828063;0.072726;33.470439;-5.079175;-6.752371;-30.585415;64.585106;35.711922;20.962018;21.164123;1.060490;1.065206;1.044023;1.008964;1.094650;1.403327;1.364467;1.163075;1.560616;1.228699;0.214945;0.125002;0.000000;3.000000;649.271636;2.000000;695.505396;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.598062;1.062694;1.038566;1.006765;1.002538;1.000291;1.065490;1.052773;1.086993;1.047473;1.043300;1.050820;1.050438;1.045422;1.028745;1.000066;1.000099;0.999736;1.000811;1.000160;257.563062;0.848765;34.252276;-6.328366;-6.723620;-30.684326;64.512294;36.002700;20.869540;21.151558;1.060499;1.065490;1.044116;1.008933;1.094780;1.403156;1.362591;1.163695;1.554929;1.226110;0.214977;0.125033;0.000000;3.000000;648.403862;2.000000;695.446005;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.630830;1.062736;1.038806;1.006692;1.003012;1.000851;1.066008;1.053130;1.087273;1.047768;1.043617;1.051219;1.050946;1.045888;1.029106;1.000004;1.000109;0.999752;1.000747;1.000316;256.572373;2.257405;36.028124;-8.716719;-6.434166;-30.855106;64.253860;36.522401;20.660508;21.106282;1.060526;1.066008;1.044334;1.008891;1.095040;1.402621;1.358245;1.164520;1.544561;1.220902;0.215051;0.125105;0.000000;3.000000;646.262296;2.000000;694.741618;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.663598;1.062785;1.039090;1.006653;1.003531;1.001429;1.066448;1.053527;1.087556;1.048117;1.043970;1.051602;1.051382;1.046299;1.029474;0.999946;1.000114;0.999773;1.000632;1.000461;255.032788;3.411946;38.044255;-10.912130;-5.837962;-30.989361;63.864364;36.954864;20.433200;21.035751;1.060563;1.066449;1.044583;1.008878;1.095295;1.401881;1.353258;1.164786;1.535758;1.215802;0.215139;0.125190;0.000000;3.000000;643.742278;2.000000;693.372546;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.696366;1.062839;1.039405;1.006648;1.004072;1.002000;1.066799;1.053950;1.087831;1.048511;1.044349;1.051961;1.051735;1.046647;1.029841;0.999893;1.000115;0.999796;1.000476;1.000587;253.040676;4.242064;40.235159;-12.854676;-4.949456;-31.087391;63.371432;37.294024;20.206544;20.942741;1.060606;1.066800;1.044854;1.008893;1.095535;1.401009;1.347835;1.164484;1.528722;1.211008;0.215237;0.125285;0.000000;3.000000;641.051120;2.000000;691.494043;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.729134;1.062894;1.039737;1.006677;1.004613;1.002541;1.067058;1.054383;1.088088;1.048939;1.044745;1.052291;1.052002;1.046927;1.030199;0.999846;1.000110;0.999823;1.000295;1.000690;250.700278;4.701932;42.525854;-14.490561;-3.798850;-31.150686;62.803810;37.534762;19.997999;20.830997;1.060653;1.067060;1.045137;1.008937;1.095749;1.400076;1.342178;1.163613;1.523537;1.206717;0.215340;0.125385;0.000000;3.000000;638.367408;2.000000;689.251507;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.779101;1.062970;1.040242;1.006785;1.005386;1.003261;1.067295;1.055016;1.088417;1.049611;1.045349;1.052727;1.052258;1.047232;1.030707;0.999788;1.000093;0.999867;1.000019;1.000784;246.815728;4.704886;45.931104;-16.273446;-1.724575;-31.192428;61.886976;37.705994;19.751768;20.640069;1.060721;1.067295;1.045561;1.009055;1.096005;1.398725;1.333696;1.161251;1.518839;1.201614;0.215497;0.125538;0.000000;3.000000;634.638483;2.000000;685.499352;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.779102;1.062971;1.040242;1.006784;1.005386;1.003262;1.067295;1.055018;1.088419;1.049612;1.045350;1.052728;1.052257;1.047232;1.030707;0.999788;1.000093;0.999867;1.000019;1.000784;246.815867;4.704856;45.931032;-16.273588;-1.724431;-31.191887;61.886353;37.705714;19.751281;20.641006;1.060721;1.067295;1.045561;1.009055;1.096005;1.398722;1.333694;1.161252;1.518832;1.201603;0.215497;0.125538;0.000000;3.000000;634.638394;2.000000;685.499448;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.779103;1.062971;1.040242;1.006784;1.005386;1.003262;1.067295;1.055018;1.088419;1.049612;1.045350;1.052728;1.052257;1.047232;1.030707;0.999788;1.000093;0.999867;1.000019;1.000784;246.815782;4.704848;45.931102;-16.273616;-1.724384;-31.191887;61.886333;37.705715;19.751277;20.641002;1.060721;1.067295;1.045561;1.009055;1.096005;1.398722;1.333693;1.161252;1.518832;1.201603;0.215497;0.125538;0.000000;3.000000;634.638321;2.000000;685.499366;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.779105;1.062970;1.040242;1.006785;1.005386;1.003262;1.067295;1.055017;1.088419;1.049612;1.045350;1.052728;1.052257;1.047232;1.030707;0.999788;1.000093;0.999867;1.000019;1.000784;246.815632;4.704834;45.931223;-16.273657;-1.724310;-31.191911;61.886328;37.705730;19.751291;20.640952;1.060721;1.067295;1.045561;1.009055;1.096005;1.398722;1.333693;1.161252;1.518832;1.201603;0.215497;0.125538;0.000000;3.000000;634.638201;2.000000;685.499223;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.779105;1.062970;1.040242;1.006785;1.005386;1.003262;1.067295;1.055017;1.088419;1.049612;1.045350;1.052728;1.052257;1.047232;1.030707;0.999788;1.000093;0.999867;1.000019;1.000784;246.815600;4.704831;45.931249;-16.273665;-1.724296;-31.191920;61.886331;37.705735;19.751298;20.640936;1.060721;1.067295;1.045561;1.009055;1.096005;1.398722;1.333693;1.161252;1.518832;1.201603;0.215497;0.125538;0.000000;3.000000;634.638177;2.000000;685.499192;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.779107;1.062970;1.040242;1.006785;1.005386;1.003262;1.067295;1.055017;1.088419;1.049612;1.045350;1.052728;1.052257;1.047232;1.030707;0.999788;1.000093;0.999867;1.000019;1.000784;246.815452;4.704816;45.931370;-16.273713;-1.724214;-31.191922;61.886299;37.705737;19.751292;20.640925;1.060721;1.067295;1.045561;1.009055;1.096005;1.398722;1.333693;1.161252;1.518832;1.201603;0.215497;0.125538;0.000000;3.000000;634.638050;2.000000;685.499048;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.779109;1.062971;1.040242;1.006785;1.005386;1.003262;1.067295;1.055018;1.088419;1.049612;1.045350;1.052728;1.052257;1.047232;1.030707;0.999788;1.000093;0.999867;1.000019;1.000784;246.815276;4.704795;45.931518;-16.273784;-1.724102;-31.191887;61.886215;37.705722;19.751251;20.640977;1.060721;1.067295;1.045561;1.009055;1.096005;1.398722;1.333692;1.161251;1.518831;1.201602;0.215497;0.125538;0.000000;3.000000;634.637884;2.000000;685.498874;2.000000;2.000000;2.000000;1000.000000;600.000000;
