time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____1_SM_generator_UStatorPu;GEN____6_SM_generator_UStatorPu;GEN____2_SM_generator_UStatorPu;GEN____3_SM_generator_UStatorPu;GEN____8_SM_generator_UStatorPu;GEN____1_SM_voltageRegulator_EfdPu;GEN____2_SM_voltageRegulator_EfdPu;GEN____3_SM_voltageRegulator_EfdPu;GEN____6_SM_voltageRegulator_EfdPu;GEN____8_SM_voltageRegulator_EfdPu;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;NETWORK__BUS____1-BUS____5-1_AC_iSide2;NETWORK__BUS____1-BUS____5-1_AC_state;NETWORK__BUS____2-BUS____5-1_AC_iSide2;NETWORK__BUS____2-BUS____5-1_AC_state;NETWORK__BUS____2-BUS____4-1_AC_iSide2;NETWORK__BUS____2-BUS____4-1_AC_state;CLA_2_4_currentLimitAutomaton_order;CLA_2_5_currentLimitAutomaton_order;CLA_2_4_currentLimitAutomaton_IMax;CLA_2_5_currentLimitAutomaton_IMax;
5.878313;1.063300;1.041251;1.007254;1.006837;1.004588;1.068288;1.056255;1.088859;1.051144;1.046814;1.053998;1.053247;1.048322;1.032033;0.999710;1.000014;0.999946;1.000019;1.000670;239.246983;3.426982;51.151293;-16.969238;2.161044;-30.981323;59.892606;37.160278;19.918156;20.157147;1.061057;1.068288;1.046396;1.009491;1.096264;1.069061;1.196186;1.094051;1.221824;1.196428;0.215811;0.125842;0.000000;3.000000;628.328626;2.000000;677.504116;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.878314;1.063300;1.041251;1.007254;1.006837;1.004588;1.068288;1.056255;1.088859;1.051144;1.046814;1.053998;1.053247;1.048322;1.032033;0.999710;1.000014;0.999946;1.000019;1.000670;239.246899;3.426977;51.151333;-16.969236;2.161084;-30.981321;59.892586;37.160270;19.918151;20.157143;1.061057;1.068288;1.046396;1.009491;1.096264;1.069061;1.196186;1.094051;1.221824;1.196428;0.215811;0.125842;0.000000;3.000000;628.328513;2.000000;677.503987;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.878316;1.063300;1.041251;1.007254;1.006837;1.004588;1.068288;1.056255;1.088859;1.051144;1.046814;1.053998;1.053247;1.048322;1.032033;0.999710;1.000014;0.999946;1.000019;1.000670;239.246731;3.426966;51.151413;-16.969231;2.161164;-30.981319;59.892548;37.160254;19.918141;20.157135;1.061057;1.068288;1.046396;1.009491;1.096264;1.069061;1.196186;1.094051;1.221824;1.196428;0.215811;0.125842;0.000000;3.000000;628.328287;2.000000;677.503729;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.878320;1.063300;1.041251;1.007254;1.006837;1.004588;1.068288;1.056255;1.088859;1.051144;1.046814;1.053998;1.053247;1.048322;1.032033;0.999710;1.000014;0.999946;1.000019;1.000670;239.246394;3.426945;51.151574;-16.969222;2.161324;-30.981314;59.892470;37.160221;19.918122;20.157117;1.061057;1.068288;1.046396;1.009491;1.096264;1.069061;1.196185;1.094051;1.221824;1.196428;0.215811;0.125842;0.000000;3.000000;628.327836;2.000000;677.503213;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.878328;1.063300;1.041251;1.007254;1.006837;1.004588;1.068288;1.056255;1.088859;1.051144;1.046814;1.053998;1.053247;1.048322;1.032034;0.999710;1.000014;0.999946;1.000019;1.000670;239.245720;3.426902;51.151895;-16.969204;2.161645;-30.981304;59.892315;37.160156;19.918083;20.157081;1.061057;1.068288;1.046396;1.009491;1.096264;1.069061;1.196184;1.094050;1.221824;1.196428;0.215811;0.125842;0.000000;3.000000;628.326933;2.000000;677.502181;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.878344;1.063300;1.041252;1.007254;1.006837;1.004589;1.068289;1.056256;1.088859;1.051144;1.046814;1.053998;1.053247;1.048322;1.032034;0.999710;1.000014;0.999946;1.000019;1.000670;239.244372;3.426816;51.152536;-16.969168;2.162286;-30.981284;59.892004;37.160026;19.918006;20.157011;1.061057;1.068289;1.046396;1.009491;1.096264;1.069060;1.196181;1.094048;1.221823;1.196427;0.215811;0.125842;0.000000;3.000000;628.325128;2.000000;677.500118;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.878376;1.063300;1.041252;1.007255;1.006838;1.004589;1.068289;1.056256;1.088859;1.051144;1.046814;1.053999;1.053247;1.048322;1.032034;0.999710;1.000014;0.999946;1.000019;1.000670;239.241678;3.426644;51.153819;-16.969096;2.163569;-30.981245;59.891382;37.159766;19.917853;20.156870;1.061057;1.068289;1.046397;1.009491;1.096264;1.069059;1.196176;1.094045;1.221821;1.196427;0.215811;0.125842;0.000000;3.000000;628.321518;2.000000;677.495992;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.878440;1.063300;1.041252;1.007255;1.006839;1.004590;1.068289;1.056257;1.088859;1.051145;1.046815;1.053999;1.053247;1.048322;1.032034;0.999710;1.000014;0.999946;1.000018;1.000670;239.236288;3.426299;51.156383;-16.968951;2.166135;-30.981165;59.890139;37.159245;19.917545;20.156588;1.061057;1.068289;1.046397;1.009491;1.096264;1.069057;1.196166;1.094038;1.221819;1.196425;0.215811;0.125843;0.000000;3.000000;628.314298;2.000000;677.487739;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.878568;1.063300;1.041254;1.007256;1.006841;1.004592;1.068289;1.056258;1.088859;1.051147;1.046816;1.054000;1.053248;1.048322;1.032036;0.999710;1.000014;0.999946;1.000018;1.000670;239.225511;3.425608;51.161509;-16.968655;2.171266;-30.981006;59.887655;37.158201;19.916930;20.156025;1.061057;1.068289;1.046398;1.009492;1.096264;1.069054;1.196145;1.094025;1.221813;1.196422;0.215812;0.125843;0.000000;3.000000;628.299861;2.000000;677.471234;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.878824;1.063301;1.041256;1.007257;1.006844;1.004595;1.068290;1.056261;1.088860;1.051150;1.046819;1.054002;1.053248;1.048323;1.032038;0.999710;1.000014;0.999947;1.000017;1.000669;239.203963;3.424217;51.171746;-16.968046;2.181525;-30.980688;59.882687;37.156111;19.915701;20.154898;1.061057;1.068290;1.046400;1.009493;1.096265;1.069047;1.196104;1.093998;1.221802;1.196416;0.215812;0.125844;0.000000;3.000000;628.270999;2.000000;677.438226;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.879336;1.063301;1.041261;1.007260;1.006852;1.004602;1.068291;1.056266;1.088862;1.051155;1.046824;1.054005;1.053250;1.048325;1.032042;0.999710;1.000014;0.999947;1.000015;1.000669;239.160894;3.421400;51.192164;-16.966753;2.202031;-30.980050;59.872763;37.151914;19.913249;20.152645;1.061058;1.068291;1.046404;1.009496;1.096265;1.069032;1.196022;1.093943;1.221781;1.196403;0.215814;0.125845;0.000000;3.000000;628.213320;2.000000;677.372214;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.880360;1.063303;1.041271;1.007266;1.006867;1.004616;1.068293;1.056276;1.088865;1.051167;1.046835;1.054012;1.053252;1.048329;1.032050;0.999710;1.000013;0.999948;1.000010;1.000667;239.074863;3.415625;51.232775;-16.963873;2.242994;-30.978767;59.852955;37.143454;19.908368;20.148146;1.061059;1.068293;1.046412;1.009501;1.096266;1.069004;1.195858;1.093835;1.221739;1.196379;0.215817;0.125848;0.000000;3.000000;628.098143;2.000000;677.240215;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.882408;1.063306;1.041291;1.007278;1.006897;1.004642;1.068297;1.056297;1.088870;1.051191;1.046855;1.054025;1.053257;1.048336;1.032066;0.999709;1.000011;0.999950;1.000001;1.000663;238.903243;3.403519;51.313092;-16.956937;2.324721;-30.976173;59.813506;37.126273;19.898698;20.139168;1.061062;1.068297;1.046429;1.009512;1.096269;1.068949;1.195533;1.093616;1.221658;1.196333;0.215823;0.125854;0.000000;3.000000;627.868526;2.000000;676.976328;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.886504;1.063311;1.041330;1.007302;1.006956;1.004696;1.068304;1.056338;1.088881;1.051238;1.046896;1.054050;1.053266;1.048350;1.032099;0.999707;1.000008;0.999954;0.999984;1.000656;238.561845;3.377116;51.470070;-16.938357;2.487311;-30.970880;59.735296;37.090873;19.879726;20.121305;1.061068;1.068304;1.046461;1.009534;1.096273;1.068840;1.194888;1.093176;1.221513;1.196251;0.215835;0.125866;0.000000;3.000000;627.412320;2.000000;676.449118;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.894696;1.063321;1.041406;1.007352;1.007070;1.004798;1.068316;1.056417;1.088900;1.051329;1.046975;1.054099;1.053281;1.048375;1.032161;0.999705;1.000001;0.999961;0.999949;1.000641;237.887019;3.315826;51.769089;-16.882400;2.808548;-30.959916;59.581773;37.015977;19.843280;20.085979;1.061078;1.068316;1.046524;1.009579;1.096279;1.068637;1.193626;1.092278;1.221283;1.196127;0.215859;0.125889;0.000000;3.000000;626.512632;2.000000;675.397868;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.911080;1.063339;1.041552;1.007455;1.007286;1.004987;1.068327;1.056564;1.088930;1.051502;1.047124;1.054186;1.053299;1.048414;1.032274;0.999700;0.999987;0.999976;0.999883;1.000603;236.573799;3.161724;52.305240;-16.695813;3.431407;-30.936774;59.287406;36.850278;19.776518;20.017164;1.061095;1.068327;1.046644;1.009672;1.096284;1.068282;1.191220;1.090421;1.221056;1.196034;0.215905;0.125933;0.000000;3.000000;624.768568;2.000000;673.315044;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.937822;1.063360;1.041769;1.007633;1.007597;1.005253;1.068316;1.056770;1.088955;1.051754;1.047337;1.054299;1.053299;1.048449;1.032430;0.999697;0.999963;1.000000;0.999785;1.000528;234.557061;2.835229;52.994052;-16.182894;4.371229;-30.897194;58.848410;36.537319;19.685374;19.911339;1.061117;1.068316;1.046823;1.009831;1.096270;1.067855;1.187651;1.087242;1.221269;1.196299;0.215972;0.125999;0.000000;3.000000;622.100061;2.000000;670.007595;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.937822;1.063360;1.041769;1.007633;1.007597;1.005253;1.068316;1.056770;1.088955;1.051754;1.047337;1.054299;1.053299;1.048448;1.032430;0.999697;0.999963;1.000000;0.999785;1.000528;234.557046;2.835227;52.994073;-16.182911;4.371240;-30.897159;58.848433;36.537327;19.685380;19.911370;1.061117;1.068316;1.046823;1.009831;1.096270;1.067855;1.187651;1.087242;1.221269;1.196300;0.215972;0.125999;0.000000;3.000000;622.100055;2.000000;670.007570;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.937822;1.063360;1.041769;1.007633;1.007597;1.005253;1.068316;1.056770;1.088955;1.051754;1.047337;1.054299;1.053299;1.048448;1.032430;0.999697;0.999963;1.000000;0.999785;1.000528;234.557046;2.835227;52.994073;-16.182911;4.371240;-30.897159;58.848433;36.537327;19.685380;19.911370;1.061117;1.068316;1.046823;1.009831;1.096270;1.067855;1.187651;1.087242;1.221269;1.196300;0.215972;0.125999;0.000000;3.000000;622.100055;2.000000;670.007570;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.937822;1.063360;1.041769;1.007633;1.007597;1.005253;1.068316;1.056770;1.088955;1.051754;1.047337;1.054299;1.053299;1.048448;1.032430;0.999697;0.999963;1.000000;0.999785;1.000528;234.557046;2.835227;52.994073;-16.182911;4.371240;-30.897159;58.848433;36.537327;19.685380;19.911370;1.061117;1.068316;1.046823;1.009831;1.096270;1.067855;1.187651;1.087242;1.221269;1.196300;0.215972;0.125999;0.000000;3.000000;622.100055;2.000000;670.007570;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.937823;1.063360;1.041769;1.007633;1.007597;1.005253;1.068316;1.056770;1.088955;1.051754;1.047337;1.054299;1.053299;1.048448;1.032430;0.999697;0.999963;1.000000;0.999785;1.000528;234.556973;2.835213;52.994095;-16.182887;4.371273;-30.897158;58.848417;36.537314;19.685377;19.911366;1.061117;1.068316;1.046823;1.009831;1.096270;1.067855;1.187651;1.087242;1.221269;1.196300;0.215972;0.125999;0.000000;3.000000;622.099960;2.000000;670.007447;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.937824;1.063360;1.041769;1.007633;1.007597;1.005253;1.068316;1.056770;1.088955;1.051754;1.047337;1.054299;1.053299;1.048448;1.032430;0.999697;0.999963;1.000000;0.999785;1.000528;234.556900;2.835199;52.994117;-16.182862;4.371307;-30.897156;58.848402;36.537301;19.685374;19.911363;1.061117;1.068316;1.046823;1.009831;1.096270;1.067855;1.187651;1.087242;1.221269;1.196300;0.215972;0.125999;0.000000;3.000000;622.099864;2.000000;670.007325;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.937826;1.063360;1.041769;1.007633;1.007597;1.005253;1.068316;1.056770;1.088955;1.051754;1.047337;1.054299;1.053299;1.048448;1.032430;0.999697;0.999963;1.000000;0.999785;1.000528;234.556755;2.835171;52.994160;-16.182814;4.371374;-30.897153;58.848371;36.537276;19.685368;19.911355;1.061117;1.068316;1.046823;1.009831;1.096270;1.067855;1.187651;1.087241;1.221269;1.196300;0.215972;0.125999;0.000000;3.000000;622.099672;2.000000;670.007081;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.937830;1.063360;1.041769;1.007633;1.007597;1.005253;1.068316;1.056770;1.088955;1.051754;1.047337;1.054299;1.053299;1.048448;1.032430;0.999697;0.999963;1.000000;0.999785;1.000528;234.556464;2.835114;52.994246;-16.182718;4.371509;-30.897147;58.848309;36.537225;19.685356;19.911340;1.061117;1.068316;1.046823;1.009831;1.096270;1.067855;1.187650;1.087241;1.221269;1.196300;0.215972;0.125999;0.000000;3.000000;622.099288;2.000000;670.006593;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.937838;1.063360;1.041769;1.007633;1.007598;1.005253;1.068316;1.056770;1.088955;1.051754;1.047337;1.054299;1.053299;1.048448;1.032430;0.999697;0.999963;1.000000;0.999785;1.000528;234.555881;2.835000;52.994418;-16.182525;4.371778;-30.897135;58.848184;36.537123;19.685332;19.911309;1.061117;1.068316;1.046823;1.009831;1.096270;1.067855;1.187649;1.087240;1.221270;1.196301;0.215972;0.125999;0.000000;3.000000;622.098520;2.000000;670.005617;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.937854;1.063360;1.041770;1.007633;1.007598;1.005253;1.068316;1.056770;1.088955;1.051754;1.047337;1.054299;1.053299;1.048448;1.032431;0.999697;0.999963;1.000000;0.999785;1.000528;234.554716;2.834774;52.994763;-16.182139;4.372317;-30.897110;58.847936;36.536919;19.685284;19.911248;1.061117;1.068316;1.046823;1.009831;1.096270;1.067854;1.187647;1.087238;1.221270;1.196301;0.215972;0.125999;0.000000;3.000000;622.096986;2.000000;670.003664;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.937886;1.063360;1.041770;1.007633;1.007598;1.005254;1.068316;1.056771;1.088955;1.051754;1.047338;1.054299;1.053299;1.048448;1.032431;0.999697;0.999963;1.000000;0.999785;1.000528;234.552387;2.834320;52.995453;-16.181368;4.373394;-30.897061;58.847439;36.536512;19.685188;19.911125;1.061117;1.068316;1.046823;1.009831;1.096270;1.067854;1.187643;1.087234;1.221271;1.196301;0.215972;0.125999;0.000000;3.000000;622.093916;2.000000;669.999758;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.937950;1.063360;1.041770;1.007634;1.007599;1.005254;1.068316;1.056771;1.088955;1.051755;1.047338;1.054300;1.053299;1.048449;1.032431;0.999697;0.999963;1.000000;0.999785;1.000527;234.547729;2.833412;52.996831;-16.179823;4.375548;-30.896962;58.846445;36.535696;19.684996;19.910880;1.061117;1.068316;1.046824;1.009832;1.096270;1.067853;1.187635;1.087226;1.221272;1.196303;0.215972;0.125999;0.000000;3.000000;622.087778;2.000000;669.991947;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.938078;1.063360;1.041771;1.007635;1.007600;1.005255;1.068316;1.056772;1.088955;1.051756;1.047339;1.054300;1.053299;1.048449;1.032432;0.999697;0.999963;1.000000;0.999784;1.000527;234.538416;2.831595;52.999583;-16.176730;4.379853;-30.896765;58.844458;36.534064;19.684613;19.910390;1.061117;1.068316;1.046824;1.009833;1.096270;1.067852;1.187619;1.087210;1.221275;1.196305;0.215973;0.125999;0.000000;3.000000;622.075506;2.000000;669.976328;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.938334;1.063360;1.041773;1.007637;1.007603;1.005257;1.068316;1.056774;1.088955;1.051758;1.047341;1.054301;1.053299;1.048449;1.032433;0.999697;0.999963;1.000001;0.999783;1.000526;234.519803;2.827955;53.005072;-16.170526;4.388456;-30.896371;58.840489;36.530797;19.683848;19.909410;1.061117;1.068316;1.046826;1.009834;1.096270;1.067848;1.187587;1.087179;1.221281;1.196310;0.215973;0.126000;0.000000;3.000000;622.050978;2.000000;669.945100;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.938846;1.063360;1.041777;1.007640;1.007608;1.005262;1.068315;1.056777;1.088956;1.051763;1.047345;1.054303;1.053298;1.048449;1.032436;0.999697;0.999962;1.000001;0.999782;1.000525;234.482624;2.820652;53.015982;-16.158047;4.405632;-30.895583;58.832565;36.524248;19.682324;19.907453;1.061117;1.068315;1.046829;1.009837;1.096269;1.067842;1.187523;1.087116;1.221293;1.196321;0.215974;0.126001;0.000000;3.000000;622.001989;2.000000;669.882683;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.939870;1.063361;1.041785;1.007647;1.007619;1.005271;1.068314;1.056784;1.088956;1.051771;1.047352;1.054306;1.053298;1.048450;1.032441;0.999697;0.999961;1.000002;0.999778;1.000521;234.408462;2.805959;53.037538;-16.132809;4.439858;-30.894007;58.816779;36.511096;19.679301;19.903549;1.061118;1.068314;1.046836;1.009844;1.096268;1.067830;1.187395;1.086990;1.221317;1.196342;0.215977;0.126004;0.000000;3.000000;621.904273;2.000000;669.758010;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.941918;1.063362;1.041800;1.007661;1.007641;1.005289;1.068311;1.056798;1.088956;1.051789;1.047367;1.054313;1.053296;1.048451;1.032451;0.999697;0.999960;1.000004;0.999771;1.000515;234.260925;2.776222;53.079592;-16.081214;4.507807;-30.890851;58.785456;36.484572;19.673354;19.895780;1.061119;1.068311;1.046848;1.009856;1.096266;1.067806;1.187142;1.086737;1.221369;1.196387;0.215982;0.126008;0.000000;3.000000;621.709903;2.000000;669.509318;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.946014;1.063364;1.041831;1.007690;1.007683;1.005323;1.068305;1.056825;1.088957;1.051823;1.047395;1.054327;1.053292;1.048452;1.032471;0.999697;0.999956;1.000007;0.999757;1.000501;233.969052;2.715396;53.159446;-15.973563;4.641633;-30.884537;58.723810;36.430655;19.661856;19.880404;1.061122;1.068305;1.046873;1.009882;1.096261;1.067761;1.186644;1.086229;1.221484;1.196485;0.215991;0.126017;0.000000;3.000000;621.325443;2.000000;669.014635;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.954206;1.063368;1.041889;1.007748;1.007763;1.005389;1.068292;1.056876;1.088957;1.051889;1.047450;1.054351;1.053281;1.048452;1.032508;0.999697;0.999948;1.000014;0.999731;1.000472;233.398498;2.588699;53.302017;-15.740589;4.900582;-30.871927;58.604613;36.319415;19.640433;19.850318;1.061125;1.068292;1.046921;1.009933;1.096250;1.067685;1.185682;1.085203;1.221757;1.196715;0.216009;0.126035;0.000000;3.000000;620.573918;2.000000;668.036718;2.000000;2.000000;2.000000;1000.000000;600.000000;
5.970590;1.063372;1.041998;1.007867;1.007909;1.005504;1.068257;1.056967;1.088948;1.052009;1.047547;1.054389;1.053253;1.048445;1.032572;0.999698;0.999933;1.000028;0.999683;1.000411;232.312932;2.318132;53.517913;-15.205525;5.380545;-30.847038;58.383175;36.083907;19.603787;19.792978;1.061130;1.068257;1.047011;1.010038;1.096220;1.067585;1.183892;1.083112;1.222460;1.197298;0.216043;0.126068;0.000000;3.000000;619.142183;2.000000;666.131468;2.000000;2.000000;2.000000;1000.000000;600.000000;
6.003358;1.063371;1.042182;1.008114;1.008139;1.005674;1.068161;1.057099;1.088905;1.052199;1.047697;1.054430;1.053169;1.048401;1.032660;0.999705;0.999902;1.000053;0.999605;1.000274;230.380778;1.732365;53.671868;-13.874749;6.167265;-30.800339;58.011317;35.565981;19.553993;19.690745;1.061130;1.068161;1.047162;1.010252;1.096141;1.067587;1.180862;1.078823;1.224366;1.198893;0.216100;0.126124;0.000000;3.000000;616.571456;2.000000;662.555181;2.000000;2.000000;2.000000;1000.000000;600.000000;
6.061752;1.063340;1.042402;1.008563;1.008355;1.005798;1.067945;1.057187;1.088766;1.052372;1.047817;1.054403;1.052968;1.048257;1.032697;0.999725;0.999850;1.000092;0.999527;1.000004;227.772325;0.683402;53.079102;-10.780869;6.911649;-30.735296;57.587309;34.526693;19.529657;19.554551;1.061100;1.067945;1.047344;1.010638;1.095952;1.068183;1.177219;1.071100;1.228689;1.202665;0.216169;0.126190;0.000000;3.000000;612.941544;2.000000;657.087388;2.000000;2.000000;2.000000;1000.000000;600.000000;
6.061752;1.063340;1.042402;1.008563;1.008355;1.005798;1.067945;1.057187;1.088765;1.052372;1.047817;1.054403;1.052969;1.048257;1.032697;0.999725;0.999850;1.000092;0.999527;1.000004;227.772280;0.683402;53.079170;-10.780937;6.911657;-30.735196;57.587376;34.526545;19.529653;19.554681;1.061100;1.067945;1.047344;1.010638;1.095952;1.068184;1.177219;1.071099;1.228692;1.202667;0.216169;0.126190;0.000000;3.000000;612.941528;2.000000;657.087335;2.000000;2.000000;2.000000;1000.000000;600.000000;
6.061752;1.063340;1.042402;1.008563;1.008355;1.005798;1.067945;1.057187;1.088765;1.052372;1.047817;1.054403;1.052969;1.048257;1.032697;0.999725;0.999850;1.000092;0.999527;1.000004;227.772280;0.683402;53.079170;-10.780937;6.911657;-30.735196;57.587376;34.526545;19.529653;19.554681;1.061100;1.067945;1.047344;1.010638;1.095952;1.068184;1.177219;1.071099;1.228692;1.202667;0.216169;0.126190;0.000000;3.000000;612.941528;2.000000;657.087335;2.000000;2.000000;2.000000;1000.000000;600.000000;
6.061752;1.063340;1.042402;1.008563;1.008355;1.005798;1.067945;1.057187;1.088765;1.052372;1.047817;1.054403;1.052969;1.048257;1.032697;0.999725;0.999850;1.000092;0.999527;1.000004;227.772280;0.683402;53.079170;-10.780937;6.911657;-30.735196;57.587376;34.526545;19.529653;19.554681;1.061100;1.067945;1.047344;1.010638;1.095952;1.068184;1.177219;1.071099;1.228692;1.202667;0.216169;0.126190;0.000000;3.000000;612.941528;2.000000;657.087335;2.000000;2.000000;2.000000;1000.000000;600.000000;
6.061753;1.063340;1.042402;1.008563;1.008355;1.005798;1.067945;1.057187;1.088765;1.052372;1.047817;1.054403;1.052969;1.048257;1.032697;0.999725;0.999850;1.000092;0.999527;1.000004;227.772245;0.683384;53.079150;-10.780875;6.911663;-30.735195;57.587372;34.526526;19.529653;19.554679;1.061100;1.067945;1.047344;1.010638;1.095952;1.068184;1.177219;1.071099;1.228692;1.202667;0.216169;0.126190;0.000000;3.000000;612.941477;2.000000;657.087251;2.000000;2.000000;2.000000;1000.000000;600.000000;
6.061754;1.063340;1.042402;1.008563;1.008355;1.005798;1.067945;1.057187;1.088765;1.052372;1.047817;1.054403;1.052968;1.048257;1.032697;0.999725;0.999850;1.000092;0.999527;1.000004;227.772209;0.683365;53.079130;-10.780814;6.911669;-30.735194;57.587367;34.526507;19.529654;19.554677;1.061100;1.067945;1.047344;1.010638;1.095952;1.068184;1.177219;1.071099;1.228692;1.202667;0.216169;0.126190;0.000000;3.000000;612.941425;2.000000;657.087167;2.000000;2.000000;2.000000;1000.000000;600.000000;
6.061756;1.063340;1.042402;1.008563;1.008355;1.005798;1.067945;1.057187;1.088765;1.052372;1.047817;1.054403;1.052968;1.048257;1.032697;0.999725;0.999850;1.000092;0.999527;1.000004;227.772137;0.683327;53.079090;-10.780690;6.911680;-30.735192;57.587358;34.526468;19.529654;19.554673;1.061100;1.067945;1.047344;1.010638;1.095952;1.068184;1.177219;1.071098;1.228692;1.202667;0.216169;0.126190;0.000000;3.000000;612.941322;2.000000;657.086998;2.000000;2.000000;2.000000;1000.000000;600.000000;
6.061760;1.063340;1.042402;1.008563;1.008355;1.005798;1.067945;1.057187;1.088765;1.052372;1.047817;1.054403;1.052968;1.048257;1.032697;0.999725;0.999850;1.000092;0.999527;1.000004;227.771995;0.683252;53.079010;-10.780444;6.911704;-30.735188;57.587339;34.526391;19.529656;19.554666;1.061100;1.067945;1.047344;1.010638;1.095952;1.068184;1.177219;1.071098;1.228692;1.202667;0.216169;0.126190;0.000000;3.000000;612.941116;2.000000;657.086661;2.000000;2.000000;2.000000;1000.000000;600.000000;
6.061768;1.063340;1.042402;1.008563;1.008355;1.005798;1.067945;1.057187;1.088765;1.052372;1.047817;1.054403;1.052968;1.048257;1.032697;0.999725;0.999850;1.000092;0.999527;1.000004;227.771709;0.683102;53.078850;-10.779950;6.911752;-30.735181;57.587301;34.526237;19.529659;19.554651;1.061100;1.067945;1.047344;1.010638;1.095952;1.068185;1.177219;1.071097;1.228693;1.202668;0.216169;0.126190;0.000000;3.000000;612.940703;2.000000;657.085986;2.000000;2.000000;2.000000;1000.000000;600.000000;
6.061784;1.063340;1.042402;1.008564;1.008355;1.005798;1.067945;1.057187;1.088765;1.052372;1.047817;1.054403;1.052968;1.048257;1.032697;0.999725;0.999850;1.000092;0.999527;1.000004;227.771137;0.682802;53.078531;-10.778964;6.911848;-30.735166;57.587227;34.525929;19.529664;19.554620;1.061100;1.067945;1.047344;1.010638;1.095952;1.068185;1.177218;1.071095;1.228694;1.202669;0.216169;0.126190;0.000000;3.000000;612.939877;2.000000;657.084637;2.000000;2.000000;2.000000;1000.000000;600.000000;
6.061816;1.063340;1.042402;1.008564;1.008355;1.005798;1.067945;1.057187;1.088765;1.052372;1.047817;1.054403;1.052968;1.048257;1.032697;0.999725;0.999850;1.000092;0.999527;1.000003;227.769994;0.682202;53.077892;-10.776991;6.912038;-30.735136;57.587077;34.525313;19.529676;19.554560;1.061100;1.067945;1.047345;1.010639;1.095952;1.068185;1.177217;1.071090;1.228697;1.202672;0.216169;0.126190;0.000000;3.000000;612.938226;2.000000;657.081938;2.000000;2.000000;2.000000;1000.000000;600.000000;
6.061880;1.063340;1.042402;1.008564;1.008355;1.005798;1.067945;1.057187;1.088764;1.052372;1.047817;1.054403;1.052968;1.048257;1.032697;0.999725;0.999850;1.000092;0.999527;1.000003;227.767709;0.681001;53.076614;-10.773044;6.912419;-30.735076;57.586778;34.524081;19.529699;19.554440;1.061100;1.067945;1.047345;1.010639;1.095951;1.068186;1.177214;1.071082;1.228703;1.202677;0.216169;0.126190;0.000000;3.000000;612.934925;2.000000;657.076542;2.000000;2.000000;2.000000;1000.000000;600.000000;
