time;NETWORK__BEAV___6_TN_Upu_value;NETWORK__CLIN___8_TN_Upu_value;NETWORK__GLEN__12_TN_Upu_value;NETWORK__KANA___1_TN_Upu_value;NETWORK__LOGA___3_TN_Upu_value;NETWORK__SALT___9_TN_Upu_value;NETWORK__TURN___2_TN_Upu_value;GEN____6_SM_generator_PGen;GEN____9_SM_generator_PGen;GEN____1_SM_generator_PGen;GEN___12_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____6_SM_generator_QGen;GEN____9_SM_generator_QGen;GEN____1_SM_generator_QGen;GEN___12_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____6_SM_generator_omegaPu;GEN____9_SM_generator_omegaPu;GEN____1_SM_generator_omegaPu;GEN___12_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____6_SM_generator_efdPu_value;GEN____9_SM_generator_efdPu_value;GEN____1_SM_generator_efdPu_value;GEN___12_SM_generator_efdPu_value;GEN____3_SM_generator_efdPu_value;GEN____8_SM_generator_efdPu_value;GEN____2_SM_generator_efdPu_value;
1.275934;0.982418;1.009939;1.018007;1.047846;0.989223;0.987835;1.015237;-21.378598;-64.805563;508.414260;458.649344;-0.175902;447.446109;-40.591260;3.280534;32.185186;131.635494;77.732930;10.691309;60.405681;5.753156;1.000000;1.000219;1.000183;1.000477;1.000205;0.999936;1.000298;1.003032;0.831441;1.426756;1.419946;1.071067;1.551910;0.951418;
1.275934;0.982418;1.009939;1.018007;1.047846;0.989223;0.987835;1.015237;-21.378598;-64.805563;508.414260;458.649344;-0.175902;447.446109;-40.591260;3.280534;32.185186;131.635494;77.732930;10.691309;60.405681;5.753156;1.000000;1.000219;1.000183;1.000477;1.000205;0.999936;1.000298;1.003032;0.831441;1.426756;1.419946;1.071067;1.551910;0.951418;
1.275980;0.982418;1.009940;1.018013;1.047848;0.989224;0.987837;1.015239;-21.379688;-64.798791;508.411026;458.650587;-0.173572;447.440974;-40.586057;3.279531;32.182208;131.634476;77.743819;10.689410;60.404871;5.750623;1.000000;1.000219;1.000183;1.000477;1.000205;0.999936;1.000298;1.003021;0.831396;1.426721;1.419816;1.071042;1.551885;0.951391;
1.275980;0.982418;1.009940;1.018013;1.047848;0.989224;0.987837;1.015239;-21.379688;-64.798791;508.411026;458.650587;-0.173572;447.440974;-40.586057;3.279531;32.182208;131.634476;77.743819;10.689410;60.404871;5.750623;1.000000;1.000219;1.000183;1.000477;1.000205;0.999936;1.000298;1.003021;0.831396;1.426721;1.419816;1.071042;1.551885;0.951391;
1.275981;0.982418;1.009940;1.018013;1.047848;0.989224;0.987837;1.015239;-21.379913;-64.800539;508.409770;458.655583;-0.174348;447.440301;-40.586634;3.279502;32.182843;131.634545;77.742504;10.689657;60.404990;5.750882;1.000000;1.000219;1.000183;1.000477;1.000205;0.999936;1.000298;1.003021;0.831395;1.426720;1.419820;1.071042;1.551885;0.951390;
1.275982;0.982418;1.009940;1.018013;1.047848;0.989224;0.987837;1.015239;-21.379936;-64.800387;508.409696;458.655598;-0.174296;447.440186;-40.586517;3.279482;32.182779;131.634525;77.742728;10.689618;60.404975;5.750829;1.000000;1.000219;1.000183;1.000477;1.000205;0.999936;1.000298;1.003021;0.831395;1.426720;1.419817;1.071041;1.551885;0.951389;
1.275984;0.982418;1.009940;1.018014;1.047848;0.989224;0.987837;1.015239;-21.379970;-64.799966;508.409619;458.655323;-0.174139;447.439990;-40.586242;3.279441;32.182608;131.634479;77.743269;10.689521;60.404938;5.750703;1.000000;1.000219;1.000183;1.000477;1.000205;0.999936;1.000298;1.003021;0.831393;1.426718;1.419812;1.071040;1.551883;0.951388;
1.275988;0.982418;1.009940;1.018014;1.047848;0.989224;0.987837;1.015239;-21.380075;-64.799474;508.409249;458.655688;-0.173978;447.439496;-40.585819;3.279358;32.182393;131.634405;77.744070;10.689380;60.404887;5.750509;1.000000;1.000219;1.000183;1.000477;1.000205;0.999936;1.000298;1.003020;0.831389;1.426715;1.419802;1.071038;1.551881;0.951386;
1.275996;0.982418;1.009941;1.018015;1.047849;0.989225;0.987838;1.015239;-21.380260;-64.798257;508.408653;458.655808;-0.173554;447.438576;-40.584887;3.279193;32.181879;131.634245;77.745860;10.689062;60.404769;5.750082;1.000000;1.000219;1.000183;1.000476;1.000205;0.999936;1.000298;1.003018;0.831382;1.426710;1.419780;1.071034;1.551877;0.951381;
1.276012;0.982419;1.009941;1.018017;1.047849;0.989225;0.987839;1.015240;-21.380631;-64.795823;508.407462;458.656046;-0.172707;447.436737;-40.583024;3.278862;32.180851;131.633926;77.749438;10.688426;60.404533;5.749228;1.000000;1.000219;1.000183;1.000476;1.000205;0.999936;1.000298;1.003014;0.831367;1.426699;1.419738;1.071026;1.551869;0.951372;
1.276044;0.982419;1.009942;1.018021;1.047851;0.989226;0.987840;1.015241;-21.381371;-64.790952;508.405077;458.656517;-0.171010;447.433058;-40.579296;3.278202;32.178795;131.633289;77.756594;10.687156;60.404061;5.747522;1.000000;1.000219;1.000183;1.000476;1.000205;0.999936;1.000298;1.003007;0.831337;1.426676;1.419653;1.071009;1.551853;0.951355;
1.276108;0.982420;1.009944;1.018029;1.047853;0.989228;0.987843;1.015243;-21.382851;-64.781205;508.400304;458.657443;-0.167613;447.425697;-40.571836;3.276881;32.174682;131.632015;77.770897;10.684615;60.403120;5.744110;1.000000;1.000219;1.000183;1.000475;1.000206;0.999936;1.000299;1.002992;0.831278;1.426631;1.419484;1.070976;1.551820;0.951319;
1.276236;0.982422;1.009947;1.018044;1.047858;0.989232;0.987850;1.015247;-21.385806;-64.761683;508.390740;458.659226;-0.160801;447.410969;-40.556900;3.274245;32.166457;131.629473;77.799470;10.679534;60.401244;5.737290;1.000000;1.000220;1.000182;1.000474;1.000206;0.999936;1.000299;1.002963;0.831161;1.426541;1.419146;1.070911;1.551754;0.951248;
1.276492;0.982425;1.009954;1.018074;1.047867;0.989239;0.987863;1.015255;-21.391693;-64.722533;508.371540;458.662515;-0.147106;447.381481;-40.526962;3.268985;32.150005;131.624417;77.856487;10.669378;60.397515;5.723668;1.000001;1.000221;1.000182;1.000472;1.000207;0.999936;1.000299;1.002906;0.830926;1.426363;1.418472;1.070779;1.551623;0.951106;
1.277004;0.982432;1.009968;1.018135;1.047885;0.989254;0.987888;1.015270;-21.403381;-64.643805;508.332855;458.667990;-0.119429;447.322380;-40.466825;3.258523;32.117099;131.614408;77.970008;10.649086;60.390155;5.696487;1.000002;1.000223;1.000181;1.000468;1.000208;0.999936;1.000301;1.002791;0.830460;1.426008;1.417134;1.070518;1.551363;0.950824;
1.278028;0.982445;1.009995;1.018255;1.047922;0.989283;0.987938;1.015301;-21.426407;-64.484652;508.254351;458.674547;-0.062940;447.203688;-40.345511;3.237822;32.051269;131.594805;78.195028;10.608581;60.375817;5.642384;1.000004;1.000226;1.000179;1.000459;1.000211;0.999937;1.000303;1.002564;0.829541;1.425308;1.414492;1.070003;1.550850;0.950267;
1.280076;0.982470;1.010049;1.018488;1.047993;0.989340;0.988036;1.015362;-21.471080;-64.159610;508.092881;458.670276;0.054557;446.964391;-40.098761;3.197289;31.919530;131.557215;78.637216;10.527856;60.348618;5.535173;1.000007;1.000233;1.000175;1.000441;1.000217;0.999937;1.000307;1.002127;0.827749;1.423951;1.409344;1.069000;1.549848;0.949182;
1.284172;0.982519;1.010150;1.018930;1.048126;0.989449;0.988223;1.015478;-21.554998;-63.483051;507.752649;458.593573;0.307368;446.478542;-39.589081;3.119518;31.655634;131.488235;79.491994;10.367338;60.299771;5.324473;1.000015;1.000247;1.000168;1.000405;1.000229;0.999938;1.000316;1.001306;0.824348;1.421396;1.399570;1.067095;1.547941;0.947115;
1.292364;0.982604;1.010334;1.019726;1.048361;0.989647;0.988563;1.015690;-21.701799;-62.027788;507.007310;458.177981;0.882243;445.480939;-38.507459;2.975857;31.125494;131.373090;81.096366;10.048587;60.221654;4.916093;1.000029;1.000275;1.000154;1.000334;1.000253;0.999941;1.000333;0.999864;0.818213;1.416873;1.381925;1.063659;1.544485;0.943371;
1.308748;0.982737;1.010634;1.021015;1.048728;0.989981;0.989132;1.016045;-21.915978;-58.738684;505.289018;456.373235;2.292838;443.406079;-36.114480;2.727218;30.052426;131.220837;83.972380;9.411515;60.126203;4.139526;1.000059;1.000328;1.000127;1.000195;1.000299;0.999948;1.000366;0.997653;0.808186;1.409827;1.353032;1.058058;1.538804;0.937199;
1.341516;0.982898;1.011034;1.022714;1.049147;0.990465;0.989946;1.016555;-22.055604;-50.886491;501.166404;449.379224;6.025851;439.114680;-30.560347;2.333404;27.849886;131.152382;88.891537;8.101675;60.079072;2.686711;1.000118;1.000424;1.000080;0.999927;1.000384;0.999971;1.000425;0.995145;0.794667;1.401703;1.313829;1.050565;1.531180;0.928745;
1.407052;0.983002;1.011347;1.024031;1.049227;0.991013;0.990803;1.017092;-21.326148;-31.972219;491.616108;425.185106;16.063522;431.134007;-17.530383;1.735051;23.351623;131.613845;97.485529;5.313758;60.139144;0.007368;1.000235;1.000568;1.000013;0.999465;1.000515;1.000045;1.000508;0.994155;0.783117;1.399889;1.278495;1.044234;1.525314;0.921223;
1.538124;0.982945;1.011008;1.022885;1.047971;0.991225;0.990834;1.017121;-16.539865;6.176128;474.569337;357.516000;38.699603;422.849915;8.622315;0.687651;15.536351;133.701711;114.212471;0.062767;59.890340;-4.255024;1.000433;1.000657;0.999978;0.998927;1.000605;1.000254;1.000538;0.997213;0.792094;1.422951;1.283841;1.048663;1.532920;0.925746;
1.666305;0.982752;1.009918;1.018977;1.045808;0.990520;0.989245;1.016180;-8.473936;32.998105;465.165076;288.331953;56.786110;426.511880;27.524669;-0.335067;11.067888;136.506793;128.869672;-3.419327;59.193219;-6.409811;1.000556;1.000534;1.000030;0.998900;1.000507;1.000458;1.000421;1.002460;0.829145;1.462905;1.340616;1.068033;1.555353;0.947018;
1.669196;0.982747;1.009885;1.018858;1.045749;0.990493;0.989191;1.016148;-8.253395;33.482281;465.035837;286.741145;57.147066;426.728931;27.874272;-0.356732;11.002020;136.577942;129.183560;-3.480217;59.174218;-6.436759;1.000558;1.000529;1.000033;0.998905;1.000503;1.000462;1.000417;1.002604;0.830303;1.464004;1.342484;1.068642;1.556030;0.947689;
1.800268;0.982548;1.008481;1.014851;1.043624;0.989281;0.986806;1.014732;1.861721;42.090925;465.052813;236.248360;65.207322;440.521627;34.850399;-1.576704;9.903042;138.570987;140.267921;-4.729838;57.959818;-6.623255;1.000587;1.000288;1.000114;0.999288;1.000290;1.000574;1.000213;1.007731;0.879304;1.503888;1.404667;1.094787;1.584201;0.976253;
1.807899;0.982539;1.008403;1.014692;1.043524;0.989209;0.986671;1.014650;2.440945;42.052865;465.263077;234.310953;65.337759;441.430978;34.876523;-1.649853;9.888700;138.622814;140.779617;-4.750595;57.883345;-6.599346;1.000585;1.000274;1.000118;0.999317;1.000277;1.000576;1.000201;1.008017;0.882014;1.505810;1.407374;1.096266;1.585757;0.977872;
1.931340;0.982399;1.007203;1.013089;1.042269;0.988037;0.984563;1.013322;11.661761;33.232074;471.846325;217.860067;62.278116;457.758792;29.510014;-2.889981;10.411199;138.467944;146.182651;-4.309772;56.572596;-5.659080;1.000512;1.000052;1.000169;0.999876;1.000067;1.000540;1.000006;1.012469;0.923667;1.530809;1.437206;1.119506;1.609631;1.003395;
1.935548;0.982394;1.007170;1.013069;1.042239;0.987999;0.984500;1.013279;11.933208;32.780760;472.088058;217.791905;62.062963;458.249045;29.200170;-2.927247;10.426615;138.437990;146.264890;-4.284641;56.541749;-5.621356;1.000508;1.000046;1.000170;0.999894;1.000061;1.000536;1.000000;1.012634;0.924907;1.531438;1.437693;1.120230;1.610315;1.004194;
1.935548;0.982534;1.007334;1.013489;1.042292;0.988047;0.984599;1.013302;11.934147;32.761641;472.139523;218.104854;62.064258;458.420059;29.203868;-2.878692;9.967298;138.225373;147.152644;-4.460139;56.704628;-5.759399;1.000508;1.000046;1.000170;0.999894;1.000061;1.000536;1.000000;1.011915;0.923490;1.530616;1.435046;1.119614;1.609064;1.003912;
1.935549;0.982534;1.007334;1.013489;1.042292;0.988047;0.984599;1.013302;11.934220;32.761503;472.139600;218.104843;62.064191;458.420203;29.203778;-2.878702;9.967308;138.225365;147.152659;-4.460130;56.704619;-5.759386;1.000508;1.000046;1.000170;0.999894;1.000061;1.000536;1.000000;1.011915;0.923490;1.530617;1.435046;1.119614;1.609064;1.003913;
1.935550;0.982534;1.007333;1.013489;1.042292;0.988047;0.984599;1.013302;11.934293;32.761365;472.139678;218.104832;62.064124;458.420348;29.203688;-2.878712;9.967318;138.225357;147.152673;-4.460121;56.704610;-5.759374;1.000508;1.000046;1.000170;0.999894;1.000061;1.000536;1.000000;1.011915;0.923491;1.530617;1.435046;1.119614;1.609065;1.003913;
1.935552;0.982534;1.007333;1.013489;1.042292;0.988047;0.984599;1.013302;11.934439;32.761089;472.139833;218.104810;62.063991;458.420637;29.203507;-2.878732;9.967339;138.225340;147.152703;-4.460103;56.704592;-5.759350;1.000508;1.000046;1.000170;0.999894;1.000061;1.000536;1.000000;1.011915;0.923491;1.530617;1.435046;1.119615;1.609065;1.003913;
1.935556;0.982534;1.007333;1.013489;1.042292;0.988047;0.984599;1.013302;11.934731;32.760538;472.140142;218.104765;62.063723;458.421215;29.203146;-2.878773;9.967380;138.225307;147.152761;-4.460066;56.704556;-5.759301;1.000508;1.000046;1.000170;0.999894;1.000061;1.000536;1.000000;1.011916;0.923493;1.530618;1.435046;1.119616;1.609066;1.003914;
1.935564;0.982534;1.007333;1.013489;1.042292;0.988047;0.984599;1.013302;11.935315;32.759434;472.140761;218.104677;62.063189;458.422370;29.202424;-2.878853;9.967462;138.225240;147.152878;-4.459993;56.704484;-5.759203;1.000508;1.000046;1.000170;0.999894;1.000061;1.000536;1.000000;1.011916;0.923495;1.530619;1.435047;1.119617;1.609067;1.003916;
1.935580;0.982534;1.007333;1.013489;1.042292;0.988047;0.984599;1.013301;11.936483;32.757227;472.141999;218.104500;62.062119;458.424682;29.200979;-2.879014;9.967626;138.225106;147.153113;-4.459847;56.704340;-5.759006;1.000508;1.000046;1.000170;0.999894;1.000061;1.000536;1.000000;1.011916;0.923500;1.530621;1.435049;1.119620;1.609070;1.003919;
1.935599;0.982534;1.007333;1.013489;1.042291;0.988047;0.984598;1.013301;11.937859;32.754626;472.143458;218.104293;62.060859;458.427405;29.199277;-2.879203;9.967819;138.224949;147.153388;-4.459675;56.704171;-5.758775;1.000508;1.000046;1.000170;0.999895;1.000061;1.000536;1.000000;1.011917;0.923506;1.530624;1.435051;1.119623;1.609073;1.003923;
1.935599;0.982534;1.007333;1.013489;1.042291;0.988047;0.984598;1.013301;11.937859;32.754626;472.143458;218.104293;62.060859;458.427405;29.199277;-2.879203;9.967819;138.224949;147.153388;-4.459675;56.704171;-5.758775;1.000508;1.000046;1.000170;0.999895;1.000061;1.000536;1.000000;1.011917;0.923506;1.530624;1.435051;1.119623;1.609073;1.003923;
1.935599;0.982534;1.007333;1.013489;1.042291;0.988047;0.984598;1.013301;11.937859;32.754626;472.143458;218.104293;62.060859;458.427405;29.199277;-2.879203;9.967819;138.224949;147.153388;-4.459675;56.704171;-5.758775;1.000508;1.000046;1.000170;0.999895;1.000061;1.000536;1.000000;1.011917;0.923506;1.530624;1.435051;1.119623;1.609073;1.003923;
1.935612;0.982534;1.007333;1.013488;1.042291;0.988047;0.984598;1.013301;11.938819;32.752812;472.144476;218.104149;62.059979;458.429305;29.198089;-2.879336;9.967954;138.224839;147.153580;-4.459555;56.704053;-5.758614;1.000508;1.000046;1.000170;0.999895;1.000061;1.000536;1.000000;1.011917;0.923510;1.530626;1.435053;1.119626;1.609075;1.003925;
1.935676;0.982534;1.007332;1.013488;1.042291;0.988046;0.984597;1.013300;11.943491;32.743979;472.149429;218.103453;62.055698;458.438550;29.192307;-2.879979;9.968609;138.224304;147.154515;-4.458970;56.703478;-5.757829;1.000508;1.000045;1.000170;0.999895;1.000061;1.000536;1.000000;1.011919;0.923530;1.530636;1.435060;1.119637;1.609086;1.003938;
1.935804;0.982534;1.007331;1.013487;1.042290;0.988045;0.984595;1.013299;11.952832;32.726304;472.159336;218.102089;62.047128;458.457037;29.180735;-2.881266;9.969921;138.223232;147.156376;-4.457800;56.702329;-5.756259;1.000508;1.000045;1.000170;0.999896;1.000061;1.000536;1.000000;1.011922;0.923570;1.530655;1.435075;1.119661;1.609108;1.003964;
1.936060;0.982534;1.007329;1.013486;1.042288;0.988042;0.984591;1.013296;11.971508;32.690915;472.179158;218.099475;62.029961;458.493998;29.157561;-2.883839;9.972545;138.221084;147.160070;-4.455455;56.700034;-5.753116;1.000508;1.000045;1.000170;0.999897;1.000061;1.000536;0.999999;1.011930;0.923650;1.530694;1.435104;1.119708;1.609152;1.004016;
1.936572;0.982534;1.007325;1.013482;1.042284;0.988037;0.984583;1.013291;12.008831;32.619980;472.218826;218.094701;61.995510;458.567867;29.111088;-2.888982;9.977797;138.216766;147.167345;-4.450752;56.695455;-5.746821;1.000507;1.000044;1.000171;0.999900;1.000060;1.000536;0.999998;1.011944;0.923811;1.530772;1.435161;1.119801;1.609239;1.004119;
1.937596;0.982533;1.007316;1.013476;1.042277;0.988027;0.984566;1.013280;12.083356;32.477487;472.298258;218.086963;61.926150;458.715395;29.017649;-2.899261;9.988314;138.208044;147.181448;-4.441285;56.686340;-5.734193;1.000506;1.000042;1.000171;0.999905;1.000058;1.000535;0.999997;1.011973;0.924131;1.530927;1.435275;1.119988;1.609414;1.004325;
1.939644;0.982532;1.007300;1.013463;1.042262;0.988007;0.984533;1.013258;12.231926;32.190037;472.457488;218.078716;61.785616;459.009581;28.828814;-2.919781;10.009398;138.190264;147.207866;-4.422120;56.668288;-5.708785;1.000504;1.000038;1.000171;0.999916;1.000054;1.000533;0.999994;1.012032;0.924770;1.531233;1.435497;1.120360;1.609763;1.004736;
1.943740;0.982530;1.007266;1.013439;1.042234;0.987966;0.984467;1.013214;12.527088;31.605521;472.777258;218.091015;61.497423;459.594310;28.443458;-2.960671;10.051725;138.153364;147.253605;-4.382890;56.632899;-5.657392;1.000500;1.000031;1.000173;0.999938;1.000048;1.000529;0.999987;1.012151;0.926042;1.531835;1.435919;1.121104;1.610454;1.005556;
1.951932;0.982525;1.007199;1.013397;1.042179;0.987886;0.984336;1.013126;13.109132;30.399946;473.420825;218.229688;60.893615;460.747831;27.643155;-3.041800;10.136713;138.074323;147.317121;-4.301052;56.565050;-5.552467;1.000491;1.000018;1.000175;0.999981;1.000034;1.000521;0.999975;1.012397;0.928558;1.532993;1.436669;1.122583;1.611814;1.007186;
1.963064;0.982517;1.007111;1.013354;1.042110;0.987777;0.984161;1.013008;13.880741;28.691969;474.298859;218.656475;60.019294;462.275679;26.497428;-3.150444;10.251674;137.956299;147.345517;-4.183588;56.479439;-5.406064;1.000479;1.000000;1.000177;1.000039;1.000017;1.000509;0.999959;1.012747;0.931911;1.534470;1.437486;1.124570;1.613609;1.009372;
1.963064;0.982517;1.007111;1.013354;1.042110;0.987777;0.984161;1.013008;13.880741;28.691969;474.298859;218.656475;60.019294;462.275679;26.497428;-3.150444;10.251674;137.956299;147.345517;-4.183588;56.479439;-5.406064;1.000479;1.000000;1.000177;1.000039;1.000017;1.000509;0.999959;1.012747;0.931911;1.534470;1.437486;1.124570;1.613609;1.009372;
1.963065;0.982517;1.007111;1.013354;1.042110;0.987777;0.984161;1.013008;13.880807;28.691813;474.298940;218.656539;60.019215;462.275798;26.497323;-3.150470;10.251711;137.956269;147.345526;-4.183559;56.479398;-5.406035;1.000479;1.000000;1.000177;1.000039;1.000017;1.000509;0.999959;1.012748;0.931911;1.534470;1.437485;1.124570;1.613610;1.009372;
1.963066;0.982517;1.007111;1.013354;1.042110;0.987777;0.984161;1.013008;13.880875;28.691655;474.299020;218.656590;60.019133;462.275933;26.497217;-3.150480;10.251722;137.956258;147.345526;-4.183548;56.479390;-5.406022;1.000479;1.000000;1.000177;1.000039;1.000017;1.000509;0.999959;1.012748;0.931911;1.534470;1.437485;1.124570;1.613610;1.009372;
1.963068;0.982517;1.007111;1.013354;1.042110;0.987777;0.984161;1.013008;13.881011;28.691341;474.299179;218.656697;60.018971;462.276197;26.497005;-3.150507;10.251754;137.956228;147.345529;-4.183519;56.479361;-5.405988;1.000479;1.000000;1.000177;1.000039;1.000017;1.000509;0.999959;1.012748;0.931912;1.534470;1.437486;1.124571;1.613610;1.009373;
1.963072;0.982517;1.007111;1.013354;1.042110;0.987777;0.984161;1.013008;13.881286;28.690710;474.299496;218.656895;60.018644;462.276746;26.496580;-3.150538;10.251784;137.956191;147.345522;-4.183483;56.479346;-5.405942;1.000479;1.000000;1.000177;1.000039;1.000017;1.000509;0.999959;1.012748;0.931913;1.534471;1.437486;1.124572;1.613611;1.009373;
1.963080;0.982517;1.007111;1.013354;1.042110;0.987777;0.984161;1.013008;13.881833;28.689451;474.300130;218.657303;60.017991;462.277830;26.495730;-3.150616;10.251867;137.956102;147.345518;-4.183395;56.479287;-5.405834;1.000479;1.000000;1.000177;1.000039;1.000017;1.000509;0.999959;1.012748;0.931916;1.534472;1.437486;1.124573;1.613612;1.009375;
1.963096;0.982517;1.007111;1.013354;1.042109;0.987777;0.984160;1.013008;13.882927;28.686931;474.301399;218.658119;60.016686;462.279997;26.494031;-3.150771;10.252032;137.955923;147.345509;-4.183221;56.479169;-5.405620;1.000479;1.000000;1.000177;1.000039;1.000017;1.000509;0.999959;1.012749;0.931920;1.534474;1.437487;1.124576;1.613615;1.009378;
1.963115;0.982517;1.007111;1.013354;1.042109;0.987777;0.984160;1.013007;13.884279;28.683819;474.302967;218.659127;60.015074;462.282674;26.491932;-3.150962;10.252237;137.955702;147.345498;-4.183005;56.479024;-5.405356;1.000479;1.000000;1.000177;1.000039;1.000017;1.000509;0.999959;1.012749;0.931926;1.534476;1.437489;1.124579;1.613618;1.009382;
1.963115;0.982517;1.007111;1.013354;1.042109;0.987777;0.984160;1.013007;13.884279;28.683819;474.302967;218.659127;60.015074;462.282674;26.491932;-3.150962;10.252237;137.955702;147.345498;-4.183005;56.479024;-5.405356;1.000479;1.000000;1.000177;1.000039;1.000017;1.000509;0.999959;1.012749;0.931926;1.534476;1.437489;1.124579;1.613618;1.009382;
1.963115;0.982517;1.007111;1.013354;1.042109;0.987777;0.984160;1.013007;13.884279;28.683819;474.302967;218.659127;60.015074;462.282674;26.491932;-3.150962;10.252237;137.955702;147.345498;-4.183005;56.479024;-5.405356;1.000479;1.000000;1.000177;1.000039;1.000017;1.000509;0.999959;1.012749;0.931926;1.534476;1.437489;1.124579;1.613618;1.009382;
1.963128;0.982517;1.007111;1.013354;1.042109;0.987777;0.984160;1.013007;13.885116;28.681891;474.303937;218.659752;60.014075;462.284332;26.490632;-3.151081;10.252364;137.955565;147.345491;-4.182871;56.478933;-5.405192;1.000479;1.000000;1.000177;1.000039;1.000017;1.000509;0.999959;1.012750;0.931930;1.534478;1.437489;1.124581;1.613620;1.009384;
1.963192;0.982517;1.007110;1.013354;1.042109;0.987776;0.984159;1.013007;13.889492;28.671810;474.309014;218.663026;60.008852;462.293001;26.483833;-3.151701;10.253027;137.954849;147.345454;-4.182171;56.478462;-5.404334;1.000479;1.000000;1.000177;1.000040;1.000016;1.000508;0.999959;1.012752;0.931949;1.534486;1.437493;1.124593;1.613630;1.009397;
1.963320;0.982517;1.007109;1.013353;1.042108;0.987775;0.984157;1.013005;13.898242;28.651639;474.319166;218.669600;59.998399;462.310333;26.470228;-3.152941;10.254352;137.953416;147.345372;-4.180771;56.477520;-5.402620;1.000478;1.000000;1.000177;1.000040;1.000016;1.000508;0.999959;1.012756;0.931987;1.534502;1.437501;1.124616;1.613650;1.009422;
1.963576;0.982517;1.007107;1.013353;1.042107;0.987772;0.984153;1.013003;13.915734;28.611269;474.339472;218.682857;59.977471;462.344979;26.442993;-3.155420;10.257003;137.950546;147.345183;-4.177969;56.475639;-5.399188;1.000478;0.999999;1.000177;1.000042;1.000016;1.000508;0.999958;1.012764;0.932063;1.534535;1.437517;1.124661;1.613691;1.009472;
1.964088;0.982517;1.007103;1.013351;1.042104;0.987767;0.984145;1.012997;13.950680;28.530407;474.380086;218.709802;59.935519;462.414192;26.388419;-3.160375;10.262303;137.944787;147.344700;-4.172354;56.471890;-5.392319;1.000478;0.999998;1.000177;1.000044;1.000015;1.000507;0.999958;1.012781;0.932216;1.534600;1.437549;1.124752;1.613772;1.009572;
1.965112;0.982516;1.007095;1.013348;1.042098;0.987757;0.984129;1.012986;14.020425;28.368206;474.461318;218.765415;59.851240;462.552307;26.278867;-3.170273;10.272895;137.933193;147.343317;-4.161080;56.464439;-5.378556;1.000476;0.999997;1.000177;1.000050;1.000014;1.000506;0.999956;1.012814;0.932520;1.534729;1.437611;1.124933;1.613934;1.009771;
1.967160;0.982514;1.007080;1.013342;1.042086;0.987737;0.984098;1.012965;14.159319;28.041926;474.623785;218.883512;59.681200;462.827266;26.058155;-3.190020;10.294040;137.909706;147.338896;-4.138369;56.449735;-5.350931;1.000474;0.999994;1.000177;1.000060;1.000010;1.000504;0.999953;1.012881;0.933126;1.534985;1.437728;1.125295;1.614256;1.010169;
1.971256;0.982511;1.007048;1.013332;1.042063;0.987698;0.984035;1.012922;14.434674;27.382116;474.948584;219.147011;59.335330;463.371946;25.610454;-3.229310;10.336147;137.861560;147.323480;-4.092311;56.421119;-5.295306;1.000469;0.999988;1.000178;1.000082;1.000004;1.000499;0.999948;1.013017;0.934331;1.535486;1.437938;1.126017;1.614893;1.010961;
1.979448;0.982504;1.006987;1.013319;1.042019;0.987618;0.983911;1.012837;14.975268;26.035545;475.596478;219.781686;58.621582;464.439090;24.691133;-3.307026;10.419345;137.760741;147.266810;-3.997862;56.367135;-5.182714;1.000459;0.999976;1.000179;1.000124;0.999992;1.000488;0.999937;1.013295;0.936703;1.536441;1.438260;1.127447;1.616139;1.012531;
1.995832;0.982489;1.006869;1.013317;1.041943;0.987462;0.983672;1.012670;16.012999;23.251046;476.876500;221.468280;57.115428;466.475013;22.766407;-3.458616;10.579573;137.542399;147.053838;-3.801235;56.272726;-4.953366;1.000438;0.999954;1.000180;1.000206;0.999970;1.000466;0.999916;1.013880;0.941291;1.538174;1.438515;1.130251;1.618515;1.015606;
2.028600;0.982450;1.006655;1.013410;1.041827;0.987162;0.983230;1.012349;17.891623;17.445780;479.307833;226.386730;53.864257;470.086965;18.649058;-3.743173;10.860559;137.051026;146.261003;-3.389077;56.142163;-4.486833;1.000392;0.999919;1.000178;1.000363;0.999932;1.000414;0.999881;1.015157;0.949780;1.540948;1.437523;1.135596;1.622749;1.021459;
2.058392;0.982407;1.006490;1.013585;1.041759;0.986907;0.982877;1.012078;19.326347;12.166426;481.252316;232.306329;50.799492;472.734927;14.762634;-3.971835;11.046001;136.569318;145.188504;-3.016347;56.098021;-4.070491;1.000347;0.999897;1.000174;1.000492;0.999905;1.000362;0.999856;1.016450;0.956619;1.542771;1.435153;1.140087;1.625947;1.026384;
2.094136;0.982342;1.006327;1.013916;1.041726;0.986625;0.982514;1.011779;20.703703;5.829734;483.251092;241.239396;46.985785;475.111982;9.920050;-4.211239;11.180602;135.948140;143.486716;-2.570058;56.132615;-3.579344;1.000289;0.999881;1.000164;1.000631;0.999883;1.000293;0.999835;1.018166;0.963720;1.544079;1.430467;1.145015;1.628966;1.031796;
