time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____3_SM_generator_running;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;_LOAD___3_EC_load_PPu;_LOAD___3_EC_load_QPu;UVA_underVoltageAutomaton_UMinPu;
21.871563;1.012264;0.960921;0.916480;0.947432;0.952326;1.019125;1.009264;1.056885;1.001882;0.997874;1.005026;1.004708;0.999814;0.983833;0.994219;0.994205;0.994017;0.994122;0.994147;265.774702;75.359903;63.799940;2.332653;2.868895;45.670280;135.800937;156.104493;20.160997;28.580040;1.000000;0.881682;1.621374;1.728750;1.568676;0.850000;
21.984452;1.010601;0.959014;0.914084;0.945533;0.950444;1.017464;1.007695;1.055681;1.000273;0.996269;1.003399;1.003069;0.998187;0.982241;0.993921;0.993908;0.993643;0.993797;0.993886;267.115576;77.664535;59.114497;2.237427;3.252959;45.859264;134.984408;156.528798;20.237758;28.766902;1.000000;0.879058;1.613341;1.721975;1.558444;0.850000;
22.097341;1.008942;0.957095;0.911621;0.943631;0.948556;1.015802;1.006120;1.054445;0.998668;0.994668;1.001776;1.001428;0.996559;0.980651;0.993610;0.993594;0.993298;0.993484;0.993588;268.787103;80.019673;53.922437;2.141452;3.828052;46.019775;134.270282;157.129554;20.322871;28.940183;1.000000;0.876421;1.605281;1.715020;1.547968;0.850000;
22.210230;1.007291;0.955177;0.909177;0.941736;0.946683;1.014160;1.004533;1.053179;0.997053;0.993061;1.000158;0.999806;0.994946;0.979062;0.993284;0.993263;0.992982;0.993176;0.993247;270.561479;81.965987;49.005267;2.120830;4.366322;46.165550;133.640592;157.671403;20.404243;29.100829;1.000000;0.873788;1.597250;1.708130;1.537618;0.850000;
22.323119;1.005653;0.953282;0.906839;0.939866;0.944846;1.012553;1.002940;1.051894;0.995427;0.991450;0.998553;0.998218;0.993359;0.977477;0.992945;0.992920;0.992693;0.992863;0.992874;272.156704;83.233448;45.023144;2.196701;4.680330;46.310028;133.050349;157.944706;20.472595;29.251077;1.000000;0.871189;1.589340;1.701545;1.527752;0.850000;
22.436007;1.004035;0.951437;0.904676;0.938048;0.943065;1.010990;1.001364;1.050613;0.993810;0.989852;0.996973;0.996672;0.991809;0.975913;0.992593;0.992570;0.992423;0.992536;0.992491;273.283971;83.736122;42.429492;2.327737;4.684355;46.463510;132.440313;157.795235;20.524043;29.391812;1.000000;0.868660;1.581661;1.695462;1.518660;0.850000;
22.548896;1.002445;0.949666;0.902731;0.936309;0.941361;1.009474;0.999834;1.049363;0.992236;0.988296;0.995437;0.995173;0.990305;0.974391;0.992235;0.992219;0.992164;0.992193;0.992119;273.707151;83.525777;41.424466;2.437256;4.411051;46.631364;131.755142;157.146898;20.560004;29.521726;1.000000;0.866236;1.574312;1.689998;1.510511;0.850000;
22.661785;1.000887;0.947985;0.901014;0.934678;0.939755;1.008011;0.998381;1.048166;0.990743;0.986816;0.993967;0.993726;0.988856;0.972939;0.991878;0.991871;0.991906;0.991843;0.991775;273.296721;82.731571;41.952042;2.457281;3.982575;46.812870;130.959788;156.009336;20.584629;29.637428;1.000000;0.863937;1.567354;1.685176;1.503335;0.850000;
22.774674;0.999363;0.946395;0.899498;0.933172;0.938258;1.006607;0.997028;1.047034;0.989359;0.985439;0.992580;0.992340;0.987474;0.971577;0.991528;0.991532;0.991640;0.991500;0.991463;272.064319;81.510049;43.735223;2.364564;3.554332;47.001008;130.048817;154.469520;20.601741;29.734588;1.000000;0.861765;1.560791;1.680927;1.497021;0.850000;
22.887563;0.997870;0.944885;0.898135;0.931792;0.936872;1.005268;0.995779;1.045966;0.988093;0.984171;0.991284;0.991021;0.986168;0.970314;0.991191;0.991202;0.991362;0.991175;0.991179;270.168867;80.017221;46.339858;2.190805;3.256203;47.183594;129.046762;152.670621;20.613219;29.810137;1.000000;0.859703;1.554572;1.677105;1.491353;0.850000;
23.000452;0.996401;0.943431;0.896857;0.930517;0.935582;1.003998;0.994619;1.044948;0.986929;0.983000;0.990072;0.989771;0.984935;0.969138;0.990871;0.990885;0.991068;0.990874;0.990910;267.891620;78.401368;49.254892;2.004404;3.152492;47.345864;128.000837;150.783917;20.619557;29.864702;1.000000;0.857720;1.548600;1.673527;1.486054;0.850000;
23.113341;0.994949;0.942004;0.895597;0.929308;0.934354;1.002785;0.993514;1.043956;0.985826;0.981891;0.988920;0.988577;0.983759;0.968022;0.990571;0.990581;0.990757;0.990594;0.990641;265.584463;76.806565;51.975540;1.875594;3.231264;47.474018;126.969215;148.979902;20.621888;29.903955;1.000000;0.855775;1.542753;1.670001;1.480838;0.850000;
23.226230;0.993502;0.940575;0.894293;0.928112;0.933142;1.001607;0.992420;1.042966;0.984735;0.980796;0.987791;0.987416;0.982613;0.966925;0.990289;0.990289;0.990431;0.990323;0.990361;263.602032;75.374960;54.076441;1.843653;3.421529;47.558839;126.008400;147.403503;20.623936;29.937959;1.000000;0.853828;1.536908;1.666355;1.475455;0.850000;
23.339119;0.992054;0.939118;0.892900;0.926872;0.931894;1.000429;0.991291;1.041953;0.983604;0.979667;0.986644;0.986254;0.981461;0.965803;0.990021;0.990006;0.990096;0.990050;0.990067;262.232318;74.239792;55.264526;1.901832;3.627451;47.598303;125.162571;146.156315;20.632473;29.978701;1.000000;0.851846;1.530964;1.662464;1.469716;0.850000;
23.452008;0.990597;0.937618;0.891392;0.925541;0.930565;0.999218;0.990093;1.040904;0.982396;0.978468;0.985443;0.985057;0.980269;0.964620;0.989761;0.989731;0.989757;0.989765;0.989760;261.641336;73.508142;55.405860;2.005326;3.764984;47.598287;124.456481;145.286949;20.655720;30.036836;1.000000;0.849806;1.524858;1.658252;1.463516;0.850000;
23.564897;0.989129;0.936071;0.889762;0.924095;0.929129;0.997951;0.988812;1.039814;0.981095;0.977181;0.984168;0.983803;0.979015;0.963358;0.989502;0.989459;0.989421;0.989469;0.989447;261.844460;73.239042;54.525999;2.096024;3.788290;47.570936;123.892410;144.789277;20.700321;30.118770;1.000000;0.847703;1.518574;1.653706;1.456834;0.850000;
23.677786;0.987651;0.934483;0.888024;0.922538;0.927587;0.996621;0.987452;1.038690;0.979708;0.975813;0.982820;0.982486;0.977694;0.962020;0.989238;0.989188;0.989092;0.989165;0.989138;262.710676;73.425949;52.788011;2.130509;3.699003;47.531056;123.450959;144.607641;20.768273;30.224911;1.000000;0.845546;1.512141;1.648864;1.449732;0.850000;
23.790675;0.986170;0.932871;0.886210;0.920900;0.925969;0.995241;0.986038;1.037546;0.978265;0.974389;0.981419;0.981120;0.976324;0.960630;0.988965;0.988914;0.988775;0.988862;0.988838;263.997783;73.991646;50.455198;2.097877;3.538326;47.491754;123.095315;144.647825;20.855270;30.349472;1.000000;0.843360;1.505630;1.643813;1.442339;0.850000;
23.903564;0.984694;0.931261;0.884361;0.919233;0.924321;0.993842;0.984609;1.036400;0.976805;0.972948;0.980001;0.979734;0.974935;0.959222;0.988681;0.988634;0.988473;0.988566;0.988551;265.408779;74.799140;47.846300;2.020360;3.367410;47.461016;122.778527;144.792363;20.951348;30.481906;1.000000;0.841177;1.499140;1.638672;1.434829;0.850000;
24.016453;0.983235;0.929677;0.882526;0.917595;0.922701;0.992459;0.983204;1.035270;0.975372;0.971533;0.978604;0.978364;0.973564;0.957837;0.988386;0.988348;0.988186;0.988280;0.988275;266.654858;75.676407;45.289983;1.938660;3.244148;47.440607;122.452817;144.918398;21.043734;30.609642;1.000000;0.839032;1.492775;1.633575;1.427399;0.850000;
24.129342;0.981803;0.928144;0.880752;0.916034;0.921158;0.991124;0.981857;1.034169;0.974000;0.970177;0.977262;0.977044;0.972243;0.956507;0.988083;0.988055;0.987914;0.988003;0.988005;267.509904;76.448406;43.083522;1.890654;3.204168;47.427494;122.079124;144.915741;21.120844;30.721349;1.000000;0.836957;1.486626;1.628652;1.420238;0.850000;
24.242231;0.980406;0.926675;0.879077;0.914584;0.919721;0.989857;0.980586;1.033102;0.972711;0.968901;0.975993;0.975790;0.970991;0.955254;0.987774;0.987757;0.987653;0.987728;0.987734;267.845125;76.968083;41.458774;1.894013;3.251204;47.416717;121.634458;144.702390;21.175838;30.809727;1.000000;0.834971;1.480752;1.624009;1.413496;0.850000;
24.355120;0.979045;0.925276;0.877525;0.913249;0.918396;0.988660;0.979394;1.032070;0.971508;0.967707;0.974801;0.974607;0.969811;0.954078;0.987465;0.987456;0.987399;0.987448;0.987457;267.638817;77.139389;40.557410;1.940077;3.358558;47.404065;121.115004;144.234989;21.208334;30.872933;1.000000;0.833081;1.475170;1.619711;1.407266;0.850000;
24.468009;0.977717;0.923941;0.876103;0.912015;0.917167;0.987522;0.978270;1.031067;0.970377;0.966584;0.973674;0.973482;0.968691;0.952969;0.987159;0.987156;0.987148;0.987162;0.987171;266.963035;76.928413;40.417034;2.000300;3.479968;47.387310;120.534248;143.512579;21.223755;30.914340;1.000000;0.831279;1.469856;1.615775;1.401572;0.850000;
24.580898;0.976416;0.922658;0.874801;0.910853;0.916005;0.986423;0.977192;1.030084;0.969297;0.965509;0.972592;0.972397;0.967612;0.951906;0.986861;0.986859;0.986896;0.986870;0.986877;265.954188;76.362263;40.969809;2.040852;3.565805;47.365825;119.917145;142.573335;21.230813;30.940908;1.000000;0.829547;1.464756;1.612174;1.396368;0.850000;
24.693787;0.975133;0.921408;0.873594;0.909726;0.914874;0.985345;0.976139;1.029115;0.968244;0.964461;0.971534;0.971333;0.966554;0.950868;0.986571;0.986567;0.986639;0.986575;0.986579;264.777117;75.518064;42.054653;2.037963;3.579348;47.339271;119.292535;141.485384;21.238321;30.960907;1.000000;0.827863;1.459803;1.608838;1.391554;0.850000;
24.919565;0.972592;0.918940;0.871289;0.907468;0.912604;0.983203;0.974036;1.027198;0.966140;0.962368;0.969425;0.969216;0.964451;0.948796;0.986020;0.986007;0.986102;0.986006;0.986003;262.643994;73.589212;44.579984;1.928720;3.405100;47.261482;118.130663;139.298133;21.276139;31.011073;1.000000;0.824539;1.450048;1.602474;1.382394;0.850000;
25.122765;0.970328;0.916725;0.869221;0.905401;0.910527;0.981284;0.972133;1.025494;0.964232;0.960473;0.967526;0.967320;0.962563;0.946926;0.985551;0.985526;0.985597;0.985523;0.985515;261.283491;71.998497;46.390761;1.795472;3.145785;47.154583;117.219630;137.583542;21.334026;31.074452;1.000000;0.821560;1.441326;1.596775;1.374209;0.850000;
25.325965;0.968082;0.914497;0.867043;0.903291;0.908413;0.979375;0.970214;1.023804;0.962303;0.958562;0.965621;0.965432;0.960680;0.945046;0.985095;0.985063;0.985080;0.985062;0.985054;260.683125;70.991581;46.883741;1.720294;2.962500;47.005899;116.453689;136.360255;21.406209;31.154724;1.000000;0.818566;1.432583;1.590775;1.365613;0.850000;
25.529165;0.965862;0.912262;0.864725;0.901150;0.906275;0.977475;0.968286;1.022116;0.960360;0.956640;0.963715;0.963550;0.958800;0.943160;0.984642;0.984608;0.984569;0.984607;0.984604;260.761947;70.700087;45.906347;1.722806;2.936373;46.825148;115.814746;135.647566;21.484297;31.243663;1.000000;0.815568;1.423847;1.584399;1.356503;0.850000;
25.732365;0.963672;0.910038;0.862307;0.898994;0.904127;0.975580;0.966354;1.020430;0.958413;0.954716;0.961810;0.961675;0.956926;0.941273;0.984186;0.984153;0.984073;0.984146;0.984149;261.277842;70.979218;43.875558;1.768868;3.030309;46.632430;115.271910;135.300900;21.564836;31.334314;1.000000;0.812587;1.415184;1.577763;1.347048;0.850000;
25.935565;0.961518;0.907847;0.859872;0.896843;0.901988;0.973694;0.964425;1.018742;0.956471;0.952797;0.959911;0.959807;0.955058;0.939392;0.983721;0.983692;0.983599;0.983676;0.983681;261.910260;71.528598;41.497883;1.809668;3.146067;46.447585;114.784840;135.093123;21.646180;31.422079;1.000000;0.809654;1.406683;1.571093;1.337574;0.850000;
26.138765;0.959412;0.905716;0.857520;0.894734;0.899890;0.971832;0.962522;1.017067;0.954557;0.950905;0.958039;0.957964;0.953216;0.937538;0.983249;0.983225;0.983147;0.983203;0.983204;262.351720;72.003016;39.483151;1.814833;3.193221;46.277336;114.304766;134.790127;21.724219;31.501855;1.000000;0.806807;1.398448;1.564654;1.328453;0.850000;
26.341965;0.957362;0.903670;0.855327;0.892712;0.897877;0.970023;0.960680;1.015427;0.952706;0.949075;0.956224;0.956174;0.951427;0.935741;0.982774;0.982755;0.982712;0.982734;0.982730;262.385590;72.131854;38.305591;1.783472;3.141362;46.115668;113.788771;134.229094;21.792824;31.568003;1.000000;0.804074;1.390564;1.558654;1.319973;0.850000;
26.545165;0.955372;0.901719;0.853322;0.890810;0.895977;0.968291;0.958924;1.013841;0.950945;0.947332;0.954491;0.954459;0.949716;0.934028;0.982303;0.982287;0.982282;0.982274;0.982267;261.942788;71.803206;38.081635;1.734638;3.025733;45.951719;113.217165;133.368662;21.847478;31.616684;1.000000;0.801470;1.383064;1.553167;1.312234;0.850000;
26.748366;0.953439;0.899852;0.851479;0.889029;0.894193;0.966640;0.957259;1.012315;0.949281;0.945682;0.952846;0.952827;0.948088;0.932404;0.981842;0.981826;0.981852;0.981824;0.981819;261.114876;71.080186;38.594223;1.689243;2.910522;45.776866;112.600679;132.285615;21.888398;31.647953;1.000000;0.798982;1.375914;1.548130;1.305143;0.850000;
26.919897;0.951843;0.898325;0.850003;0.887597;0.892755;0.965300;0.955911;1.011064;0.947936;0.944349;0.951514;0.951501;0.946768;0.931090;0.981463;0.981446;0.981483;0.981451;0.981450;260.283105;70.312406;39.271391;1.661820;2.850250;45.617762;112.072286;131.313987;21.916447;31.664404;1.000000;0.796948;1.370081;1.544102;1.299484;0.850000;
26.919897;0.951843;0.898325;0.850003;0.887597;0.892755;0.965300;0.955911;1.011064;0.947936;0.944349;0.951514;0.951501;0.946768;0.931090;0.981463;0.981446;0.981483;0.981451;0.981450;260.283105;70.312406;39.271391;1.661820;2.850250;45.617762;112.072286;131.313987;21.916447;31.664404;1.000000;0.796948;1.370081;1.544102;1.299484;0.850000;
26.951566;0.951552;0.898048;0.849739;0.887340;0.892496;0.965058;0.955668;1.010837;0.947694;0.944108;0.951274;0.951262;0.946529;0.930854;0.981394;0.981377;0.981415;0.981383;0.981383;260.116236;70.154893;39.420888;1.657848;2.842825;45.587237;111.973932;131.128857;21.920976;31.666445;1.000000;0.796580;1.369025;1.543380;1.298472;0.850000;
27.154766;0.949699;0.896279;0.848032;0.885694;0.890840;0.963516;0.954117;1.009390;0.946149;0.942576;0.949743;0.949738;0.945011;0.929344;0.980959;0.980939;0.980970;0.980948;0.980952;259.204407;69.264022;40.105357;1.639446;2.828416;45.383237;111.380091;130.057182;21.953417;31.680203;1.000000;0.794228;1.362294;1.538732;1.291959;0.850000;
27.357966;0.947870;0.894524;0.846304;0.884045;0.889182;0.961989;0.952571;1.007953;0.944608;0.941049;0.948221;0.948227;0.943505;0.927841;0.980536;0.980512;0.980522;0.980518;0.980521;258.586442;68.600512;40.311682;1.627450;2.839474;45.168520;110.854286;129.185409;21.993009;31.697726;1.000000;0.791896;1.355635;1.534034;1.285393;0.850000;
27.561166;0.946063;0.892771;0.844528;0.882364;0.887497;0.960459;0.951007;1.006516;0.943047;0.939506;0.946688;0.946712;0.941993;0.926325;0.980119;0.980092;0.980076;0.980090;0.980091;258.348105;68.253595;39.914168;1.616251;2.841694;44.948899;110.411775;128.554053;22.043051;31.724490;1.000000;0.789570;1.349006;1.529214;1.278673;0.850000;
27.764366;0.944277;0.891024;0.842712;0.880653;0.885786;0.958924;0.949427;1.005078;0.941466;0.937944;0.945144;0.945192;0.940473;0.924794;0.979702;0.979675;0.979636;0.979665;0.979663;258.433695;68.194510;39.004580;1.604076;2.818489;44.730438;110.043865;128.126936;22.101783;31.760698;1.000000;0.787253;1.342418;1.524290;1.271822;0.850000;
28.170766;0.940808;0.887624;0.839143;0.877292;0.882430;0.955913;0.946322;1.002257;0.938358;0.934874;0.942110;0.942210;0.937492;0.921787;0.978863;0.978838;0.978789;0.978825;0.978821;258.752032;68.310213;36.914551;1.580563;2.746744;44.304755;109.380063;127.415296;22.216589;31.832710;1.000000;0.782752;1.329648;1.514614;1.258394;0.850000;
28.577167;0.937561;0.884494;0.835930;0.874232;0.879367;0.953120;0.943455;0.999600;0.935496;0.932045;0.939307;0.939445;0.934730;0.919011;0.978031;0.978010;0.977985;0.978002;0.978001;258.430093;68.020633;35.867716;1.554358;2.696066;43.888771;108.688208;126.436065;22.300871;31.867428;1.000000;0.778615;1.317957;1.505923;1.246383;0.850000;
28.983567;0.934451;0.881528;0.832960;0.871366;0.876492;0.950472;0.940741;0.997052;0.932796;0.929373;0.936655;0.936823;0.932114;0.916387;0.977218;0.977199;0.977189;0.977195;0.977195;257.760843;67.402002;35.510912;1.523384;2.649945;43.467390;107.979504;125.294057;22.370197;31.879573;1.000000;0.774702;1.306934;1.497902;1.235335;0.850000;
29.389967;0.931441;0.878670;0.830120;0.868607;0.873722;0.947918;0.938121;0.994580;0.930189;0.926795;0.934097;0.934295;0.929590;0.913855;0.976423;0.976403;0.976396;0.976401;0.976400;257.088061;66.741787;35.263538;1.492028;2.600397;43.045518;107.308294;124.187901;22.435688;31.883991;1.000000;0.770940;1.296389;1.490256;1.224860;0.850000;
30.202768;0.925873;0.873389;0.824856;0.863473;0.868566;0.943177;0.933235;0.989956;0.925331;0.921993;0.929338;0.929601;0.924903;0.909143;0.974890;0.974871;0.974860;0.974868;0.974867;256.269918;65.835886;34.158872;1.441628;2.513433;42.206914;106.207390;122.459737;22.563123;31.883315;1.000000;0.763998;1.276979;1.476097;1.205512;0.850000;
31.015568;0.920698;0.868502;0.820003;0.858710;0.863782;0.938768;0.928681;0.985622;0.920808;0.917522;0.924911;0.925235;0.920542;0.904758;0.973401;0.973382;0.973371;0.973379;0.973379;255.555744;65.056595;33.056088;1.396630;2.436375;41.398555;105.245292;120.954664;22.676173;31.866051;1.000000;0.757595;1.259199;1.463092;1.187871;0.850000;
31.828369;0.915883;0.863974;0.815535;0.854295;0.859342;0.934665;0.924439;0.981560;0.916598;0.913361;0.920790;0.921172;0.916484;0.900676;0.971953;0.971935;0.971924;0.971932;0.971932;254.879533;64.327374;32.066905;1.354698;2.364779;40.620240;104.389506;119.602689;22.775364;31.834716;1.000000;0.751680;1.242862;1.451155;1.171770;0.850000;
31.919896;0.915357;0.863480;0.815049;0.853813;0.858858;0.934217;0.923975;0.981115;0.916137;0.912906;0.920340;0.920728;0.916041;0.900230;0.971791;0.971774;0.971763;0.971771;0.971771;254.805526;64.247658;31.959740;1.350123;2.356969;40.534259;104.297476;119.457085;22.785951;31.830717;1.000000;0.751035;1.241084;1.449857;1.170023;0.850000;
31.919896;0.906659;0.843441;0.673446;0.808178;0.824761;0.915773;0.895771;0.968343;0.887979;0.886645;0.897974;0.901807;0.896517;0.876201;0.971791;0.971774;0.971763;0.971771;0.971771;251.705618;59.566018;0.000000;2.165220;2.293702;67.253308;150.697555;0.000000;31.342541;39.900602;-1.000000;0.725041;1.170309;1.088932;0.726072;0.850000;
31.919897;0.906658;0.843440;0.673442;0.808177;0.824760;0.915772;0.895770;0.968343;0.887978;0.886644;0.897974;0.901807;0.896516;0.876200;0.971791;0.971774;0.971763;0.971771;0.971771;251.705566;59.566005;0.000000;2.165240;2.293713;67.254018;150.698542;0.000000;31.342697;39.900813;-1.000000;0.725040;1.170307;1.088926;0.726068;0.850000;
31.919898;0.906658;0.843440;0.673442;0.808177;0.824760;0.915772;0.895770;0.968343;0.887978;0.886644;0.897974;0.901807;0.896516;0.876200;0.971791;0.971774;0.971763;0.971771;0.971771;251.705535;59.566003;0.000000;2.165224;2.293715;67.254060;150.698476;0.000000;31.342656;39.900828;-1.000000;0.725040;1.170307;1.088926;0.726068;0.850000;
31.919900;0.906658;0.843440;0.673442;0.808177;0.824760;0.915772;0.895770;0.968343;0.887978;0.886644;0.897973;0.901806;0.896516;0.876200;0.971791;0.971774;0.971763;0.971771;0.971771;251.705477;59.565999;0.000000;2.165189;2.293718;67.254105;150.698278;0.000000;31.342562;39.900845;-1.000000;0.725040;1.170306;1.088926;0.726068;0.850000;
31.919904;0.906658;0.843440;0.673442;0.808176;0.824759;0.915771;0.895769;0.968343;0.887978;0.886644;0.897973;0.901806;0.896515;0.876199;0.971791;0.971774;0.971763;0.971771;0.971771;251.705355;59.565989;0.000000;2.165126;2.293726;67.254316;150.698075;0.000000;31.342409;39.900916;-1.000000;0.725039;1.170305;1.088925;0.726067;0.850000;
31.919912;0.906657;0.843439;0.673441;0.808176;0.824758;0.915770;0.895769;0.968342;0.887977;0.886643;0.897972;0.901805;0.896514;0.876198;0.971791;0.971774;0.971763;0.971771;0.971771;251.705114;59.565970;0.000000;2.164995;2.293740;67.254657;150.697541;0.000000;31.342080;39.901033;-1.000000;0.725038;1.170303;1.088924;0.726065;0.850000;
31.919928;0.906656;0.843438;0.673440;0.808174;0.824757;0.915768;0.895767;0.968342;0.887976;0.886641;0.897970;0.901802;0.896512;0.876197;0.971791;0.971774;0.971763;0.971771;0.971771;251.704633;59.565932;0.000000;2.164734;2.293770;67.255339;150.696474;0.000000;31.341422;39.901268;-1.000000;0.725037;1.170299;1.088921;0.726063;0.850000;
31.919960;0.906655;0.843435;0.673438;0.808172;0.824754;0.915763;0.895765;0.968340;0.887973;0.886638;0.897966;0.901798;0.896507;0.876193;0.971791;0.971774;0.971763;0.971771;0.971771;251.703671;59.565858;0.000000;2.164213;2.293828;67.256701;150.694339;0.000000;31.340106;39.901736;-1.000000;0.725033;1.170290;1.088916;0.726057;0.850000;
31.920024;0.906651;0.843430;0.673434;0.808166;0.824749;0.915753;0.895760;0.968337;0.887967;0.886632;0.897958;0.901789;0.896499;0.876186;0.971791;0.971774;0.971763;0.971771;0.971770;251.701747;59.565708;0.000000;2.163171;2.293944;67.259423;150.690074;0.000000;31.337479;39.902673;-1.000000;0.725027;1.170272;1.088906;0.726046;0.850000;
31.920152;0.906644;0.843420;0.673426;0.808156;0.824738;0.915735;0.895751;0.968332;0.887955;0.886619;0.897943;0.901771;0.896481;0.876172;0.971791;0.971773;0.971763;0.971770;0.971770;251.697903;59.565410;0.000000;2.161094;2.294176;67.264852;150.681556;0.000000;31.332240;39.904541;-1.000000;0.725014;1.170237;1.088886;0.726024;0.850000;
31.920408;0.906629;0.843400;0.673409;0.808136;0.824716;0.915698;0.895731;0.968320;0.887933;0.886594;0.897912;0.901735;0.896447;0.876145;0.971791;0.971773;0.971763;0.971770;0.971770;251.690231;59.564819;0.000000;2.156970;2.294633;67.275654;150.664571;0.000000;31.321823;39.908259;-1.000000;0.724988;1.170167;1.088847;0.725980;0.850000;
31.920920;0.906600;0.843360;0.673377;0.808095;0.824673;0.915624;0.895693;0.968297;0.887887;0.886544;0.897851;0.901664;0.896378;0.876090;0.971790;0.971772;0.971763;0.971768;0.971769;251.674948;59.563651;0.000000;2.148833;2.295527;67.297036;150.630809;0.000000;31.301234;39.915620;-1.000000;0.724936;1.170028;1.088768;0.725892;0.850000;
31.921944;0.906542;0.843281;0.673313;0.808014;0.824589;0.915480;0.895618;0.968252;0.887798;0.886446;0.897730;0.901525;0.896244;0.875983;0.971788;0.971771;0.971763;0.971765;0.971767;251.644625;59.561379;0.000000;2.132993;2.297231;67.338928;150.564099;0.000000;31.261006;39.930051;-1.000000;0.724834;1.169753;1.088612;0.725719;0.850000;
31.923992;0.906428;0.843126;0.673187;0.807857;0.824424;0.915201;0.895472;0.968163;0.887625;0.886256;0.897498;0.901257;0.895984;0.875775;0.971785;0.971768;0.971763;0.971760;0.971764;251.584945;59.557101;0.000000;2.102941;2.300328;67.419356;150.433871;0.000000;31.184196;39.957787;-1.000000;0.724634;1.169216;1.088308;0.725382;0.850000;
31.928088;0.906210;0.842830;0.672949;0.807560;0.824112;0.914683;0.895197;0.967993;0.887299;0.885900;0.897064;0.900758;0.895501;0.875387;0.971779;0.971762;0.971763;0.971748;0.971756;251.469349;59.549663;0.000000;2.048614;2.305391;67.567711;150.185645;0.000000;31.043966;40.009095;-1.000000;0.724254;1.168192;1.087731;0.724741;0.850000;
31.936280;0.905802;0.842290;0.672517;0.807024;0.823550;0.913778;0.894700;0.967681;0.886717;0.885267;0.896302;0.899886;0.894655;0.874701;0.971767;0.971750;0.971763;0.971727;0.971742;251.252442;59.539481;0.000000;1.958249;2.311799;67.820944;149.734060;0.000000;30.808898;40.097356;-1.000000;0.723558;1.166322;1.086683;0.723577;0.850000;
31.952664;0.905086;0.841375;0.671792;0.806132;0.822618;0.912362;0.893879;0.967143;0.885771;0.884247;0.895093;0.898519;0.893327;0.873605;0.971742;0.971727;0.971763;0.971685;0.971713;250.869647;59.537298;0.000000;1.824565;2.314038;68.193955;148.981863;0.000000;30.471821;40.230428;-1.000000;0.722379;1.163157;1.084925;0.721627;0.850000;
31.969048;0.904480;0.840640;0.671215;0.805429;0.821887;0.911344;0.893236;0.966696;0.885048;0.883479;0.894207;0.897533;0.892366;0.872791;0.971718;0.971703;0.971763;0.971646;0.971685;250.547385;59.556949;0.000000;1.730647;2.305960;68.429979;148.398491;0.000000;30.265069;40.319411;-1.000000;0.721433;1.160619;1.083528;0.720079;0.850000;
32.001816;0.903485;0.839500;0.670321;0.804343;0.820760;0.909906;0.892245;0.965962;0.883963;0.882342;0.892928;0.896135;0.890999;0.871602;0.971672;0.971656;0.971763;0.971574;0.971628;250.038501;59.637642;0.000000;1.574656;2.273813;68.687859;147.556759;0.000000;30.033538;40.429923;-1.000000;0.719965;1.156686;1.081366;0.717686;0.850000;
32.034584;0.902704;0.838669;0.669668;0.803544;0.819934;0.908969;0.891514;0.965376;0.883193;0.881549;0.892068;0.895219;0.890100;0.870788;0.971626;0.971609;0.971763;0.971508;0.971572;249.676633;59.749866;0.000000;1.431639;2.226212;68.767133;147.024382;0.000000;29.944073;40.484280;-1.000000;0.718896;1.153825;1.079784;0.715937;0.850000;
32.067352;0.902053;0.838010;0.669142;0.802894;0.819261;0.908248;0.890916;0.964872;0.882574;0.880919;0.891397;0.894513;0.889406;0.870146;0.971581;0.971561;0.971763;0.971448;0.971518;249.423245;59.865565;0.000000;1.280682;2.168465;68.771822;146.668802;0.000000;29.905040;40.515076;-1.000000;0.718049;1.151560;1.078513;0.714532;0.850000;
32.100120;0.901480;0.837442;0.668681;0.802316;0.818662;0.907611;0.890380;0.964414;0.882024;0.880360;0.890803;0.893888;0.888791;0.869577;0.971537;0.971513;0.971763;0.971395;0.971465;249.251421;59.964189;0.000000;1.121575;2.102842;68.753312;146.407619;0.000000;29.877342;40.538085;-1.000000;0.717319;1.149609;1.077400;0.713304;0.850000;
