time;NETWORK_B1_U_value;NETWORK_B2_U_value;NETWORK_B3_U_value;NETWORK_B4_U_value;NETWORK_B5_U_value;NETWORK_B6_U_value;NETWORK_B7_U_value;NETWORK_B8_U_value;NETWORK_B9_U_value;NETWORK_B10_U_value;NETWORK_B11_U_value;NETWORK_B12_U_value;NETWORK_B13_U_value;NETWORK_B14_U_value;NETWORK_B15_U_value;B1-G1_generator_omegaPu;B1-G1_generator_PGen;B1-G1_generator_QGen;B8-G1_generator_PGen;B10-G1_generator_PGen;B12-G1_generator_PGen;B19-G1_generator_PGen;B54-G1_generator_PGen;B59-G1_generator_PGen;B116-G1_generator_PGen;B112-G1_generator_PGen;B110-G1_generator_PGen;B8-G1_generator_QGen;B10-G1_generator_QGen;B12-G1_generator_QGen;B116-G1_generator_QGen;B112-G1_generator_QGen;
2.151377;131.937454;134.233513;133.707779;137.909295;138.463692;136.798365;136.714565;140.321020;144.178554;145.046000;136.143899;136.824362;133.828136;135.944361;134.094116;0.999816;1.005571;-3.924266;-1.033236;441.273407;98.731108;-2.951673;49.702669;154.996947;0.199582;0.137961;0.136124;62.193905;-54.252478;88.261231;51.412737;41.429913;
2.151537;131.937277;134.233322;133.707584;137.909065;138.463453;136.798163;136.714364;140.320673;144.178125;145.045677;136.143684;136.824160;133.827937;135.944171;134.093952;0.999816;1.004793;-3.923671;-1.034720;441.288133;98.719770;-2.957430;49.702767;154.996746;0.199259;0.137977;0.136142;62.195079;-54.248855;88.264362;51.412819;41.429898;
2.151857;131.936924;134.232941;133.707194;137.908604;138.462975;136.797759;136.713962;140.319980;144.177267;145.045032;136.143254;136.823756;133.827539;135.943791;134.093625;0.999815;1.003234;-3.922479;-1.037682;441.317589;98.697055;-2.968929;49.702962;154.996346;0.198612;0.138008;0.136176;62.197428;-54.241608;88.270628;51.412984;41.429870;
2.152497;131.936219;134.232178;133.706415;137.907683;138.462019;136.796950;136.713157;140.318593;144.175552;145.043742;136.142395;136.822947;133.826743;135.943031;134.092972;0.999815;1.000108;-3.920094;-1.043578;441.376518;98.651476;-2.991865;49.703347;154.995553;0.197315;0.138071;0.136246;62.202129;-54.227110;88.283180;51.413314;41.429814;
2.153777;131.934808;134.230653;133.704857;137.905842;138.460109;136.795334;136.711549;140.315821;144.172123;145.041164;136.140676;136.821330;133.825155;135.941513;134.091676;0.999814;0.993819;-3.915312;-1.055260;441.494437;98.559722;-3.037491;49.704092;154.993995;0.194710;0.138196;0.136383;62.211543;-54.198102;88.308362;51.413969;41.429702;
2.156337;131.931989;134.227602;133.701745;137.902167;138.456296;136.792104;136.708333;140.310287;144.165271;145.036016;136.137241;136.818096;133.821989;135.938486;134.089114;0.999813;0.981099;-3.905707;-1.078178;441.730505;98.373855;-3.127738;49.705484;154.990991;0.189459;0.138444;0.136657;62.230416;-54.140036;88.359039;51.415262;41.429478;
2.161457;131.926357;134.221503;133.695531;137.894848;138.448701;136.785654;136.701909;140.299255;144.151599;145.025755;136.130385;136.811627;133.815702;135.932470;134.084120;0.999810;0.955090;-3.886341;-1.122192;442.203373;97.992895;-3.304077;49.707868;154.985425;0.178803;0.138932;0.137197;62.268331;-54.023743;88.461598;51.417780;41.429035;
2.170586;131.916351;134.210647;133.684501;137.881908;138.435276;136.774201;136.690486;140.279727;144.127349;145.007600;136.118217;136.800099;133.804642;135.921872;134.075636;0.999805;0.906861;-3.851324;-1.194397;443.047779;97.284534;-3.603912;49.710749;154.976943;0.159384;0.139778;0.138134;62.336376;-53.816084;88.648168;51.422043;41.428258;
2.170586;131.916351;134.210647;133.684501;137.881908;138.435276;136.774201;136.690486;140.279727;144.127349;145.007600;136.118217;136.800099;133.804642;135.921872;134.075636;0.999805;0.906861;-3.851324;-1.194397;443.047779;97.284534;-3.603912;49.710749;154.976943;0.159384;0.139778;0.138134;62.336376;-53.816084;88.648168;51.422043;41.428258;
2.170586;131.916351;134.210647;133.684501;137.881908;138.435276;136.774201;136.690486;140.279727;144.127349;145.007600;136.118217;136.800099;133.804642;135.921872;134.075636;0.999805;0.906861;-3.851324;-1.194397;443.047779;97.284534;-3.603912;49.710749;154.976943;0.159384;0.139778;0.138134;62.336376;-53.816084;88.648168;51.422043;41.428258;
2.170626;131.916308;134.210600;133.684453;137.881852;138.435218;136.774151;136.690437;140.279643;144.127244;145.007521;136.118164;136.800049;133.804594;135.921826;134.075600;0.999805;0.906646;-3.851170;-1.194694;443.051457;97.281370;-3.605176;49.710758;154.976910;0.159299;0.139782;0.138138;62.336674;-53.815179;88.648990;51.422061;41.428255;
2.170626;131.916308;134.210600;133.684453;137.881852;138.435218;136.774151;136.690437;140.279643;144.127244;145.007521;136.118164;136.800049;133.804594;135.921826;134.075600;0.999805;0.906646;-3.851170;-1.194694;443.051457;97.281370;-3.605176;49.710758;154.976910;0.159299;0.139782;0.138138;62.336674;-53.815179;88.648990;51.422061;41.428255;
2.170636;131.916297;134.210588;133.684441;137.881838;138.435204;136.774139;136.690424;140.279621;144.127217;145.007501;136.118151;136.800037;133.804582;135.921815;134.075591;0.999805;0.906592;-3.851131;-1.194768;443.052384;97.280573;-3.605494;49.710760;154.976902;0.159277;0.139782;0.138139;62.336749;-53.814951;88.649199;51.422065;41.428254;
2.170646;131.916286;134.210576;133.684429;137.881824;138.435189;136.774126;136.690412;140.279600;144.127191;145.007482;136.118137;136.800024;133.804570;135.921803;134.075582;0.999805;0.906538;-3.851092;-1.194843;443.053310;97.279776;-3.605813;49.710762;154.976894;0.159255;0.139783;0.138140;62.336823;-53.814724;88.649406;51.422070;41.428253;
2.170666;131.916264;134.210552;133.684405;137.881796;138.435160;136.774101;136.690387;140.279558;144.127138;145.007442;136.118111;136.799999;133.804546;135.921780;134.075564;0.999805;0.906430;-3.851015;-1.194993;443.055162;97.278182;-3.606449;49.710767;154.976877;0.159212;0.139785;0.138142;62.336973;-53.814268;88.649820;51.422079;41.428252;
2.170706;131.916220;134.210505;133.684357;137.881740;138.435101;136.774051;136.690337;140.279472;144.127032;145.007363;136.118058;136.799948;133.804498;135.921734;134.075528;0.999805;0.906213;-3.850860;-1.195291;443.058867;97.274993;-3.607722;49.710775;154.976844;0.159126;0.139789;0.138146;62.337273;-53.813357;88.650648;51.422097;41.428248;
2.170786;131.916133;134.210410;133.684260;137.881627;138.434984;136.773951;136.690237;140.279302;144.126820;145.007204;136.117951;136.799847;133.804402;135.921642;134.075456;0.999805;0.905779;-3.850550;-1.195888;443.066277;97.268613;-3.610267;49.710793;154.976778;0.158953;0.139796;0.138154;62.337872;-53.811535;88.652306;51.422133;41.428241;
2.170946;131.915958;134.210220;133.684068;137.881401;138.434750;136.773751;136.690037;140.278961;144.126397;145.006888;136.117739;136.799645;133.804210;135.921458;134.075313;0.999805;0.904912;-3.849931;-1.197080;443.081097;97.255844;-3.615353;49.710827;154.976647;0.158607;0.139811;0.138171;62.339070;-53.807891;88.655621;51.422205;41.428228;
2.171266;131.915608;134.209840;133.683682;137.880950;138.434282;136.773350;136.689637;140.278280;144.125550;145.006255;136.117313;136.799241;133.803826;135.921090;134.075026;0.999805;0.903175;-3.848691;-1.199456;443.110738;97.230274;-3.625505;49.710894;154.976386;0.157915;0.139840;0.138203;62.341468;-53.800602;88.662256;51.422348;41.428201;
2.171906;131.914908;134.209079;133.682911;137.880049;138.433347;136.772550;136.688838;140.276919;144.123856;145.004989;136.116463;136.798433;133.803059;135.920354;134.074454;0.999805;0.899692;-3.846208;-1.204178;443.170020;97.179002;-3.645738;49.711022;154.975870;0.156530;0.139898;0.138267;62.346264;-53.786024;88.675542;51.422635;41.428148;
2.173186;131.913509;134.207559;133.681371;137.878249;138.431480;136.770950;136.687240;140.274199;144.120473;145.002461;136.114764;136.796818;133.801527;135.918884;134.073319;0.999804;0.892691;-3.841235;-1.213499;443.288588;97.075935;-3.685913;49.711250;154.974866;0.153752;0.140013;0.138395;62.355863;-53.756866;88.702179;51.423203;41.428040;
2.175746;131.910715;134.204521;133.678294;137.874657;138.427754;136.767754;136.684049;140.268771;144.113717;144.997417;136.111371;136.793588;133.798477;135.915955;134.071079;0.999803;0.878552;-3.831256;-1.231645;443.525712;96.867734;-3.765085;49.711600;154.972965;0.148175;0.140242;0.138650;62.375083;-53.698550;88.755707;51.424322;41.427827;
2.180866;131.905141;134.198456;133.672160;137.867513;138.420343;136.761381;136.677680;140.257968;144.100260;144.987382;136.104607;136.787137;133.792424;135.910140;134.066726;0.999800;0.849727;-3.811167;-1.265926;443.999746;96.443294;-3.918601;49.711861;154.969586;0.136940;0.140692;0.139152;62.413599;-53.581945;88.863733;51.426488;41.427405;
2.191106;131.894058;134.186375;133.659979;137.853390;138.405697;136.748721;136.665012;140.236592;144.073585;144.967543;136.091180;136.774275;133.780521;135.898684;134.058513;0.999796;0.789932;-3.770515;-1.326262;444.945622;95.564127;-4.205496;49.710586;154.964482;0.114262;0.141563;0.140126;62.490797;-53.349122;89.083311;51.430528;41.426579;
2.211586;131.872229;134.162504;133.636044;137.825904;138.377197;136.723830;136.640044;140.194923;144.021428;144.928963;136.064816;136.748816;133.757572;135.876514;134.043991;0.999789;0.662171;-3.687657;-1.413125;446.818361;93.700335;-4.693164;49.700490;154.960572;0.068932;0.143194;0.141958;62.644839;-52.887121;89.533681;51.437404;41.424994;
2.252546;131.830476;134.116590;133.590495;137.774615;138.324038;136.676426;136.592268;140.117015;143.923505;144.857391;136.014734;136.699704;133.715398;135.835442;134.021834;0.999781;0.378552;-3.518595;-1.453434;450.414239;89.683730;-5.298089;49.648066;154.974808;-0.015489;0.146046;0.145172;62.944052;-51.993103;90.455833;51.446228;41.422106;
2.253344;131.829701;134.115736;133.589653;137.773677;138.323066;136.675549;136.591382;140.115590;143.921713;144.856094;136.013809;136.698789;133.714631;135.834690;134.021470;0.999781;0.372833;-3.515335;-1.452841;450.480834;89.605135;-5.305186;49.646609;154.975279;-0.016949;0.146097;0.145229;62.949611;-51.976378;90.473502;51.446339;41.422054;
2.253344;131.829701;134.115736;133.589653;137.773677;138.323066;136.675549;136.591382;140.115590;143.921713;144.856094;136.013809;136.698789;133.714631;135.834690;134.021470;0.999781;0.372833;-3.515335;-1.452841;450.480834;89.605135;-5.305186;49.646609;154.975279;-0.016949;0.146097;0.145229;62.949611;-51.976378;90.473502;51.446339;41.422054;
2.253344;131.829701;134.115736;133.589653;137.773677;138.323066;136.675549;136.591382;140.115590;143.921713;144.856094;136.013809;136.698789;133.714631;135.834690;134.021470;0.999781;0.372833;-3.515335;-1.452841;450.480834;89.605135;-5.305186;49.646609;154.975279;-0.016949;0.146097;0.145229;62.949611;-51.976378;90.473502;51.446339;41.422054;
2.253373;131.829673;134.115704;133.589622;137.773642;138.323031;136.675517;136.591349;140.115538;143.921647;144.856047;136.013775;136.698756;133.714602;135.834663;134.021456;0.999781;0.372623;-3.515215;-1.452818;450.483279;89.602245;-5.305443;49.646555;154.975297;-0.017002;0.146099;0.145231;62.949815;-51.975764;90.474152;51.446343;41.422052;
2.253373;131.829673;134.115704;133.589622;137.773642;138.323031;136.675517;136.591349;140.115538;143.921647;144.856047;136.013775;136.698756;133.714602;135.834663;134.021456;0.999781;0.372623;-3.515215;-1.452818;450.483279;89.602245;-5.305443;49.646555;154.975297;-0.017002;0.146099;0.145231;62.949815;-51.975764;90.474152;51.446343;41.422052;
2.253383;131.829663;134.115693;133.589611;137.773630;138.323018;136.675505;136.591337;140.115519;143.921623;144.856028;136.013763;136.698744;133.714593;135.834653;134.021453;0.999781;0.372549;-3.515173;-1.452805;450.484121;89.601214;-5.305530;49.646537;154.975304;-0.017022;0.146099;0.145232;62.949892;-51.975570;90.474376;51.446344;41.422051;
2.253393;131.829653;134.115682;133.589600;137.773618;138.323006;136.675494;136.591326;140.115501;143.921600;144.856011;136.013751;136.698732;133.714583;135.834644;134.021449;0.999781;0.372475;-3.515131;-1.452792;450.484977;89.600179;-5.305616;49.646519;154.975312;-0.017042;0.146100;0.145232;62.949964;-51.975357;90.474606;51.446345;41.422051;
2.253413;131.829633;134.115660;133.589578;137.773594;138.322981;136.675471;136.591303;140.115464;143.921554;144.855977;136.013727;136.698709;133.714563;135.834625;134.021440;0.999781;0.372327;-3.515047;-1.452766;450.486682;89.598112;-5.305788;49.646483;154.975326;-0.017081;0.146101;0.145234;62.950110;-51.974938;90.475062;51.446348;41.422050;
2.253453;131.829593;134.115616;133.589536;137.773547;138.322931;136.675427;136.591258;140.115392;143.921463;144.855912;136.013680;136.698662;133.714525;135.834587;134.021423;0.999781;0.372030;-3.514879;-1.452715;450.490108;89.593974;-5.306131;49.646410;154.975356;-0.017161;0.146104;0.145237;62.950395;-51.974074;90.475983;51.446353;41.422047;
2.253533;131.829514;134.115529;133.589450;137.773451;138.322833;136.675337;136.591167;140.115247;143.921280;144.855779;136.013586;136.698568;133.714447;135.834511;134.021389;0.999781;0.371437;-3.514544;-1.452612;450.496950;89.585699;-5.306816;49.646264;154.975414;-0.017319;0.146109;0.145242;62.950970;-51.972365;90.477820;51.446364;41.422042;
2.253693;131.829356;134.115354;133.589278;137.773261;138.322635;136.675158;136.590986;140.114957;143.920914;144.855515;136.013397;136.698381;133.714293;135.834359;134.021322;0.999781;0.370249;-3.513872;-1.452405;450.510629;89.569147;-5.308181;49.645972;154.975532;-0.017635;0.146119;0.145254;62.952118;-51.968948;90.481494;51.446385;41.422031;
2.254013;131.829040;134.115005;133.588934;137.772879;138.322240;136.674800;136.590624;140.114377;143.920183;144.854985;136.013019;136.698006;133.713983;135.834056;134.021188;0.999780;0.367874;-3.512529;-1.451981;450.537974;89.536032;-5.310887;49.645387;154.975768;-0.018266;0.146139;0.145276;62.954415;-51.962115;90.488842;51.446427;41.422010;
2.254653;131.828407;134.114306;133.588247;137.772118;138.321452;136.674085;136.589900;140.113219;143.918722;144.853928;136.012265;136.697257;133.713365;135.833450;134.020920;0.999780;0.363116;-3.509843;-1.451102;450.592611;89.469761;-5.316201;49.644207;154.976246;-0.019526;0.146179;0.145321;62.959003;-51.948460;90.503537;51.446509;41.421968;
2.255933;131.827145;134.112912;133.586876;137.770600;138.319879;136.672657;136.588456;140.110910;143.915810;144.851821;136.010760;136.695762;133.712133;135.832241;134.020392;0.999780;0.353578;-3.504470;-1.449215;450.701669;89.337063;-5.326441;49.641813;154.977220;-0.022034;0.146258;0.145411;62.968165;-51.921196;90.532926;51.446669;41.421885;
2.258493;131.824631;134.110133;133.584146;137.767581;138.316750;136.669813;136.585577;140.106317;143.910015;144.847634;136.007762;136.692782;133.709685;135.829838;134.019359;0.999780;0.334410;-3.493723;-1.444925;450.918907;89.071067;-5.345369;49.636891;154.979241;-0.027002;0.146415;0.145589;62.986424;-51.866848;90.591694;51.446969;41.421718;
2.259057;131.824079;134.109523;133.583546;137.766918;138.316064;136.669188;136.584945;140.105309;143.908744;144.846715;136.007103;136.692127;133.709148;135.829311;134.019135;0.999780;0.330168;-3.491353;-1.443888;450.966641;89.012326;-5.349264;49.635782;154.979700;-0.028088;0.146450;0.145628;62.990438;-51.854899;90.604647;51.447032;41.421682;
2.259057;131.824079;134.109523;133.583546;137.766918;138.316064;136.669188;136.584945;140.105309;143.908744;144.846715;136.007103;136.692127;133.709148;135.829311;134.019135;0.999780;0.330168;-3.491353;-1.443888;450.966641;89.012326;-5.349264;49.635782;154.979700;-0.028088;0.146450;0.145628;62.990438;-51.854899;90.604647;51.447032;41.421682;
2.259057;131.824079;134.109523;133.583546;137.766918;138.316064;136.669188;136.584945;140.105309;143.908744;144.846715;136.007103;136.692127;133.709148;135.829311;134.019135;0.999780;0.330168;-3.491353;-1.443888;450.966641;89.012326;-5.349264;49.635782;154.979700;-0.028088;0.146450;0.145628;62.990438;-51.854899;90.604647;51.447032;41.421682;
2.259087;131.824049;134.109490;133.583514;137.766883;138.316028;136.669155;136.584911;140.105255;143.908676;144.846667;136.007069;136.692092;133.709120;135.829283;134.019124;0.999780;0.329942;-3.491228;-1.443832;450.969171;89.009209;-5.349467;49.635723;154.979724;-0.028145;0.146451;0.145630;62.990650;-51.854265;90.605334;51.447035;41.421680;
2.259087;131.824049;134.109490;133.583514;137.766883;138.316028;136.669155;136.584911;140.105255;143.908676;144.846667;136.007069;136.692092;133.709120;135.829283;134.019124;0.999780;0.329942;-3.491228;-1.443832;450.969171;89.009209;-5.349467;49.635723;154.979724;-0.028145;0.146451;0.145630;62.990650;-51.854265;90.605334;51.447035;41.421680;
2.259097;131.824040;134.109479;133.583503;137.766871;138.316016;136.669144;136.584900;140.105238;143.908654;144.846650;136.007057;136.692080;133.709110;135.829273;134.019120;0.999780;0.329867;-3.491186;-1.443814;450.970017;89.008168;-5.349535;49.635703;154.979733;-0.028164;0.146452;0.145631;62.990721;-51.854054;90.605563;51.447036;41.421679;
2.259107;131.824030;134.109469;133.583493;137.766860;138.316003;136.669133;136.584889;140.105220;143.908631;144.846634;136.007045;136.692069;133.709101;135.829264;134.019116;0.999780;0.329792;-3.491144;-1.443795;450.970862;89.007126;-5.349603;49.635683;154.979741;-0.028184;0.146453;0.145631;62.990793;-51.853842;90.605793;51.447037;41.421679;
2.259127;131.824010;134.109447;133.583472;137.766836;138.315979;136.669111;136.584867;140.105184;143.908586;144.846601;136.007022;136.692046;133.709082;135.829245;134.019108;0.999780;0.329641;-3.491060;-1.443757;450.972552;89.005044;-5.349739;49.635644;154.979757;-0.028222;0.146454;0.145633;62.990935;-51.853419;90.606252;51.447039;41.421678;
2.259167;131.823971;134.109404;133.583429;137.766789;138.315930;136.669067;136.584822;140.105113;143.908496;144.846536;136.006975;136.691999;133.709044;135.829208;134.019092;0.999780;0.329340;-3.490892;-1.443682;450.975933;89.000878;-5.350010;49.635565;154.979790;-0.028299;0.146456;0.145635;62.991219;-51.852573;90.607170;51.447044;41.421675;
2.259247;131.823893;134.109317;133.583344;137.766695;138.315833;136.668978;136.584732;140.104970;143.908316;144.846407;136.006882;136.691906;133.708968;135.829134;134.019061;0.999780;0.328739;-3.490556;-1.443531;450.982693;88.992547;-5.350551;49.635407;154.979855;-0.028452;0.146461;0.145641;62.991787;-51.850880;90.609006;51.447052;41.421670;
2.259407;131.823736;134.109144;133.583174;137.766508;138.315639;136.668801;136.584553;140.104685;143.907956;144.846147;136.006696;136.691721;133.708816;135.828984;134.018998;0.999780;0.327534;-3.489884;-1.443228;450.996209;88.975881;-5.351628;49.635090;154.979987;-0.028759;0.146471;0.145652;62.992924;-51.847496;90.612678;51.447070;41.421660;
2.259727;131.823424;134.108798;133.582835;137.766133;138.315251;136.668448;136.584195;140.104115;143.907237;144.845627;136.006323;136.691350;133.708512;135.828686;134.018872;0.999780;0.325124;-3.488541;-1.442613;451.023229;88.942542;-5.353756;49.634454;154.980251;-0.029373;0.146490;0.145674;62.995196;-51.840731;90.620022;51.447104;41.421639;
2.260367;131.822799;134.108107;133.582156;137.765385;138.314475;136.667741;136.583480;140.102976;143.905800;144.844590;136.005578;136.690609;133.707906;135.828090;134.018623;0.999780;0.320299;-3.485853;-1.441352;451.077211;88.875831;-5.357914;49.633174;154.980783;-0.030596;0.146529;0.145718;62.999737;-51.827212;90.634709;51.447172;41.421598;
2.261647;131.821551;134.106728;133.580803;137.763892;138.312929;136.666332;136.582052;140.100705;143.902935;144.842523;136.004093;136.689129;133.706698;135.826903;134.018130;0.999780;0.310626;-3.480479;-1.438702;451.184947;88.742277;-5.365843;49.630580;154.981865;-0.033030;0.146606;0.145805;63.008800;-51.800221;90.664076;51.447302;41.421516;
2.263508;131.819745;134.104729;133.578843;137.761733;138.310692;136.664290;136.579984;140.097421;143.898790;144.839536;136.001941;136.686984;133.704951;135.825185;134.017427;0.999780;0.296517;-3.472669;-1.434551;451.340962;88.547903;-5.376442;49.626731;154.983480;-0.036535;0.146718;0.145931;63.021929;-51.761111;90.706735;51.447480;41.421397;
2.263508;131.819745;134.104729;133.578843;137.761733;138.310692;136.664290;136.579984;140.097421;143.898790;144.839536;136.001941;136.686984;133.704951;135.825185;134.017427;0.999780;0.296517;-3.472669;-1.434551;451.340962;88.547903;-5.376442;49.626731;154.983480;-0.036535;0.146718;0.145931;63.021929;-51.761111;90.706735;51.447480;41.421397;
2.263508;131.819745;134.104729;133.578843;137.761733;138.310692;136.664290;136.579984;140.097421;143.898790;144.839536;136.001941;136.686984;133.704951;135.825185;134.017427;0.999780;0.296517;-3.472669;-1.434551;451.340962;88.547903;-5.376442;49.626731;154.983480;-0.036535;0.146718;0.145931;63.021929;-51.761111;90.706735;51.447480;41.421397;
2.263704;131.819554;134.104518;133.578636;137.761506;138.310457;136.664075;136.579766;140.097075;143.898353;144.839221;136.001715;136.686758;133.704767;135.825004;134.017354;0.999780;0.295022;-3.471844;-1.434092;451.357412;88.527341;-5.377498;49.626318;154.983654;-0.036904;0.146729;0.145944;63.023314;-51.756986;90.711242;51.447498;41.421385;
2.263704;131.819554;134.104518;133.578636;137.761506;138.310457;136.664075;136.579766;140.097075;143.898353;144.839221;136.001715;136.686758;133.704767;135.825004;134.017354;0.999780;0.295022;-3.471844;-1.434092;451.357412;88.527341;-5.377498;49.626318;154.983654;-0.036904;0.146729;0.145944;63.023314;-51.756986;90.711242;51.447498;41.421385;
2.263714;131.819545;134.104508;133.578626;137.761494;138.310445;136.664064;136.579755;140.097057;143.898331;144.839205;136.001703;136.686747;133.704758;135.824995;134.017350;0.999780;0.294946;-3.471802;-1.434068;451.358248;88.526295;-5.377551;49.626297;154.983663;-0.036922;0.146730;0.145945;63.023384;-51.756776;90.711472;51.447499;41.421384;
2.263724;131.819535;134.104497;133.578615;137.761482;138.310433;136.664053;136.579743;140.097040;143.898309;144.839189;136.001692;136.686735;133.704748;135.824986;134.017346;0.999780;0.294870;-3.471760;-1.434045;451.359085;88.525249;-5.377605;49.626276;154.983672;-0.036941;0.146730;0.145945;63.023455;-51.756566;90.711701;51.447500;41.421384;
2.263744;131.819516;134.104476;133.578594;137.761459;138.310409;136.664031;136.579721;140.097004;143.898265;144.839157;136.001669;136.686712;133.704730;135.824967;134.017339;0.999780;0.294718;-3.471676;-1.433998;451.360758;88.523157;-5.377711;49.626234;154.983689;-0.036979;0.146732;0.145947;63.023596;-51.756147;90.712160;51.447502;41.421382;
2.263784;131.819477;134.104433;133.578552;137.761413;138.310361;136.663987;136.579677;140.096934;143.898176;144.839093;136.001622;136.686666;133.704692;135.824931;134.017324;0.999780;0.294414;-3.471508;-1.433904;451.364104;88.518972;-5.377924;49.626150;154.983725;-0.037053;0.146734;0.145949;63.023877;-51.755308;90.713077;51.447506;41.421380;
2.263864;131.819399;134.104347;133.578468;137.761321;138.310265;136.663900;136.579588;140.096793;143.897998;144.838965;136.001530;136.686574;133.704617;135.824857;134.017294;0.999780;0.293805;-3.471172;-1.433715;451.370795;88.510602;-5.378348;49.625982;154.983796;-0.037203;0.146739;0.145955;63.024440;-51.753629;90.714911;51.447513;41.421375;
2.264024;131.819244;134.104175;133.578300;137.761136;138.310074;136.663725;136.579411;140.096512;143.897643;144.838710;136.001346;136.686390;133.704468;135.824710;134.017235;0.999780;0.292588;-3.470500;-1.433335;451.384174;88.493861;-5.379191;49.625645;154.983938;-0.037502;0.146748;0.145965;63.025567;-51.750274;90.718579;51.447527;41.421365;
2.264344;131.818935;134.103833;133.577964;137.760766;138.309691;136.663375;136.579056;140.095950;143.896934;144.838199;136.000977;136.686022;133.704169;135.824416;134.017116;0.999780;0.290151;-3.469157;-1.432568;451.410917;88.460371;-5.380851;49.624968;154.984223;-0.038100;0.146767;0.145987;63.027818;-51.743566;90.725915;51.447556;41.421344;
2.264984;131.818316;134.103148;133.577293;137.760028;138.308926;136.662676;136.578348;140.094827;143.895517;144.837178;136.000241;136.685287;133.703572;135.823829;134.016881;0.999780;0.285274;-3.466470;-1.431003;451.464343;88.393362;-5.384075;49.623607;154.984798;-0.039291;0.146805;0.146030;63.032316;-51.730162;90.740584;51.447612;41.421304;
2.266264;131.817081;134.101781;133.575954;137.758557;138.307402;136.661281;136.576934;140.092588;143.892691;144.835145;135.998771;136.683820;133.702383;135.822658;134.016415;0.999780;0.275497;-3.461097;-1.427749;451.570958;88.259237;-5.390135;49.620851;154.985965;-0.041661;0.146881;0.146115;63.041294;-51.703405;90.769913;51.447718;41.421223;
2.268824;131.814621;134.099058;133.573288;137.755631;138.304371;136.658504;136.574119;140.088138;143.887073;144.831105;135.995847;136.680897;133.700020;135.820331;134.015508;0.999780;0.255860;-3.450353;-1.420744;451.783222;87.990586;-5.400699;49.615202;154.988366;-0.046343;0.147030;0.146284;63.059175;-51.650092;90.828526;51.447912;41.421063;
2.273944;131.809745;134.093656;133.568007;137.749853;138.298386;136.653004;136.568538;140.079347;143.875974;144.823142;135.990054;136.675097;133.695360;135.815734;134.013781;0.999780;0.216268;-3.428883;-1.404785;452.203767;87.451959;-5.415619;49.603358;154.993433;-0.055475;0.147324;0.146615;63.094627;-51.544298;90.945526;51.448222;41.420748;
2.278120;131.805813;134.089297;133.563753;137.745215;138.293581;136.648572;136.564039;140.072290;143.867063;144.816764;135.985389;136.670415;133.691624;135.812043;134.012457;0.999780;0.183691;-3.411403;-1.389914;452.542574;87.011933;-5.421694;49.593158;154.997810;-0.062674;0.147558;0.146878;63.123208;-51.458892;91.040630;51.448397;41.420495;
2.278120;131.805813;134.089297;133.563753;137.745215;138.293581;136.648572;136.564039;140.072290;143.867063;144.816764;135.985389;136.670415;133.691624;135.812043;134.012457;0.999780;0.183691;-3.411403;-1.389914;452.542574;87.011933;-5.421694;49.593158;154.997810;-0.062674;0.147558;0.146878;63.123208;-51.458892;91.040630;51.448397;41.420495;
2.278120;131.805813;134.089297;133.563753;137.745215;138.293581;136.648572;136.564039;140.072290;143.867063;144.816764;135.985389;136.670415;133.691624;135.812043;134.012457;0.999780;0.183691;-3.411403;-1.389914;452.542574;87.011933;-5.421694;49.593158;154.997810;-0.062674;0.147558;0.146878;63.123208;-51.458892;91.040630;51.448397;41.420495;
2.278148;131.805787;134.089267;133.563725;137.745184;138.293549;136.648543;136.564009;140.072243;143.867003;144.816722;135.985358;136.670384;133.691599;135.812018;134.012448;0.999780;0.183471;-3.411285;-1.389808;452.544840;87.008971;-5.421717;49.593088;154.997840;-0.062722;0.147559;0.146880;63.123399;-51.458321;91.041269;51.448398;41.420493;
2.278148;131.805787;134.089267;133.563725;137.745184;138.293549;136.648543;136.564009;140.072243;143.867003;144.816722;135.985358;136.670384;133.691599;135.812018;134.012448;0.999780;0.183471;-3.411285;-1.389808;452.544840;87.008971;-5.421717;49.593088;154.997840;-0.062722;0.147559;0.146880;63.123399;-51.458321;91.041269;51.448398;41.420493;
2.278158;131.805777;134.089257;133.563715;137.745173;138.293538;136.648532;136.563998;140.072226;143.866982;144.816706;135.985347;136.670373;133.691590;135.812010;134.012445;0.999780;0.183393;-3.411243;-1.389770;452.545646;87.007915;-5.421725;49.593063;154.997851;-0.062739;0.147560;0.146881;63.123468;-51.458119;91.041496;51.448399;41.420493;
2.278168;131.805768;134.089247;133.563704;137.745161;138.293526;136.648521;136.563988;140.072209;143.866961;144.816691;135.985336;136.670362;133.691581;135.812001;134.012442;0.999780;0.183314;-3.411202;-1.389732;452.546454;87.006859;-5.421732;49.593038;154.997862;-0.062756;0.147560;0.146881;63.123536;-51.457915;91.041723;51.448399;41.420492;
2.278188;131.805749;134.089226;133.563684;137.745139;138.293503;136.648500;136.563966;140.072176;143.866918;144.816661;135.985314;136.670339;133.691563;135.811983;134.012436;0.999780;0.183157;-3.411118;-1.389657;452.548068;87.004748;-5.421748;49.592988;154.997883;-0.062790;0.147562;0.146883;63.123672;-51.457508;91.042178;51.448400;41.420491;
