time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____1_SM_generator_UStatorPu;GEN____1_SM_voltageRegulator_EfdPu;GEN____2_SM_generator_omegaPu;GEN____2_SM_generator_PGen;GEN____2_SM_generator_QGen;GEN____2_SM_generator_UStatorPu;GEN____2_SM_voltageRegulator_EfdPu;GEN____3_SM_generator_omegaPu;GEN____3_SM_generator_PGen;GEN____3_SM_generator_QGen;GEN____3_SM_generator_UStatorPu;GEN____3_SM_voltageRegulator_EfdPu;GEN____6_SM_generator_omegaPu;GEN____6_SM_generator_PGen;GEN____6_SM_generator_QGen;GEN____6_SM_generator_UStatorPu;GEN____6_SM_voltageRegulator_EfdPu;GEN____8_SM_generator_omegaPu;GEN____8_SM_generator_PGen;GEN____8_SM_generator_QGen;GEN____8_SM_generator_UStatorPu;GEN____8_SM_voltageRegulator_EfdPu;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;line1_5_line_P1Pu;line1_5_line_Q1Pu;line1_5_line_P2Pu;line1_5_line_Q2Pu;
0.848572;1.060008;1.045056;1.010014;1.017729;1.019585;1.070230;1.061548;1.089911;1.056016;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;232.362585;-16.653184;1.058866;1.435821;1.000000;39.985151;43.647645;1.048790;1.269110;1.000000;0.040904;25.010289;1.011514;1.112061;1.000000;0.001314;12.843139;1.070230;1.460130;1.000000;-0.006510;17.549708;1.096352;1.194662;0.216995;0.126995;0.755057;0.038279;-0.727437;0.022530;
0.860427;1.060008;1.045056;1.010013;1.017729;1.019585;1.070230;1.061548;1.089911;1.056016;1.051093;1.057074;1.055410;1.050598;1.035707;1.000000;232.359850;-16.652808;1.058866;1.435818;1.000000;39.988328;43.647053;1.048791;1.269106;1.000000;0.040305;25.010219;1.011514;1.112063;1.000000;0.001475;12.843191;1.070230;1.460126;1.000000;-0.006602;17.549610;1.096352;1.194666;0.216995;0.126995;0.755053;0.038279;-0.727433;0.022528;
0.894341;1.060009;1.045057;1.010013;1.017729;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050598;1.035707;1.000000;232.353102;-16.651829;1.058866;1.435810;1.000001;39.996729;43.645544;1.048791;1.269097;1.000000;0.038301;25.010174;1.011514;1.112070;1.000000;0.001799;12.843347;1.070231;1.460116;1.000000;-0.006764;17.549348;1.096351;1.194677;0.216995;0.126995;0.755044;0.038280;-0.727424;0.022525;
0.894341;1.060009;1.045057;1.010013;1.017729;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050598;1.035707;1.000000;232.353102;-16.651829;1.058866;1.435810;1.000001;39.996729;43.645544;1.048791;1.269097;1.000000;0.038301;25.010174;1.011514;1.112070;1.000000;0.001799;12.843347;1.070231;1.460116;1.000000;-0.006764;17.549348;1.096351;1.194677;0.216995;0.126995;0.755044;0.038280;-0.727424;0.022525;
0.894342;1.060009;1.045057;1.010013;1.017729;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050598;1.035707;1.000000;232.353102;-16.651829;1.058866;1.435810;1.000001;39.996729;43.645544;1.048791;1.269097;1.000000;0.038301;25.010174;1.011514;1.112070;1.000000;0.001799;12.843347;1.070231;1.460116;1.000000;-0.006764;17.549348;1.096351;1.194677;0.216995;0.126995;0.755044;0.038280;-0.727424;0.022525;
0.894343;1.060009;1.045057;1.010013;1.017729;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050598;1.035707;1.000000;232.353102;-16.651828;1.058866;1.435810;1.000001;39.996730;43.645544;1.048791;1.269097;1.000000;0.038301;25.010174;1.011514;1.112070;1.000000;0.001799;12.843347;1.070231;1.460116;1.000000;-0.006764;17.549348;1.096351;1.194677;0.216995;0.126995;0.755044;0.038280;-0.727424;0.022525;
0.894345;1.060009;1.045057;1.010013;1.017729;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050598;1.035707;1.000000;232.353101;-16.651828;1.058866;1.435810;1.000001;39.996730;43.645544;1.048791;1.269097;1.000000;0.038301;25.010174;1.011514;1.112070;1.000000;0.001799;12.843347;1.070231;1.460116;1.000000;-0.006764;17.549348;1.096351;1.194677;0.216995;0.126995;0.755044;0.038280;-0.727424;0.022525;
0.894349;1.060009;1.045057;1.010013;1.017729;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050598;1.035707;1.000000;232.353100;-16.651828;1.058866;1.435810;1.000001;39.996731;43.645544;1.048791;1.269097;1.000000;0.038301;25.010174;1.011514;1.112070;1.000000;0.001799;12.843347;1.070231;1.460116;1.000000;-0.006764;17.549348;1.096351;1.194677;0.216995;0.126995;0.755044;0.038280;-0.727424;0.022525;
0.894357;1.060009;1.045057;1.010013;1.017729;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050598;1.035707;1.000000;232.353099;-16.651828;1.058866;1.435810;1.000001;39.996733;43.645543;1.048791;1.269097;1.000000;0.038300;25.010174;1.011514;1.112070;1.000000;0.001799;12.843347;1.070231;1.460116;1.000000;-0.006764;17.549348;1.096351;1.194677;0.216995;0.126995;0.755044;0.038280;-0.727424;0.022525;
0.894373;1.060009;1.045057;1.010013;1.017729;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050598;1.035707;1.000000;232.353096;-16.651828;1.058866;1.435810;1.000001;39.996737;43.645543;1.048791;1.269097;1.000000;0.038299;25.010174;1.011514;1.112070;1.000000;0.001800;12.843347;1.070231;1.460116;1.000000;-0.006764;17.549348;1.096351;1.194677;0.216995;0.126995;0.755044;0.038280;-0.727424;0.022525;
0.894405;1.060009;1.045057;1.010013;1.017729;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050598;1.035707;1.000000;232.353090;-16.651827;1.058866;1.435810;1.000001;39.996745;43.645541;1.048791;1.269097;1.000000;0.038297;25.010174;1.011514;1.112070;1.000000;0.001800;12.843347;1.070231;1.460116;1.000000;-0.006764;17.549347;1.096351;1.194677;0.216995;0.126995;0.755044;0.038280;-0.727424;0.022525;
0.894469;1.060009;1.045057;1.010013;1.017729;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050598;1.035707;1.000000;232.353078;-16.651825;1.058866;1.435810;1.000001;39.996760;43.645539;1.048791;1.269097;1.000000;0.038292;25.010174;1.011514;1.112070;1.000000;0.001800;12.843347;1.070231;1.460116;1.000000;-0.006764;17.549347;1.096351;1.194677;0.216995;0.126995;0.755044;0.038280;-0.727424;0.022525;
0.894597;1.060009;1.045057;1.010013;1.017729;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050598;1.035707;1.000000;232.353055;-16.651822;1.058866;1.435810;1.000001;39.996792;43.645533;1.048791;1.269097;1.000000;0.038284;25.010174;1.011514;1.112070;1.000000;0.001801;12.843348;1.070231;1.460116;1.000000;-0.006764;17.549346;1.096351;1.194677;0.216995;0.126995;0.755044;0.038280;-0.727424;0.022525;
0.894853;1.060009;1.045057;1.010013;1.017729;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050598;1.035707;1.000000;232.353008;-16.651815;1.058866;1.435810;1.000001;39.996854;43.645523;1.048791;1.269097;1.000000;0.038266;25.010175;1.011514;1.112070;1.000000;0.001803;12.843349;1.070231;1.460116;1.000000;-0.006765;17.549344;1.096351;1.194677;0.216995;0.126995;0.755044;0.038280;-0.727424;0.022525;
0.895365;1.060009;1.045057;1.010013;1.017729;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050598;1.035707;1.000000;232.352914;-16.651801;1.058866;1.435810;1.000001;39.996979;43.645501;1.048791;1.269097;1.000000;0.038231;25.010176;1.011514;1.112071;1.000000;0.001807;12.843351;1.070231;1.460116;1.000000;-0.006766;17.549340;1.096351;1.194677;0.216995;0.126995;0.755044;0.038280;-0.727424;0.022525;
0.896389;1.060009;1.045057;1.010013;1.017729;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050599;1.035707;1.000000;232.352727;-16.651773;1.058866;1.435809;1.000001;39.997227;43.645458;1.048791;1.269096;1.000000;0.038160;25.010179;1.011514;1.112071;1.000000;0.001814;12.843356;1.070231;1.460115;1.000000;-0.006769;17.549333;1.096351;1.194677;0.216995;0.126995;0.755044;0.038280;-0.727424;0.022525;
0.898437;1.060009;1.045057;1.010013;1.017729;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050599;1.035707;1.000000;232.352357;-16.651717;1.058866;1.435809;1.000001;39.997721;43.645374;1.048791;1.269096;1.000000;0.038018;25.010186;1.011514;1.112071;1.000000;0.001828;12.843365;1.070231;1.460115;1.000000;-0.006774;17.549318;1.096351;1.194678;0.216995;0.126995;0.755043;0.038280;-0.727424;0.022524;
0.902533;1.060009;1.045057;1.010013;1.017730;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050599;1.035707;1.000000;232.351636;-16.651608;1.058866;1.435808;1.000001;39.998699;43.645208;1.048791;1.269095;1.000000;0.037728;25.010202;1.011514;1.112072;1.000000;0.001853;12.843383;1.070231;1.460114;1.000000;-0.006782;17.549289;1.096351;1.194679;0.216995;0.126995;0.755042;0.038280;-0.727423;0.022524;
0.910725;1.060009;1.045057;1.010013;1.017730;1.019586;1.070231;1.061548;1.089911;1.056016;1.051094;1.057075;1.055410;1.050599;1.035707;1.000000;232.350265;-16.651395;1.058866;1.435806;1.000000;40.000607;43.644887;1.048791;1.269093;1.000000;0.037129;25.010243;1.011514;1.112074;1.000000;0.001894;12.843420;1.070231;1.460112;1.000000;-0.006790;17.549232;1.096351;1.194682;0.216995;0.126995;0.755040;0.038281;-0.727421;0.022523;
0.927109;1.060009;1.045057;1.010013;1.017730;1.019586;1.070231;1.061548;1.089910;1.056016;1.051094;1.057075;1.055411;1.050599;1.035707;1.000000;232.347823;-16.650996;1.058867;1.435803;1.000000;40.004220;43.644299;1.048791;1.269090;1.000000;0.035859;25.010367;1.011513;1.112078;1.000000;0.001939;12.843497;1.070231;1.460109;1.000000;-0.006780;17.549123;1.096351;1.194687;0.216995;0.126995;0.755038;0.038281;-0.727418;0.022522;
0.959877;1.060009;1.045057;1.010012;1.017730;1.019586;1.070231;1.061548;1.089910;1.056016;1.051094;1.057075;1.055411;1.050599;1.035707;1.000000;232.344184;-16.650303;1.058867;1.435797;1.000000;40.010555;43.643339;1.048792;1.269084;1.000000;0.033068;25.010765;1.011513;1.112087;1.000000;0.001882;12.843665;1.070231;1.460104;1.000000;-0.006649;17.548923;1.096350;1.194697;0.216995;0.126995;0.755034;0.038282;-0.727415;0.022520;
1.000000;1.060010;1.045058;1.010012;1.017730;1.019586;1.070231;1.061547;1.089909;1.056016;1.051094;1.057075;1.055411;1.050599;1.035708;1.000000;232.342004;-16.649654;1.058867;1.435791;1.000000;40.016550;43.642567;1.048792;1.269081;1.000000;0.029300;25.011491;1.011512;1.112097;1.000000;0.001603;12.843897;1.070231;1.460099;1.000000;-0.006326;17.548706;1.096350;1.194709;0.216995;0.126995;0.755034;0.038283;-0.727416;0.022519;
1.000000;0.919047;0.850433;0.918975;0.350054;0.032041;0.621394;0.614057;0.883824;0.581134;0.584029;0.600190;0.609883;0.604556;0.580230;1.000000;248.947781;418.321526;0.956894;3.475251;1.000000;122.481220;497.769582;0.902785;4.189228;1.000000;139.872173;324.402242;0.940415;2.534052;1.000000;21.429332;155.760557;0.621394;5.000000;1.000000;10.108505;135.519979;0.945168;4.218341;0.159294;0.075864;0.875281;3.592640;0.105323;0.434779;
1.000001;0.919046;0.850432;0.918975;0.350054;0.032041;0.621392;0.614056;0.883823;0.581134;0.584028;0.600189;0.609881;0.604554;0.580229;1.000000;248.947684;418.321294;0.956894;3.475259;1.000000;122.480949;497.768750;0.902784;4.189240;1.000000;139.872073;324.402067;0.940414;2.534060;1.000000;21.429107;155.759339;0.621392;5.000000;1.000000;10.108567;135.520086;0.945168;4.218344;0.159294;0.075864;0.875280;3.592637;0.105323;0.434778;
1.000002;0.919046;0.850432;0.918974;0.350054;0.032041;0.621390;0.614056;0.883823;0.581133;0.584027;0.600187;0.609879;0.604552;0.580228;1.000000;248.947587;418.321061;0.956893;3.475268;1.000000;122.480679;497.767918;0.902783;4.189251;1.000000;139.871972;324.401891;0.940414;2.534069;1.000000;21.428881;155.758122;0.621390;5.000000;1.000000;10.108629;135.520194;0.945168;4.218346;0.159294;0.075864;0.875279;3.592634;0.105322;0.434777;
1.000004;0.919045;0.850431;0.918974;0.350053;0.032041;0.621386;0.614055;0.883823;0.581131;0.584026;0.600185;0.609876;0.604549;0.580226;1.000000;248.947394;418.320595;0.956892;3.475286;1.000000;122.480139;497.766254;0.902782;4.189275;1.000000;139.871771;324.401540;0.940413;2.534085;1.000000;21.428430;155.755687;0.621386;5.000000;1.000000;10.108752;135.520409;0.945168;4.218352;0.159294;0.075864;0.875278;3.592627;0.105322;0.434775;
1.000008;0.919043;0.850428;0.918972;0.350052;0.032041;0.621378;0.614053;0.883822;0.581128;0.584022;0.600179;0.609868;0.604542;0.580221;1.000000;248.947006;418.319664;0.956891;3.475322;1.000000;122.479057;497.762927;0.902780;4.189323;1.000000;139.871369;324.400839;0.940411;2.534119;1.000000;21.427528;155.750817;0.621378;5.000000;1.000000;10.108998;135.520839;0.945167;4.218363;0.159293;0.075863;0.875274;3.592613;0.105321;0.434771;
1.000016;0.919040;0.850424;0.918969;0.350050;0.032041;0.621362;0.614049;0.883820;0.581122;0.584014;0.600167;0.609853;0.604527;0.580211;1.000000;248.946231;418.317802;0.956887;3.475393;1.000000;122.476896;497.756275;0.902775;4.189418;1.000000;139.870565;324.399436;0.940408;2.534185;0.999999;21.425724;155.741080;0.621362;5.000000;1.000000;10.109491;135.521699;0.945166;4.218385;0.159292;0.075862;0.875267;3.592585;0.105319;0.434763;
1.000025;0.919036;0.850419;0.918965;0.350048;0.032040;0.621344;0.614045;0.883819;0.581116;0.584006;0.600154;0.609837;0.604512;0.580201;1.000000;248.945388;418.315774;0.956883;3.475470;1.000000;122.474542;497.749032;0.902770;4.189522;1.000000;139.869689;324.397908;0.940404;2.534258;0.999999;21.423761;155.730481;0.621344;5.000000;1.000000;10.110027;135.522636;0.945165;4.218409;0.159291;0.075861;0.875260;3.592555;0.105317;0.434754;
1.000025;0.919036;0.850419;0.918965;0.350048;0.032040;0.621344;0.614045;0.883819;0.581116;0.584006;0.600154;0.609837;0.604512;0.580201;1.000000;248.945388;418.315774;0.956883;3.475470;1.000000;122.474542;497.749032;0.902770;4.189522;1.000000;139.869689;324.397908;0.940404;2.534258;0.999999;21.423761;155.730481;0.621344;5.000000;1.000000;10.110027;135.522636;0.945165;4.218409;0.159291;0.075861;0.875260;3.592555;0.105317;0.434754;
1.000026;0.919035;0.850419;0.918965;0.350048;0.032040;0.621342;0.614045;0.883818;0.581115;0.584005;0.600153;0.609835;0.604510;0.580200;1.000000;248.945291;418.315542;0.956883;3.475479;1.000000;122.474272;497.748201;0.902769;4.189534;1.000000;139.869589;324.397733;0.940404;2.534266;0.999999;21.423536;155.729265;0.621342;5.000000;1.000000;10.110088;135.522743;0.945165;4.218412;0.159290;0.075861;0.875259;3.592552;0.105317;0.434753;
1.000027;0.919035;0.850418;0.918964;0.350048;0.032040;0.621340;0.614044;0.883818;0.581114;0.584004;0.600151;0.609833;0.604508;0.580199;1.000000;248.945194;418.315309;0.956882;3.475488;1.000000;122.474002;497.747370;0.902769;4.189546;1.000000;139.869488;324.397557;0.940404;2.534275;0.999999;21.423311;155.728048;0.621340;5.000000;1.000000;10.110150;135.522851;0.945165;4.218415;0.159290;0.075861;0.875258;3.592548;0.105316;0.434752;
1.000029;0.919034;0.850417;0.918963;0.350047;0.032040;0.621336;0.614043;0.883818;0.581113;0.584002;0.600149;0.609829;0.604504;0.580196;1.000000;248.945001;418.314844;0.956881;3.475506;1.000000;122.473461;497.745707;0.902767;4.189570;1.000000;139.869287;324.397207;0.940403;2.534291;0.999999;21.422860;155.725615;0.621336;5.000000;1.000000;10.110273;135.523066;0.945164;4.218420;0.159290;0.075861;0.875257;3.592541;0.105316;0.434750;
1.000033;0.919032;0.850415;0.918962;0.350046;0.032040;0.621328;0.614041;0.883817;0.581110;0.583998;0.600143;0.609821;0.604497;0.580192;1.000000;248.944613;418.313913;0.956880;3.475541;1.000000;122.472381;497.742383;0.902765;4.189617;1.000000;139.868885;324.396505;0.940401;2.534325;0.999999;21.421959;155.720751;0.621328;5.000000;1.000000;10.110519;135.523495;0.945164;4.218431;0.159289;0.075860;0.875253;3.592527;0.105315;0.434746;
1.000035;0.919031;0.850414;0.918961;0.350046;0.032040;0.621323;0.614040;0.883817;0.581108;0.583996;0.600139;0.609817;0.604493;0.580189;1.000000;248.944373;418.313336;0.956879;3.475564;1.000000;122.471711;497.740321;0.902764;4.189647;1.000000;139.868636;324.396070;0.940400;2.534345;0.999999;21.421400;155.717735;0.621323;5.000000;1.000000;10.110672;135.523762;0.945163;4.218438;0.159289;0.075860;0.875251;3.592519;0.105314;0.434744;
1.000035;0.919031;0.850414;0.918961;0.350046;0.032040;0.621323;0.614040;0.883817;0.581108;0.583996;0.600139;0.609817;0.604493;0.580189;1.000000;248.944373;418.313336;0.956879;3.475564;1.000000;122.471711;497.740321;0.902764;4.189647;1.000000;139.868636;324.396070;0.940400;2.534345;0.999999;21.421400;155.717735;0.621323;5.000000;1.000000;10.110672;135.523762;0.945163;4.218438;0.159289;0.075860;0.875251;3.592519;0.105314;0.434744;
1.000035;0.919031;0.850414;0.918961;0.350046;0.032040;0.621323;0.614040;0.883817;0.581108;0.583996;0.600139;0.609817;0.604493;0.580189;1.000000;248.944373;418.313336;0.956879;3.475564;1.000000;122.471711;497.740321;0.902764;4.189647;1.000000;139.868636;324.396070;0.940400;2.534345;0.999999;21.421400;155.717735;0.621323;5.000000;1.000000;10.110672;135.523762;0.945163;4.218438;0.159289;0.075860;0.875251;3.592519;0.105314;0.434744;
1.000041;0.919029;0.850411;0.918958;0.350044;0.032040;0.621312;0.614038;0.883815;0.581104;0.583990;0.600131;0.609806;0.604483;0.580182;1.000000;248.943839;418.312051;0.956876;3.475613;1.000000;122.470220;497.735734;0.902760;4.189713;0.999999;139.868081;324.395103;0.940398;2.534391;0.999999;21.420157;155.711023;0.621312;5.000000;1.000000;10.111011;135.524355;0.945163;4.218454;0.159288;0.075859;0.875247;3.592500;0.105313;0.434738;
1.000057;0.919022;0.850402;0.918952;0.350040;0.032039;0.621281;0.614030;0.883812;0.581092;0.583975;0.600108;0.609776;0.604454;0.580163;1.000000;248.942292;418.308328;0.956869;3.475755;1.000000;122.465900;497.722442;0.902751;4.189903;0.999999;139.866473;324.392298;0.940391;2.534525;0.999998;21.416555;155.691578;0.621281;5.000000;1.000000;10.111995;135.526074;0.945160;4.218498;0.159286;0.075858;0.875233;3.592445;0.105309;0.434722;
1.000089;0.919007;0.850385;0.918939;0.350032;0.032038;0.621217;0.614015;0.883806;0.581068;0.583945;0.600061;0.609716;0.604397;0.580125;1.000000;248.939201;418.300884;0.956855;3.476039;1.000000;122.457263;497.695874;0.902732;4.190284;0.999999;139.863257;324.386691;0.940378;2.534791;0.999997;21.409358;155.652724;0.621217;5.000000;1.000000;10.113961;135.529509;0.945156;4.218586;0.159281;0.075854;0.875206;3.592334;0.105301;0.434690;
1.000153;0.918979;0.850350;0.918912;0.350017;0.032036;0.621089;0.613985;0.883793;0.581021;0.583884;0.599968;0.609595;0.604283;0.580050;1.000000;248.933032;418.286004;0.956826;3.476607;1.000000;122.440006;497.642806;0.902694;4.191045;0.999999;139.856826;324.375485;0.940351;2.535324;0.999995;21.394993;155.575167;0.621089;5.000000;0.999999;10.117887;135.536372;0.945147;4.218763;0.159271;0.075846;0.875153;3.592113;0.105286;0.434627;
1.000281;0.918923;0.850281;0.918859;0.349985;0.032031;0.620835;0.613925;0.883767;0.580926;0.583762;0.599783;0.609355;0.604055;0.579899;1.000000;248.920745;418.256275;0.956770;3.477741;0.999999;122.405560;497.536944;0.902618;4.192562;0.999998;139.843968;324.353108;0.940298;2.536387;0.999991;21.366373;155.420649;0.620835;5.000000;0.999998;10.125711;135.550066;0.945130;4.219113;0.159252;0.075831;0.875045;3.591673;0.105255;0.434500;
1.000537;0.918811;0.850144;0.918754;0.349923;0.032022;0.620331;0.613806;0.883717;0.580737;0.583521;0.599415;0.608878;0.603603;0.579601;0.999999;248.896378;418.196939;0.956657;3.479999;0.999997;122.336936;497.326306;0.902467;4.195584;0.999996;139.818270;324.308491;0.940192;2.538504;0.999983;21.309579;155.113984;0.620331;5.000000;0.999996;10.141254;135.577325;0.945095;4.219808;0.159213;0.075800;0.874832;3.590796;0.105194;0.434248;
1.001049;0.918588;0.849872;0.918545;0.349799;0.032003;0.619336;0.613570;0.883617;0.580366;0.583045;0.598690;0.607937;0.602711;0.579011;0.999999;248.848472;418.078758;0.956433;3.484481;0.999994;122.200754;496.909346;0.902167;4.201573;0.999992;139.766942;324.219807;0.939982;2.542705;0.999968;21.197743;154.510013;0.619336;5.000000;0.999992;10.171926;135.631343;0.945027;4.221168;0.159137;0.075739;0.874408;3.589056;0.105074;0.433750;
1.002073;0.918150;0.849337;0.918133;0.349558;0.031967;0.617401;0.613112;0.883426;0.579642;0.582120;0.597279;0.606106;0.600976;0.577865;0.999997;248.755946;417.844365;0.955992;3.493303;0.999988;121.932586;496.092434;0.901579;4.213333;0.999984;139.664577;324.044628;0.939569;2.550973;0.999937;20.980875;153.338527;0.617401;5.000000;0.999984;10.231658;135.737417;0.944896;4.223776;0.158986;0.075620;0.873574;3.585633;0.104838;0.432778;
1.004121;0.917301;0.848305;0.917337;0.349096;0.031899;0.613739;0.612246;0.883069;0.578272;0.580367;0.594608;0.602641;0.597692;0.575694;0.999995;248.583886;417.383515;0.955137;3.510398;0.999976;121.412496;494.524687;0.900445;4.236008;0.999969;139.461084;323.702976;0.938768;2.566985;0.999875;20.572849;151.133941;0.613739;5.000000;0.999968;10.345050;135.942109;0.944657;4.228559;0.158697;0.075391;0.871960;3.579010;0.104391;0.430931;
1.008217;0.915712;0.846385;0.915844;0.348249;0.031775;0.607177;0.610695;0.882454;0.575815;0.577227;0.589822;0.596433;0.591808;0.571805;0.999990;248.290447;416.493846;0.953533;3.542478;0.999952;120.433287;491.638689;0.898338;4.278150;0.999938;139.059581;323.053981;0.937267;2.597009;0.999756;19.848745;147.224602;0.607177;5.000000;0.999936;10.550193;136.324480;0.944260;4.236507;0.158158;0.074965;0.868940;3.566615;0.103580;0.427583;
1.012313;0.914259;0.844647;0.914478;0.347499;0.031666;0.601553;0.609370;0.881965;0.573709;0.574533;0.585719;0.591111;0.586764;0.568470;0.999984;248.062895;415.647202;0.952064;3.571861;0.999929;119.530255;489.066445;0.896434;4.316229;0.999907;138.665854;322.449941;0.935893;2.624482;0.999640;19.234210;143.914471;0.601553;5.000000;0.999904;10.729455;136.674157;0.943964;4.242435;0.157672;0.074581;0.866185;3.555304;0.102872;0.424663;
1.020505;0.911720;0.841651;0.912088;0.346243;0.031487;0.592567;0.607275;0.881298;0.570355;0.570241;0.579170;0.582610;0.578709;0.563150;0.999974;247.793277;414.082917;0.949489;3.623346;0.999883;117.919330;484.740585;0.893162;4.381682;0.999847;137.904484;321.370630;0.933487;2.672600;0.999419;18.255593;138.707068;0.592567;5.000000;0.999838;11.029832;137.296888;0.943627;4.249167;0.156833;0.073921;0.861381;3.535587;0.101711;0.419867;
1.028697;0.909632;0.839234;0.910114;0.345274;0.031352;0.586160;0.605825;0.880998;0.567990;0.567203;0.574513;0.576549;0.572970;0.559373;0.999965;247.758689;412.689104;0.947363;3.665869;0.999838;116.537686;481.392105;0.890536;4.434204;0.999786;137.178489;320.455531;0.931499;2.712371;0.999209;17.547862;135.056419;0.586159;5.000000;0.999770;11.267362;137.834823;0.943593;4.249850;0.156158;0.073391;0.857441;3.519416;0.100839;0.416268;
1.036889;0.907944;0.837318;0.908506;0.344542;0.031252;0.581765;0.604891;0.880998;0.566412;0.565157;0.571340;0.572394;0.569042;0.556811;0.999955;247.942186;411.461523;0.945635;3.700441;0.999794;115.345956;478.875720;0.888467;4.475573;0.999727;136.488146;319.693986;0.929877;2.744811;0.999006;17.036044;132.585469;0.581763;5.000000;0.999702;11.460544;138.309733;0.943809;4.245518;0.155624;0.072973;0.854261;3.506362;0.100197;0.413617;
1.045081;0.906606;0.835831;0.907215;0.344005;0.031180;0.578918;0.604368;0.881244;0.565452;0.563886;0.569315;0.569704;0.566508;0.555191;0.999945;248.327208;410.393794;0.944257;3.727999;0.999750;114.309746;477.063925;0.886877;4.507387;0.999667;135.832285;319.074749;0.928575;2.770847;0.998809;16.662972;131.003432;0.578916;5.000000;0.999633;11.623474;138.739045;0.944233;4.237053;0.155209;0.072650;0.851745;3.496036;0.099735;0.411713;
1.053273;0.905576;0.834712;0.906201;0.343626;0.031130;0.577254;0.604170;0.881689;0.564977;0.563217;0.568174;0.568137;0.565043;0.554300;0.999934;248.898004;409.478027;0.943188;3.749385;0.999707;113.399945;475.847454;0.885694;4.531037;0.999609;135.208710;318.586392;0.927552;2.791303;0.998617;16.386475;130.091996;0.577253;5.000000;0.999564;11.766490;139.136021;0.944826;4.225184;0.154898;0.072407;0.849810;3.488093;0.099416;0.410396;
1.061465;0.904814;0.833905;0.905428;0.343378;0.031097;0.576492;0.604230;0.882296;0.564882;0.563015;0.567709;0.567424;0.564394;0.553969;0.999924;249.639713;408.705306;0.942389;3.765347;0.999665;112.592252;475.133470;0.884860;4.547725;0.999550;134.614581;318.217700;0.926772;2.806907;0.998428;16.175618;129.686862;0.576491;5.000000;0.999494;11.897012;139.510646;0.945560;4.210509;0.154673;0.072232;0.848382;3.482230;0.099209;0.409540;
1.069657;0.904288;0.833366;0.904863;0.343237;0.031079;0.576413;0.604494;0.883035;0.565084;0.563176;0.567763;0.567359;0.564365;0.554070;0.999912;250.538389;408.066128;0.941829;3.776552;0.999624;111.866563;474.843318;0.884322;4.558485;0.999493;134.046713;317.957878;0.926203;2.818296;0.998242;16.007873;129.664685;0.576412;5.000000;0.999424;12.020268;139.870293;0.946409;4.193519;0.154523;0.072115;0.847395;3.478182;0.099090;0.409047;
1.077849;0.903967;0.833055;0.904478;0.343182;0.031071;0.576851;0.604919;0.883882;0.565519;0.563617;0.568212;0.567786;0.564806;0.554502;0.999901;251.580990;407.550730;0.941477;3.783591;0.999583;111.206374;474.910388;0.884036;4.564206;0.999435;133.501811;317.796695;0.925816;2.826030;0.998058;15.866784;129.932509;0.576850;5.000000;0.999354;12.139939;140.220343;0.947354;4.174617;0.154437;0.072048;0.846794;3.475715;0.099039;0.408840;
