time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;_LOAD___5_EC_load_PPu;_LOAD___5_EC_load_QPu;NETWORK__BUS____5-BUS____6-1_PT_step;
6.647146;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061545;1.089902;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389304;-0.000475;39.999304;-0.000734;-0.000348;-16.644351;43.643422;25.020088;12.846880;17.546089;0.076008;0.016003;3.000000;
9.414014;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061544;1.089902;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389362;-0.000474;39.999387;-0.000868;-0.000349;-16.644574;43.643670;25.020109;12.846889;17.546086;0.076008;0.016003;3.000000;
12.606863;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061544;1.089902;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389367;-0.000473;39.999392;-0.000877;-0.000349;-16.644611;43.643707;25.020112;12.846891;17.546086;0.076008;0.016003;3.000000;
12.606863;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061544;1.089902;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389367;-0.000473;39.999392;-0.000877;-0.000349;-16.644611;43.643707;25.020112;12.846891;17.546086;0.076008;0.016003;3.000000;
12.606863;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061544;1.089902;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389367;-0.000473;39.999392;-0.000877;-0.000349;-16.644611;43.643707;25.020112;12.846891;17.546086;0.076008;0.016003;3.000000;
17.802622;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061544;1.089902;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389373;-0.000473;39.999400;-0.000891;-0.000349;-16.644672;43.643767;25.020117;12.846894;17.546087;0.076008;0.016003;3.000000;
19.999996;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061544;1.089902;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389373;-0.000473;39.999400;-0.000890;-0.000349;-16.644674;43.643769;25.020117;12.846894;17.546087;0.076008;0.016003;3.000000;
19.999996;1.054212;1.036763;1.005885;0.989827;0.978643;1.051595;1.042889;1.081328;1.036288;1.031706;1.038113;1.036917;1.032090;1.016805;1.000000;1.000000;1.000000;1.000000;1.000000;228.625420;-1.244692;38.112542;2.690845;-0.770652;4.250520;67.532571;40.038494;23.262901;23.596869;0.071476;0.758329;3.000000;
19.999997;1.054211;1.036762;1.005885;0.989826;0.978642;1.051594;1.042889;1.081328;1.036287;1.031705;1.038113;1.036916;1.032090;1.016805;1.000000;1.000000;1.000000;1.000000;1.000000;228.625425;-1.244664;38.112604;2.690952;-0.770648;4.250876;67.532918;40.038742;23.262978;23.596973;0.071476;0.758328;3.000000;
19.999998;1.054211;1.036762;1.005885;0.989826;0.978642;1.051594;1.042889;1.081328;1.036287;1.031705;1.038113;1.036916;1.032090;1.016805;1.000000;1.000000;1.000000;1.000000;1.000000;228.625415;-1.244652;38.112598;2.690946;-0.770650;4.250891;67.532905;40.038751;23.262944;23.596983;0.071476;0.758328;3.000000;
20.000000;1.054211;1.036762;1.005885;0.989826;0.978642;1.051594;1.042889;1.081328;1.036287;1.031705;1.038113;1.036916;1.032089;1.016805;1.000000;1.000000;1.000000;1.000000;1.000000;228.625393;-1.244630;38.112583;2.690926;-0.770654;4.250901;67.532857;40.038754;23.262869;23.596998;0.071476;0.758328;3.000000;
20.000004;1.054211;1.036762;1.005885;0.989826;0.978642;1.051594;1.042889;1.081328;1.036287;1.031705;1.038112;1.036916;1.032089;1.016804;1.000000;1.000000;1.000000;1.000000;1.000000;228.625353;-1.244582;38.112564;2.690907;-0.770662;4.250983;67.532827;40.038805;23.262740;23.597045;0.071476;0.758328;3.000000;
20.000004;1.054211;1.036762;1.005885;0.989826;0.978642;1.051594;1.042889;1.081328;1.036287;1.031705;1.038112;1.036916;1.032089;1.016804;1.000000;1.000000;1.000000;1.000000;1.000000;228.625350;-1.244579;38.112562;2.690906;-0.770662;4.250988;67.532825;40.038808;23.262731;23.597048;0.071476;0.758328;3.000000;
20.000004;1.054211;1.036762;1.005885;0.989826;0.978642;1.051594;1.042889;1.081328;1.036287;1.031705;1.038112;1.036916;1.032089;1.016804;1.000000;1.000000;1.000000;1.000000;1.000000;228.625350;-1.244579;38.112562;2.690906;-0.770662;4.250988;67.532825;40.038808;23.262731;23.597048;0.071476;0.758328;3.000000;
20.000004;1.054211;1.036762;1.005885;0.989826;0.978642;1.051594;1.042889;1.081328;1.036287;1.031705;1.038112;1.036916;1.032089;1.016804;1.000000;1.000000;1.000000;1.000000;1.000000;228.625350;-1.244579;38.112562;2.690906;-0.770662;4.250988;67.532825;40.038808;23.262731;23.597048;0.071476;0.758328;3.000000;
20.000012;1.054211;1.036762;1.005885;0.989826;0.978642;1.051593;1.042889;1.081328;1.036287;1.031704;1.038112;1.036915;1.032089;1.016804;1.000000;1.000000;1.000000;1.000000;1.000000;228.625270;-1.244489;38.112518;2.690855;-0.770678;4.251106;67.532723;40.038877;23.262467;23.597126;0.071476;0.758328;3.000000;
20.000028;1.054211;1.036761;1.005885;0.989826;0.978641;1.051592;1.042888;1.081328;1.036286;1.031704;1.038111;1.036914;1.032088;1.016803;1.000000;1.000000;1.000000;1.000000;1.000000;228.625104;-1.244303;38.112426;2.690751;-0.770711;4.251351;67.532515;40.039020;23.261922;23.597290;0.071476;0.758327;3.000000;
20.000060;1.054210;1.036761;1.005884;0.989825;0.978640;1.051590;1.042887;1.081327;1.036285;1.031702;1.038109;1.036912;1.032085;1.016802;1.000000;1.000000;1.000000;1.000000;1.000000;228.624772;-1.243932;38.112242;2.690544;-0.770776;4.251840;67.532100;40.039307;23.260834;23.597617;0.071476;0.758325;3.000000;
20.000124;1.054209;1.036759;1.005883;0.989823;0.978639;1.051585;1.042885;1.081327;1.036282;1.031699;1.038105;1.036908;1.032081;1.016798;1.000000;1.000000;1.000000;1.000000;1.000000;228.624109;-1.243189;38.111876;2.690129;-0.770905;4.252816;67.531269;40.039880;23.258664;23.598271;0.071476;0.758321;3.000000;
20.000252;1.054206;1.036755;1.005880;0.989819;0.978635;1.051576;1.042882;1.081325;1.036277;1.031694;1.038098;1.036899;1.032073;1.016792;1.000000;1.000000;1.000000;1.000001;1.000000;228.622791;-1.241710;38.111146;2.689299;-0.771163;4.254761;67.529609;40.041020;23.254346;23.599572;0.071475;0.758314;3.000000;
20.000508;1.054200;1.036748;1.005874;0.989812;0.978627;1.051558;1.042874;1.081322;1.036267;1.031682;1.038083;1.036881;1.032056;1.016779;1.000000;1.000000;1.000000;1.000001;1.000000;228.620177;-1.238769;38.109703;2.687639;-0.771673;4.258615;67.526295;40.043281;23.245805;23.602157;0.071474;0.758299;3.000000;
20.001020;1.054189;1.036734;1.005864;0.989797;0.978612;1.051522;1.042860;1.081316;1.036247;1.031660;1.038054;1.036847;1.032022;1.016754;1.000000;1.000000;1.000000;1.000002;1.000001;228.615041;-1.232959;38.106874;2.684321;-0.772673;4.266190;67.519694;40.047721;23.229094;23.607253;0.071473;0.758270;3.000000;
20.002044;1.054167;1.036706;1.005842;0.989770;0.978583;1.051452;1.042832;1.081304;1.036209;1.031616;1.037998;1.036781;1.031958;1.016705;1.000001;1.000000;1.000000;1.000003;1.000001;228.605134;-1.221622;38.101446;2.677684;-0.774591;4.280813;67.506593;40.056288;23.197119;23.617157;0.071469;0.758213;3.000000;
20.004092;1.054125;1.036653;1.005801;0.989717;0.978527;1.051325;1.042779;1.081283;1.036138;1.031535;1.037894;1.036659;1.031840;1.016615;1.000001;1.000001;1.000000;1.000006;1.000002;228.586721;-1.199990;38.091450;2.664394;-0.778118;4.308037;67.480816;40.072230;23.138676;23.635859;0.071463;0.758106;3.000000;
20.005868;1.054091;1.036609;1.005767;0.989674;0.978483;1.051224;1.042738;1.081267;1.036082;1.031471;1.037812;1.036563;1.031747;1.016543;1.000002;1.000001;0.999999;1.000009;1.000003;228.572162;-1.182208;38.083605;2.652820;-0.780876;4.329632;67.458943;40.084888;23.093387;23.650983;0.071459;0.758019;3.000000;
20.005868;1.054091;1.036609;1.005767;0.989674;0.978483;1.051224;1.042738;1.081267;1.036082;1.031471;1.037812;1.036563;1.031747;1.016543;1.000002;1.000001;0.999999;1.000009;1.000003;228.572162;-1.182208;38.083605;2.652820;-0.780876;4.329632;67.458943;40.084888;23.093387;23.650983;0.071459;0.758019;3.000000;
20.005868;1.054091;1.036609;1.005767;0.989674;0.978483;1.051224;1.042738;1.081267;1.036082;1.031471;1.037812;1.036563;1.031747;1.016543;1.000002;1.000001;0.999999;1.000009;1.000003;228.572162;-1.182208;38.083605;2.652820;-0.780876;4.329632;67.458943;40.084888;23.093387;23.650983;0.071459;0.758019;3.000000;
20.006010;1.054088;1.036606;1.005765;0.989671;0.978479;1.051217;1.042734;1.081266;1.036077;1.031467;1.037806;1.036556;1.031740;1.016538;1.000002;1.000001;0.999999;1.000009;1.000003;228.571053;-1.180823;38.083010;2.651891;-0.781085;4.331281;67.457211;40.085854;23.089977;23.652150;0.071458;0.758013;3.000000;
20.006010;1.054088;1.036606;1.005765;0.989671;0.978479;1.051217;1.042734;1.081266;1.036077;1.031467;1.037806;1.036556;1.031740;1.016538;1.000002;1.000001;0.999999;1.000009;1.000003;228.571053;-1.180823;38.083010;2.651891;-0.781085;4.331281;67.457211;40.085854;23.089977;23.652150;0.071458;0.758013;3.000000;
20.006011;1.054088;1.036606;1.005765;0.989671;0.978479;1.051217;1.042734;1.081266;1.036077;1.031467;1.037806;1.036556;1.031740;1.016538;1.000002;1.000001;0.999999;1.000009;1.000003;228.571045;-1.180813;38.083005;2.651885;-0.781086;4.331292;67.457199;40.085861;23.089954;23.652158;0.071458;0.758013;3.000000;
20.006012;1.054088;1.036606;1.005765;0.989671;0.978479;1.051217;1.042734;1.081266;1.036077;1.031467;1.037806;1.036556;1.031740;1.016538;1.000002;1.000001;0.999999;1.000009;1.000003;228.571037;-1.180803;38.083001;2.651878;-0.781088;4.331304;67.457187;40.085868;23.089931;23.652166;0.071458;0.758013;3.000000;
20.006014;1.054088;1.036606;1.005765;0.989671;0.978479;1.051217;1.042734;1.081266;1.036077;1.031466;1.037806;1.036556;1.031740;1.016538;1.000002;1.000001;0.999999;1.000009;1.000003;228.571022;-1.180783;38.082993;2.651865;-0.781091;4.331327;67.457163;40.085881;23.089884;23.652182;0.071458;0.758012;3.000000;
20.006018;1.054088;1.036606;1.005765;0.989670;0.978479;1.051216;1.042734;1.081266;1.036077;1.031466;1.037806;1.036556;1.031740;1.016538;1.000002;1.000001;0.999999;1.000009;1.000003;228.570991;-1.180745;38.082976;2.651839;-0.781096;4.331373;67.457114;40.085908;23.089789;23.652215;0.071458;0.758012;3.000000;
20.006026;1.054088;1.036606;1.005765;0.989670;0.978479;1.051216;1.042734;1.081266;1.036077;1.031466;1.037806;1.036555;1.031739;1.016537;1.000002;1.000001;0.999999;1.000009;1.000003;228.570929;-1.180668;38.082943;2.651787;-0.781108;4.331464;67.457016;40.085962;23.089600;23.652280;0.071458;0.758012;3.000000;
20.006042;1.054087;1.036605;1.005764;0.989670;0.978479;1.051215;1.042734;1.081265;1.036076;1.031466;1.037805;1.036554;1.031739;1.016537;1.000002;1.000001;0.999999;1.000009;1.000004;228.570806;-1.180514;38.082878;2.651683;-0.781131;4.331648;67.456822;40.086069;23.089223;23.652410;0.071458;0.758011;3.000000;
20.006074;1.054087;1.036605;1.005764;0.989669;0.978478;1.051213;1.042733;1.081265;1.036075;1.031464;1.037803;1.036553;1.031737;1.016535;1.000002;1.000001;0.999999;1.000009;1.000004;228.570559;-1.180206;38.082746;2.651474;-0.781177;4.332014;67.456432;40.086283;23.088470;23.652670;0.071458;0.758010;3.000000;
20.006138;1.054086;1.036603;1.005762;0.989668;0.978476;1.051210;1.042732;1.081265;1.036074;1.031462;1.037801;1.036550;1.031734;1.016533;1.000002;1.000001;0.999999;1.000009;1.000004;228.570068;-1.179590;38.082484;2.651057;-0.781269;4.332744;67.455653;40.086711;23.086969;23.653189;0.071458;0.758007;3.000000;
20.006266;1.054083;1.036600;1.005760;0.989665;0.978473;1.051203;1.042729;1.081263;1.036070;1.031458;1.037795;1.036543;1.031728;1.016528;1.000002;1.000001;0.999999;1.000010;1.000004;228.569089;-1.178362;38.081963;2.650222;-0.781452;4.334198;67.454098;40.087563;23.083985;23.654223;0.071457;0.758001;3.000000;
20.006522;1.054078;1.036594;1.005755;0.989659;0.978467;1.051190;1.042723;1.081261;1.036062;1.031450;1.037784;1.036530;1.031715;1.016519;1.000002;1.000001;0.999999;1.000010;1.000004;228.567153;-1.175920;38.080932;2.648553;-0.781814;4.337077;67.450994;40.089249;23.078094;23.656275;0.071457;0.757989;3.000000;
20.007034;1.054069;1.036582;1.005746;0.989647;0.978455;1.051164;1.042712;1.081257;1.036047;1.031433;1.037763;1.036506;1.031691;1.016500;1.000002;1.000001;0.999999;1.000011;1.000004;228.563359;-1.171089;38.078915;2.645209;-0.782521;4.342722;67.444814;40.092557;23.066610;23.660318;0.071456;0.757966;3.000000;
20.008058;1.054050;1.036558;1.005728;0.989625;0.978432;1.051115;1.042691;1.081249;1.036019;1.031401;1.037723;1.036458;1.031646;1.016465;1.000002;1.000001;0.999999;1.000012;1.000005;228.556081;-1.161631;38.075056;2.638506;-0.783871;4.353572;67.432569;40.098921;23.044809;23.668166;0.071453;0.757921;3.000000;
20.010106;1.054014;1.036513;1.005692;0.989583;0.978389;1.051025;1.042652;1.081235;1.035967;1.031342;1.037648;1.036372;1.031562;1.016400;1.000003;1.000001;0.999999;1.000015;1.000006;228.542726;-1.143469;38.067996;2.625025;-0.786323;4.373577;67.408545;40.110689;23.005644;23.682946;0.071448;0.757837;3.000000;
20.012380;1.053976;1.036466;1.005654;0.989540;0.978344;1.050937;1.042614;1.081221;1.035915;1.031284;1.037576;1.036288;1.031480;1.016336;1.000004;1.000002;0.999998;1.000018;1.000007;228.529647;-1.124318;38.061068;2.609905;-0.788696;4.393352;67.382613;40.122399;22.968436;23.698045;0.071443;0.757751;3.000000;
20.012380;1.053976;1.036466;1.005654;0.989540;0.978344;1.050937;1.042614;1.081221;1.035915;1.031284;1.037576;1.036288;1.031480;1.016336;1.000004;1.000002;0.999998;1.000018;1.000007;228.529647;-1.124318;38.061068;2.609905;-0.788696;4.393352;67.382613;40.122399;22.968436;23.698045;0.071443;0.757751;3.000000;
20.012380;1.053976;1.036466;1.005654;0.989540;0.978344;1.050937;1.042614;1.081221;1.035915;1.031284;1.037576;1.036288;1.031480;1.016336;1.000004;1.000002;0.999998;1.000018;1.000007;228.529647;-1.124318;38.061068;2.609905;-0.788696;4.393352;67.382613;40.122399;22.968436;23.698045;0.071443;0.757751;3.000000;
20.012438;1.053975;1.036465;1.005654;0.989539;0.978343;1.050935;1.042613;1.081221;1.035914;1.031283;1.037574;1.036286;1.031478;1.016334;1.000004;1.000002;0.999998;1.000018;1.000007;228.529338;-1.123845;38.060904;2.609518;-0.788752;4.393821;67.381963;40.122678;22.967576;23.698411;0.071443;0.757749;3.000000;
20.012438;1.053975;1.036465;1.005654;0.989539;0.978343;1.050935;1.042613;1.081221;1.035914;1.031283;1.037574;1.036286;1.031478;1.016334;1.000004;1.000002;0.999998;1.000018;1.000007;228.529338;-1.123845;38.060904;2.609518;-0.788752;4.393821;67.381963;40.122678;22.967576;23.698411;0.071443;0.757749;3.000000;
20.012439;1.053975;1.036465;1.005654;0.989539;0.978343;1.050935;1.042613;1.081221;1.035914;1.031283;1.037574;1.036286;1.031478;1.016334;1.000004;1.000002;0.999998;1.000018;1.000007;228.529333;-1.123836;38.060901;2.609511;-0.788753;4.393829;67.381952;40.122683;22.967562;23.698418;0.071443;0.757749;3.000000;
20.012440;1.053975;1.036465;1.005654;0.989539;0.978343;1.050935;1.042613;1.081221;1.035914;1.031283;1.037574;1.036286;1.031478;1.016334;1.000004;1.000002;0.999998;1.000018;1.000007;228.529327;-1.123828;38.060898;2.609504;-0.788754;4.393837;67.381941;40.122688;22.967547;23.698424;0.071443;0.757749;3.000000;
20.012442;1.053975;1.036465;1.005653;0.989539;0.978343;1.050935;1.042613;1.081221;1.035914;1.031283;1.037574;1.036286;1.031478;1.016334;1.000004;1.000002;0.999998;1.000018;1.000007;228.529317;-1.123811;38.060893;2.609491;-0.788756;4.393853;67.381918;40.122697;22.967518;23.698436;0.071443;0.757749;3.000000;
20.012446;1.053975;1.036465;1.005653;0.989539;0.978343;1.050935;1.042613;1.081221;1.035914;1.031283;1.037574;1.036286;1.031478;1.016334;1.000004;1.000002;0.999998;1.000018;1.000007;228.529296;-1.123779;38.060881;2.609464;-0.788760;4.393885;67.381873;40.122716;22.967459;23.698462;0.071443;0.757749;3.000000;
20.012454;1.053975;1.036465;1.005653;0.989539;0.978343;1.050934;1.042613;1.081221;1.035913;1.031282;1.037574;1.036286;1.031477;1.016334;1.000004;1.000002;0.999998;1.000018;1.000007;228.529253;-1.123714;38.060859;2.609411;-0.788767;4.393950;67.381784;40.122755;22.967342;23.698512;0.071443;0.757749;3.000000;
20.012470;1.053975;1.036465;1.005653;0.989539;0.978343;1.050934;1.042612;1.081221;1.035913;1.031282;1.037573;1.036285;1.031477;1.016333;1.000004;1.000002;0.999998;1.000018;1.000007;228.529169;-1.123584;38.060815;2.609304;-0.788782;4.394078;67.381604;40.122831;22.967109;23.698612;0.071443;0.757748;3.000000;
20.012502;1.053974;1.036464;1.005653;0.989538;0.978342;1.050933;1.042612;1.081221;1.035912;1.031281;1.037572;1.036284;1.031476;1.016333;1.000004;1.000002;0.999998;1.000018;1.000007;228.529000;-1.123325;38.060726;2.609091;-0.788812;4.394335;67.381245;40.122983;22.966642;23.698813;0.071443;0.757747;3.000000;
20.012566;1.053973;1.036463;1.005652;0.989537;0.978341;1.050930;1.042611;1.081220;1.035911;1.031280;1.037570;1.036282;1.031474;1.016331;1.000004;1.000002;0.999998;1.000018;1.000007;228.528664;-1.122806;38.060548;2.608663;-0.788873;4.394846;67.380527;40.123287;22.965713;23.699214;0.071443;0.757745;3.000000;
20.012694;1.053971;1.036460;1.005649;0.989535;0.978339;1.050926;1.042609;1.081220;1.035908;1.031277;1.037567;1.036278;1.031470;1.016328;1.000004;1.000002;0.999998;1.000019;1.000007;228.527996;-1.121771;38.060196;2.607808;-0.788992;4.395863;67.379094;40.123892;22.963870;23.700012;0.071443;0.757740;3.000000;
20.012950;1.053967;1.036455;1.005645;0.989530;0.978334;1.050917;1.042605;1.081218;1.035903;1.031271;1.037559;1.036269;1.031461;1.016321;1.000004;1.000002;0.999998;1.000019;1.000007;228.526676;-1.119710;38.059499;2.606095;-0.789228;4.397874;67.376234;40.125089;22.960244;23.701595;0.071442;0.757731;3.000000;
20.013462;1.053959;1.036445;1.005637;0.989521;0.978325;1.050900;1.042597;1.081216;1.035893;1.031259;1.037545;1.036253;1.031446;1.016309;1.000004;1.000002;0.999998;1.000020;1.000008;228.524104;-1.115626;38.058139;2.602664;-0.789687;4.401803;67.370545;40.127431;22.953229;23.704713;0.071441;0.757713;3.000000;
20.014486;1.053943;1.036426;1.005622;0.989504;0.978307;1.050868;1.042582;1.081211;1.035873;1.031238;1.037518;1.036222;1.031415;1.016285;1.000004;1.000002;0.999998;1.000021;1.000008;228.519225;-1.107599;38.055551;2.595773;-0.790553;4.409295;67.359289;40.131915;22.940122;23.710751;0.071439;0.757679;3.000000;
20.016534;1.053913;1.036388;1.005591;0.989472;0.978274;1.050810;1.042555;1.081203;1.035837;1.031198;1.037470;1.036167;1.031361;1.016242;1.000005;1.000002;0.999998;1.000024;1.000009;228.510489;-1.092069;38.050864;2.581868;-0.792088;4.422880;67.337260;40.140128;22.917421;23.722081;0.071436;0.757616;3.000000;
20.020630;1.053857;1.036320;1.005535;0.989416;0.978218;1.050721;1.042511;1.081191;1.035779;1.031134;1.037393;1.036081;1.031277;1.016173;1.000006;1.000003;0.999997;1.000029;1.000012;228.496853;-1.062793;38.043214;2.553512;-0.794443;4.444893;67.295153;40.153825;22.884734;23.741993;0.071429;0.757506;3.000000;
20.028822;1.053762;1.036207;1.005438;0.989332;0.978134;1.050629;1.042455;1.081185;1.035706;1.031058;1.037309;1.035992;1.031189;1.016094;1.000009;1.000004;0.999996;1.000040;1.000016;228.483149;-1.009422;38.033255;2.494265;-0.796722;4.471333;67.218650;40.172321;22.861222;23.772507;0.071420;0.757345;3.000000;
20.045206;1.053631;1.036054;1.005298;0.989252;0.978062;1.050692;1.042441;1.081225;1.035693;1.031057;1.037338;1.036050;1.031240;1.016109;1.000013;1.000006;0.999994;1.000059;1.000026;228.499303;-0.913315;38.026109;2.364099;-0.793881;4.472356;67.094469;40.185495;22.929625;23.806292;0.071412;0.757204;3.000000;
20.061590;1.053563;1.035983;1.005215;0.989264;0.978086;1.050993;1.042526;1.081318;1.035808;1.031203;1.037558;1.036335;1.031509;1.016288;1.000018;1.000009;0.999992;1.000076;1.000035;228.562850;-0.823043;38.028307;2.217441;-0.783151;4.422490;67.005179;40.178082;23.103146;23.813423;0.071415;0.757251;3.000000;
20.094358;1.053550;1.035985;1.005157;0.989432;0.978286;1.051885;1.042836;1.081583;1.036213;1.031688;1.038238;1.037183;1.032318;1.016860;1.000027;1.000013;0.999989;1.000105;1.000053;228.779247;-0.633153;38.031472;1.875632;-0.745321;4.255038;66.903010;40.149790;23.555652;23.791623;0.071437;0.757638;3.000000;
20.127126;1.053652;1.036117;1.005199;0.989723;0.978611;1.052964;1.043253;1.081910;1.036744;1.032308;1.039079;1.038212;1.033303;1.017577;1.000035;1.000017;0.999986;1.000126;1.000070;229.083003;-0.427660;38.024731;1.475295;-0.687978;4.040179;66.877532;40.124313;24.058237;23.743083;0.071473;0.758269;3.000000;
20.159894;1.053816;1.036314;1.005294;0.990063;0.978985;1.054045;1.043701;1.082256;1.037301;1.032951;1.039931;1.039244;1.034294;1.018311;1.000043;1.000022;0.999984;1.000138;1.000085;229.439353;-0.210972;38.005274;1.027177;-0.612981;3.818520;66.899476;40.118996;24.531718;23.687837;0.071514;0.758993;3.000000;
20.225430;1.054195;1.036746;1.005524;0.990733;0.979708;1.055937;1.044541;1.082911;1.038322;1.034113;1.041443;1.041055;1.036034;1.019624;1.000054;1.000030;0.999982;1.000137;1.000109;230.207778;0.186237;37.969998;0.055381;-0.416046;3.420320;67.000115;40.175853;25.314531;23.588829;0.071593;0.760395;3.000000;
20.290966;1.054585;1.037177;1.005766;0.991340;0.980352;1.057468;1.045276;1.083493;1.039200;1.035096;1.042689;1.042523;1.037449;1.020719;1.000061;1.000039;0.999984;1.000109;1.000122;230.993811;0.473507;37.988905;-0.952636;-0.169301;3.085608;67.142669;40.300459;25.917030;23.506905;0.071663;0.761645;3.000000;
20.356502;1.054940;1.037563;1.005986;0.991846;0.980878;1.058655;1.045886;1.083981;1.039923;1.035894;1.043675;1.043663;1.038555;1.021595;1.000065;1.000047;0.999990;1.000066;1.000123;231.730216;0.590356;38.114643;-1.911290;0.100522;2.815315;67.295016;40.462320;26.383998;23.442983;0.071721;0.762667;3.000000;
20.422038;1.055243;1.037896;1.006178;0.992245;0.981284;1.059556;1.046375;1.084377;1.040507;1.036531;1.044441;1.044529;1.039400;1.022282;1.000065;1.000054;0.999998;1.000021;1.000111;232.368553;0.523482;38.370361;-2.748838;0.356437;2.602154;67.442295;40.631318;26.757756;23.394366;0.071766;0.763456;3.000000;
20.426387;1.055262;1.037916;1.006190;0.992269;0.981308;1.059609;1.046404;1.084401;1.040542;1.036569;1.044486;1.044580;1.039450;1.022324;1.000065;1.000054;0.999999;1.000018;1.000110;232.405797;0.515755;38.390272;-2.797748;0.370752;2.589504;67.451506;40.641474;26.780572;23.391532;0.071768;0.763503;3.000000;
20.426387;1.055262;1.037916;1.006190;0.992269;0.981308;1.059609;1.046404;1.084401;1.040542;1.036569;1.044486;1.044580;1.039450;1.022324;1.000065;1.000054;0.999999;1.000018;1.000110;232.405797;0.515755;38.390272;-2.797748;0.370752;2.589504;67.451506;40.641474;26.780572;23.391532;0.071768;0.763503;3.000000;
20.426388;1.055262;1.037916;1.006191;0.992269;0.981308;1.059609;1.046404;1.084401;1.040542;1.036569;1.044486;1.044580;1.039450;1.022324;1.000065;1.000054;0.999999;1.000018;1.000110;232.405717;0.515640;38.390356;-2.797660;0.370681;2.589448;67.451342;40.641239;26.780673;23.391466;0.071768;0.763503;3.000000;
20.426389;1.055262;1.037916;1.006191;0.992269;0.981308;1.059609;1.046404;1.084401;1.040542;1.036569;1.044486;1.044580;1.039450;1.022324;1.000065;1.000054;0.999999;1.000018;1.000110;232.405726;0.515638;38.390361;-2.797672;0.370685;2.589446;67.451344;40.641241;26.780678;23.391465;0.071768;0.763503;3.000000;
20.426391;1.055262;1.037916;1.006191;0.992269;0.981308;1.059609;1.046404;1.084401;1.040542;1.036569;1.044486;1.044580;1.039450;1.022324;1.000065;1.000054;0.999999;1.000018;1.000110;232.405749;0.515639;38.390366;-2.797701;0.370697;2.589443;67.451358;40.641261;26.780682;23.391468;0.071768;0.763503;3.000000;
20.426395;1.055262;1.037916;1.006191;0.992269;0.981308;1.059609;1.046404;1.084401;1.040542;1.036569;1.044486;1.044580;1.039450;1.022324;1.000065;1.000054;0.999999;1.000018;1.000110;232.405779;0.515622;38.390391;-2.797742;0.370708;2.589429;67.451357;40.641257;26.780707;23.391462;0.071768;0.763503;3.000000;
20.426403;1.055262;1.037917;1.006191;0.992269;0.981308;1.059610;1.046405;1.084401;1.040542;1.036569;1.044487;1.044580;1.039450;1.022324;1.000065;1.000054;0.999999;1.000018;1.000110;232.405850;0.515602;38.390431;-2.797835;0.370738;2.589407;67.451374;40.641278;26.780747;23.391457;0.071768;0.763503;3.000000;
20.426419;1.055262;1.037917;1.006191;0.992269;0.981308;1.059610;1.046405;1.084401;1.040542;1.036569;1.044487;1.044580;1.039450;1.022324;1.000065;1.000054;0.999999;1.000018;1.000110;232.405992;0.515560;38.390511;-2.798022;0.370797;2.589363;67.451410;40.641320;26.780825;23.391447;0.071768;0.763503;3.000000;
