time;NETWORK__BEAV___6_TN_Upu_value;NETWORK__CLIN___8_TN_Upu_value;NETWORK__GLEN__12_TN_Upu_value;NETWORK__KANA___1_TN_Upu_value;NETWORK__LOGA___3_TN_Upu_value;NETWORK__SALT___9_TN_Upu_value;NETWORK__TURN___2_TN_Upu_value;GEN____6_SM_generator_PGen;GEN____9_SM_generator_PGen;GEN____1_SM_generator_PGen;GEN___12_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____6_SM_generator_QGen;GEN____9_SM_generator_QGen;GEN____1_SM_generator_QGen;GEN___12_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____6_SM_generator_omegaPu;GEN____9_SM_generator_omegaPu;GEN____1_SM_generator_omegaPu;GEN___12_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;_LOAD____9_EC_load_PPu;_LOAD____9_EC_load_QPu;GEN____9_SM_generator_UStatorPu;
1.33677;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.0047537;0.00368409;478.672;310.003;39.9948;449.98;0.00641906;0.886795;2.3029;128.854;128.68;-0.948948;62.0713;-0.739145;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.33728;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.00476372;0.00371584;478.672;310.003;39.9948;449.98;0.00640145;0.886792;2.30289;128.854;128.68;-0.948948;62.0713;-0.739143;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.33831;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.00478347;0.00377901;478.672;310.003;39.9947;449.98;0.00636624;0.886786;2.30288;128.854;128.68;-0.948948;62.0713;-0.739139;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.34035;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.00482191;0.00390412;478.672;310.003;39.9947;449.98;0.00629585;0.886775;2.30286;128.854;128.68;-0.948948;62.0713;-0.739132;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.34445;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.00489449;0.00414935;478.672;310.003;39.9945;449.98;0.00615527;0.886754;2.30282;128.854;128.68;-0.94895;62.0713;-0.739116;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.35264;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.0050226;0.00461972;478.672;310.003;39.9943;449.98;0.00587502;0.886715;2.30275;128.854;128.68;-0.948955;62.0714;-0.739087;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.36903;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.00521182;0.00547939;478.672;310.003;39.9939;449.98;0.00531921;0.886649;2.30263;128.854;128.679;-0.948974;62.0715;-0.739033;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.40179;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.00533715;0.00687534;478.672;310.004;39.9934;449.98;0.00423399;0.886564;2.30244;128.854;128.679;-0.949043;62.0716;-0.738947;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.46733;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00475392;0.00846518;478.67;310.004;39.9933;449.983;0.00221411;0.886559;2.30233;128.854;128.679;-0.949287;62.0715;-0.738851;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.54627;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00333279;0.00888818;478.667;310.004;39.9944;449.988;0.000122361;0.886716;2.30247;128.854;128.679;-0.94967;62.0709;-0.738837;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.54627;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00333276;0.00888817;478.667;310.004;39.9944;449.988;0.000122336;0.886716;2.30247;128.854;128.679;-0.94967;62.0709;-0.738837;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.54627;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00333273;0.00888816;478.667;310.004;39.9944;449.988;0.000122311;0.886716;2.30247;128.854;128.679;-0.94967;62.0709;-0.738837;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.54627;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00333267;0.00888813;478.667;310.004;39.9944;449.988;0.000122262;0.886716;2.30247;128.854;128.679;-0.94967;62.0709;-0.738837;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.54628;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00333255;0.00888809;478.667;310.004;39.9944;449.988;0.000122163;0.886716;2.30247;128.854;128.679;-0.94967;62.0709;-0.738837;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.54629;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00333232;0.00888801;478.667;310.004;39.9944;449.988;0.000121965;0.886716;2.30247;128.854;128.679;-0.949671;62.0709;-0.738837;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.5463;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00333185;0.00888785;478.667;310.004;39.9944;449.988;0.000121569;0.886716;2.30247;128.854;128.679;-0.949671;62.0709;-0.738837;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.54633;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00333091;0.00888752;478.667;310.004;39.9944;449.988;0.000120776;0.886717;2.30247;128.854;128.679;-0.949671;62.0709;-0.738837;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.5464;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00332904;0.00888687;478.667;310.004;39.9944;449.988;0.000119192;0.886717;2.30247;128.854;128.679;-0.949671;62.0709;-0.738837;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.54653;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.0033253;0.00888556;478.667;310.004;39.9944;449.988;0.000116025;0.886717;2.30247;128.854;128.679;-0.949672;62.0709;-0.738837;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.54678;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00331781;0.00888292;478.667;310.004;39.9944;449.988;0.000109693;0.886718;2.30247;128.854;128.679;-0.949674;62.0709;-0.738837;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.54729;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.0033028;0.00887759;478.667;310.004;39.9944;449.988;9.7045e-05;0.886721;2.30248;128.854;128.679;-0.949677;62.0709;-0.738838;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.54832;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00327272;0.00886674;478.667;310.004;39.9944;449.988;7.18047e-05;0.886725;2.30248;128.854;128.679;-0.949683;62.0709;-0.738839;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.55037;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00321226;0.00884423;478.667;310.004;39.9945;449.988;2.15513e-05;0.886734;2.30249;128.854;128.679;-0.949696;62.0709;-0.738841;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.55446;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00309026;0.00879608;478.667;310.004;39.9946;449.989;-7.80457e-05;0.886751;2.30251;128.854;128.679;-0.949722;62.0709;-0.738844;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.56265;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00284242;0.00868779;478.666;310.004;39.9948;449.99;-0.000273591;0.886788;2.30256;128.854;128.679;-0.949774;62.0708;-0.738853;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.57904;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00233561;0.00842754;478.665;310.003;39.9953;449.991;-0.00065005;0.886864;2.30266;128.854;128.679;-0.949881;62.0706;-0.738873;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.61181;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;0.00130991;0.00776711;478.664;310.003;39.9963;449.994;-0.00134465;0.887026;2.30289;128.855;128.679;-0.950094;62.0701;-0.738923;1;1;1;1;1;1;1;1.20997;0.25999;0.982336;
1.67734;0.979981;1.00497;1.01501;1.03999;0.98497;0.979986;1.00999;-0.000567857;0.00614528;478.66;310.003;39.9985;450;-0.0025077;0.887339;2.30338;128.855;128.679;-0.950497;62.0692;-0.739054;1;1;1;1;1;1;1;1.20997;0.25999;0.982336;
1.80841;0.979981;1.00497;1.01501;1.03999;0.984971;0.979985;1.00999;-0.00265159;0.00314126;478.655;310.002;40.0021;450.01;-0.00401738;0.887736;2.30423;128.856;128.679;-0.951076;62.0674;-0.739345;1;1;1;1;1;1;1;1.20997;0.25999;0.982337;
2.07056;0.979981;1.00497;1.01501;1.03999;0.984971;0.979985;1.00999;-0.00114604;0.000793448;478.652;310;40.0041;450.014;-0.00445249;0.887644;2.30484;128.857;128.68;-0.951294;62.0656;-0.739748;1;1;1;1;1;1;1;1.20997;0.25999;0.982337;
2.59485;0.979981;1.00497;1.01501;1.03999;0.984971;0.979985;1.00999;0.00292194;0.000511365;478.658;309.999;40.0016;450.004;-0.000716519;0.887251;2.30459;128.857;128.68;-0.95061;62.0666;-0.739946;1;1;1;1;1;1;1;1.20997;0.25999;0.982336;
3.64342;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.00159952;-0.000267639;478.664;310.001;39.9999;449.995;0.00345216;0.887608;2.30438;128.856;128.68;-0.950067;62.0687;-0.739774;1;1;1;1;1;1;1;1.20997;0.25999;0.982336;
5.74057;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.000385255;0.000651841;478.661;310.001;40.0006;450;0.00120181;0.887651;2.30436;128.856;128.68;-0.950351;62.0681;-0.739627;1;1;1;1;1;1;1;1.20997;0.25999;0.982336;
9.93488;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.000564771;0.000846919;478.661;310.001;40.0006;450;0.000826894;0.887609;2.30435;128.856;128.68;-0.950387;62.0679;-0.739635;1;1;1;1;1;1;1;1.20997;0.25999;0.982336;
18.3235;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.000568686;0.000838017;478.661;310.001;40.0006;450;0.000836508;0.88761;2.30435;128.856;128.68;-0.950387;62.0679;-0.739637;1;1;1;1;1;1;1;1.20997;0.25999;0.982336;
20;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.000568622;0.00083787;478.661;310.001;40.0006;450;0.000836657;0.88761;2.30435;128.856;128.68;-0.950387;62.0679;-0.739637;1;1;1;1;1;1;1;1.20997;0.25999;0.982336;
20;0.979624;1.00271;1.01403;1.03964;0.984686;0.973337;1.00988;5.41556;65.8578;482.567;324.793;44.7462;470.663;2.35944;1.81135;24.7267;129.713;131.05;-0.122575;66.3289;-0.357206;1;1;1;1;1;1;1;2.39536;0.511206;1.00103;
20;0.979624;1.00271;1.01403;1.03964;0.984686;0.973337;1.00988;5.41557;65.8576;482.567;324.793;44.7463;470.663;2.35946;1.81138;24.7266;129.713;131.05;-0.122553;66.329;-0.357191;1;1;1;1;1;1;1;2.39536;0.511206;1.00103;
20;0.979624;1.00271;1.01403;1.03964;0.984686;0.973337;1.00988;5.41561;65.8573;482.567;324.793;44.7463;470.663;2.35949;1.81138;24.7266;129.713;131.05;-0.122564;66.3289;-0.35719;1;1;1;1;1;1;1;2.39536;0.511206;1.00103;
20;0.979624;1.00271;1.01403;1.03964;0.984686;0.973337;1.00988;5.41568;65.8568;482.567;324.793;44.7464;470.664;2.35955;1.81147;24.7264;129.713;131.05;-0.122501;66.329;-0.357143;1;1;1;1;1;1;1;2.39536;0.511206;1.00103;
20;0.979624;1.00271;1.01403;1.03964;0.984686;0.973336;1.00988;5.41582;65.8557;482.567;324.793;44.7466;470.664;2.35966;1.8116;24.7261;129.713;131.05;-0.122431;66.329;-0.357079;1;1;1;1;1;1;1;2.39536;0.511205;1.00103;
20;0.979624;1.00271;1.01403;1.03964;0.984686;0.973336;1.00988;5.41611;65.8535;482.567;324.794;44.7469;470.664;2.35989;1.81184;24.7254;129.714;131.05;-0.122292;66.3291;-0.35695;1;1;1;1;1;1;1;2.39536;0.511204;1.00103;
20.0001;0.979624;1.00271;1.01403;1.03964;0.984686;0.973334;1.00988;5.41668;65.849;482.568;324.794;44.7476;470.665;2.36036;1.81234;24.7241;129.714;131.05;-0.122014;66.3292;-0.356693;1;1;1;1;1;1;1;2.39535;0.511203;1.00102;
20.0001;0.979623;1.00271;1.01403;1.03964;0.984686;0.973332;1.00988;5.41782;65.8401;482.568;324.795;44.749;470.666;2.36129;1.81332;24.7215;129.714;131.051;-0.121459;66.3294;-0.356179;1;0.999999;1;1;1;1;1;2.39534;0.511199;1.00102;
20.0003;0.979622;1.0027;1.01402;1.03963;0.984685;0.973326;1.00988;5.42011;65.8223;482.57;324.797;44.7518;470.668;2.36316;1.81528;24.7163;129.715;131.053;-0.120347;66.3299;-0.355152;1;0.999999;1;1;1;0.999999;1;2.39532;0.511192;1.00101;
20.0005;0.97962;1.0027;1.01402;1.03963;0.984684;0.973316;1.00988;5.42469;65.7867;482.573;324.802;44.7575;470.672;2.36689;1.81921;24.7059;129.716;131.056;-0.118127;66.3307;-0.353099;1;0.999998;1;0.999999;1;0.999999;1;2.39528;0.511178;1.00098;
20.001;0.979616;1.00268;1.01401;1.03963;0.984681;0.973295;1.00988;5.4339;65.7156;482.579;324.811;44.7687;470.681;2.37437;1.82704;24.6852;129.718;131.061;-0.113697;66.3324;-0.349002;0.999999;0.999996;1;0.999999;1;0.999998;1;2.39521;0.511151;1.00094;
20.002;0.979607;1.00266;1.014;1.03962;0.984676;0.973253;1.00987;5.45248;65.5735;482.591;324.829;44.7912;470.698;2.38941;1.84261;24.6442;129.723;131.073;-0.104872;66.3358;-0.340843;0.999999;0.999993;0.999999;0.999998;0.999999;0.999997;1;2.39505;0.511096;1.00084;
20.0041;0.979591;1.0026;1.01396;1.03961;0.984666;0.973169;1.00987;5.49028;65.2901;482.616;324.864;44.836;470.731;2.41978;1.87342;24.5635;129.733;131.096;-0.0873696;66.3422;-0.324659;0.999998;0.999985;0.999999;0.999996;0.999998;0.999993;0.999999;2.39474;0.510986;1.00066;
20.0082;0.979557;1.00249;1.0139;1.03959;0.984645;0.973005;1.00985;5.56838;64.726;482.667;324.935;44.9251;470.791;2.48169;1.93372;24.4077;129.752;131.141;-0.0529368;66.3538;-0.292819;0.999996;0.999971;0.999998;0.999993;0.999997;0.999987;0.999999;2.39413;0.51077;1.0003;
20.0164;0.979491;1.00228;1.01378;1.03954;0.984603;0.972684;1.00983;5.73413;63.6051;482.773;325.079;45.1017;470.894;2.61044;2.04936;24.1172;129.788;131.226;0.0137405;66.3728;-0.231157;0.999992;0.999943;0.999996;0.999986;0.999994;0.999974;0.999998;2.39295;0.510349;0.999619;
20.0328;0.979363;1.00187;1.01353;1.03944;0.984519;0.972073;1.00978;6.10053;61.3738;483.005;325.37;45.452;471.036;2.88915;2.26275;23.6148;129.854;131.378;0.139106;66.3974;-0.115237;0.999984;0.999888;0.999992;0.999972;0.999987;0.999948;0.999995;2.3907;0.509548;0.998364;
20.0655;0.979116;1.0011;1.01306;1.03924;0.984351;0.970947;1.00967;6.95082;56.8575;483.555;325.974;46.1597;471.134;3.5385;2.63077;22.881;129.961;131.634;0.363333;66.4155;0.0915755;0.999967;0.999786;0.999984;0.999943;0.999973;0.999896;0.99999;2.38654;0.508074;0.996235;
20.1311;0.978657;0.999705;1.01217;1.03884;0.984014;0.968959;1.00946;8.96609;47.3905;485.017;327.234;47.657;470.843;5.21596;3.20476;22.2216;130.084;132.027;0.740408;66.432;0.43288;0.999925;0.99961;0.999963;0.999883;0.999939;0.999795;0.999974;2.37922;0.505477;0.993098;
20.1966;0.978226;0.998468;1.01131;1.03841;0.983668;0.967224;1.00925;11.208;37.4652;486.927;328.457;49.2646;470.06;7.3732;3.63612;22.3394;130.097;132.345;1.05975;66.5054;0.706623;0.999873;0.999472;0.999937;0.99982;0.999899;0.9997;0.999953;2.37283;0.503218;0.99108;
20.2015;0.978194;0.998381;1.01124;1.03838;0.983642;0.967102;1.00923;11.3737;36.7256;487.084;328.54;49.3867;469.987;7.55019;3.66564;22.3658;130.094;132.369;1.08276;66.5155;0.725517;0.999869;0.999464;0.999934;0.999816;0.999896;0.999693;0.999951;2.37238;0.503059;0.990959;
20.2015;0.978195;0.998381;1.01124;1.03838;0.983642;0.967103;1.00923;11.3739;36.7251;487.084;328.541;49.3868;469.987;7.55023;3.66504;22.3677;130.094;132.368;1.08222;66.514;0.725244;0.999869;0.999464;0.999934;0.999816;0.999896;0.999693;0.999951;2.37239;0.50306;0.990959;
20.2015;0.978195;0.998381;1.01124;1.03838;0.983642;0.967103;1.00923;11.3739;36.7249;487.084;328.541;49.3868;469.987;7.55027;3.66504;22.3677;130.094;132.368;1.08223;66.514;0.725248;0.999869;0.999464;0.999934;0.999816;0.999896;0.999693;0.999951;2.37239;0.50306;0.990959;
20.2015;0.978195;0.998381;1.01124;1.03838;0.983642;0.967103;1.00923;11.374;36.7247;487.084;328.541;49.3868;469.987;7.55034;3.66509;22.3676;130.094;132.368;1.08227;66.5141;0.725272;0.999869;0.999464;0.999934;0.999816;0.999896;0.999693;0.999951;2.37239;0.50306;0.990959;
20.2015;0.978195;0.998381;1.01124;1.03838;0.983642;0.967103;1.00923;11.3741;36.724;487.085;328.541;49.3869;469.987;7.55049;3.66508;22.3677;130.094;132.368;1.08226;66.514;0.725269;0.999869;0.999464;0.999934;0.999816;0.999896;0.999693;0.999951;2.37239;0.50306;0.990959;
20.2015;0.978194;0.998381;1.01124;1.03838;0.983642;0.967103;1.00923;11.3744;36.7228;487.085;328.541;49.3871;469.986;7.55079;3.66512;22.3678;130.094;132.368;1.08229;66.514;0.725299;0.999869;0.999464;0.999934;0.999816;0.999896;0.999693;0.999951;2.37238;0.50306;0.990959;
20.2015;0.978194;0.998381;1.01124;1.03838;0.983642;0.967102;1.00923;11.375;36.7203;487.085;328.541;49.3875;469.986;7.55138;3.66521;22.3679;130.094;132.368;1.08236;66.514;0.725357;0.999869;0.999464;0.999934;0.999816;0.999896;0.999693;0.999951;2.37238;0.503059;0.990959;
20.2016;0.978194;0.99838;1.01124;1.03838;0.983642;0.967101;1.00923;11.3762;36.7153;487.086;328.542;49.3884;469.986;7.55257;3.66538;22.3682;130.094;132.368;1.0825;66.5141;0.725473;0.999869;0.999463;0.999934;0.999816;0.999896;0.999693;0.999951;2.37238;0.503058;0.990958;
20.2016;0.978194;0.998379;1.01124;1.03838;0.983641;0.9671;1.00923;11.3785;36.7054;487.089;328.543;49.39;469.985;7.55494;3.66573;22.3687;130.094;132.368;1.08279;66.5142;0.725706;0.999868;0.999463;0.999934;0.999816;0.999896;0.999693;0.999951;2.37237;0.503056;0.990957;
20.2017;0.978193;0.998377;1.01124;1.03838;0.983641;0.967097;1.00923;11.383;36.6856;487.093;328.545;49.3932;469.983;7.55968;3.66643;22.3698;130.093;132.369;1.08336;66.5144;0.726171;0.999868;0.999463;0.999934;0.999815;0.999896;0.999693;0.999951;2.37236;0.503052;0.990954;
20.202;0.978191;0.998373;1.01124;1.03838;0.983639;0.967091;1.00923;11.3922;36.6459;487.101;328.55;49.3998;469.978;7.56918;3.66782;22.3719;130.093;132.37;1.08449;66.5149;0.727101;0.999868;0.999463;0.999934;0.999815;0.999896;0.999692;0.999951;2.37234;0.503044;0.990948;
20.2025;0.978188;0.998364;1.01123;1.03837;0.983637;0.967078;1.00923;11.4106;36.5665;487.118;328.559;49.4128;469.97;7.58819;3.67061;22.3761;130.093;132.372;1.08676;66.5158;0.72896;0.999868;0.999462;0.999934;0.999815;0.999895;0.999692;0.999951;2.37229;0.503028;0.990938;
20.2035;0.978182;0.998346;1.01122;1.03837;0.983631;0.967053;1.00923;11.4473;36.4076;487.152;328.578;49.4389;469.954;7.62629;3.67618;22.3846;130.092;132.377;1.0913;66.5176;0.732673;0.999867;0.99946;0.999934;0.999814;0.999894;0.99969;0.99995;2.3722;0.502995;0.990916;
20.2056;0.978169;0.99831;1.01119;1.03835;0.98362;0.967003;1.00922;11.5208;36.0897;487.22;328.615;49.4912;469.92;7.7028;3.68729;22.4019;130.09;132.386;1.10037;66.5213;0.74008;0.999865;0.999456;0.999933;0.999812;0.999893;0.999687;0.999949;2.37202;0.502931;0.990873;
20.2097;0.978143;0.998239;1.01114;1.03832;0.983598;0.966904;1.00921;11.6674;35.4534;487.357;328.688;49.5961;469.853;7.8571;3.7094;22.4374;130.087;132.403;1.11851;66.5293;0.75482;0.999861;0.999449;0.999931;0.999808;0.99989;0.999682;0.999948;2.37165;0.502802;0.990788;
20.2179;0.978091;0.998098;1.01103;1.03827;0.983554;0.966707;1.00918;11.9595;34.1797;487.637;328.832;49.8068;469.715;8.17063;3.75325;22.5122;130.078;132.44;1.15476;66.5472;0.78402;0.999854;0.999436;0.999927;0.9998;0.999885;0.99967;0.999944;2.37093;0.502546;0.990626;
20.2343;0.977987;0.997821;1.01082;1.03816;0.983465;0.966319;1.00912;12.5368;31.6353;488.211;329.106;50.2311;469.424;8.81635;3.8399;22.6742;130.057;132.514;1.22736;66.5905;0.841451;0.999838;0.999411;0.999919;0.999783;0.999873;0.999648;0.999937;2.3695;0.502041;0.990325;
20.267;0.977779;0.997287;1.0104;1.03792;0.983284;0.965564;1.00901;13.6473;26.62;489.415;329.593;51.0825;468.779;10.1738;4.01168;23.032;129.997;132.672;1.37413;66.7055;0.953424;0.999805;0.999367;0.999901;0.99975;0.999848;0.999605;0.999921;2.36673;0.501062;0.989802;
20.3326;0.977356;0.996295;1.00955;1.03744;0.982911;0.964152;1.00878;15.5737;17.2869;491.96;330.241;52.7308;467.23;13.0768;4.36576;23.7772;129.813;133.023;1.67966;67.0328;1.17151;0.999733;0.999306;0.999859;0.999684;0.999793;0.999527;0.999883;2.36154;0.499232;0.988976;
20.3981;0.976919;0.995407;1.00872;1.03693;0.982521;0.96288;1.00853;16.985;9.29792;494.585;330.411;54.2314;465.363;16.1257;4.74785;24.4559;129.552;133.414;2.00412;67.4615;1.38697;0.999653;0.999277;0.999809;0.999618;0.999732;0.999459;0.999835;2.35687;0.497587;0.98833;
20.5292;0.97601;0.993949;1.00719;1.03591;0.981719;0.960834;1.00801;17.8389;-1.08624;499.36;329.446;56.3905;461.249;21.8588;5.60303;25.1949;128.861;134.173;2.67944;68.3812;1.81874;0.999492;0.999277;0.999687;0.999496;0.999599;0.999358;0.999713;2.34936;0.494948;0.987057;
20.6471;0.975187;0.992999;1.00604;1.03505;0.981008;0.959589;1.00751;16.4941;-4.13446;502.686;327.539;57.2376;457.733;26.0326;6.41467;25.1169;128.107;134.694;3.26505;69.0918;2.19902;0.999358;0.999317;0.999557;0.999401;0.999472;0.999305;0.999579;2.34479;0.493346;0.985773;
20.7651;0.974418;0.992363;1.00518;1.03431;0.980362;0.958891;1.00702;13.6597;-2.10798;504.611;325.396;57.0041;455.21;28.5833;7.15646;24.4274;127.328;134.904;3.75512;69.4905;2.55596;0.999249;0.99936;0.999416;0.999324;0.999349;0.999279;0.999431;2.34223;0.492449;0.984368;
20.8831;0.973766;0.991984;1.00464;1.03375;0.979833;0.958643;1.00657;10.199;3.24995;504.929;323.743;55.8733;454.216;29.134;7.71367;23.3725;126.632;134.732;4.09123;69.4847;2.8763;0.999173;0.99938;0.999276;0.999261;0.999237;0.999269;0.999281;2.34132;0.49213;0.983029;
21.001;0.973286;0.991787;1.00441;1.03339;0.979454;0.958704;1.00618;7.07854;9.93994;503.697;323.078;54.1863;454.889;27.6625;7.99921;22.2332;126.121;134.2;4.24336;69.0776;3.15138;0.99913;0.999364;0.999146;0.999209;0.999143;0.99926;0.99914;2.34155;0.492208;0.981949;
21.119;0.973014;0.9917;1.00443;1.03322;0.97924;0.958924;1.00587;5.10445;16.2218;501.219;323.537;52.3558;456.947;24.5109;7.97715;21.2426;125.87;133.409;4.2146;68.3494;3.37391;0.999112;0.999312;0.999035;0.99916;0.999068;0.99924;0.999021;2.34235;0.492491;0.981223;
21.237;0.972952;0.991666;1.0046;1.03322;0.979178;0.95918;1.00564;4.72049;20.944;497.978;324.893;50.7658;459.809;20.3101;7.67231;20.5441;125.902;132.512;4.03862;67.4303;3.53567;0.999105;0.99923;0.998947;0.999107;0.99901;0.999201;0.998928;2.34329;0.492821;0.980843;
21.3549;0.973073;0.991647;1.00484;1.03332;0.97924;0.959392;1.0055;5.92204;23.6322;494.558;326.657;49.6908;462.779;15.8508;7.16395;20.1827;126.18;131.671;3.76951;66.4741;3.62678;0.999093;0.99913;0.998884;0.999047;0.998967;0.999139;0.998866;2.34407;0.493092;0.980738;
21.4729;0.973317;0.991627;1.00507;1.03348;0.979383;0.959517;1.00543;8.30659;24.3826;491.532;328.264;49.2531;465.232;11.9208;6.56731;20.125;126.62;131.03;3.47006;65.631;3.64066;0.999066;0.999024;0.998845;0.99898;0.998931;0.999057;0.998831;2.34453;0.493254;0.980822;
21.5909;0.973612;0.991601;1.00523;1.03364;0.97956;0.959552;1.00543;11.2017;23.6623;489.371;329.241;49.4162;466.753;9.16012;6.0097;20.2871;127.108;130.681;3.20027;65.0164;3.57871;0.999016;0.998922;0.998825;0.998909;0.998899;0.998962;0.998818;2.34465;0.493298;0.981004;
21.7088;0.97388;0.991569;1.00529;1.03377;0.979726;0.959508;1.00547;13.8694;22.072;488.363;329.347;50.0221;467.193;7.94455;5.60461;20.5735;127.531;130.656;3.00983;64.695;3.4562;0.998944;0.998831;0.998815;0.998838;0.998865;0.998864;0.998818;2.34449;0.493241;0.981219;
21.8268;0.974062;0.991534;1.00526;1.03385;0.979843;0.959408;1.00555;15.6972;20.1609;488.569;328.621;50.8499;466.653;8.3346;5.42837;20.9021;127.807;130.92;2.9318;64.6732;3.30115;0.998855;0.998755;0.998809;0.998773;0.998827;0.998771;0.998819;2.34413;0.493113;0.981419;
21.9447;0.974119;0.991493;1.00514;1.03385;0.979888;0.959274;1.00564;16.3366;18.3213;489.835;327.337;51.6788;465.402;10.0911;5.50589;21.2184;127.891;131.382;2.97843;64.907;3.14885;0.99876;0.998693;0.998798;0.998718;0.998784;0.99869;0.998814;2.34364;0.492941;0.981579;
22.0627;0.974043;0.991445;1.00496;1.03378;0.97985;0.959125;1.00571;15.7581;16.7646;491.832;325.902;52.3392;463.78;12.749;5.80743;21.4941;127.784;131.922;3.1385;65.3196;3.03303;0.998669;0.998644;0.998777;0.998674;0.998737;0.998625;0.998796;2.34309;0.492749;0.981691;
22.1807;0.973855;0.991386;1.00476;1.03365;0.979737;0.958973;1.00574;14.2186;15.5561;494.14;324.724;52.7407;462.115;15.7292;6.25779;21.719;127.521;132.418;3.37792;65.8203;2.97729;0.998593;0.998605;0.998744;0.99864;0.998687;0.998577;0.998763;2.34254;0.492555;0.981756;
22.2986;0.973594;0.991318;1.00456;1.03349;0.979572;0.95883;1.00574;12.1631;14.6774;496.332;324.097;52.8735;460.667;18.4615;6.75564;21.8902;127.159;132.768;3.64597;66.3202;2.99001;0.998536;0.998575;0.998698;0.998613;0.998638;0.998544;0.998714;2.34201;0.492371;0.98178;
