time;NETWORK__KANA___1_TN_Upu_value;NETWORK__TURN___2_TN_Upu_value;NETWORK__LOGA___3_TN_Upu_value;NETWORK__BEAV___6_TN_Upu_value;NETWORK__CLIN___8_TN_Upu_value;NETWORK__SALT___9_TN_Upu_value;NETWORK__GLEN__12_TN_Upu_value;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____9_SM_generator_PGen;GEN___12_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____9_SM_generator_QGen;GEN___12_SM_generator_QGen;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____9_SM_generator_omegaPu;GEN___12_SM_generator_omegaPu;GEN____1_SM_generator_UStatorPu;GEN____2_SM_generator_UStatorPu;GEN____3_SM_generator_UStatorPu;GEN____6_SM_generator_UStatorPu;GEN____8_SM_generator_UStatorPu;GEN____9_SM_generator_UStatorPu;GEN___12_SM_generator_UStatorPu;NETWORK__BEAV___6-BUS____7-1_AC_P2_value;NETWORK__BUS____7-CLIN___8-1_AC_P1_value;
69;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
70;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
71;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
72;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
73;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
74;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
75;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
76;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
77;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
78;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
79;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
80;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
81;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
82;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
83;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
84;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
85;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
86;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
87;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
88;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
89;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
90;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
91;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
92;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
93;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
94;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
95;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
96;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
97;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
98;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
99;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
100;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
