Time;U_NGEN;E_FD;P_GEN;Q_GEN;w_GEN;VOTHSG;P_LOAD;Q_LOAD;NETOMAC
3,080500;1,008572;2,361031;0,990892;1,161781;1,000238;0,002766;1,018872;0,495976;
3,081500;1,008554;2,359987;0,990955;1,161637;1,000239;0,002741;1,018851;0,495966;
3,082500;1,008536;2,358949;0,991018;1,161489;1,000240;0,002716;1,018831;0,495956;
3,083500;1,008518;2,357919;0,991081;1,161339;1,000240;0,002691;1,018810;0,495946;
3,084500;1,008499;2,356895;0,991144;1,161188;1,000241;0,002666;1,018789;0,495936;
3,085500;1,008481;2,355878;0,991207;1,161038;1,000242;0,002641;1,018768;0,495925;
3,086500;1,008463;2,354868;0,991271;1,160887;1,000242;0,002616;1,018747;0,495915;
3,087500;1,008444;2,353866;0,991333;1,160737;1,000243;0,002591;1,018725;0,495905;
3,088500;1,008426;2,352870;0,991396;1,160583;1,000244;0,002566;1,018704;0,495894;
3,089500;1,008407;2,351881;0,991459;1,160426;1,000244;0,002542;1,018683;0,495884;
3,090500;1,008388;2,350900;0,991521;1,160272;1,000245;0,002517;1,018661;0,495873;
3,091500;1,008369;2,349925;0,991583;1,160115;1,000246;0,002492;1,018639;0,495863;
3,092500;1,008350;2,348958;0,991646;1,159958;1,000246;0,002468;1,018618;0,495852;
3,093500;1,008332;2,347997;0,991708;1,159798;1,000247;0,002443;1,018596;0,495842;
3,094500;1,008312;2,347044;0,991771;1,159641;1,000247;0,002418;1,018574;0,495831;
3,095500;1,008293;2,346097;0,991833;1,159478;1,000248;0,002394;1,018552;0,495820;
3,096500;1,008274;2,345158;0,991895;1,159318;1,000249;0,002369;1,018529;0,495809;
3,097500;1,008255;2,344226;0,991957;1,159158;1,000249;0,002345;1,018507;0,495798;
3,098500;1,008235;2,343301;0,992019;1,158994;1,000250;0,002320;1,018485;0,495788;
3,099500;1,008215;2,342383;0,992081;1,158828;1,000250;0,002296;1,018462;0,495777;
3,100500;1,008196;2,341473;0,992143;1,158665;1,000251;0,002272;1,018440;0,495766;
3,101500;1,008176;2,340569;0,992204;1,158498;1,000251;0,002247;1,018417;0,495755;
3,102500;1,008156;2,339673;0,992266;1,158331;1,000252;0,002223;1,018394;0,495744;
3,103500;1,008136;2,338783;0,992327;1,158165;1,000252;0,002199;1,018371;0,495732;
3,104500;1,008116;2,337901;0,992388;1,157995;1,000253;0,002174;1,018348;0,495721;
3,105500;1,008096;2,337026;0,992449;1,157825;1,000253;0,002150;1,018325;0,495710;
3,106500;1,008076;2,336158;0,992512;1,157656;1,000254;0,002126;1,018302;0,495699;
3,107500;1,008056;2,335298;0,992573;1,157486;1,000254;0,002102;1,018279;0,495688;
3,108500;1,008036;2,334444;0,992634;1,157313;1,000255;0,002078;1,018256;0,495676;
3,109500;1,008015;2,333598;0,992694;1,157140;1,000255;0,002054;1,018232;0,495665;
3,110500;1,007995;2,332758;0,992755;1,156967;1,000256;0,002030;1,018209;0,495653;
3,111500;1,007974;2,331926;0,992816;1,156794;1,000256;0,002006;1,018185;0,495642;
3,112500;1,007954;2,331102;0,992876;1,156618;1,000257;0,001982;1,018162;0,495630;
3,113500;1,007933;2,330284;0,992937;1,156442;1,000257;0,001958;1,018138;0,495619;
3,114500;1,007912;2,329473;0,992997;1,156266;1,000258;0,001935;1,018114;0,495607;
3,115500;1,007891;2,328670;0,993057;1,156086;1,000258;0,001911;1,018090;0,495596;
3,116500;1,007870;2,327874;0,993117;1,155910;1,000258;0,001887;1,018066;0,495584;
3,117500;1,007849;2,327085;0,993177;1,155731;1,000259;0,001864;1,018042;0,495572;
3,118500;1,007828;2,326303;0,993237;1,155552;1,000259;0,001840;1,018018;0,495560;
3,119500;1,007807;2,325529;0,993297;1,155369;1,000260;0,001816;1,017994;0,495549;
3,120500;1,007786;2,324761;0,993356;1,155187;1,000260;0,001793;1,017970;0,495537;
3,121500;1,007765;2,324001;0,993416;1,155007;1,000260;0,001770;1,017945;0,495525;
3,122500;1,007743;2,323248;0,993475;1,154821;1,000261;0,001746;1,017921;0,495513;
3,123500;1,007722;2,322502;0,993534;1,154639;1,000261;0,001723;1,017896;0,495501;
3,124500;1,007701;2,321764;0,993594;1,154453;1,000262;0,001700;1,017872;0,495489;
3,125500;1,007679;2,321032;0,993653;1,154271;1,000262;0,001676;1,017847;0,495477;
3,126500;1,007657;2,320308;0,993712;1,154085;1,000262;0,001653;1,017822;0,495465;
3,127500;1,007636;2,319591;0,993769;1,153896;1,000263;0,001630;1,017797;0,495453;
3,128500;1,007614;2,318881;0,993828;1,153710;1,000263;0,001607;1,017773;0,495441;
3,129500;1,007592;2,318178;0,993887;1,153521;1,000263;0,001584;1,017748;0,495429;
3,130500;1,007570;2,317482;0,993945;1,153332;1,000264;0,001561;1,017723;0,495417;
3,131500;1,007548;2,316794;0,994003;1,153143;1,000264;0,001538;1,017697;0,495404;
3,132500;1,007526;2,316113;0,994062;1,152954;1,000264;0,001515;1,017672;0,495392;
3,133500;1,007504;2,315438;0,994120;1,152762;1,000265;0,001492;1,017647;0,495380;
3,134500;1,007482;2,314771;0,994178;1,152570;1,000265;0,001469;1,017622;0,495368;
3,135500;1,007460;2,314111;0,994235;1,152378;1,000265;0,001447;1,017596;0,495355;
3,136500;1,007438;2,313458;0,994293;1,152186;1,000265;0,001424;1,017571;0,495343;
3,137500;1,007416;2,312813;0,994351;1,151994;1,000266;0,001401;1,017546;0,495330;
3,138500;1,007393;2,312174;0,994407;1,151798;1,000266;0,001379;1,017520;0,495318;
3,139500;1,007371;2,311543;0,994464;1,151603;1,000266;0,001356;1,017494;0,495306;
3,140500;1,007348;2,310918;0,994521;1,151408;1,000267;0,001334;1,017469;0,495293;
3,141500;1,007326;2,310301;0,994578;1,151212;1,000267;0,001311;1,017443;0,495280;
3,142500;1,007303;2,309691;0,994635;1,151017;1,000267;0,001289;1,017417;0,495268;
3,143500;1,007281;2,309088;0,994692;1,150818;1,000267;0,001267;1,017391;0,495255;
3,144500;1,007258;2,308492;0,994747;1,150620;1,000268;0,001245;1,017365;0,495243;
3,145500;1,007235;2,307903;0,994804;1,150421;1,000268;0,001222;1,017339;0,495230;
3,146500;1,007212;2,307321;0,994860;1,150223;1,000268;0,001200;1,017313;0,495217;
3,147500;1,007190;2,306746;0,994916;1,150024;1,000268;0,001178;1,017287;0,495205;
3,148500;1,007167;2,306178;0,994972;1,149822;1,000268;0,001156;1,017261;0,495192;
3,149500;1,007144;2,305617;0,995027;1,149624;1,000268;0,001134;1,017235;0,495179;
3,150500;1,007121;2,305064;0,995083;1,149422;1,000269;0,001112;1,017209;0,495166;
3,151500;1,007098;2,304517;0,995138;1,149220;1,000269;0,001091;1,017182;0,495154;
3,152500;1,007075;2,303977;0,995194;1,149018;1,000269;0,001069;1,017156;0,495141;
3,153500;1,007051;2,303444;0,995248;1,148813;1,000269;0,001047;1,017130;0,495128;
3,154500;1,007028;2,302918;0,995303;1,148612;1,000269;0,001025;1,017103;0,495115;
3,155500;1,007005;2,302400;0,995358;1,148407;1,000269;0,001004;1,017077;0,495102;
3,156500;1,006982;2,301888;0,995413;1,148202;1,000270;0,000982;1,017050;0,495089;
3,157500;1,006958;2,301383;0,995467;1,147997;1,000270;0,000961;1,017024;0,495076;
3,158500;1,006935;2,300885;0,995521;1,147792;1,000270;0,000940;1,016997;0,495063;
3,159500;1,006912;2,300394;0,995576;1,147587;1,000270;0,000918;1,016970;0,495050;
3,160500;1,006888;2,299909;0,995629;1,147382;1,000270;0,000897;1,016944;0,495037;
3,161500;1,006865;2,299432;0,995683;1,147174;1,000270;0,000876;1,016917;0,495024;
3,162500;1,006841;2,298962;0,995737;1,146966;1,000270;0,000855;1,016890;0,495011;
3,163500;1,006818;2,298498;0,995791;1,146757;1,000270;0,000833;1,016863;0,494998;
3,164500;1,006794;2,298041;0,995843;1,146549;1,000270;0,000812;1,016836;0,494985;
3,165500;1,006771;2,297591;0,995897;1,146341;1,000271;0,000791;1,016809;0,494972;
3,166500;1,006747;2,297148;0,995949;1,146133;1,000271;0,000771;1,016782;0,494959;
3,167500;1,006723;2,296712;0,996002;1,145922;1,000271;0,000750;1,016755;0,494946;
3,168500;1,006699;2,296283;0,996055;1,145713;1,000271;0,000729;1,016728;0,494933;
3,169500;1,006676;2,295860;0,996107;1,145502;1,000271;0,000708;1,016701;0,494919;
3,170500;1,006652;2,295444;0,996159;1,145291;1,000271;0,000688;1,016674;0,494906;
3,171500;1,006628;2,295035;0,996212;1,145079;1,000271;0,000667;1,016647;0,494893;
3,172500;1,006604;2,294633;0,996263;1,144868;1,000271;0,000647;1,016620;0,494880;
3,173500;1,006580;2,294237;0,996315;1,144657;1,000271;0,000626;1,016592;0,494866;
3,174500;1,006556;2,293848;0,996366;1,144442;1,000271;0,000606;1,016565;0,494853;
3,175500;1,006532;2,293466;0,996418;1,144231;1,000271;0,000585;1,016538;0,494840;
3,176500;1,006508;2,293090;0,996469;1,144016;1,000271;0,000565;1,016511;0,494827;
3,177500;1,006484;2,292721;0,996520;1,143801;1,000271;0,000545;1,016483;0,494813;
3,178500;1,006460;2,292359;0,996572;1,143587;1,000271;0,000525;1,016456;0,494800;
3,179500;1,006436;2,292003;0,996622;1,143372;1,000271;0,000505;1,016428;0,494787;
3,180500;1,006412;2,291655;0,996673;1,143158;1,000271;0,000485;1,016401;0,494773;
3,181500;1,006388;2,291312;0,996722;1,142943;1,000271;0,000465;1,016373;0,494760;
3,182500;1,006364;2,290976;0,996773;1,142729;1,000271;0,000445;1,016346;0,494746;
3,183500;1,006340;2,290647;0,996823;1,142511;1,000271;0,000425;1,016318;0,494733;
3,184500;1,006315;2,290324;0,996873;1,142296;1,000271;0,000406;1,016291;0,494720;
3,185500;1,006291;2,290008;0,996922;1,142078;1,000271;0,000386;1,016263;0,494706;
3,186500;1,006267;2,289699;0,996972;1,141864;1,000271;0,000366;1,016236;0,494693;
3,187500;1,006243;2,289395;0,997021;1,141646;1,000271;0,000347;1,016208;0,494679;
3,188500;1,006218;2,289099;0,997069;1,141428;1,000271;0,000327;1,016180;0,494666;
3,189500;1,006194;2,288809;0,997119;1,141211;1,000271;0,000308;1,016153;0,494652;
3,190500;1,006169;2,288525;0,997167;1,140993;1,000270;0,000289;1,016125;0,494639;
3,191500;1,006145;2,288247;0,997216;1,140775;1,000270;0,000270;1,016097;0,494625;
3,192500;1,006121;2,287977;0,997264;1,140554;1,000270;0,000250;1,016069;0,494612;
3,193500;1,006096;2,287712;0,997313;1,140336;1,000270;0,000231;1,016042;0,494598;
3,194500;1,006072;2,287454;0,997360;1,140115;1,000270;0,000212;1,016014;0,494585;
3,195500;1,006047;2,287202;0,997408;1,139898;1,000270;0,000193;1,015986;0,494571;
3,196500;1,006023;2,286957;0,997456;1,139677;1,000270;0,000175;1,015958;0,494558;
3,197500;1,005998;2,286717;0,997503;1,139459;1,000270;0,000156;1,015930;0,494544;
3,198500;1,005974;2,286485;0,997551;1,139238;1,000270;0,000137;1,015903;0,494531;
3,199500;1,005949;2,286258;0,997597;1,139017;1,000270;0,000118;1,015875;0,494517;
3,200500;1,005925;2,286038;0,997644;1,138796;1,000269;0,000100;1,015847;0,494504;
3,201500;1,005900;2,285824;0,997691;1,138575;1,000269;0,000081;1,015819;0,494490;
3,202500;1,005876;2,285616;0,997737;1,138354;1,000269;0,000063;1,015791;0,494476;
3,203500;1,005851;2,285414;0,997783;1,138133;1,000269;0,000045;1,015763;0,494463;
3,204500;1,005827;2,285219;0,997829;1,137912;1,000269;0,000026;1,015735;0,494449;
3,205500;1,005802;2,285030;0,997875;1,137691;1,000269;0,000008;1,015707;0,494436;
3,206500;1,005777;2,284847;0,997921;1,137467;1,000268;-0,000010;1,015679;0,494422;
3,207500;1,005753;2,284669;0,997966;1,137246;1,000268;-0,000028;1,015651;0,494408;
3,208500;1,005728;2,284498;0,998012;1,137022;1,000268;-0,000046;1,015623;0,494395;
3,209500;1,005704;2,284334;0,998056;1,136801;1,000268;-0,000064;1,015595;0,494381;
3,210500;1,005679;2,284175;0,998101;1,136576;1,000268;-0,000082;1,015567;0,494368;
3,211500;1,005654;2,284022;0,998146;1,136355;1,000268;-0,000100;1,015539;0,494354;
3,212500;1,005630;2,283876;0,998191;1,136131;1,000267;-0,000117;1,015511;0,494340;
3,213500;1,005605;2,283735;0,998235;1,135907;1,000267;-0,000135;1,015483;0,494327;
3,214500;1,005580;2,283600;0,998279;1,135686;1,000267;-0,000153;1,015456;0,494313;
3,215500;1,005556;2,283472;0,998322;1,135462;1,000267;-0,000170;1,015428;0,494299;
3,216500;1,005531;2,283349;0,998366;1,135238;1,000266;-0,000188;1,015399;0,494286;
3,217500;1,005506;2,283232;0,998409;1,135014;1,000266;-0,000205;1,015371;0,494272;
3,218500;1,005482;2,283121;0,998453;1,134789;1,000266;-0,000222;1,015343;0,494258;
3,219500;1,005457;2,283016;0,998496;1,134565;1,000266;-0,000239;1,015315;0,494245;
3,220500;1,005432;2,282917;0,998539;1,134344;1,000265;-0,000256;1,015287;0,494231;
3,221500;1,005408;2,282823;0,998581;1,134120;1,000265;-0,000273;1,015259;0,494218;
3,222500;1,005383;2,282736;0,998624;1,133893;1,000265;-0,000290;1,015231;0,494204;
3,223500;1,005358;2,282654;0,998666;1,133669;1,000265;-0,000307;1,015203;0,494190;
3,224500;1,005334;2,282578;0,998708;1,133444;1,000264;-0,000324;1,015175;0,494177;
3,225500;1,005309;2,282508;0,998751;1,133220;1,000264;-0,000341;1,015147;0,494163;
3,226500;1,005284;2,282443;0,998792;1,132996;1,000264;-0,000357;1,015119;0,494149;
3,227500;1,005260;2,282384;0,998834;1,132772;1,000264;-0,000374;1,015091;0,494136;
3,228500;1,005235;2,282331;0,998875;1,132548;1,000263;-0,000391;1,015063;0,494122;
3,229500;1,005210;2,282284;0,998916;1,132320;1,000263;-0,000407;1,015036;0,494109;
3,230500;1,005185;2,282242;0,998957;1,132096;1,000263;-0,000423;1,015008;0,494095;
3,231500;1,005161;2,282206;0,998997;1,131872;1,000262;-0,000440;1,014980;0,494081;
3,232500;1,005136;2,282175;0,999038;1,131648;1,000262;-0,000456;1,014952;0,494068;
3,233500;1,005111;2,282150;0,999078;1,131424;1,000262;-0,000472;1,014924;0,494054;
3,234500;1,005087;2,282130;0,999118;1,131196;1,000261;-0,000488;1,014896;0,494041;
3,235500;1,005062;2,282117;0,999158;1,130972;1,000261;-0,000504;1,014868;0,494027;
3,236500;1,005038;2,282108;0,999197;1,130748;1,000261;-0,000520;1,014840;0,494013;
3,237500;1,005013;2,282105;0,999237;1,130520;1,000260;-0,000535;1,014812;0,494000;
3,238500;1,004988;2,282108;0,999276;1,130296;1,000260;-0,000551;1,014784;0,493986;
3,239500;1,004964;2,282116;0,999315;1,130072;1,000260;-0,000567;1,014756;0,493973;
3,240500;1,004939;2,282129;0,999354;1,129845;1,000259;-0,000582;1,014728;0,493959;
3,241500;1,004915;2,282148;0,999392;1,129620;1,000259;-0,000598;1,014701;0,493945;
3,242500;1,004890;2,282172;0,999431;1,129396;1,000259;-0,000613;1,014673;0,493932;
3,243500;1,004865;2,282202;0,999468;1,129169;1,000258;-0,000629;1,014645;0,493918;
3,244500;1,004841;2,282237;0,999506;1,128945;1,000258;-0,000644;1,014617;0,493905;
3,245500;1,004816;2,282277;0,999544;1,128721;1,000258;-0,000659;1,014589;0,493891;
3,246500;1,004792;2,282322;0,999581;1,128496;1,000257;-0,000674;1,014562;0,493878;
3,247500;1,004767;2,282373;0,999619;1,128269;1,000257;-0,000689;1,014534;0,493864;
3,248500;1,004743;2,282429;0,999656;1,128045;1,000257;-0,000704;1,014506;0,493851;
3,249500;1,004718;2,282490;0,999693;1,127821;1,000256;-0,000719;1,014478;0,493837;
3,250500;1,004694;2,282557;0,999729;1,127596;1,000256;-0,000734;1,014451;0,493824;
3,251500;1,004669;2,282628;0,999766;1,127369;1,000255;-0,000748;1,014423;0,493810;
3,252500;1,004645;2,282705;0,999802;1,127145;1,000255;-0,000763;1,014395;0,493797;
3,253500;1,004620;2,282787;0,999838;1,126921;1,000255;-0,000777;1,014368;0,493783;
3,254500;1,004596;2,282874;0,999874;1,126697;1,000254;-0,000792;1,014340;0,493770;
3,255500;1,004572;2,282966;0,999909;1,126472;1,000254;-0,000806;1,014312;0,493757;
3,256500;1,004547;2,283063;0,999945;1,126248;1,000253;-0,000821;1,014285;0,493743;
3,257500;1,004523;2,283165;0,999980;1,126024;1,000253;-0,000835;1,014257;0,493730;
3,258500;1,004499;2,283272;1,000015;1,125800;1,000252;-0,000849;1,014230;0,493716;
3,259500;1,004474;2,283384;1,000049;1,125576;1,000252;-0,000863;1,014202;0,493703;
3,260500;1,004450;2,283501;1,000084;1,125351;1,000252;-0,000877;1,014175;0,493690;
3,261500;1,004426;2,283623;1,000119;1,125127;1,000251;-0,000891;1,014147;0,493676;
3,262500;1,004401;2,283751;1,000153;1,124903;1,000251;-0,000905;1,014120;0,493663;
3,263500;1,004377;2,283882;1,000186;1,124679;1,000250;-0,000918;1,014093;0,493650;
3,264500;1,004353;2,284019;1,000220;1,124455;1,000250;-0,000932;1,014065;0,493636;
3,265500;1,004329;2,284161;1,000254;1,124231;1,000249;-0,000946;1,014038;0,493623;
3,266500;1,004305;2,284307;1,000287;1,124006;1,000249;-0,000959;1,014011;0,493610;
3,267500;1,004281;2,284458;1,000320;1,123785;1,000248;-0,000972;1,013983;0,493596;
3,268500;1,004256;2,284614;1,000353;1,123561;1,000248;-0,000986;1,013956;0,493583;
3,269500;1,004232;2,284775;1,000385;1,123337;1,000247;-0,000999;1,013929;0,493570;
3,270500;1,004208;2,284941;1,000418;1,123116;1,000247;-0,001012;1,013902;0,493557;
3,271500;1,004184;2,285111;1,000451;1,122892;1,000246;-0,001025;1,013874;0,493543;
3,272500;1,004160;2,285286;1,000482;1,122671;1,000246;-0,001038;1,013847;0,493530;
3,273500;1,004136;2,285465;1,000514;1,122447;1,000245;-0,001051;1,013820;0,493517;
3,274500;1,004112;2,285650;1,000545;1,122226;1,000245;-0,001064;1,013793;0,493504;
3,275500;1,004088;2,285838;1,000577;1,122005;1,000244;-0,001077;1,013766;0,493491;
3,276500;1,004065;2,286032;1,000608;1,121781;1,000244;-0,001089;1,013739;0,493477;
3,277500;1,004041;2,286230;1,000639;1,121560;1,000243;-0,001102;1,013712;0,493464;
3,278500;1,004017;2,286433;1,000669;1,121339;1,000243;-0,001114;1,013685;0,493451;
3,279500;1,003993;2,286640;1,000700;1,121118;1,000242;-0,001127;1,013658;0,493438;
3,280500;1,003969;2,286851;1,000731;1,120897;1,000242;-0,001139;1,013631;0,493425;
3,281500;1,003945;2,287067;1,000760;1,120676;1,000241;-0,001151;1,013605;0,493412;
3,282500;1,003922;2,287288;1,000791;1,120455;1,000241;-0,001164;1,013578;0,493399;
3,283500;1,003898;2,287513;1,000820;1,120234;1,000240;-0,001176;1,013551;0,493386;
3,284500;1,003874;2,287742;1,000849;1,120013;1,000240;-0,001188;1,013524;0,493373;
3,285500;1,003851;2,287976;1,000878;1,119795;1,000239;-0,001200;1,013498;0,493360;
3,286500;1,003827;2,288214;1,000907;1,119574;1,000239;-0,001212;1,013471;0,493347;
3,287500;1,003804;2,288456;1,000936;1,119353;1,000238;-0,001223;1,013445;0,493334;
3,288500;1,003780;2,288703;1,000964;1,119135;1,000237;-0,001235;1,013418;0,493321;
3,289500;1,003757;2,288954;1,000993;1,118914;1,000237;-0,001247;1,013391;0,493308;
3,290500;1,003733;2,289209;1,001021;1,118697;1,000236;-0,001258;1,013365;0,493295;
3,291500;1,003710;2,289469;1,001048;1,118479;1,000236;-0,001270;1,013339;0,493283;
3,292500;1,003686;2,289733;1,001077;1,118258;1,000235;-0,001281;1,013312;0,493270;
3,293500;1,003663;2,290001;1,001104;1,118040;1,000235;-0,001292;1,013286;0,493257;
3,294500;1,003640;2,290273;1,001131;1,117822;1,000234;-0,001303;1,013260;0,493244;
3,295500;1,003616;2,290549;1,001158;1,117604;1,000234;-0,001314;1,013233;0,493231;
3,296500;1,003593;2,290830;1,001185;1,117387;1,000233;-0,001325;1,013207;0,493218;
3,297500;1,003570;2,291114;1,001212;1,117172;1,000232;-0,001336;1,013181;0,493206;
3,298500;1,003547;2,291403;1,001238;1,116954;1,000232;-0,001347;1,013155;0,493193;
3,299500;1,003524;2,291695;1,001264;1,116737;1,000231;-0,001358;1,013129;0,493180;
3,300500;1,003501;2,291992;1,001289;1,116522;1,000231;-0,001369;1,013103;0,493168;
3,301500;1,003478;2,292293;1,001316;1,116304;1,000230;-0,001379;1,013077;0,493155;
3,302500;1,003455;2,292597;1,001341;1,116090;1,000229;-0,001390;1,013051;0,493142;
3,303500;1,003432;2,292906;1,001366;1,115875;1,000229;-0,001400;1,013025;0,493130;
3,304500;1,003409;2,293219;1,001392;1,115657;1,000228;-0,001411;1,012999;0,493117;
3,305500;1,003386;2,293535;1,001416;1,115443;1,000228;-0,001421;1,012973;0,493105;
3,306500;1,003363;2,293855;1,001441;1,115228;1,000227;-0,001431;1,012947;0,493092;
3,307500;1,003340;2,294180;1,001465;1,115014;1,000226;-0,001441;1,012922;0,493080;
3,308500;1,003317;2,294508;1,001489;1,114799;1,000226;-0,001451;1,012896;0,493067;
3,309500;1,003295;2,294840;1,001514;1,114588;1,000225;-0,001461;1,012870;0,493055;
3,310500;1,003272;2,295175;1,001537;1,114373;1,000225;-0,001471;1,012845;0,493042;
3,311500;1,003249;2,295515;1,001561;1,114162;1,000224;-0,001481;1,012819;0,493030;
3,312500;1,003227;2,295858;1,001584;1,113947;1,000223;-0,001491;1,012794;0,493017;
3,313500;1,003204;2,296205;1,001607;1,113736;1,000223;-0,001500;1,012769;0,493005;
3,314500;1,003182;2,296556;1,001631;1,113524;1,000222;-0,001510;1,012743;0,492993;
3,315500;1,003159;2,296910;1,001653;1,113313;1,000221;-0,001519;1,012718;0,492980;
3,316500;1,003137;2,297268;1,001676;1,113102;1,000221;-0,001529;1,012693;0,492968;
3,317500;1,003114;2,297629;1,001698;1,112890;1,000220;-0,001538;1,012667;0,492956;
3,318500;1,003092;2,297995;1,001720;1,112679;1,000219;-0,001547;1,012642;0,492944;
3,319500;1,003070;2,298363;1,001741;1,112468;1,000219;-0,001556;1,012617;0,492931;
3,320500;1,003047;2,298736;1,001763;1,112259;1,000218;-0,001565;1,012592;0,492919;
3,321500;1,003025;2,299112;1,001784;1,112048;1,000218;-0,001574;1,012567;0,492907;
3,322500;1,003003;2,299491;1,001805;1,111840;1,000217;-0,001583;1,012542;0,492895;
3,323500;1,002981;2,299874;1,001826;1,111632;1,000216;-0,001592;1,012517;0,492883;
3,324500;1,002959;2,300260;1,001847;1,111420;1,000216;-0,001601;1,012493;0,492871;
3,325500;1,002937;2,300650;1,001868;1,111212;1,000215;-0,001609;1,012468;0,492859;
3,326500;1,002915;2,301043;1,001888;1,111004;1,000214;-0,001618;1,012443;0,492847;
3,327500;1,002893;2,301440;1,001908;1,110799;1,000214;-0,001626;1,012419;0,492835;
3,328500;1,002871;2,301840;1,001928;1,110591;1,000213;-0,001635;1,012394;0,492823;
3,329500;1,002849;2,302243;1,001948;1,110386;1,000212;-0,001643;1,012369;0,492811;
3,330500;1,002828;2,302650;1,001967;1,110178;1,000212;-0,001651;1,012345;0,492799;
3,331500;1,002806;2,303060;1,001987;1,109973;1,000211;-0,001659;1,012320;0,492787;
3,332500;1,002784;2,303473;1,002006;1,109768;1,000210;-0,001667;1,012296;0,492775;
3,333500;1,002763;2,303889;1,002025;1,109563;1,000210;-0,001675;1,012272;0,492763;
3,334500;1,002741;2,304309;1,002043;1,109358;1,000209;-0,001683;1,012248;0,492751;
3,335500;1,002720;2,304732;1,002062;1,109153;1,000208;-0,001691;1,012223;0,492740;
3,336500;1,002698;2,305158;1,002080;1,108948;1,000207;-0,001699;1,012199;0,492728;
3,337500;1,002677;2,305587;1,002098;1,108746;1,000207;-0,001707;1,012175;0,492716;
3,338500;1,002656;2,306020;1,002116;1,108541;1,000206;-0,001714;1,012151;0,492705;
3,339500;1,002634;2,306455;1,002134;1,108339;1,000205;-0,001722;1,012127;0,492693;
3,340500;1,002613;2,306894;1,002152;1,108138;1,000205;-0,001729;1,012103;0,492681;
3,341500;1,002592;2,307335;1,002168;1,107936;1,000204;-0,001736;1,012080;0,492670;
3,342500;1,002571;2,307780;1,002185;1,107734;1,000203;-0,001744;1,012056;0,492658;
3,343500;1,002550;2,308228;1,002202;1,107532;1,000203;-0,001751;1,012032;0,492647;
3,344500;1,002528;2,308679;1,002219;1,107331;1,000202;-0,001758;1,012009;0,492635;
3,345500;1,002507;2,309132;1,002235;1,107132;1,000201;-0,001765;1,011985;0,492624;
3,346500;1,002487;2,309589;1,002252;1,106934;1,000201;-0,001772;1,011962;0,492612;
3,347500;1,002466;2,310049;1,002267;1,106732;1,000200;-0,001779;1,011938;0,492601;
3,348500;1,002445;2,310511;1,002283;1,106533;1,000199;-0,001786;1,011915;0,492589;
3,349500;1,002424;2,310977;1,002298;1,106335;1,000198;-0,001792;1,011891;0,492578;
3,350500;1,002403;2,311445;1,002314;1,106139;1,000198;-0,001799;1,011868;0,492567;
3,351500;1,002383;2,311916;1,002328;1,105941;1,000197;-0,001805;1,011845;0,492555;
3,352500;1,002362;2,312390;1,002344;1,105742;1,000196;-0,001812;1,011822;0,492544;
3,353500;1,002342;2,312866;1,002358;1,105547;1,000196;-0,001818;1,011799;0,492533;
3,354500;1,002321;2,313346;1,002373;1,105351;1,000195;-0,001825;1,011776;0,492522;
3,355500;1,002301;2,313828;1,002387;1,105156;1,000194;-0,001831;1,011753;0,492511;
3,356500;1,002280;2,314313;1,002401;1,104961;1,000193;-0,001837;1,011730;0,492500;
3,357500;1,002260;2,314801;1,002415;1,104765;1,000193;-0,001843;1,011707;0,492488;
3,358500;1,002240;2,315291;1,002428;1,104570;1,000192;-0,001849;1,011685;0,492477;
3,359500;1,002220;2,315784;1,002442;1,104378;1,000191;-0,001855;1,011662;0,492466;
3,360500;1,002200;2,316279;1,002456;1,104183;1,000190;-0,001861;1,011639;0,492455;
3,361500;1,002180;2,316778;1,002468;1,103990;1,000190;-0,001866;1,011617;0,492444;
3,362500;1,002159;2,317278;1,002481;1,103798;1,000189;-0,001872;1,011594;0,492433;
3,363500;1,002139;2,317782;1,002494;1,103606;1,000188;-0,001878;1,011572;0,492423;
3,364500;1,002120;2,318288;1,002506;1,103417;1,000187;-0,001883;1,011550;0,492412;
3,365500;1,002100;2,318796;1,002519;1,103225;1,000187;-0,001889;1,011527;0,492401;
3,366500;1,002080;2,319307;1,002531;1,103033;1,000186;-0,001894;1,011505;0,492390;
3,367500;1,002060;2,319820;1,002543;1,102844;1,000185;-0,001899;1,011483;0,492379;
3,368500;1,002041;2,320336;1,002555;1,102655;1,000184;-0,001904;1,011461;0,492369;
3,369500;1,002021;2,320854;1,002566;1,102466;1,000184;-0,001910;1,011439;0,492358;
3,370500;1,002001;2,321375;1,002577;1,102277;1,000183;-0,001915;1,011417;0,492347;
3,371500;1,001982;2,321898;1,002588;1,102091;1,000182;-0,001920;1,011395;0,492337;
3,372500;1,001963;2,322423;1,002599;1,101902;1,000181;-0,001924;1,011374;0,492326;
3,373500;1,001943;2,322951;1,002609;1,101717;1,000181;-0,001929;1,011352;0,492315;
3,374500;1,001924;2,323481;1,002620;1,101528;1,000180;-0,001934;1,011330;0,492305;
3,375500;1,001905;2,324013;1,002631;1,101342;1,000179;-0,001939;1,011309;0,492294;
3,376500;1,001886;2,324548;1,002641;1,101156;1,000178;-0,001943;1,011287;0,492284;
3,377500;1,001866;2,325084;1,002651;1,100974;1,000178;-0,001948;1,011266;0,492274;
3,378500;1,001847;2,325624;1,002660;1,100788;1,000177;-0,001952;1,011245;0,492263;
