Time;U_NGEN;EFD [pu];POWERFACTORY
0,658260;1,048928;1,080090;
0,659260;1,048929;1,080873;
0,660260;1,048929;1,081640;
0,661260;1,048931;1,082391;
0,662260;1,048932;1,083126;
0,663260;1,048933;1,083845;
0,664260;1,048935;1,084547;
0,665260;1,048937;1,085234;
0,666260;1,048939;1,085906;
0,667260;1,048941;1,086562;
0,668260;1,048943;1,087202;
0,669260;1,048946;1,087826;
0,670260;1,048949;1,088436;
0,671260;1,048952;1,089030;
0,672260;1,048955;1,089609;
0,673260;1,048958;1,090173;
0,674260;1,048962;1,090721;
0,675260;1,048965;1,091255;
0,676260;1,048969;1,091775;
0,677260;1,048973;1,092279;
0,678260;1,048977;1,092769;
0,679260;1,048981;1,093245;
0,680260;1,048985;1,093706;
0,681260;1,048990;1,094154;
0,682260;1,048994;1,094587;
0,683260;1,048999;1,095006;
0,684260;1,049004;1,095411;
0,685260;1,049009;1,095802;
0,686260;1,049014;1,096180;
0,687260;1,049020;1,096544;
0,688260;1,049025;1,096895;
0,689260;1,049031;1,097232;
0,690260;1,049036;1,097557;
0,691260;1,049042;1,097868;
0,692260;1,049048;1,098166;
0,693260;1,049054;1,098452;
0,694260;1,049060;1,098724;
0,695260;1,049066;1,098984;
0,696260;1,049073;1,099232;
0,697260;1,049079;1,099468;
0,698260;1,049086;1,099691;
0,699260;1,049092;1,099902;
0,700260;1,049099;1,100101;
0,701260;1,049106;1,100289;
0,702260;1,049113;1,100464;
0,703260;1,049120;1,100628;
0,704260;1,049127;1,100781;
0,705260;1,049134;1,100922;
0,706260;1,049141;1,101052;
0,707260;1,049148;1,101171;
0,708260;1,049156;1,101279;
0,709260;1,049163;1,101376;
0,710260;1,049171;1,101463;
0,711260;1,049178;1,101539;
0,712260;1,049186;1,101605;
0,713260;1,049193;1,101660;
0,714260;1,049201;1,101705;
0,715260;1,049209;1,101740;
0,716260;1,049217;1,101765;
0,717260;1,049225;1,101781;
0,718260;1,049233;1,101786;
0,719260;1,049241;1,101783;
0,720260;1,049249;1,101769;
0,721260;1,049257;1,101747;
0,722260;1,049265;1,101715;
0,723260;1,049273;1,101675;
0,724260;1,049282;1,101625;
0,725260;1,049290;1,101567;
0,726260;1,049298;1,101500;
0,727260;1,049307;1,101425;
0,728260;1,049315;1,101341;
0,729260;1,049323;1,101249;
0,730260;1,049332;1,101149;
0,731260;1,049340;1,101041;
0,732260;1,049349;1,100925;
0,733260;1,049357;1,100802;
0,734260;1,049366;1,100670;
0,735260;1,049374;1,100532;
0,736260;1,049383;1,100386;
0,737260;1,049392;1,100232;
0,738260;1,049400;1,100072;
0,739260;1,049409;1,099905;
0,740260;1,049417;1,099730;
0,741260;1,049426;1,099550;
0,742260;1,049435;1,099362;
0,743260;1,049443;1,099168;
0,744260;1,049452;1,098968;
0,745260;1,049460;1,098761;
0,746260;1,049469;1,098548;
0,747260;1,049478;1,098330;
0,748260;1,049486;1,098105;
0,749260;1,049495;1,097875;
0,750260;1,049503;1,097639;
0,751260;1,049512;1,097398;
0,752260;1,049521;1,097151;
0,753260;1,049529;1,096899;
0,754260;1,049538;1,096641;
0,755260;1,049546;1,096379;
0,756260;1,049555;1,096112;
0,757260;1,049563;1,095840;
0,758260;1,049572;1,095563;
0,759260;1,049580;1,095282;
0,760260;1,049589;1,094996;
0,761260;1,049597;1,094706;
0,762260;1,049606;1,094411;
0,763260;1,049614;1,094113;
0,764260;1,049622;1,093810;
0,765260;1,049631;1,093504;
0,766260;1,049639;1,093193;
0,767260;1,049647;1,092879;
0,768260;1,049655;1,092562;
0,769260;1,049664;1,092240;
0,770260;1,049672;1,091916;
0,771260;1,049680;1,091588;
0,772260;1,049688;1,091257;
0,773260;1,049696;1,090923;
0,774260;1,049704;1,090586;
0,775260;1,049712;1,090246;
0,776260;1,049720;1,089904;
0,777260;1,049728;1,089558;
0,778260;1,049736;1,089210;
0,779260;1,049744;1,088860;
0,780260;1,049751;1,088507;
0,781260;1,049759;1,088152;
0,782260;1,049767;1,087795;
0,783260;1,049775;1,087435;
0,784260;1,049782;1,087074;
0,785260;1,049790;1,086711;
0,786260;1,049797;1,086346;
0,787260;1,049805;1,085979;
0,788260;1,049812;1,085610;
0,789260;1,049820;1,085240;
0,790260;1,049827;1,084869;
0,791260;1,049834;1,084496;
0,792260;1,049841;1,084122;
0,793260;1,049849;1,083747;
0,794260;1,049856;1,083370;
0,795260;1,049863;1,082993;
0,796260;1,049870;1,082614;
0,797260;1,049877;1,082235;
0,798260;1,049884;1,081855;
0,799260;1,049890;1,081474;
0,800260;1,049897;1,081093;
0,801260;1,049904;1,080710;
0,802260;1,049911;1,080328;
0,803260;1,049917;1,079945;
0,804260;1,049924;1,079562;
0,805260;1,049930;1,079178;
0,806260;1,049937;1,078795;
0,807260;1,049943;1,078411;
0,808260;1,049949;1,078027;
0,809260;1,049956;1,077643;
0,810260;1,049962;1,077259;
0,811260;1,049968;1,076876;
0,812260;1,049974;1,076493;
0,813260;1,049980;1,076110;
0,814260;1,049986;1,075727;
0,815260;1,049992;1,075345;
0,816260;1,049998;1,074963;
0,817260;1,050004;1,074582;
0,818260;1,050009;1,074201;
0,819260;1,050015;1,073821;
0,820260;1,050021;1,073442;
0,821260;1,050026;1,073064;
0,822260;1,050031;1,072686;
0,823260;1,050037;1,072310;
0,824260;1,050042;1,071934;
0,825260;1,050047;1,071559;
0,826260;1,050053;1,071186;
0,827260;1,050058;1,070813;
0,828260;1,050063;1,070442;
0,829260;1,050068;1,070072;
0,830260;1,050073;1,069703;
0,831260;1,050078;1,069336;
0,832260;1,050083;1,068970;
0,833260;1,050087;1,068605;
0,834260;1,050092;1,068242;
0,835260;1,050097;1,067880;
0,836260;1,050101;1,067520;
0,837260;1,050106;1,067162;
0,838260;1,050110;1,066805;
0,839260;1,050115;1,066450;
0,840260;1,050119;1,066097;
0,841260;1,050123;1,065745;
0,842260;1,050127;1,065395;
0,843260;1,050131;1,065047;
0,844260;1,050135;1,064701;
0,845260;1,050139;1,064357;
0,846260;1,050143;1,064015;
0,847260;1,050147;1,063675;
0,848260;1,050151;1,063336;
0,849260;1,050155;1,063000;
0,850260;1,050158;1,062666;
0,851260;1,050162;1,062334;
0,852260;1,050166;1,062005;
0,853260;1,050169;1,061677;
0,854260;1,050173;1,061352;
0,855260;1,050176;1,061029;
0,856260;1,050179;1,060708;
0,857260;1,050182;1,060390;
0,858260;1,050186;1,060074;
0,859260;1,050189;1,059760;
0,860260;1,050192;1,059448;
0,861260;1,050195;1,059139;
0,862260;1,050198;1,058833;
0,863260;1,050201;1,058529;
0,864260;1,050203;1,058227;
0,865260;1,050206;1,057928;
0,866260;1,050209;1,057631;
0,867260;1,050212;1,057337;
0,868260;1,050214;1,057046;
0,869260;1,050217;1,056757;
0,870260;1,050219;1,056471;
0,871260;1,050221;1,056187;
0,872260;1,050224;1,055906;
0,873260;1,050226;1,055627;
0,874260;1,050228;1,055351;
0,875260;1,050231;1,055078;
0,876260;1,050233;1,054808;
0,877260;1,050235;1,054540;
0,878260;1,050237;1,054275;
0,879260;1,050239;1,054013;
0,880260;1,050241;1,053753;
0,881260;1,050242;1,053496;
0,882260;1,050244;1,053242;
0,883260;1,050246;1,052990;
0,884260;1,050248;1,052742;
0,885260;1,050249;1,052496;
0,886260;1,050251;1,052253;
0,887260;1,050252;1,052012;
0,888260;1,050254;1,051775;
0,889260;1,050255;1,051540;
0,890260;1,050257;1,051308;
0,891260;1,050258;1,051079;
0,892260;1,050259;1,050853;
0,893260;1,050261;1,050629;
0,894260;1,050262;1,050409;
0,895260;1,050263;1,050191;
0,896260;1,050264;1,049976;
0,897260;1,050265;1,049764;
0,898260;1,050266;1,049554;
0,899260;1,050267;1,049348;
0,900260;1,050268;1,049144;
0,901260;1,050269;1,048943;
0,902260;1,050269;1,048745;
0,903260;1,050270;1,048549;
0,904260;1,050271;1,048357;
0,905260;1,050272;1,048167;
0,906260;1,050272;1,047980;
0,907260;1,050273;1,047796;
0,908260;1,050273;1,047615;
0,909260;1,050274;1,047436;
0,910260;1,050274;1,047261;
0,911260;1,050275;1,047088;
0,912260;1,050275;1,046917;
0,913260;1,050275;1,046750;
0,914260;1,050276;1,046585;
0,915260;1,050276;1,046423;
0,916260;1,050276;1,046264;
0,917260;1,050276;1,046108;
0,918260;1,050276;1,045954;
0,919260;1,050277;1,045803;
0,920260;1,050277;1,045655;
0,921260;1,050277;1,045509;
0,922260;1,050277;1,045366;
0,923260;1,050277;1,045226;
0,924260;1,050277;1,045088;
0,925260;1,050276;1,044954;
0,926260;1,050276;1,044821;
0,927260;1,050276;1,044692;
0,928260;1,050276;1,044565;
0,929260;1,050276;1,044440;
0,930260;1,050275;1,044318;
0,931260;1,050275;1,044199;
0,932260;1,050275;1,044083;
0,933260;1,050274;1,043968;
0,934260;1,050274;1,043857;
0,935260;1,050273;1,043748;
0,936260;1,050273;1,043641;
0,937260;1,050273;1,043537;
0,938260;1,050272;1,043436;
0,939260;1,050271;1,043337;
0,940260;1,050271;1,043240;
0,941260;1,050270;1,043146;
0,942260;1,050270;1,043054;
0,943260;1,050269;1,042965;
0,944260;1,050268;1,042878;
0,945260;1,050268;1,042793;
0,946260;1,050267;1,042711;
0,947260;1,050266;1,042631;
0,948260;1,050265;1,042553;
0,949260;1,050264;1,042478;
0,950260;1,050264;1,042405;
0,951260;1,050263;1,042334;
0,952260;1,050262;1,042266;
0,953260;1,050261;1,042200;
0,954260;1,050260;1,042136;
0,955260;1,050259;1,042074;
0,956260;1,050258;1,042014;
0,957260;1,050257;1,041957;
0,958260;1,050256;1,041901;
0,959260;1,050255;1,041848;
0,960260;1,050254;1,041797;
0,961260;1,050253;1,041748;
0,962260;1,050252;1,041701;
0,963260;1,050251;1,041656;
0,964260;1,050250;1,041613;
0,965260;1,050249;1,041572;
0,966260;1,050247;1,041533;
0,967260;1,050246;1,041496;
0,968260;1,050245;1,041461;
0,969260;1,050244;1,041428;
0,970260;1,050243;1,041397;
0,971260;1,050241;1,041368;
0,972260;1,050240;1,041340;
0,973260;1,050239;1,041315;
0,974260;1,050238;1,041291;
0,975260;1,050236;1,041269;
0,976260;1,050235;1,041249;
0,977260;1,050234;1,041231;
0,978260;1,050233;1,041214;
0,979260;1,050231;1,041199;
0,980260;1,050230;1,041186;
0,981260;1,050229;1,041174;
0,982260;1,050227;1,041164;
0,983260;1,050226;1,041156;
0,984260;1,050224;1,041150;
0,985260;1,050223;1,041145;
0,986260;1,050222;1,041141;
0,987260;1,050220;1,041139;
0,988260;1,050219;1,041139;
0,989260;1,050217;1,041140;
0,990260;1,050216;1,041143;
0,991260;1,050215;1,041147;
0,992260;1,050213;1,041153;
0,993260;1,050212;1,041160;
0,994260;1,050210;1,041168;
0,995260;1,050209;1,041178;
0,996260;1,050207;1,041189;
0,997260;1,050206;1,041202;
0,998260;1,050204;1,041216;
0,999260;1,050203;1,041231;
1,000260;1,050201;1,041247;
1,001260;1,050200;1,041265;
1,002260;1,050198;1,041284;
1,003260;1,050197;1,041305;
1,004260;1,050195;1,041326;
1,005260;1,050194;1,041349;
1,006260;1,050192;1,041373;
1,007260;1,050191;1,041397;
1,008260;1,050189;1,041424;
1,009260;1,050188;1,041451;
1,010260;1,050186;1,041479;
1,011260;1,050185;1,041509;
1,012260;1,050183;1,041539;
1,013260;1,050182;1,041570;
1,014260;1,050180;1,041603;
1,015260;1,050179;1,041636;
1,016260;1,050177;1,041671;
1,017260;1,050176;1,041706;
1,018260;1,050174;1,041742;
1,019260;1,050173;1,041780;
1,020260;1,050171;1,041818;
1,021260;1,050170;1,041857;
1,022260;1,050168;1,041897;
1,023260;1,050167;1,041937;
1,024260;1,050165;1,041979;
1,025260;1,050164;1,042021;
1,026260;1,050162;1,042064;
1,027260;1,050161;1,042108;
1,028260;1,050159;1,042153;
1,029260;1,050158;1,042198;
1,030260;1,050156;1,042244;
1,031260;1,050155;1,042291;
1,032260;1,050154;1,042338;
1,033260;1,050152;1,042386;
1,034260;1,050151;1,042435;
1,035260;1,050149;1,042485;
1,036260;1,050148;1,042534;
1,037260;1,050146;1,042585;
1,038260;1,050145;1,042636;
1,039260;1,050143;1,042688;
1,040260;1,050142;1,042740;
1,041260;1,050141;1,042793;
1,042260;1,050139;1,042846;
1,043260;1,050138;1,042900;
1,044260;1,050136;1,042954;
1,045260;1,050135;1,043008;
1,046260;1,050133;1,043063;
1,047260;1,050132;1,043119;
1,048260;1,050131;1,043175;
1,049260;1,050129;1,043231;
1,050260;1,050128;1,043288;
1,051260;1,050127;1,043345;
1,052260;1,050125;1,043402;
1,053260;1,050124;1,043460;
1,054260;1,050123;1,043518;
1,055260;1,050121;1,043576;
1,056260;1,050120;1,043635;
1,057260;1,050119;1,043694;
1,058260;1,050117;1,043753;
1,059260;1,050116;1,043812;
1,060260;1,050115;1,043872;
1,061260;1,050113;1,043932;
1,062260;1,050112;1,043992;
1,063260;1,050111;1,044052;
1,064260;1,050110;1,044112;
1,065260;1,050108;1,044173;
1,066260;1,050107;1,044233;
1,067260;1,050106;1,044294;
1,068260;1,050105;1,044355;
1,069260;1,050103;1,044416;
1,070260;1,050102;1,044477;
1,071260;1,050101;1,044539;
1,072260;1,050100;1,044600;
1,073260;1,050099;1,044661;
1,074260;1,050097;1,044723;
1,075260;1,050096;1,044784;
1,076260;1,050095;1,044846;
1,077260;1,050094;1,044907;
1,078260;1,050093;1,044969;
1,079260;1,050092;1,045030;
1,080260;1,050091;1,045092;
1,081260;1,050089;1,045153;
1,082260;1,050088;1,045215;
1,083260;1,050087;1,045276;
1,084260;1,050086;1,045337;
1,085260;1,050085;1,045399;
1,086260;1,050084;1,045460;
1,087260;1,050083;1,045521;
1,088260;1,050082;1,045582;
1,089260;1,050081;1,045643;
1,090260;1,050080;1,045703;
1,091260;1,050079;1,045764;
1,092260;1,050078;1,045824;
1,093260;1,050077;1,045885;
1,094260;1,050076;1,045945;
1,095260;1,050075;1,046005;
1,096260;1,050074;1,046065;
1,097260;1,050073;1,046124;
1,098260;1,050072;1,046184;
1,099260;1,050071;1,046243;
1,100260;1,050070;1,046302;
1,101260;1,050069;1,046361;
1,102260;1,050069;1,046419;
1,103260;1,050068;1,046478;
1,104260;1,050067;1,046536;
1,105260;1,050066;1,046594;
1,106260;1,050065;1,046651;
1,107260;1,050064;1,046709;
1,108260;1,050063;1,046766;
1,109260;1,050063;1,046823;
1,110260;1,050062;1,046879;
1,111260;1,050061;1,046935;
1,112260;1,050060;1,046991;
1,113260;1,050059;1,047047;
1,114260;1,050059;1,047102;
1,115260;1,050058;1,047157;
1,116260;1,050057;1,047212;
1,117260;1,050056;1,047267;
1,118260;1,050056;1,047321;
1,119260;1,050055;1,047375;
1,120260;1,050054;1,047428;
1,121260;1,050054;1,047481;
1,122260;1,050053;1,047534;
1,123260;1,050052;1,047586;
1,124260;1,050052;1,047638;
1,125260;1,050051;1,047690;
1,126260;1,050050;1,047741;
1,127260;1,050050;1,047792;
1,128260;1,050049;1,047843;
1,129260;1,050048;1,047893;
1,130260;1,050048;1,047943;
1,131260;1,050047;1,047992;
1,132260;1,050047;1,048041;
1,133260;1,050046;1,048090;
1,134260;1,050045;1,048138;
1,135260;1,050045;1,048186;
1,136260;1,050044;1,048233;
1,137260;1,050044;1,048280;
1,138260;1,050043;1,048327;
1,139260;1,050043;1,048373;
1,140260;1,050042;1,048419;
1,141260;1,050042;1,048464;
1,142260;1,050041;1,048509;
1,143260;1,050041;1,048554;
1,144260;1,050040;1,048598;
1,145260;1,050040;1,048641;
1,146260;1,050039;1,048685;
1,147260;1,050039;1,048727;
1,148260;1,050038;1,048770;
1,149260;1,050038;1,048812;
1,150260;1,050038;1,048853;
1,151260;1,050037;1,048894;
1,152260;1,050037;1,048935;
1,153260;1,050036;1,048975;
1,154260;1,050036;1,049015;
1,155260;1,050036;1,049054;
1,156260;1,050035;1,049093;
1,157260;1,050035;1,049131;
1,158260;1,050034;1,049169;
1,159260;1,050034;1,049207;
1,160260;1,050034;1,049244;
1,161260;1,050033;1,049280;
1,162260;1,050033;1,049317;
1,163260;1,050033;1,049352;
1,164260;1,050032;1,049388;
1,165260;1,050032;1,049422;
1,166260;1,050032;1,049457;
1,167260;1,050032;1,049491;
1,168260;1,050031;1,049524;
1,169260;1,050031;1,049557;
1,170260;1,050031;1,049590;
1,171260;1,050031;1,049622;
1,172260;1,050030;1,049653;
1,173260;1,050030;1,049685;
1,174260;1,050030;1,049715;
1,175260;1,050030;1,049746;
1,176260;1,050029;1,049775;
1,177260;1,050029;1,049805;
1,178260;1,050029;1,049834;
1,179260;1,050029;1,049862;
1,180260;1,050029;1,049890;
1,181260;1,050028;1,049918;
1,182260;1,050028;1,049945;
1,183260;1,050028;1,049972;
1,184260;1,050028;1,049998;
1,185260;1,050028;1,050024;
1,186260;1,050028;1,050050;
1,187260;1,050027;1,050075;
1,188260;1,050027;1,050099;
1,189260;1,050027;1,050123;
1,190260;1,050027;1,050147;
1,191260;1,050027;1,050170;
1,192260;1,050027;1,050193;
1,193260;1,050027;1,050215;
1,194260;1,050027;1,050237;
1,195260;1,050026;1,050259;
1,196260;1,050026;1,050280;
1,197260;1,050026;1,050301;
1,198260;1,050026;1,050321;
1,199260;1,050026;1,050341;
1,200260;1,050026;1,050360;
1,201260;1,050026;1,050379;
1,202260;1,050026;1,050398;
1,203260;1,050026;1,050416;
1,204260;1,050026;1,050434;
1,205260;1,050026;1,050451;
1,206260;1,050026;1,050468;
1,207260;1,050026;1,050485;
1,208260;1,050026;1,050501;
1,209260;1,050026;1,050517;
1,210260;1,050026;1,050532;
1,211260;1,050025;1,050547;
1,212260;1,050025;1,050562;
1,213260;1,050025;1,050576;
1,214260;1,050025;1,050590;
1,215260;1,050025;1,050604;
1,216260;1,050025;1,050617;
1,217260;1,050025;1,050630;
1,218260;1,050025;1,050642;
1,219260;1,050025;1,050654;
1,220260;1,050025;1,050666;
1,221260;1,050026;1,050677;
1,222260;1,050026;1,050688;
1,223260;1,050026;1,050698;
1,224260;1,050026;1,050709;
1,225260;1,050026;1,050719;
1,226260;1,050026;1,050728;
1,227260;1,050026;1,050737;
1,228260;1,050026;1,050746;
1,229260;1,050026;1,050755;
1,230260;1,050026;1,050763;
1,231260;1,050026;1,050771;
1,232260;1,050026;1,050778;
1,233260;1,050026;1,050785;
1,234260;1,050026;1,050792;
1,235260;1,050026;1,050799;
1,236260;1,050026;1,050805;
1,237260;1,050026;1,050811;
1,238260;1,050026;1,050816;
1,239260;1,050026;1,050822;
1,240260;1,050026;1,050827;
1,241260;1,050027;1,050831;
1,242260;1,050027;1,050836;
1,243260;1,050027;1,050840;
1,244260;1,050027;1,050844;
1,245260;1,050027;1,050847;
1,246260;1,050027;1,050850;
1,247260;1,050027;1,050853;
1,248260;1,050027;1,050856;
1,249260;1,050027;1,050858;
1,250260;1,050027;1,050860;
1,251260;1,050027;1,050862;
1,252260;1,050028;1,050864;
1,253260;1,050028;1,050865;
1,254260;1,050028;1,050866;
1,255260;1,050028;1,050867;
1,256260;1,050028;1,050868;
1,257260;1,050028;1,050868;
1,258260;1,050028;1,050868;
1,259260;1,050028;1,050868;
1,260260;1,050028;1,050867;
1,261260;1,050028;1,050867;
1,262260;1,050029;1,050866;
1,263260;1,050029;1,050865;
1,264260;1,050029;1,050863;
1,265260;1,050029;1,050862;
1,266260;1,050029;1,050860;
1,267260;1,050029;1,050858;
1,268260;1,050029;1,050856;
1,269260;1,050029;1,050853;
1,270260;1,050030;1,050851;
1,271260;1,050030;1,050848;
1,272260;1,050030;1,050845;
1,273260;1,050030;1,050842;
1,274260;1,050030;1,050838;
1,275260;1,050030;1,050835;
1,276260;1,050030;1,050831;
1,277260;1,050030;1,050827;
1,278260;1,050031;1,050823;
1,279260;1,050031;1,050819;
1,280260;1,050031;1,050814;
1,281260;1,050031;1,050809;
1,282260;1,050031;1,050805;
1,283260;1,050031;1,050800;
1,284260;1,050031;1,050794;
1,285260;1,050031;1,050789;
1,286260;1,050031;1,050784;
1,287260;1,050032;1,050778;
1,288260;1,050032;1,050772;
1,289260;1,050032;1,050766;
1,290260;1,050032;1,050760;
1,291260;1,050032;1,050754;
1,292260;1,050032;1,050748;
1,293260;1,050032;1,050741;
1,294260;1,050032;1,050735;
1,295260;1,050033;1,050728;
1,296260;1,050033;1,050721;
1,297260;1,050033;1,050714;
1,298260;1,050033;1,050707;
1,299260;1,050033;1,050700;
1,300260;1,050033;1,050692;
1,301260;1,050033;1,050685;
1,302260;1,050033;1,050677;
1,303260;1,050034;1,050670;
1,304260;1,050034;1,050662;
1,305260;1,050034;1,050654;
1,306260;1,050034;1,050646;
1,307260;1,050034;1,050638;
1,308260;1,050034;1,050630;
1,309260;1,050034;1,050622;
1,310260;1,050034;1,050614;
1,311260;1,050034;1,050605;
1,312260;1,050035;1,050597;
1,313260;1,050035;1,050588;
1,314260;1,050035;1,050580;
1,315260;1,050035;1,050571;
1,316260;1,050035;1,050562;
1,317260;1,050035;1,050553;
1,318260;1,050035;1,050545;
1,319260;1,050035;1,050536;
1,320260;1,050035;1,050527;
1,321260;1,050036;1,050518;
1,322260;1,050036;1,050509;
1,323260;1,050036;1,050499;
1,324260;1,050036;1,050490;
1,325260;1,050036;1,050481;
1,326260;1,050036;1,050472;
1,327260;1,050036;1,050462;
1,328260;1,050036;1,050453;
1,329260;1,050036;1,050443;
1,330260;1,050036;1,050434;
1,331260;1,050037;1,050424;
1,332260;1,050037;1,050415;
1,333260;1,050037;1,050405;
1,334260;1,050037;1,050396;
1,335260;1,050037;1,050386;
1,336260;1,050037;1,050377;
1,337260;1,050037;1,050367;
1,338260;1,050037;1,050357;
1,339260;1,050037;1,050348;
1,340260;1,050037;1,050338;
1,341260;1,050037;1,050328;
1,342260;1,050037;1,050318;
1,343260;1,050037;1,050309;
1,344260;1,050038;1,050299;
1,345260;1,050038;1,050289;
1,346260;1,050038;1,050279;
1,347260;1,050038;1,050270;
1,348260;1,050038;1,050260;
1,349260;1,050038;1,050250;
1,350260;1,050038;1,050240;
1,351260;1,050038;1,050231;
1,352260;1,050038;1,050221;
1,353260;1,050038;1,050211;
1,354260;1,050038;1,050201;
1,355260;1,050038;1,050192;
1,356260;1,050038;1,050182;
1,357260;1,050038;1,050172;
1,358260;1,050038;1,050163;
1,359260;1,050038;1,050153;
1,360260;1,050039;1,050143;
1,361260;1,050039;1,050134;
1,362260;1,050039;1,050124;
1,363260;1,050039;1,050115;
1,364260;1,050039;1,050105;
1,365260;1,050039;1,050096;
1,366260;1,050039;1,050086;
1,367260;1,050039;1,050077;
1,368260;1,050039;1,050067;
1,369260;1,050039;1,050058;
1,370260;1,050039;1,050049;
1,371260;1,050039;1,050039;
1,372260;1,050039;1,050030;
1,373260;1,050039;1,050021;
1,374260;1,050039;1,050012;
1,375260;1,050039;1,050002;
1,376260;1,050039;1,049993;
1,377260;1,050039;1,049984;
1,378260;1,050039;1,049975;
1,379260;1,050039;1,049966;
1,380260;1,050039;1,049957;
1,381260;1,050039;1,049948;
1,382260;1,050039;1,049939;
1,383260;1,050039;1,049931;
1,384260;1,050039;1,049922;
1,385260;1,050039;1,049913;
1,386260;1,050039;1,049904;
1,387260;1,050039;1,049896;
1,388260;1,050039;1,049887;
1,389260;1,050039;1,049879;
1,390260;1,050039;1,049870;
1,391260;1,050039;1,049862;
1,392260;1,050039;1,049854;
1,393260;1,050039;1,049845;
1,394260;1,050039;1,049837;
1,395260;1,050039;1,049829;
1,396260;1,050039;1,049821;
1,397260;1,050039;1,049813;
1,398260;1,050039;1,049805;
1,399260;1,050039;1,049797;
1,400260;1,050039;1,049789;
1,401260;1,050039;1,049781;
1,402260;1,050039;1,049773;
1,403260;1,050039;1,049766;
1,404260;1,050039;1,049758;
1,405260;1,050039;1,049751;
1,406260;1,050039;1,049743;
1,407260;1,050039;1,049736;
1,408260;1,050039;1,049728;
1,409260;1,050039;1,049721;
1,410260;1,050039;1,049714;
1,411260;1,050039;1,049707;
1,412260;1,050039;1,049700;
1,413260;1,050039;1,049693;
1,414260;1,050039;1,049686;
1,415260;1,050039;1,049679;
1,416260;1,050039;1,049672;
1,417260;1,050039;1,049665;
1,418260;1,050039;1,049659;
1,419260;1,050039;1,049652;
1,420260;1,050038;1,049645;
1,421260;1,050038;1,049639;
1,422260;1,050038;1,049633;
1,423260;1,050038;1,049626;
1,424260;1,050038;1,049620;
1,425260;1,050038;1,049614;
1,426260;1,050038;1,049608;
1,427260;1,050038;1,049602;
1,428260;1,050038;1,049596;
1,429260;1,050038;1,049590;
1,430260;1,050038;1,049584;
1,431260;1,050038;1,049578;
1,432260;1,050038;1,049573;
1,433260;1,050038;1,049567;
1,434260;1,050038;1,049561;
1,435260;1,050038;1,049556;
1,436260;1,050038;1,049551;
1,437260;1,050038;1,049545;
1,438260;1,050037;1,049540;
1,439260;1,050037;1,049535;
1,440260;1,050037;1,049530;
1,441260;1,050037;1,049525;
1,442260;1,050037;1,049520;
1,443260;1,050037;1,049515;
1,444260;1,050037;1,049510;
1,445260;1,050037;1,049505;
1,446260;1,050037;1,049501;
1,447260;1,050037;1,049496;
1,448260;1,050037;1,049491;
1,449260;1,050037;1,049487;
1,450260;1,050037;1,049483;
1,451260;1,050036;1,049478;
1,452260;1,050036;1,049474;
1,453260;1,050036;1,049470;
1,454260;1,050036;1,049466;
1,455260;1,050036;1,049462;
1,456260;1,050036;1,049458;
1,457260;1,050036;1,049454;
1,458260;1,050036;1,049450;
1,459260;1,050036;1,049446;
1,460260;1,050036;1,049443;
1,461260;1,050036;1,049439;
1,462260;1,050036;1,049435;
1,463260;1,050035;1,049432;
1,464260;1,050035;1,049429;
1,465260;1,050035;1,049425;
1,466260;1,050035;1,049422;
1,467260;1,050035;1,049419;
1,468260;1,050035;1,049416;
1,469260;1,050035;1,049413;
1,470260;1,050035;1,049410;
1,471260;1,050035;1,049407;
1,472260;1,050035;1,049404;
1,473260;1,050034;1,049401;
1,474260;1,050034;1,049398;
1,475260;1,050034;1,049395;
1,476260;1,050034;1,049393;
1,477260;1,050034;1,049390;
1,478260;1,050034;1,049388;
1,479260;1,050034;1,049385;
1,480260;1,050034;1,049383;
1,481260;1,050034;1,049381;
1,482260;1,050034;1,049378;
1,483260;1,050033;1,049376;
1,484260;1,050033;1,049374;
1,485260;1,050033;1,049372;
1,486260;1,050033;1,049370;
1,487260;1,050033;1,049368;
1,488260;1,050033;1,049366;
1,489260;1,050033;1,049364;
1,490260;1,050033;1,049363;
1,491260;1,050033;1,049361;
1,492260;1,050032;1,049359;
1,493260;1,050032;1,049358;
1,494260;1,050032;1,049356;
1,495260;1,050032;1,049355;
1,496260;1,050032;1,049353;
1,497260;1,050032;1,049352;
1,498260;1,050032;1,049351;
1,499260;1,050032;1,049349;
1,500260;1,050031;1,049348;
1,501260;1,050031;1,049347;
1,502260;1,050031;1,049346;
1,503260;1,050031;1,049345;
1,504260;1,050031;1,049344;
1,505260;1,050031;1,049343;
1,506260;1,050031;1,049342;
1,507260;1,050031;1,049341;
1,508260;1,050031;1,049340;
1,509260;1,050030;1,049340;
1,510260;1,050030;1,049339;
1,511260;1,050030;1,049338;
1,512260;1,050030;1,049338;
1,513260;1,050030;1,049337;
1,514260;1,050030;1,049337;
1,515260;1,050030;1,049336;
1,516260;1,050030;1,049336;
1,517260;1,050029;1,049335;
1,518260;1,050029;1,049335;
1,519260;1,050029;1,049335;
1,520260;1,050029;1,049334;
1,521260;1,050029;1,049334;
1,522260;1,050029;1,049334;
1,523260;1,050029;1,049334;
1,524260;1,050029;1,049334;
1,525260;1,050028;1,049334;
1,526260;1,050028;1,049334;
1,527260;1,050028;1,049334;
1,528260;1,050028;1,049334;
1,529260;1,050028;1,049334;
1,530260;1,050028;1,049334;
