time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____3_SM_generator_running;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;_LOAD___3_EC_load_PPu;_LOAD___3_EC_load_QPu;UVA_underVoltageAutomaton_UMinPu;UVA_underVoltageAutomaton_UMonitoredPu;OVA_overVoltageAutomaton_UMaxPu;OVA_overVoltageAutomaton_UMonitoredPu;
33.122385;1.076573;1.076152;1.050000;1.045084;1.044970;1.087266;1.082387;1.105013;1.076679;1.070964;1.075496;1.072504;1.067878;1.054600;0.997398;0.997398;0.997398;0.997398;0.997398;235.509482;43.374755;4.435833;0.194684;0.325600;-47.077931;18.294223;-16.490719;7.755401;14.193791;1.000000;0.226752;-0.401353;0.998510;-0.341609;0.850000;1.050000;1.050000;1.050000;
33.122385;1.076573;1.076152;1.050000;1.045084;1.044970;1.087266;1.082387;1.105013;1.076679;1.070964;1.075496;1.072504;1.067878;1.054600;0.997398;0.997398;0.997398;0.997398;0.997398;235.509482;43.374755;4.435833;0.194684;0.325600;-47.077931;18.294223;-16.490719;7.755401;14.193791;1.000000;0.226752;-0.401353;0.998510;-0.341609;0.850000;1.050000;1.050000;1.050000;
34.057468;1.076523;1.076180;1.050174;1.045134;1.044996;1.087237;1.082446;1.105112;1.076717;1.070989;1.075494;1.072480;1.067859;1.054612;0.997176;0.997176;0.997176;0.997176;0.997176;235.519570;43.385292;4.449232;0.195314;0.326609;-47.251973;18.347078;-16.347535;7.706241;14.220214;1.000000;0.226760;-0.401379;0.998759;-0.341752;0.850000;1.050174;1.050000;1.050174;
37.832342;1.076047;1.075898;1.050293;1.044934;1.044730;1.086829;1.082293;1.105103;1.076501;1.070742;1.075169;1.072091;1.067484;1.054331;0.996279;0.996279;0.996278;0.996279;0.996279;235.511733;43.376723;4.437068;0.194887;0.325693;-47.684844;18.471188;-15.927685;7.572383;14.310704;1.000000;0.226671;-0.401117;0.998929;-0.341849;0.850000;1.050293;1.050000;1.050293;
38.122384;1.075998;1.075858;1.050275;1.044900;1.044693;1.086785;1.082262;1.105083;1.076467;1.070706;1.075129;1.072048;1.067441;1.054294;0.996210;0.996210;0.996210;0.996210;0.996210;235.508916;43.373673;0.000000;0.194718;0.325391;-47.705662;18.477222;0.000000;7.565183;14.316444;1.000000;0.226659;-0.401080;0.998904;-0.341835;0.850000;1.050275;1.050000;1.050275;
38.122384;1.077165;1.078471;1.066970;1.050519;1.048936;1.089123;1.085729;1.106669;1.079881;1.073899;1.077886;1.074441;1.069886;1.057238;0.996210;0.996210;0.996210;0.996210;0.996210;237.918431;48.308814;0.000000;0.792845;0.897816;-52.168030;10.445106;0.000000;6.176266;13.156295;-1.000000;0.227485;-0.403519;1.022815;-0.355581;0.850000;0.000000;1.050000;0.000000;
38.122385;1.077165;1.078471;1.066970;1.050519;1.048936;1.089123;1.085729;1.106669;1.079881;1.073899;1.077886;1.074441;1.069886;1.057238;0.996210;0.996210;0.996210;0.996210;0.996210;237.918442;48.308810;0.000000;0.792840;0.897818;-52.168039;10.445114;0.000000;6.176271;13.156293;-1.000000;0.227485;-0.403519;1.022815;-0.355581;0.850000;0.000000;1.050000;0.000000;
38.122386;1.077165;1.078471;1.066970;1.050519;1.048936;1.089123;1.085729;1.106669;1.079881;1.073899;1.077886;1.074441;1.069886;1.057238;0.996210;0.996210;0.996210;0.996210;0.996210;237.918453;48.308807;0.000000;0.792835;0.897820;-52.168047;10.445122;0.000000;6.176276;13.156291;-1.000000;0.227485;-0.403519;1.022815;-0.355581;0.850000;0.000000;1.050000;0.000000;
38.122388;1.077165;1.078471;1.066970;1.050519;1.048936;1.089123;1.085729;1.106669;1.079881;1.073899;1.077886;1.074441;1.069886;1.057238;0.996210;0.996210;0.996210;0.996210;0.996210;237.918476;48.308800;0.000000;0.792824;0.897824;-52.168064;10.445138;0.000000;6.176286;13.156286;-1.000000;0.227485;-0.403519;1.022815;-0.355581;0.850000;0.000000;1.050000;0.000000;
38.122392;1.077165;1.078471;1.066970;1.050519;1.048936;1.089123;1.085729;1.106669;1.079881;1.073899;1.077886;1.074441;1.069886;1.057238;0.996210;0.996210;0.996210;0.996210;0.996210;237.918520;48.308785;0.000000;0.792804;0.897833;-52.168099;10.445169;0.000000;6.176305;13.156278;-1.000000;0.227485;-0.403519;1.022815;-0.355581;0.850000;0.000000;1.050000;0.000000;
38.122400;1.077165;1.078471;1.066970;1.050519;1.048936;1.089123;1.085729;1.106669;1.079881;1.073899;1.077886;1.074441;1.069886;1.057238;0.996210;0.996210;0.996210;0.996210;0.996210;237.918610;48.308756;0.000000;0.792763;0.897849;-52.168167;10.445232;0.000000;6.176343;13.156261;-1.000000;0.227485;-0.403519;1.022815;-0.355581;0.850000;0.000000;1.050000;0.000000;
38.122416;1.077166;1.078471;1.066970;1.050519;1.048936;1.089124;1.085729;1.106669;1.079881;1.073899;1.077886;1.074441;1.069887;1.057238;0.996210;0.996210;0.996210;0.996210;0.996210;237.918788;48.308697;0.000000;0.792680;0.897881;-52.168304;10.445358;0.000000;6.176420;13.156227;-1.000000;0.227485;-0.403519;1.022815;-0.355581;0.850000;0.000000;1.050000;0.000000;
38.122448;1.077166;1.078471;1.066970;1.050519;1.048936;1.089124;1.085729;1.106669;1.079881;1.073899;1.077887;1.074442;1.069887;1.057238;0.996210;0.996210;0.996210;0.996210;0.996210;237.919145;48.308581;0.000000;0.792516;0.897947;-52.168578;10.445610;0.000000;6.176573;13.156160;-1.000000;0.227485;-0.403519;1.022816;-0.355581;0.850000;0.000000;1.050000;0.000000;
38.122512;1.077166;1.078472;1.066971;1.050520;1.048937;1.089125;1.085730;1.106669;1.079882;1.073900;1.077887;1.074442;1.069888;1.057239;0.996210;0.996210;0.996210;0.996210;0.996210;237.919858;48.308346;0.000000;0.792188;0.898077;-52.169126;10.446113;0.000000;6.176880;13.156026;-1.000000;0.227485;-0.403520;1.022816;-0.355582;0.850000;0.000000;1.050000;0.000000;
38.122640;1.077167;1.078473;1.066972;1.050521;1.048938;1.089127;1.085731;1.106670;1.079883;1.073901;1.077889;1.074444;1.069889;1.057240;0.996210;0.996210;0.996210;0.996210;0.996210;237.921282;48.307877;0.000000;0.791535;0.898337;-52.170220;10.447118;0.000000;6.177490;13.155758;-1.000000;0.227486;-0.403521;1.022818;-0.355583;0.850000;0.000000;1.050000;0.000000;
38.122896;1.077168;1.078475;1.066974;1.050523;1.048940;1.089130;1.085733;1.106671;1.079886;1.073904;1.077892;1.074447;1.069893;1.057243;0.996210;0.996210;0.996210;0.996209;0.996209;237.924121;48.306933;0.000000;0.790242;0.898853;-52.172397;10.449123;0.000000;6.178701;13.155225;-1.000000;0.227486;-0.403523;1.022821;-0.355585;0.850000;0.000000;1.050000;0.000000;
38.123408;1.077171;1.078480;1.066979;1.050527;1.048944;1.089137;1.085736;1.106673;1.079890;1.073909;1.077898;1.074454;1.069899;1.057248;0.996210;0.996209;0.996210;0.996209;0.996209;237.929768;48.305025;0.000000;0.787701;0.899872;-52.176717;10.453108;0.000000;6.181085;13.154170;-1.000000;0.227488;-0.403527;1.022828;-0.355588;0.850000;0.000000;1.050000;0.000000;
38.124432;1.077177;1.078489;1.066987;1.050535;1.048952;1.089150;1.085744;1.106677;1.079900;1.073919;1.077909;1.074466;1.069911;1.057259;0.996209;0.996209;0.996210;0.996208;0.996208;237.940938;48.301129;0.000000;0.782801;0.901860;-52.185215;10.460987;0.000000;6.185708;13.152101;-1.000000;0.227491;-0.403535;1.022840;-0.355596;0.850000;0.000000;1.050000;0.000000;
38.126480;1.077188;1.078506;1.067004;1.050551;1.048968;1.089174;1.085759;1.106686;1.079918;1.073938;1.077931;1.074490;1.069935;1.057279;0.996208;0.996207;0.996210;0.996206;0.996207;237.962806;48.293044;0.000000;0.773674;0.905644;-52.201669;10.476389;0.000000;6.194403;13.148122;-1.000000;0.227496;-0.403551;1.022865;-0.355610;0.850000;0.000000;1.050000;0.000000;
38.130576;1.077210;1.078538;1.067037;1.050581;1.048998;1.089220;1.085786;1.106701;1.079951;1.073974;1.077972;1.074535;1.069979;1.057317;0.996207;0.996205;0.996210;0.996202;0.996204;238.004859;48.275859;0.000000;0.757762;0.912520;-52.232542;10.505848;0.000000;6.209818;13.140758;-1.000000;0.227506;-0.403581;1.022911;-0.355637;0.850000;0.000000;1.050000;0.000000;
38.138768;1.077250;1.078595;1.067094;1.050635;1.049050;1.089299;1.085835;1.106729;1.080009;1.074035;1.078042;1.074610;1.070053;1.057381;0.996203;0.996200;0.996210;0.996194;0.996199;238.083565;48.238407;0.000000;0.733073;0.923973;-52.287105;10.559952;0.000000;6.234233;13.128092;-1.000000;0.227524;-0.403635;1.022994;-0.355685;0.850000;0.000000;1.050000;0.000000;
38.155152;1.077316;1.078688;1.067186;1.050721;1.049135;1.089415;1.085911;1.106774;1.080098;1.074129;1.078147;1.074723;1.070165;1.057478;0.996196;0.996191;0.996210;0.996180;0.996188;238.226767;48.156202;0.000000;0.700632;0.940225;-52.373620;10.652624;0.000000;6.265715;13.109117;-1.000000;0.227554;-0.403722;1.023126;-0.355761;0.850000;0.000000;1.050000;0.000000;
38.187920;1.077410;1.078813;1.067308;1.050832;1.049244;1.089549;1.086007;1.106834;1.080209;1.074243;1.078271;1.074854;1.070294;1.057595;0.996181;0.996172;0.996210;0.996151;0.996165;238.487371;47.981887;0.000000;0.659488;0.956300;-52.488161;10.796523;0.000000;6.294692;13.087206;-1.000000;0.227593;-0.403839;1.023301;-0.355863;0.850000;0.000000;1.050000;0.000000;
38.220688;1.077469;1.078880;1.067370;1.050886;1.049296;1.089603;1.086055;1.106868;1.080261;1.074295;1.078324;1.074906;1.070347;1.057647;0.996165;0.996154;0.996210;0.996125;0.996142;238.733534;47.806982;0.000000;0.624155;0.957092;-52.551730;10.903532;0.000000;6.302433;13.079111;-1.000000;0.227614;-0.403901;1.023390;-0.355915;0.850000;0.000000;1.050000;0.000000;
38.286224;1.077536;1.078943;1.067420;1.050921;1.049329;1.089638;1.086092;1.106902;1.080303;1.074336;1.078363;1.074940;1.070383;1.057686;0.996132;0.996118;0.996210;0.996078;0.996097;239.217045;47.497225;0.000000;0.524045;0.930930;-52.626184;11.076352;0.000000;6.317941;13.077257;-1.000000;0.227634;-0.403961;1.023463;-0.355956;0.850000;0.000000;1.050000;0.000000;
38.417296;1.077568;1.078962;1.067411;1.050885;1.049293;1.089628;1.086078;1.106914;1.080291;1.074326;1.078354;1.074930;1.070374;1.057676;0.996057;0.996050;0.996210;0.996018;0.996022;239.790609;47.260983;0.000000;0.367692;0.787787;-52.682606;11.270009;0.000000;6.351330;13.093509;-1.000000;0.227640;-0.403979;1.023450;-0.355949;0.850000;0.000000;1.050000;0.000000;
38.548368;1.077596;1.079009;1.067441;1.050895;1.049307;1.089662;1.086095;1.106941;1.080307;1.074344;1.078380;1.074963;1.070405;1.057698;0.995981;0.995982;0.996210;0.995964;0.995957;239.950516;47.277129;0.000000;0.332635;0.672497;-52.737607;11.369321;0.000000;6.367102;13.100473;-1.000000;0.227655;-0.404022;1.023492;-0.355974;0.850000;0.000000;1.050000;0.000000;
38.679440;1.077623;1.079074;1.067500;1.050945;1.049359;1.089719;1.086138;1.106981;1.080348;1.074387;1.078428;1.075018;1.070458;1.057743;0.995906;0.995913;0.996210;0.995904;0.995897;239.836206;47.419490;0.000000;0.367424;0.626484;-52.792225;11.403187;0.000000;6.365384;13.098631;-1.000000;0.227676;-0.404083;1.023577;-0.356023;0.850000;0.000000;1.050000;0.000000;
38.810512;1.077647;1.079142;1.067570;1.051013;1.049424;1.089777;1.086193;1.107023;1.080402;1.074442;1.078484;1.075076;1.070514;1.057797;0.995833;0.995842;0.996210;0.995837;0.995835;239.623221;47.580491;0.000000;0.413411;0.644773;-52.848468;11.412765;0.000000;6.355618;13.091337;-1.000000;0.227697;-0.404147;1.023678;-0.356081;0.850000;0.000000;1.050000;0.000000;
39.072656;1.077671;1.079238;1.067669;1.051110;1.049514;1.089846;1.086273;1.107083;1.080484;1.074521;1.078558;1.075145;1.070584;1.057873;0.995692;0.995699;0.996210;0.995692;0.995696;239.396835;47.718352;0.000000;0.442906;0.724176;-52.965841;11.477880;0.000000;6.340751;13.078803;-1.000000;0.227728;-0.404237;1.023821;-0.356164;0.850000;0.000000;1.050000;0.000000;
39.334800;1.077669;1.079292;1.067720;1.051155;1.049554;1.089873;1.086313;1.107116;1.080524;1.074558;1.078590;1.075172;1.070613;1.057907;0.995551;0.995554;0.996210;0.995548;0.995550;239.376911;47.725144;0.000000;0.441207;0.755595;-53.081669;11.590601;0.000000;6.333039;13.075462;-1.000000;0.227745;-0.404288;1.023894;-0.356207;0.850000;0.000000;1.050000;0.000000;
39.859088;1.077597;1.079314;1.067730;1.051153;1.049543;1.089846;1.086316;1.107136;1.080519;1.074549;1.078573;1.075147;1.070589;1.057894;0.995267;0.995268;0.996210;0.995263;0.995263;239.444328;47.681338;0.000000;0.435455;0.745856;-53.287735;11.826064;0.000000;6.317944;13.086597;-1.000000;0.227752;-0.404308;1.023908;-0.356215;0.850000;0.000000;1.050000;0.000000;
40.383376;1.077479;1.079282;1.067686;1.051102;1.049484;1.089768;1.086276;1.107124;1.080469;1.074495;1.078507;1.075072;1.070516;1.057835;0.994982;0.994982;0.996210;0.994979;0.994979;239.460034;47.658379;0.000000;0.434743;0.739367;-53.468068;12.031102;0.000000;6.298695;13.103696;-1.000000;0.227742;-0.404278;1.023845;-0.356178;0.850000;0.000000;1.050000;0.000000;
41.431952;1.077128;1.079066;1.067452;1.050866;1.049234;1.089479;1.086075;1.106994;1.080245;1.074261;1.078247;1.074791;1.070241;1.057593;0.994414;0.994414;0.996210;0.994412;0.994412;239.424489;47.611545;0.000000;0.433370;0.736376;-53.742754;12.355749;0.000000;6.258267;13.146480;-1.000000;0.227673;-0.404076;1.023508;-0.355983;0.850000;0.000000;1.050000;0.000000;
42.480528;1.076703;1.078746;1.067115;1.050535;1.048891;1.089104;1.085784;1.106778;1.079932;1.073940;1.077900;1.074425;1.069880;1.057264;0.993850;0.993850;0.996210;0.993849;0.993849;239.369944;47.548486;0.000000;0.430419;0.731324;-53.946285;12.615595;0.000000;6.221497;13.191074;-1.000000;0.227572;-0.403776;1.023023;-0.355702;0.850000;0.000000;1.050000;0.000000;
43.122383;1.076414;1.078505;1.066865;1.050292;1.048642;1.088839;1.085566;1.106604;1.079702;1.073705;1.077652;1.074165;1.069623;1.057026;0.993508;0.993507;0.996210;0.993507;0.993507;239.328977;47.502649;0.000000;0.428023;0.727145;-54.035852;12.742556;0.000000;6.202086;13.217014;-1.000000;0.227496;-0.403551;1.022664;-0.355493;0.850000;0.000000;1.050000;0.000000;
43.122383;1.076414;1.078505;1.066865;1.050292;1.048642;1.088839;1.085566;1.106604;1.079702;1.073705;1.077652;1.074165;1.069623;1.057026;0.993508;0.993507;0.996210;0.993507;0.993507;239.328977;47.502649;0.000000;0.428023;0.727145;-54.035852;12.742556;0.000000;6.202086;13.217014;-1.000000;0.227496;-0.403551;1.022664;-0.355493;0.850000;0.000000;1.050000;0.000000;
43.122383;1.076414;1.078505;1.066865;1.050292;1.048642;1.088839;1.085566;1.106604;1.079702;1.073705;1.077652;1.074165;1.069623;1.057026;0.993508;0.993507;0.996210;0.993507;0.993507;239.328977;47.502649;0.000000;0.428023;0.727145;-54.035852;12.742556;0.000000;6.202086;13.217014;-1.000000;0.227496;-0.403551;1.022664;-0.355493;0.850000;0.000000;1.050000;0.000000;
43.529104;1.076231;1.078353;1.066706;1.050138;1.048485;1.088671;1.085427;1.106494;1.079556;1.073557;1.077494;1.074001;1.069461;1.056875;0.993292;0.993291;0.996210;0.993291;0.993290;239.303008;47.473623;0.000000;0.426503;0.724501;-54.092580;12.822979;0.000000;6.189790;13.233448;-1.000000;0.227448;-0.403408;1.022436;-0.355361;0.850000;0.000000;1.050000;0.000000;
45.626256;1.075198;1.077409;1.065735;1.049203;1.047538;1.087690;1.084561;1.105749;1.078662;1.072654;1.076556;1.073038;1.068507;1.055969;0.992199;0.992198;0.996210;0.992198;0.992198;239.141538;47.297947;0.000000;0.416811;0.707710;-54.236624;13.101602;0.000000;6.144910;13.300653;-1.000000;0.227149;-0.402526;1.021040;-0.354553;0.850000;0.000000;1.050000;0.000000;
47.723408;1.074125;1.076383;1.064682;1.048193;1.046522;1.086652;1.083606;1.104889;1.077689;1.071677;1.075552;1.072017;1.067494;1.054994;0.991134;0.991133;0.996210;0.991133;0.991133;238.965656;47.107915;0.000000;0.406175;0.689301;-54.286106;13.294300;0.000000;6.114336;13.350277;-1.000000;0.226825;-0.401568;1.019527;-0.353678;0.850000;0.000000;1.050000;0.000000;
51.917712;1.071977;1.074249;1.062496;1.046097;1.044428;1.084541;1.081579;1.102981;1.075651;1.069642;1.073486;1.069936;1.065424;1.052974;0.989118;0.989117;0.996210;0.989117;0.989117;238.599539;46.712997;0.000000;0.383935;0.650870;-54.215740;13.524388;0.000000;6.084838;13.401371;-1.000000;0.226151;-0.399582;1.016389;-0.351866;0.850000;0.000000;1.050000;0.000000;
56.112016;1.069891;1.072144;1.060339;1.044029;1.042366;1.082475;1.079552;1.101027;1.073626;1.067626;1.071452;1.067897;1.063395;1.050978;0.987215;0.987214;0.996210;0.987215;0.987215;238.237877;46.322973;0.000000;0.361938;0.612881;-54.072305;13.682339;0.000000;6.072159;13.422923;-1.000000;0.225486;-0.397627;1.013296;-0.350083;0.850000;0.000000;1.050000;0.000000;
64.500624;1.066105;1.068282;1.056382;1.040233;1.038590;1.078702;1.075791;1.097333;1.069888;1.063911;1.067720;1.064172;1.059684;1.047310;0.983830;0.983829;0.996210;0.983829;0.983829;237.574203;45.607170;0.000000;0.321548;0.543166;-53.726315;13.899792;0.000000;6.070062;13.420028;-1.000000;0.224269;-0.394056;1.007628;-0.346825;0.850000;0.000000;1.050000;0.000000;
72.889232;1.062717;1.064815;1.052827;1.036821;1.035199;1.075319;1.072395;1.093973;1.066520;1.060566;1.064367;1.060829;1.056354;1.044010;0.980823;0.980823;0.996210;0.980823;0.980823;236.978802;44.964555;0.000000;0.285277;0.480569;-53.390390;14.073974;0.000000;6.075536;13.400995;-1.000000;0.223178;-0.390868;1.002546;-0.343916;0.850000;0.000000;1.050000;0.000000;
82.889232;1.059197;1.061206;1.049127;1.033269;1.031670;1.071800;1.068851;1.090454;1.063009;1.057080;1.060876;1.057352;1.052889;1.040573;0.977709;0.977709;0.996210;0.977709;0.977709;236.359569;44.297141;0.000000;0.247616;0.415584;-53.031025;14.246651;0.000000;6.084439;13.373456;-1.000000;0.222044;-0.387563;0.997265;-0.340901;0.850000;0.000000;1.050000;0.000000;
92.889232;1.056111;1.058041;1.045882;1.030153;1.028575;1.068713;1.065740;1.087360;1.059927;1.054021;1.057813;1.054302;1.049849;1.037556;0.974982;0.974982;0.996210;0.974982;0.974982;235.818360;43.711407;0.000000;0.214529;0.358493;-52.713826;14.395772;0.000000;6.093381;13.346479;-1.000000;0.221053;-0.384687;0.992646;-0.338278;0.850000;0.000000;1.050000;0.000000;
100.000000;1.054153;1.056033;1.043823;1.028176;1.026611;1.066755;1.063765;1.085396;1.057972;1.052080;1.055870;1.052367;1.047921;1.035642;0.973253;0.973253;0.996210;0.973253;0.973253;235.473924;43.341815;0.000000;0.193697;0.322546;-52.511738;14.488975;0.000000;6.099164;13.328920;-1.000000;0.220423;-0.382857;0.989712;-0.336609;0.850000;0.000000;1.050000;0.000000;
