time;B1-G1_generator_omegaPu;B1-G1_generator_PGen;B1-G1_generator_QGen;NETWORK_B1_U_value;B2-G1_generator_omegaPu;B2-G1_generator_PGen;B2-G1_generator_QGen;NETWORK_B2_U_value;B5-G1_generator_omegaPu;B5-G1_generator_PGen;B5-G1_generator_QGen;NETWORK_B5_U_value;
1.000064;1.000024;342.840142;856.859042;96.342544;1.000018;21.596097;25.215600;1.137435;1.000011;176.233665;408.376069;111.596167;
1.000128;1.000024;342.778192;856.692090;96.333598;1.000018;21.584083;25.201898;1.137177;1.000010;176.222572;408.348931;111.592229;
1.000256;1.000023;342.654557;856.358849;96.315739;1.000018;21.560113;25.174560;1.136661;1.000008;176.200427;408.294763;111.584368;
1.000512;1.000022;342.408346;855.695007;96.280151;1.000018;21.512404;25.120141;1.135634;1.000003;176.156296;408.186848;111.568703;
1.000669;1.000021;342.257704;855.288701;96.258363;1.000017;21.483231;25.086861;1.135006;1.000001;176.129274;408.120795;111.559113;
1.000669;1.000021;342.257704;855.288701;96.258363;1.000017;21.483231;25.086861;1.135006;1.000001;176.129274;408.120795;111.559113;
1.000670;1.000021;342.256748;855.286123;96.258225;1.000017;21.483046;25.086650;1.135002;1.000001;176.129102;408.120376;111.559052;
1.000671;1.000021;342.255793;855.283545;96.258087;1.000017;21.482860;25.086438;1.134998;1.000001;176.128931;408.119957;111.558991;
1.000673;1.000021;342.253882;855.278390;96.257810;1.000017;21.482490;25.086016;1.134990;1.000001;176.128588;408.119119;111.558870;
1.000674;1.000021;342.253037;855.276111;96.257688;1.000017;21.482327;25.085830;1.134986;1.000001;176.128436;408.118749;111.558816;
1.000674;1.000021;342.253037;855.276111;96.257688;1.000017;21.482327;25.085830;1.134986;1.000001;176.128436;408.118749;111.558816;
1.000674;1.000021;342.253037;855.276111;96.257688;1.000017;21.482327;25.085830;1.134986;1.000001;176.128436;408.118749;111.558816;
1.000677;1.000021;342.250060;855.268080;96.257257;1.000017;21.481750;25.085172;1.134974;1.000001;176.127902;408.117443;111.558626;
1.000685;1.000021;342.242417;855.247462;96.256151;1.000017;21.480271;25.083484;1.134942;1.000001;176.126531;408.114091;111.558140;
1.000701;1.000021;342.227135;855.206237;96.253940;1.000017;21.477312;25.080108;1.134878;1.000000;176.123788;408.107389;111.557166;
1.000733;1.000021;342.196587;855.123828;96.249520;1.000017;21.471398;25.073362;1.134751;1.000000;176.118306;408.093991;111.555221;
1.000797;1.000020;342.135558;854.959174;96.240688;1.000017;21.459585;25.059884;1.134496;0.999999;176.107352;408.067222;111.551334;
1.000925;1.000020;342.013762;854.630520;96.223057;1.000017;21.436015;25.032992;1.133988;0.999997;176.085483;408.013789;111.543574;
1.001181;1.000019;341.771214;853.975816;96.187924;1.000017;21.389101;24.979460;1.132975;0.999992;176.041901;407.907342;111.528113;
1.001693;1.000016;341.290268;852.676757;96.118173;1.000017;21.296170;24.873399;1.130965;0.999984;175.955364;407.696115;111.497422;
1.002717;1.000011;340.344747;850.119454;95.980707;1.000016;21.113832;24.665207;1.127007;0.999967;175.784766;407.280260;111.436953;
1.004765;1.000002;338.517428;845.163617;95.713716;1.000015;20.762748;24.263997;1.119336;0.999934;175.453263;406.474399;111.319603;
1.008861;0.999983;335.104356;835.853013;95.209984;1.000014;20.111212;23.518117;1.104915;0.999867;174.827447;404.961867;111.098677;
1.017053;0.999949;329.148678;819.391804;94.312455;1.000011;18.984588;22.223481;1.079370;0.999735;173.712819;402.302448;110.707706;
1.025245;0.999917;324.236205;805.510258;93.548535;1.000010;18.060134;21.154885;1.057776;0.999604;172.766388;400.092218;110.379508;
1.028461;0.999905;322.554735;800.668797;93.280556;1.000010;17.742914;20.786486;1.050222;0.999553;172.435810;399.334109;110.266005;
1.028461;0.999905;322.554363;800.667779;93.280500;1.000010;17.742866;20.786430;1.050221;0.999553;172.435764;399.334020;110.265987;
1.028462;0.999905;322.553984;800.666666;93.280438;1.000010;17.742794;20.786347;1.050219;0.999553;172.435672;399.333822;110.265958;
1.028463;0.999905;322.553489;800.665229;93.280359;1.000010;17.742701;20.786238;1.050217;0.999553;172.435574;399.333598;110.265924;
1.028465;0.999905;322.552585;800.662606;93.280213;1.000010;17.742530;20.786039;1.050213;0.999553;172.435395;399.333191;110.265863;
1.028465;0.999905;322.552585;800.662606;93.280213;1.000010;17.742530;20.786039;1.050213;0.999553;172.435395;399.333191;110.265863;
1.028465;0.999905;322.552585;800.662606;93.280213;1.000010;17.742530;20.786039;1.050213;0.999553;172.435395;399.333191;110.265863;
1.028465;0.999905;322.552492;800.662336;93.280198;1.000010;17.742513;20.786019;1.050213;0.999553;172.435377;399.333149;110.265856;
1.028469;0.999905;322.550520;800.656610;93.279881;1.000010;17.742140;20.785586;1.050204;0.999553;172.434984;399.332256;110.265722;
1.028477;0.999905;322.546561;800.645120;93.279244;1.000010;17.741393;20.784716;1.050186;0.999553;172.434197;399.330466;110.265454;
1.028493;0.999905;322.538645;800.622146;93.277970;1.000010;17.739898;20.782977;1.050150;0.999553;172.432625;399.326887;110.264916;
1.028525;0.999904;322.522824;800.576221;93.275424;1.000010;17.736911;20.779501;1.050078;0.999552;172.429482;399.319734;110.263842;
1.028589;0.999904;322.491219;800.484464;93.270337;1.000010;17.730943;20.772556;1.049936;0.999551;172.423203;399.305446;110.261697;
1.028717;0.999904;322.428162;800.301326;93.260183;1.000010;17.719034;20.758697;1.049650;0.999549;172.410670;399.276939;110.257415;
1.028973;0.999903;322.302659;799.936544;93.239954;1.000010;17.695325;20.731101;1.049082;0.999545;172.385708;399.220200;110.248891;
1.029485;0.999901;322.054075;799.212924;93.199812;1.000010;17.648338;20.676391;1.047954;0.999537;172.336194;399.107823;110.231996;
1.030509;0.999897;321.566474;797.789133;93.120775;1.000010;17.556057;20.568862;1.045734;0.999521;172.238791;398.887421;110.198817;
1.032557;0.999890;320.628566;795.032872;92.967570;1.000010;17.378040;20.361127;1.041431;0.999489;172.050345;398.463669;110.134851;
1.036653;0.999876;318.894546;789.866860;92.679704;1.000010;17.046513;19.973051;1.033346;0.999424;171.697845;397.681610;110.016102;
1.044845;0.999849;315.940403;780.785346;92.171359;1.000011;16.469656;19.293187;1.019040;0.999296;171.082565;396.358819;109.812467;
1.053037;0.999823;313.607071;773.206734;91.744847;1.000013;15.993094;18.725250;1.006966;0.999169;170.577286;395.332769;109.650515;
1.069421;0.999773;310.416531;761.578177;91.086146;1.000017;15.263109;17.837358;0.987929;0.998916;169.834799;394.010308;109.428883;
1.084167;0.999731;308.982778;754.508773;90.682788;1.000022;14.810733;17.264534;0.975662;0.998691;169.430528;393.545217;109.330967;
1.098913;0.999690;308.598149;749.862549;90.415867;1.000028;14.495553;16.841401;0.966747;0.998468;169.219980;393.623145;109.308615;
1.100000;0.999687;308.602769;749.594367;90.400385;1.000029;14.476335;16.814525;0.966189;0.998452;169.210477;393.646195;109.309355;
1.100000;0.999687;245.437719;81.295466;127.516613;1.000029;31.778075;-177.891857;117.190453;0.998452;3.884987;99.582439;127.446311;
1.100001;0.999687;245.438547;81.293882;127.516845;1.000029;31.778941;-177.888500;117.190826;0.998452;3.884423;99.581594;127.446421;
1.100002;0.999687;245.439375;81.292297;127.517076;1.000029;31.779807;-177.885146;117.191200;0.998452;3.883859;99.580749;127.446531;
1.100004;0.999687;245.441031;81.289127;127.517538;1.000029;31.781539;-177.878436;117.191947;0.998452;3.882730;99.579059;127.446752;
1.100008;0.999687;245.444343;81.282787;127.518463;1.000029;31.785003;-177.865021;117.193440;0.998452;3.880472;99.575680;127.447192;
1.100016;0.999687;245.450966;81.270108;127.520312;1.000029;31.791931;-177.838190;117.196428;0.998452;3.875958;99.568921;127.448073;
1.100032;0.999687;245.464211;81.244756;127.524010;1.000029;31.805785;-177.784534;117.202402;0.998452;3.866930;99.555407;127.449835;
1.100064;0.999688;245.490693;81.194069;127.531403;1.000029;31.833489;-177.677251;117.214344;0.998452;3.848879;99.528390;127.453358;
1.100128;0.999688;245.543631;81.092771;127.546179;1.000029;31.888880;-177.462796;117.238211;0.998452;3.812796;99.474402;127.460398;
1.100256;0.999688;245.649398;80.890473;127.575688;1.000029;31.999594;-177.034332;117.285868;0.998452;3.740708;99.366606;127.474460;
1.100512;0.999688;245.860500;80.487069;127.634535;1.000029;32.220751;-176.179186;117.380881;0.998452;3.596844;99.151733;127.502505;
1.101024;0.999688;246.280978;79.685008;127.751549;1.000029;32.661976;-174.476026;117.569707;0.998452;3.310350;98.724848;127.558285;
1.102048;0.999689;247.115056;78.099706;127.982884;1.000030;33.540067;-171.098213;117.942618;0.998453;2.742258;97.882405;127.668621;
1.104096;0.999691;248.755911;75.003037;128.434997;1.000030;35.278793;-164.456435;118.669894;0.998454;1.625272;96.241869;127.884481;
1.108192;0.999694;251.930175;69.094959;129.298633;1.000031;38.686311;-151.625661;120.053507;0.998456;-0.534810;93.130870;128.297635;
1.116384;0.999698;257.863921;58.340272;130.875757;1.000030;45.222347;-127.739954;122.560814;0.998464;-4.580559;87.534535;129.054842;
1.124576;0.999700;263.258963;48.927776;132.267705;1.000026;51.365180;-106.263090;124.750418;0.998475;-8.281090;82.711819;129.726356;
1.140960;0.999695;272.606684;33.395952;134.593476;1.000010;62.563899;-69.666932;128.360465;0.998503;-14.815360;74.934551;130.854281;
1.157344;0.999684;280.184993;21.728970;136.394215;0.999985;72.257825;-41.115310;131.101955;0.998541;-20.301058;69.281927;131.733469;
1.161444;0.999680;281.847816;19.275855;136.779635;0.999977;74.468791;-34.992732;131.682613;0.998551;-21.536752;68.119550;131.922113;
1.164635;0.999676;283.074307;17.500741;137.061461;0.999971;76.127595;-30.529836;132.105251;0.998560;-22.459744;67.286265;132.060213;
1.173728;0.999665;286.237202;13.098057;137.777569;0.999951;80.551908;-19.312302;133.169276;0.998585;-24.902651;65.257744;132.411970;
1.190112;0.999642;290.996774;6.777100;138.833169;0.999911;87.586889;-2.911027;134.720045;0.998636;-28.761812;62.446116;132.930557;
1.206496;0.999615;294.683556;2.172884;139.633655;0.999865;93.480650;9.298870;135.878376;0.998692;-31.990005;60.512749;133.323014;
1.222880;0.999586;297.484963;-1.176218;140.236649;0.999814;98.340239;18.320225;136.740059;0.998752;-34.676446;59.199612;133.616747;
1.239264;0.999554;299.557518;-3.616252;140.687241;0.999759;102.254734;24.941998;137.377873;0.998815;-36.890564;58.312829;133.833714;
1.255648;0.999520;301.030246;-5.404358;141.020632;0.999701;105.298148;29.774175;137.847130;0.998881;-38.686487;57.707835;133.991468;
1.272032;0.999486;302.007790;-6.728942;141.264173;0.999642;107.533519;33.280140;138.189717;0.998949;-40.106561;57.278250;134.103968;
1.272622;0.999485;302.036220;-6.771792;141.271871;0.999639;107.600820;33.391578;138.200583;0.998951;-40.151718;57.263947;134.107493;
1.272622;0.999485;302.036220;-6.771792;141.271871;0.999639;107.600820;33.391578;138.200583;0.998951;-40.151718;57.263947;134.107493;
1.272622;0.999485;302.036220;-6.771792;141.271871;0.999639;107.600820;33.391578;138.200583;0.998951;-40.151718;57.263947;134.107493;
1.272628;0.999485;302.036504;-6.772222;141.271948;0.999639;107.601493;33.392696;138.200692;0.998951;-40.152171;57.263804;134.107528;
1.272628;0.999485;302.029514;-6.767352;141.271462;0.999639;107.614666;33.381099;138.199957;0.998951;-40.155172;57.267917;134.107303;
1.272629;0.999485;302.029557;-6.767417;141.271474;0.999639;107.614775;33.381269;138.199974;0.998951;-40.155246;57.267897;134.107309;
1.272630;0.999485;302.029601;-6.767483;141.271486;0.999639;107.614885;33.381440;138.199991;0.998951;-40.155320;57.267876;134.107314;
1.272632;0.999485;302.029689;-6.767615;141.271510;0.999639;107.615104;33.381781;138.200024;0.998951;-40.155468;57.267835;134.107325;
1.272636;0.999485;302.029863;-6.767879;141.271557;0.999639;107.615541;33.382465;138.200092;0.998951;-40.155765;57.267752;134.107346;
1.272644;0.999485;302.030213;-6.768406;141.271653;0.999639;107.616417;33.383833;138.200226;0.998952;-40.156359;57.267586;134.107390;
1.272660;0.999485;302.030912;-6.769460;141.271845;0.999639;107.618167;33.386567;138.200496;0.998952;-40.157547;57.267255;134.107476;
1.272692;0.999484;302.032309;-6.771568;141.272227;0.999639;107.621665;33.392033;138.201034;0.998952;-40.159920;57.266593;134.107649;
1.272756;0.999484;302.035099;-6.775780;141.272992;0.999639;107.628652;33.402954;138.202109;0.998952;-40.164664;57.265269;134.107995;
1.272884;0.999484;302.040661;-6.784190;141.274519;0.999638;107.642593;33.424757;138.204256;0.998953;-40.174136;57.262625;134.108685;
1.273140;0.999484;302.051712;-6.800960;141.277560;0.999637;107.670339;33.468202;138.208534;0.998954;-40.193019;57.257351;134.110059;
1.273652;0.999482;302.073529;-6.834291;141.283596;0.999636;107.725292;33.554455;138.217027;0.998956;-40.230543;57.246858;134.112784;
1.274676;0.999480;302.116027;-6.900139;141.295487;0.999632;107.833044;33.724444;138.233762;0.998960;-40.304620;57.226082;134.118143;
1.276724;0.999476;302.196548;-7.028665;141.318553;0.999624;108.039978;34.054605;138.266261;0.998969;-40.448923;57.185316;134.128506;
1.280820;0.999467;302.340218;-7.273754;141.361955;0.999609;108.419924;34.677589;138.327544;0.998986;-40.722318;57.106523;134.147877;
1.289012;0.999450;302.562020;-7.721224;141.438768;0.999578;109.046911;35.788229;138.436587;0.999021;-41.209747;56.956935;134.181714;
1.305396;0.999415;302.770910;-8.478878;141.558770;0.999516;109.790582;37.561908;138.609526;0.999091;-41.957497;56.670586;134.233248;
1.338164;0.999346;302.418990;-9.627684;141.701791;0.999394;109.402002;39.855693;138.826879;0.999232;-42.611248;56.047032;134.292666;
1.370932;0.999279;301.211150;-10.444196;141.751288;0.999277;106.725833;40.978947;138.921813;0.999370;-42.214669;55.272092;134.313957;
1.403700;0.999217;299.333723;-11.074342;141.744436;0.999168;102.077387;41.444189;138.944463;0.999504;-40.861630;54.277541;134.317853;
1.436468;0.999159;296.923914;-11.595040;141.705928;0.999071;95.789628;41.581510;138.927436;0.999630;-38.640278;53.040977;134.317703;
1.469236;0.999107;294.077374;-12.036091;141.650607;0.998988;88.207478;41.584943;138.889977;0.999747;-35.637696;51.573277;134.320798;
1.485855;0.999083;292.492479;-12.231366;141.619273;0.998952;84.000203;41.574929;138.867208;0.999802;-33.851262;50.751697;134.324770;
1.485855;0.999083;292.492479;-12.231366;141.619273;0.998952;84.000203;41.574929;138.867208;0.999802;-33.851262;50.751697;134.324770;
1.485855;0.999083;292.492479;-12.231366;141.619273;0.998952;84.000203;41.574929;138.867208;0.999802;-33.851262;50.751697;134.324770;
1.485880;0.999083;292.490028;-12.231645;141.619225;0.998952;83.993700;41.574910;138.867172;0.999802;-33.848444;50.750425;134.324777;
1.485880;0.999083;292.493770;-12.233368;141.620172;0.998952;83.992808;41.583112;138.868226;0.999802;-33.849259;50.746130;134.325028;
1.485880;0.999083;292.493770;-12.233368;141.620172;0.998952;83.992808;41.583112;138.868226;0.999802;-33.849259;50.746130;134.325028;
1.485880;0.999083;292.493770;-12.233368;141.620172;0.998952;83.992808;41.583112;138.868226;0.999802;-33.849259;50.746130;134.325028;
1.485881;0.999083;292.493665;-12.233383;141.620170;0.998952;83.992553;41.583086;138.868224;0.999802;-33.849148;50.746082;134.325029;
1.485882;0.999083;292.493566;-12.233394;141.620168;0.998952;83.992289;41.583085;138.868222;0.999802;-33.849034;50.746030;134.325029;
1.485884;0.999083;292.493368;-12.233416;141.620164;0.998952;83.991760;41.583083;138.868219;0.999802;-33.848806;50.745928;134.325030;
1.485888;0.999083;292.492972;-12.233460;141.620156;0.998952;83.990703;41.583076;138.868213;0.999802;-33.848351;50.745723;134.325031;
1.485896;0.999083;292.492181;-12.233548;141.620139;0.998952;83.988588;41.583063;138.868201;0.999802;-33.847439;50.745313;134.325033;
1.485912;0.999083;292.490599;-12.233725;141.620107;0.998952;83.984358;41.583039;138.868176;0.999802;-33.845616;50.744492;134.325037;
1.485944;0.999083;292.487433;-12.234079;141.620042;0.998952;83.975898;41.582989;138.868127;0.999802;-33.841970;50.742852;134.325045;
1.486008;0.999082;292.481102;-12.234786;141.619912;0.998952;83.958976;41.582891;138.868028;0.999802;-33.834675;50.739570;134.325062;
1.486136;0.999082;292.468436;-12.236199;141.619653;0.998952;83.925123;41.582695;138.867830;0.999803;-33.820078;50.733003;134.325095;
1.486392;0.999082;292.443088;-12.239023;141.619134;0.998951;83.857382;41.582304;138.867433;0.999804;-33.790854;50.719862;134.325161;
1.486904;0.999081;292.392332;-12.244657;141.618095;0.998950;83.721761;41.581532;138.866641;0.999805;-33.732288;50.693545;134.325296;
1.487928;0.999080;292.290582;-12.255876;141.616016;0.998948;83.449964;41.580021;138.865054;0.999809;-33.614685;50.640775;134.325572;
1.489976;0.999077;292.086132;-12.278106;141.611850;0.998944;82.904204;41.577137;138.861873;0.999815;-33.377607;50.534695;134.326150;
1.494072;0.999071;291.673470;-12.321724;141.603489;0.998936;81.804371;41.571932;138.855486;0.999828;-32.896062;50.320422;134.327409;
1.502264;0.999060;290.833394;-12.405444;141.586664;0.998921;79.574290;41.563880;138.842628;0.999853;-31.904232;49.883832;134.330324;
1.518648;0.999040;289.096552;-12.557760;141.552673;0.998894;75.014956;41.557833;138.816658;0.999901;-29.812393;48.981697;134.337632;
1.525538;0.999032;288.345366;-12.615185;141.538283;0.998884;73.075439;41.559569;138.805693;0.999920;-28.895524;48.593074;134.341164;
1.527521;0.999030;288.126822;-12.630984;141.534129;0.998881;72.514628;41.560533;138.802530;0.999925;-28.627467;48.480208;134.342233;
1.529640;0.999027;287.892199;-12.647498;141.529685;0.998878;71.914243;41.561791;138.799148;0.999931;-28.339044;48.359140;134.343401;
1.529640;0.999027;287.892199;-12.647498;141.529685;0.998878;71.914243;41.561791;138.799148;0.999931;-28.339044;48.359140;134.343401;
1.529640;0.999027;287.892199;-12.647498;141.529685;0.998878;71.914243;41.561791;138.799148;0.999931;-28.339044;48.359140;134.343401;
1.529671;0.999027;287.888780;-12.647736;141.529621;0.998878;71.905507;41.561811;138.799099;0.999931;-28.334837;48.357377;134.343419;
1.529671;0.999027;287.888780;-12.647736;141.529621;0.998878;71.905507;41.561811;138.799099;0.999931;-28.334837;48.357377;134.343419;
1.529672;0.999027;287.888628;-12.647782;141.529613;0.998878;71.905153;41.561452;138.799092;0.999931;-28.334605;48.357569;134.343460;
1.529673;0.999027;287.888517;-12.647790;141.529611;0.998878;71.904867;41.561453;138.799090;0.999931;-28.334468;48.357511;134.343461;
1.529675;0.999027;287.888297;-12.647803;141.529607;0.998878;71.904298;41.561476;138.799088;0.999931;-28.334198;48.357381;134.343459;
1.529679;0.999027;287.887849;-12.647836;141.529599;0.998878;71.903149;41.561457;138.799081;0.999931;-28.333642;48.357166;134.343464;
1.529687;0.999027;287.886959;-12.647899;141.529582;0.998878;71.900858;41.561462;138.799068;0.999931;-28.332542;48.356705;134.343469;
1.529703;0.999027;287.885179;-12.648023;141.529548;0.998878;71.896276;41.561473;138.799042;0.999931;-28.330341;48.355784;134.343478;
1.529735;0.999027;287.881618;-12.648271;141.529481;0.998878;71.887113;41.561494;138.798991;0.999931;-28.325938;48.353941;134.343496;
1.529799;0.999027;287.874495;-12.648768;141.529346;0.998878;71.868785;41.561536;138.798888;0.999931;-28.317132;48.350255;134.343533;
1.529927;0.999027;287.860246;-12.649761;141.529076;0.998878;71.832125;41.561621;138.798682;0.999932;-28.299513;48.342882;134.343607;
1.530183;0.999027;287.831735;-12.651743;141.528537;0.998877;71.758793;41.561794;138.798270;0.999932;-28.264253;48.328131;134.343755;
1.530695;0.999026;287.774663;-12.655690;141.527459;0.998877;71.612072;41.562152;138.797447;0.999934;-28.193639;48.298606;134.344052;
1.531719;0.999025;287.660315;-12.663516;141.525300;0.998875;71.318414;41.562911;138.795799;0.999936;-28.052042;48.239469;134.344650;
1.533767;0.999023;287.430807;-12.678898;141.520980;0.998873;70.730273;41.564606;138.792502;0.999942;-27.767384;48.120853;134.345866;
1.537863;0.999019;286.968577;-12.708570;141.512326;0.998868;69.551025;41.568705;138.785902;0.999952;-27.192330;47.882300;134.348369;
1.546055;0.999010;286.031509;-12.763455;141.494964;0.998859;67.183317;41.579745;138.772682;0.999972;-26.020221;47.400322;134.353644;
1.551806;0.999004;285.364083;-12.798320;141.482740;0.998853;65.518057;41.589785;138.763396;0.999986;-25.181503;47.058684;134.357523;
1.551806;0.999004;285.364083;-12.798320;141.482740;0.998853;65.518057;41.589785;138.763396;0.999986;-25.181503;47.058684;134.357523;
1.551807;0.999004;285.363957;-12.798333;141.482736;0.998853;65.517758;41.589713;138.763392;0.999986;-25.181340;47.058666;134.357529;
1.551808;0.999004;285.363840;-12.798339;141.482734;0.998853;65.517467;41.589715;138.763390;0.999986;-25.181193;47.058607;134.357530;
1.551810;0.999004;285.363603;-12.798354;141.482729;0.998853;65.516882;41.589688;138.763386;0.999986;-25.180892;47.058505;134.357534;
1.551813;0.999004;285.363190;-12.798372;141.482722;0.998853;65.515851;41.589716;138.763381;0.999986;-25.180373;47.058280;134.357535;
1.551813;0.999004;285.363190;-12.798372;141.482722;0.998853;65.515851;41.589716;138.763381;0.999986;-25.180373;47.058280;134.357535;
1.551813;0.999004;285.363190;-12.798372;141.482722;0.998853;65.515851;41.589716;138.763381;0.999986;-25.180373;47.058280;134.357535;
1.551814;0.999004;285.363140;-12.798374;141.482721;0.998853;65.515724;41.589727;138.763381;0.999986;-25.180310;47.058248;134.357534;
1.551822;0.999004;285.362205;-12.798420;141.482704;0.998853;65.513400;41.589742;138.763368;0.999986;-25.179132;47.057771;134.357540;
1.551838;0.999004;285.360336;-12.798513;141.482670;0.998853;65.508753;41.589773;138.763342;0.999986;-25.176775;47.056815;134.357551;
1.551870;0.999004;285.356597;-12.798699;141.482602;0.998853;65.499458;41.589834;138.763290;0.999986;-25.172063;47.054904;134.357573;
1.551934;0.999004;285.349119;-12.799070;141.482466;0.998853;65.480867;41.589957;138.763187;0.999986;-25.162636;47.051081;134.357617;
1.552062;0.999004;285.334161;-12.799812;141.482193;0.998853;65.443684;41.590203;138.762979;0.999987;-25.143778;47.043434;134.357706;
1.552318;0.999004;285.304231;-12.801291;141.481648;0.998852;65.369315;41.590698;138.762565;0.999987;-25.106041;47.028136;134.357884;
1.552830;0.999003;285.244326;-12.804231;141.480557;0.998852;65.220561;41.591700;138.761737;0.999989;-25.030491;46.997525;134.358240;
1.553854;0.999002;285.124326;-12.810039;141.478375;0.998851;64.922997;41.593748;138.760080;0.999991;-24.879077;46.936241;134.358957;
1.555902;0.999001;284.883574;-12.821363;141.474007;0.998849;64.327683;41.598023;138.756766;0.999996;-24.575018;46.813430;134.360404;
1.558154;0.998998;284.617649;-12.833367;141.469199;0.998847;63.672786;41.602999;138.753120;1.000001;-24.238765;46.678006;134.362014;
1.558154;0.998998;284.617649;-12.833367;141.469199;0.998847;63.672786;41.602999;138.753120;1.000001;-24.238765;46.678006;134.362014;
1.558154;0.998998;284.617649;-12.833367;141.469199;0.998847;63.672786;41.602999;138.753120;1.000001;-24.238765;46.678006;134.362014;
1.558190;0.998998;284.613429;-12.833553;141.469123;0.998847;63.662415;41.603080;138.753063;1.000001;-24.233425;46.675859;134.362040;
1.558190;0.998998;284.613429;-12.833553;141.469123;0.998847;63.662415;41.603080;138.753063;1.000001;-24.233425;46.675859;134.362040;
1.558191;0.998998;284.613311;-12.833559;141.469121;0.998847;63.662124;41.603081;138.753061;1.000001;-24.233275;46.675799;134.362041;
1.558192;0.998998;284.613192;-12.833564;141.469119;0.998847;63.661834;41.603083;138.753059;1.000001;-24.233125;46.675739;134.362042;
1.558194;0.998998;284.612956;-12.833574;141.469115;0.998847;63.661252;41.603087;138.753056;1.000001;-24.232826;46.675619;134.362043;
1.558198;0.998998;284.612482;-12.833595;141.469106;0.998847;63.660089;41.603096;138.753050;1.000001;-24.232227;46.675378;134.362046;
1.558206;0.998998;284.611536;-12.833637;141.469089;0.998847;63.657762;41.603115;138.753037;1.000001;-24.231029;46.674896;134.362052;
1.558222;0.998998;284.609642;-12.833720;141.469055;0.998847;63.653109;41.603151;138.753011;1.000001;-24.228633;46.673933;134.362063;
1.558254;0.998998;284.605855;-12.833887;141.468987;0.998847;63.643802;41.603224;138.752959;1.000001;-24.223840;46.672006;134.362086;
1.558318;0.998998;284.598280;-12.834221;141.468850;0.998847;63.625189;41.603370;138.752855;1.000001;-24.214254;46.668152;134.362132;
1.558446;0.998998;284.583126;-12.834887;141.468576;0.998847;63.587961;41.603663;138.752648;1.000001;-24.195078;46.660442;134.362225;
1.558702;0.998998;284.552808;-12.836215;141.468030;0.998847;63.513506;41.604251;138.752234;1.000002;-24.156706;46.645021;134.362410;
1.559214;0.998998;284.492125;-12.838852;141.466936;0.998846;63.364590;41.605438;138.751405;1.000003;-24.079887;46.614163;134.362780;
1.560238;0.998997;284.370574;-12.844052;141.464747;0.998845;63.066747;41.607857;138.749747;1.000005;-23.925956;46.552394;134.363524;
1.562286;0.998995;284.126738;-12.854158;141.460368;0.998844;62.471051;41.612871;138.746431;1.000010;-23.616930;46.428642;134.365024;
1.566382;0.998991;283.636151;-12.873184;141.451598;0.998841;61.279920;41.623600;138.739798;1.000019;-22.994343;46.180335;134.368072;
1.574574;0.998984;282.643548;-12.906451;141.434014;0.998835;58.901128;41.647820;138.726533;1.000036;-21.731995;45.680884;134.374335;
1.576111;0.998983;282.455657;-12.911975;141.430709;0.998835;58.455954;41.652778;138.724045;1.000039;-21.492863;45.586832;134.375528;
1.578456;0.998981;282.168051;-12.919963;141.425665;0.998833;57.777606;41.660582;138.720252;1.000043;-21.126710;45.443171;134.377358;
1.590958;0.998972;280.614481;-12.953636;141.398684;0.998828;54.176059;41.706877;138.700031;1.000067;-19.146537;44.673592;134.387361;
1.623726;0.998954;276.397687;-12.970876;141.327437;0.998827;44.993165;41.862912;138.647337;1.000116;-13.797853;42.648363;134.414084;
1.656494;0.998945;271.994512;-12.887972;141.255462;0.998842;36.328505;42.063034;138.595259;1.000150;-8.298988;40.637538;134.439895;
1.662592;0.998944;271.163645;-12.863338;141.242115;0.998847;34.808262;42.104157;138.585791;1.000154;-7.282786;40.271376;134.444196;
1.663422;0.998944;271.050295;-12.859768;141.240299;0.998847;34.603611;42.109820;138.584507;1.000155;-7.144667;40.221747;134.444770;
1.674079;0.998943;269.588659;-12.809321;141.216968;0.998856;32.023090;42.183740;138.568106;1.000161;-5.374616;39.588745;134.451905;
1.674079;0.998943;269.588581;-12.808863;141.216951;0.998856;32.023042;42.184424;138.568079;1.000161;-5.374674;39.588591;134.451826;
1.674080;0.998943;269.587953;-12.809779;141.216814;0.998856;32.022611;42.179927;138.567940;1.000161;-5.373725;39.590693;134.452134;
1.674081;0.998943;269.587814;-12.809773;141.216812;0.998856;32.022367;42.179935;138.567939;1.000161;-5.373555;39.590633;134.452135;
1.674083;0.998943;269.587565;-12.809706;141.216816;0.998856;32.021890;42.180225;138.567944;1.000161;-5.373263;39.590380;134.452117;
1.674087;0.998943;269.586978;-12.809741;141.216799;0.998856;32.020901;42.179978;138.567929;1.000161;-5.372535;39.590272;134.452139;
1.674095;0.998943;269.585863;-12.809697;141.216781;0.998856;32.018948;42.180036;138.567917;1.000161;-5.371174;39.589790;134.452145;
1.674106;0.998943;269.584259;-12.809634;141.216755;0.998856;32.016137;42.180120;138.567899;1.000161;-5.369216;39.589098;134.452153;
1.674106;0.998943;269.584259;-12.809634;141.216755;0.998856;32.016137;42.180120;138.567899;1.000161;-5.369216;39.589098;134.452153;
1.674106;0.998943;269.584259;-12.809634;141.216755;0.998856;32.016137;42.180120;138.567899;1.000161;-5.369216;39.589098;134.452153;
1.674111;0.998943;269.583633;-12.809610;141.216746;0.998856;32.015041;42.180152;138.567892;1.000161;-5.368452;39.588828;134.452156;
