time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;_LOAD___3_EC_load_PPu;_LOAD___3_EC_load_QPu;_LOAD___3_EC_load_UPu;_LOAD___3_EC_transformer_U1Pu;_LOAD___3_EC_transformer_U2Pu;_LOAD___3_EC_transformer_tap;TAP_CHANGER_LOAD_3_tapChanger_valueMin;TAP_CHANGER_LOAD_3_tapChanger_valueMax;
1.084584;1.060018;1.045055;1.010011;1.017729;1.019585;1.070229;1.061547;1.089910;1.056016;1.051093;1.057074;1.055409;1.050597;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.379960;39.982660;0.023626;-0.000849;-0.000255;-16.636269;43.633561;25.014628;12.842872;17.548914;0.216995;0.126995;0.942016;0.064397;0.992383;1.010011;0.992383;5.000000;0.990000;1.010000;
1.084584;1.060018;1.045055;1.010011;1.017729;1.019585;1.070229;1.061547;1.089910;1.056016;1.051093;1.057074;1.055409;1.050597;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.379960;39.982660;0.023626;-0.000849;-0.000255;-16.636269;43.633561;25.014628;12.842872;17.548914;0.216995;0.126995;0.942016;0.064397;0.992383;1.010011;0.992383;5.000000;0.990000;1.010000;
1.090736;1.060018;1.045055;1.010011;1.017729;1.019585;1.070229;1.061547;1.089910;1.056016;1.051093;1.057074;1.055409;1.050597;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.379683;39.983076;0.023518;-0.000829;-0.000311;-16.636306;43.633585;25.014611;12.842934;17.548876;0.216995;0.126995;0.942016;0.064397;0.992383;1.010011;0.992383;5.000000;0.990000;1.010000;
1.156272;1.060018;1.045055;1.010011;1.017729;1.019585;1.070230;1.061547;1.089909;1.056016;1.051093;1.057074;1.055409;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.377279;39.987750;0.021605;-0.000616;-0.000865;-16.636694;43.633851;25.014720;12.843533;17.548517;0.216995;0.126995;0.942015;0.064397;0.992383;1.010011;0.992383;5.000000;0.990000;1.010000;
1.287344;1.060017;1.045056;1.010009;1.017729;1.019585;1.070231;1.061546;1.089907;1.056015;1.051093;1.057075;1.055410;1.050599;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.376076;39.996615;0.014719;-0.000347;-0.001564;-16.637554;43.634652;25.016166;12.844506;17.547985;0.216995;0.126995;0.942013;0.064397;0.992382;1.010009;0.992382;5.000000;0.990000;1.010000;
1.549488;1.060017;1.045056;1.010007;1.017728;1.019585;1.070232;1.061545;1.089905;1.056015;1.051093;1.057075;1.055411;1.050600;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.383922;40.006293;-0.001752;-0.000327;-0.001342;-16.639705;43.637333;25.020768;12.845875;17.547296;0.216995;0.126995;0.942010;0.064396;0.992379;1.010007;0.992379;5.000000;0.990000;1.010000;
2.073776;1.060016;1.045055;1.010006;1.017727;1.019584;1.070233;1.061544;1.089903;1.056014;1.051093;1.057075;1.055412;1.050600;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.397696;40.007195;-0.016167;-0.000411;-0.000004;-16.643003;43.641721;25.025242;12.847107;17.546466;0.216995;0.126995;0.942008;0.064396;0.992378;1.010006;0.992378;5.000000;0.990000;1.010000;
2.923832;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061545;1.089903;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.392556;40.001333;-0.005776;-0.000447;-0.000154;-16.643570;43.642446;25.021827;12.846944;17.546216;0.216995;0.126995;0.942009;0.064396;0.992379;1.010007;0.992379;5.000000;0.990000;1.010000;
2.923832;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061545;1.089903;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.392556;40.001333;-0.005776;-0.000447;-0.000154;-16.643570;43.642446;25.021827;12.846944;17.546216;0.216995;0.126995;0.942009;0.064396;0.992379;1.010007;0.992379;5.000000;0.990000;1.010000;
2.923832;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061545;1.089903;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.392556;40.001333;-0.005776;-0.000447;-0.000154;-16.643570;43.642446;25.021827;12.846944;17.546216;0.216995;0.126995;0.942009;0.064396;0.992379;1.010007;0.992379;5.000000;0.990000;1.010000;
3.122352;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061545;1.089903;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.391355;39.999964;-0.003350;-0.000456;-0.000188;-16.643703;43.642615;25.021029;12.846905;17.546157;0.216995;0.126995;0.942010;0.064396;0.992379;1.010007;0.992379;5.000000;0.990000;1.010000;
5.219504;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061545;1.089903;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389276;39.999264;-0.000662;-0.000475;-0.000347;-16.644239;43.643286;25.019962;12.846873;17.546090;0.216995;0.126995;0.942010;0.064396;0.992379;1.010007;0.992379;5.000000;0.990000;1.010000;
5.272743;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061545;1.089903;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389277;39.999265;-0.000664;-0.000475;-0.000347;-16.644243;43.643291;25.019962;12.846874;17.546089;0.216995;0.126995;0.942010;0.064396;0.992379;1.010007;0.992379;5.000000;0.990000;1.010000;
5.272743;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061545;1.089903;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389277;39.999265;-0.000664;-0.000475;-0.000347;-16.644243;43.643291;25.019962;12.846874;17.546089;0.216995;0.126995;0.942010;0.064396;0.992379;1.010007;0.992379;5.000000;0.990000;1.010000;
5.272743;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061545;1.089903;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389277;39.999265;-0.000664;-0.000475;-0.000347;-16.644243;43.643291;25.019962;12.846874;17.546089;0.216995;0.126995;0.942010;0.064396;0.992379;1.010007;0.992379;5.000000;0.990000;1.010000;
9.413808;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061544;1.089902;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389364;39.999389;-0.000866;-0.000473;-0.000348;-16.644577;43.643662;25.019994;12.846887;17.546085;0.216995;0.126995;0.942010;0.064396;0.992379;1.010007;0.992379;5.000000;0.990000;1.010000;
14.311670;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061544;1.089902;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389371;39.999397;-0.000879;-0.000473;-0.000349;-16.644635;43.643718;25.019999;12.846890;17.546085;0.216995;0.126995;0.942010;0.064396;0.992379;1.010007;0.992379;5.000000;0.990000;1.010000;
14.311670;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061544;1.089902;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389371;39.999397;-0.000879;-0.000473;-0.000349;-16.644635;43.643718;25.019999;12.846890;17.546085;0.216995;0.126995;0.942010;0.064396;0.992379;1.010007;0.992379;5.000000;0.990000;1.010000;
14.311670;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061544;1.089902;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389371;39.999397;-0.000879;-0.000473;-0.000349;-16.644635;43.643718;25.019999;12.846890;17.546085;0.216995;0.126995;0.942010;0.064396;0.992379;1.010007;0.992379;5.000000;0.990000;1.010000;
17.802416;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061544;1.089902;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389375;39.999402;-0.000888;-0.000473;-0.000349;-16.644675;43.643759;25.020002;12.846892;17.546085;0.216995;0.126995;0.942010;0.064396;0.992379;1.010007;0.992379;5.000000;0.990000;1.010000;
19.999996;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061544;1.089902;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389375;39.999402;-0.000887;-0.000473;-0.000349;-16.644677;43.643760;25.020002;12.846892;17.546086;0.216995;0.126995;0.942010;0.064396;0.992379;1.010007;0.992379;5.000000;0.990000;1.010000;
19.999996;1.059696;1.044325;1.005208;1.016142;1.018391;1.069587;1.060563;1.089451;1.055040;1.050184;1.056299;1.054750;1.049919;1.034874;1.000000;1.000000;1.000000;1.000000;1.000000;232.171827;39.521958;-4.493476;-0.026294;-0.048568;-15.486034;45.773025;42.546687;13.213943;17.866987;0.216767;0.126773;0.892262;0.274065;0.957127;1.005208;0.957127;5.000000;0.990000;1.010000;
19.999997;1.059696;1.044325;1.005207;1.016141;1.018391;1.069587;1.060563;1.089451;1.055040;1.050184;1.056299;1.054750;1.049919;1.034874;1.000000;1.000000;1.000000;1.000000;1.000000;232.171801;39.521902;-4.494036;-0.026294;-0.048574;-15.485837;45.773381;42.549213;13.214004;17.867042;0.216767;0.126773;0.892255;0.274064;0.957121;1.005207;0.957121;5.000000;0.990000;1.010000;
19.999998;1.059696;1.044325;1.005207;1.016141;1.018391;1.069587;1.060563;1.089451;1.055040;1.050184;1.056299;1.054750;1.049919;1.034874;1.000000;1.000000;1.000000;1.000000;1.000000;232.171799;39.521900;-4.494035;-0.026295;-0.048574;-15.485831;45.773386;42.549198;13.214004;17.867044;0.216767;0.126773;0.892255;0.274064;0.957121;1.005207;0.957121;5.000000;0.990000;1.010000;
20.000000;1.059696;1.044325;1.005207;1.016141;1.018391;1.069587;1.060563;1.089451;1.055040;1.050184;1.056299;1.054750;1.049919;1.034874;1.000000;1.000000;1.000000;1.000000;1.000000;232.171796;39.521900;-4.493999;-0.026295;-0.048574;-15.485832;45.773375;42.549012;13.214001;17.867044;0.216767;0.126773;0.892256;0.274064;0.957121;1.005207;0.957121;5.000000;0.990000;1.010000;
20.000004;1.059696;1.044325;1.005207;1.016141;1.018391;1.069587;1.060563;1.089451;1.055040;1.050184;1.056298;1.054750;1.049919;1.034874;1.000000;1.000000;1.000000;1.000000;1.000000;232.171785;39.521889;-4.494031;-0.026295;-0.048576;-15.485797;45.773416;42.549108;13.214006;17.867053;0.216767;0.126773;0.892255;0.274064;0.957121;1.005207;0.957121;5.000000;0.990000;1.010000;
20.000012;1.059696;1.044325;1.005207;1.016141;1.018391;1.069587;1.060563;1.089451;1.055040;1.050184;1.056298;1.054750;1.049919;1.034874;1.000000;1.000000;1.000000;1.000000;1.000000;232.171766;39.521874;-4.494025;-0.026296;-0.048579;-15.485752;45.773457;42.548987;13.214009;17.867066;0.216767;0.126773;0.892255;0.274064;0.957121;1.005207;0.957121;5.000000;0.990000;1.010000;
20.000028;1.059696;1.044324;1.005207;1.016141;1.018391;1.069587;1.060562;1.089451;1.055040;1.050184;1.056298;1.054750;1.049919;1.034874;1.000000;1.000000;1.000000;1.000000;1.000000;232.171729;39.521844;-4.494014;-0.026298;-0.048585;-15.485662;45.773538;42.548746;13.214015;17.867092;0.216767;0.126773;0.892255;0.274063;0.957121;1.005207;0.957121;5.000000;0.990000;1.010000;
20.000060;1.059696;1.044324;1.005206;1.016141;1.018391;1.069587;1.060562;1.089451;1.055040;1.050184;1.056298;1.054750;1.049919;1.034874;1.000000;1.000000;1.000000;1.000000;1.000000;232.171654;39.521784;-4.493990;-0.026301;-0.048596;-15.485482;45.773700;42.548265;13.214026;17.867145;0.216767;0.126773;0.892254;0.274063;0.957120;1.005206;0.957120;5.000000;0.990000;1.010000;
20.000124;1.059695;1.044324;1.005205;1.016141;1.018390;1.069587;1.060562;1.089451;1.055039;1.050183;1.056298;1.054750;1.049919;1.034873;1.000000;1.000000;1.000000;1.000000;1.000000;232.171505;39.521663;-4.493944;-0.026308;-0.048620;-15.485122;45.774023;42.547302;13.214049;17.867249;0.216767;0.126773;0.892252;0.274062;0.957119;1.005205;0.957119;5.000000;0.990000;1.010000;
20.000252;1.059695;1.044323;1.005203;1.016140;1.018389;1.069586;1.060561;1.089451;1.055039;1.050183;1.056297;1.054749;1.049918;1.034873;1.000000;1.000000;1.000000;1.000000;1.000000;232.171207;39.521423;-4.493850;-0.026321;-0.048666;-15.484403;45.774669;42.545381;13.214094;17.867457;0.216767;0.126773;0.892250;0.274061;0.957117;1.005203;0.957117;5.000000;0.990000;1.010000;
20.000323;1.059695;1.044323;1.005201;1.016139;1.018389;1.069586;1.060561;1.089451;1.055038;1.050182;1.056297;1.054749;1.049918;1.034872;1.000000;1.000000;1.000000;1.000000;1.000000;232.171041;39.521289;-4.493797;-0.026329;-0.048692;-15.484004;45.775027;42.544313;13.214119;17.867572;0.216767;0.126772;0.892248;0.274060;0.957116;1.005201;0.957116;5.000000;0.990000;1.010000;
20.000323;1.059695;1.044323;1.005201;1.016139;1.018389;1.069586;1.060561;1.089451;1.055038;1.050182;1.056297;1.054749;1.049918;1.034872;1.000000;1.000000;1.000000;1.000000;1.000000;232.171041;39.521289;-4.493797;-0.026329;-0.048692;-15.484004;45.775027;42.544313;13.214119;17.867572;0.216767;0.126772;0.892248;0.274060;0.957116;1.005201;0.957116;5.000000;0.990000;1.010000;
20.000324;1.059695;1.044323;1.005201;1.016139;1.018389;1.069586;1.060561;1.089451;1.055038;1.050182;1.056297;1.054749;1.049918;1.034872;1.000000;1.000000;1.000000;1.000000;1.000000;232.171039;39.521287;-4.493796;-0.026329;-0.048692;-15.483999;45.775032;42.544298;13.214120;17.867574;0.216767;0.126772;0.892248;0.274060;0.957116;1.005201;0.957116;5.000000;0.990000;1.010000;
20.000325;1.059695;1.044323;1.005201;1.016139;1.018389;1.069586;1.060561;1.089451;1.055038;1.050182;1.056297;1.054749;1.049918;1.034872;1.000000;1.000000;1.000000;1.000000;1.000000;232.171037;39.521285;-4.493795;-0.026329;-0.048692;-15.483993;45.775037;42.544283;13.214120;17.867576;0.216767;0.126772;0.892248;0.274060;0.957116;1.005201;0.957116;5.000000;0.990000;1.010000;
20.000327;1.059695;1.044323;1.005201;1.016139;1.018389;1.069586;1.060561;1.089451;1.055038;1.050182;1.056297;1.054749;1.049918;1.034872;1.000000;1.000000;1.000000;1.000000;1.000000;232.171032;39.521281;-4.493794;-0.026330;-0.048693;-15.483982;45.775047;42.544253;13.214121;17.867579;0.216767;0.126772;0.892248;0.274060;0.957116;1.005201;0.957116;5.000000;0.990000;1.010000;
20.000331;1.059695;1.044323;1.005201;1.016139;1.018389;1.069586;1.060561;1.089451;1.055038;1.050182;1.056297;1.054749;1.049918;1.034872;1.000000;1.000000;1.000000;1.000000;1.000000;232.171023;39.521274;-4.493791;-0.026330;-0.048695;-15.483959;45.775067;42.544194;13.214122;17.867585;0.216767;0.126772;0.892248;0.274060;0.957116;1.005201;0.957116;5.000000;0.990000;1.010000;
20.000339;1.059695;1.044323;1.005201;1.016139;1.018389;1.069585;1.060561;1.089451;1.055038;1.050182;1.056297;1.054749;1.049918;1.034872;1.000000;1.000000;1.000000;1.000000;1.000000;232.171004;39.521259;-4.493785;-0.026331;-0.048697;-15.483915;45.775108;42.544074;13.214125;17.867598;0.216767;0.126772;0.892248;0.274060;0.957115;1.005201;0.957115;5.000000;0.990000;1.010000;
20.000355;1.059695;1.044323;1.005201;1.016139;1.018389;1.069585;1.060561;1.089450;1.055038;1.050182;1.056297;1.054748;1.049917;1.034872;1.000000;1.000000;1.000000;1.000000;1.000000;232.170967;39.521229;-4.493773;-0.026333;-0.048703;-15.483825;45.775188;42.543834;13.214131;17.867624;0.216767;0.126772;0.892247;0.274060;0.957115;1.005201;0.957115;5.000000;0.990000;1.010000;
20.000387;1.059695;1.044323;1.005200;1.016139;1.018389;1.069585;1.060561;1.089450;1.055038;1.050182;1.056297;1.054748;1.049917;1.034872;1.000000;1.000000;1.000000;1.000000;1.000000;232.170892;39.521168;-4.493749;-0.026336;-0.048715;-15.483646;45.775349;42.543356;13.214143;17.867676;0.216767;0.126772;0.892246;0.274059;0.957115;1.005200;0.957115;5.000000;0.990000;1.010000;
20.000451;1.059695;1.044323;1.005199;1.016138;1.018388;1.069585;1.060560;1.089450;1.055038;1.050182;1.056296;1.054748;1.049917;1.034872;1.000000;1.000000;1.000000;1.000000;1.000000;232.170743;39.521048;-4.493701;-0.026343;-0.048738;-15.483289;45.775670;42.542400;13.214166;17.867779;0.216766;0.126772;0.892245;0.274058;0.957114;1.005199;0.957114;5.000000;0.990000;1.010000;
20.000579;1.059694;1.044322;1.005197;1.016137;1.018388;1.069584;1.060560;1.089450;1.055037;1.050181;1.056296;1.054747;1.049916;1.034871;1.000000;1.000000;1.000000;1.000000;1.000000;232.170446;39.520808;-4.493603;-0.026357;-0.048784;-15.482576;45.776310;42.540491;13.214212;17.867986;0.216766;0.126772;0.892242;0.274057;0.957111;1.005197;0.957111;5.000000;0.990000;1.010000;
20.000835;1.059694;1.044321;1.005192;1.016136;1.018386;1.069583;1.060559;1.089449;1.055036;1.050180;1.056294;1.054746;1.049915;1.034870;1.000000;1.000000;1.000000;1.000000;1.000000;232.169851;39.520327;-4.493405;-0.026385;-0.048877;-15.481157;45.777585;42.536687;13.214307;17.868396;0.216766;0.126772;0.892236;0.274054;0.957107;1.005192;0.957107;5.000000;0.990000;1.010000;
20.001347;1.059692;1.044318;1.005184;1.016132;1.018383;1.069580;1.060556;1.089448;1.055033;1.050177;1.056292;1.054744;1.049913;1.034867;1.000000;1.000000;1.000000;1.000000;1.000000;232.168663;39.519367;-4.492991;-0.026444;-0.049062;-15.478343;45.780112;42.529136;13.214501;17.869210;0.216765;0.126771;0.892225;0.274048;0.957099;1.005184;0.957099;5.000000;0.990000;1.010000;
20.002371;1.059690;1.044314;1.005166;1.016125;1.018377;1.069575;1.060551;1.089446;1.055028;1.050172;1.056287;1.054739;1.049908;1.034862;1.000000;1.000000;1.000001;1.000000;1.000000;232.166293;39.517449;-4.492103;-0.026568;-0.049433;-15.472816;45.785074;42.514258;13.214911;17.870808;0.216764;0.126770;0.892202;0.274036;0.957083;1.005166;0.957083;5.000000;0.990000;1.010000;
20.004419;1.059685;1.044305;1.005133;1.016111;1.018366;1.069566;1.060542;1.089442;1.055018;1.050162;1.056277;1.054729;1.049898;1.034853;1.000000;1.000000;1.000001;1.000000;1.000000;232.161579;39.513625;-4.490081;-0.026843;-0.050175;-15.462153;45.794641;42.485371;13.215809;17.873888;0.216761;0.126767;0.892158;0.274014;0.957051;1.005133;0.957051;5.000000;0.990000;1.010000;
20.008515;1.059676;1.044289;1.005070;1.016086;1.018345;1.069549;1.060526;1.089435;1.055001;1.050145;1.056260;1.054712;1.049881;1.034836;1.000000;1.000000;1.000002;1.000000;1.000000;232.152236;39.506012;-4.485092;-0.027488;-0.051663;-15.442310;45.812421;42.430917;13.217873;17.879607;0.216756;0.126762;0.892075;0.273972;0.956992;1.005070;0.956992;5.000000;0.990000;1.010000;
20.016707;1.059660;1.044261;1.004962;1.016042;1.018309;1.069521;1.060497;1.089423;1.054971;1.050116;1.056232;1.054685;1.049854;1.034807;1.000000;1.000001;1.000004;1.000001;1.000001;232.133785;39.490839;-4.471562;-0.029109;-0.054669;-15.407974;45.843082;42.334103;13.222813;17.889466;0.216747;0.126754;0.891932;0.273898;0.956890;1.004962;0.956890;5.000000;0.990000;1.010000;
20.033091;1.059636;1.044219;1.004799;1.015977;1.018257;1.069487;1.060457;1.089407;1.054929;1.050076;1.056195;1.054651;1.049820;1.034770;1.000001;1.000001;1.000008;1.000001;1.000001;232.097161;39.460212;-4.431846;-0.033376;-0.060885;-15.356845;45.888232;42.180773;13.234460;17.904046;0.216734;0.126741;0.891718;0.273789;0.956737;1.004799;0.956737;5.000000;0.990000;1.010000;
20.065859;1.059610;1.044177;1.004632;1.015914;1.018206;1.069472;1.060423;1.089397;1.054897;1.050047;1.056173;1.054635;1.049802;1.034744;1.000002;1.000003;1.000016;1.000003;1.000003;232.021494;39.395189;-4.310911;-0.044595;-0.074398;-15.302929;45.933073;41.987872;13.258749;17.919092;0.216721;0.126728;0.891498;0.273676;0.956579;1.004632;0.956579;5.000000;0.990000;1.010000;
20.074427;1.059606;1.044171;1.004607;1.015905;1.018200;1.069474;1.060419;1.089397;1.054894;1.050045;1.056173;1.054636;1.049803;1.034743;1.000002;1.000003;1.000018;1.000003;1.000003;232.000444;39.376879;-4.272732;-0.047777;-0.078159;-15.294213;45.939427;41.950507;13.264531;17.921431;0.216719;0.126726;0.891465;0.273659;0.956556;1.004607;0.956556;5.000000;0.990000;1.010000;
20.074427;1.059606;1.044171;1.004607;1.015905;1.018200;1.069474;1.060419;1.089397;1.054894;1.050045;1.056173;1.054636;1.049803;1.034743;1.000002;1.000003;1.000018;1.000003;1.000003;232.000444;39.376879;-4.272732;-0.047777;-0.078159;-15.294213;45.939427;41.950507;13.264531;17.921431;0.216719;0.126726;0.891465;0.273659;0.956556;1.004607;0.956556;5.000000;0.990000;1.010000;
20.074427;1.059606;1.044171;1.004607;1.015905;1.018200;1.069474;1.060419;1.089397;1.054894;1.050045;1.056173;1.054636;1.049803;1.034743;1.000002;1.000003;1.000018;1.000003;1.000003;232.000444;39.376879;-4.272732;-0.047777;-0.078159;-15.294213;45.939427;41.950507;13.264531;17.921431;0.216719;0.126726;0.891465;0.273659;0.956556;1.004607;0.956556;5.000000;0.990000;1.010000;
20.075889;1.059606;1.044170;1.004603;1.015904;1.018199;1.069474;1.060419;1.089397;1.054894;1.050045;1.056173;1.054636;1.049803;1.034743;1.000002;1.000003;1.000018;1.000003;1.000003;231.996798;39.373699;-4.265942;-0.048330;-0.078810;-15.292948;45.940289;41.944669;13.265495;17.921764;0.216719;0.126726;0.891461;0.273657;0.956553;1.004603;0.956553;5.000000;0.990000;1.010000;
20.075889;1.059606;1.044170;1.004603;1.015904;1.018199;1.069474;1.060419;1.089397;1.054894;1.050045;1.056173;1.054636;1.049803;1.034743;1.000002;1.000003;1.000018;1.000003;1.000003;231.996798;39.373699;-4.265942;-0.048330;-0.078810;-15.292948;45.940289;41.944669;13.265495;17.921764;0.216719;0.126726;0.891461;0.273657;0.956553;1.004603;0.956553;5.000000;0.990000;1.010000;
20.075890;1.059606;1.044170;1.004603;1.015904;1.018199;1.069474;1.060419;1.089397;1.054894;1.050045;1.056173;1.054636;1.049803;1.034743;1.000002;1.000003;1.000018;1.000003;1.000003;231.996797;39.373699;-4.265939;-0.048330;-0.078810;-15.292949;45.940288;41.944671;13.265495;17.921764;0.216719;0.126726;0.891461;0.273657;0.956553;1.004603;0.956553;5.000000;0.990000;1.010000;
20.075891;1.059606;1.044170;1.004603;1.015904;1.018199;1.069474;1.060419;1.089397;1.054894;1.050045;1.056173;1.054636;1.049803;1.034743;1.000002;1.000003;1.000018;1.000003;1.000003;231.996794;39.373696;-4.265934;-0.048331;-0.078811;-15.292948;45.940288;41.944669;13.265496;17.921764;0.216719;0.126726;0.891461;0.273657;0.956553;1.004603;0.956553;5.000000;0.990000;1.010000;
20.075893;1.059606;1.044170;1.004603;1.015904;1.018199;1.069474;1.060419;1.089397;1.054894;1.050045;1.056173;1.054636;1.049803;1.034743;1.000002;1.000003;1.000018;1.000003;1.000003;231.996790;39.373693;-4.265925;-0.048331;-0.078812;-15.292949;45.940287;41.944666;13.265497;17.921764;0.216719;0.126726;0.891461;0.273657;0.956553;1.004603;0.956553;5.000000;0.990000;1.010000;
20.075897;1.059606;1.044170;1.004603;1.015904;1.018199;1.069474;1.060419;1.089397;1.054894;1.050045;1.056173;1.054636;1.049803;1.034743;1.000002;1.000003;1.000018;1.000003;1.000003;231.996780;39.373684;-4.265904;-0.048333;-0.078814;-15.292948;45.940288;41.944655;13.265500;17.921764;0.216719;0.126726;0.891461;0.273657;0.956553;1.004603;0.956553;5.000000;0.990000;1.010000;
20.075905;1.059606;1.044170;1.004603;1.015904;1.018199;1.069474;1.060419;1.089397;1.054894;1.050045;1.056173;1.054636;1.049803;1.034743;1.000002;1.000003;1.000018;1.000003;1.000003;231.996761;39.373667;-4.265864;-0.048337;-0.078817;-15.292947;45.940287;41.944637;13.265507;17.921764;0.216719;0.126726;0.891461;0.273657;0.956553;1.004603;0.956553;5.000000;0.990000;1.010000;
20.075921;1.059606;1.044170;1.004603;1.015904;1.018199;1.069474;1.060419;1.089397;1.054894;1.050045;1.056173;1.054636;1.049804;1.034743;1.000002;1.000003;1.000018;1.000003;1.000003;231.996723;39.373633;-4.265784;-0.048343;-0.078824;-15.292945;45.940286;41.944599;13.265519;17.921764;0.216719;0.126726;0.891461;0.273657;0.956553;1.004603;0.956553;5.000000;0.990000;1.010000;
20.075953;1.059606;1.044170;1.004603;1.015904;1.018199;1.069474;1.060419;1.089397;1.054894;1.050045;1.056173;1.054636;1.049804;1.034743;1.000002;1.000003;1.000018;1.000003;1.000003;231.996646;39.373565;-4.265623;-0.048357;-0.078839;-15.292941;45.940284;41.944525;13.265544;17.921765;0.216719;0.126726;0.891461;0.273657;0.956553;1.004603;0.956553;5.000000;0.990000;1.010000;
20.076017;1.059606;1.044170;1.004603;1.015904;1.018199;1.069474;1.060419;1.089397;1.054894;1.050045;1.056173;1.054636;1.049804;1.034743;1.000002;1.000003;1.000018;1.000003;1.000003;231.996492;39.373430;-4.265302;-0.048384;-0.078867;-15.292932;45.940280;41.944377;13.265593;17.921766;0.216719;0.126726;0.891461;0.273657;0.956553;1.004603;0.956553;5.000000;0.990000;1.010000;
20.076145;1.059606;1.044170;1.004603;1.015904;1.018199;1.069474;1.060419;1.089397;1.054894;1.050045;1.056173;1.054636;1.049804;1.034743;1.000002;1.000003;1.000018;1.000003;1.000003;231.996186;39.373160;-4.264660;-0.048439;-0.078924;-15.292917;45.940271;41.944082;13.265692;17.921767;0.216719;0.126726;0.891461;0.273657;0.956553;1.004603;0.956553;5.000000;0.990000;1.010000;
