time;NETWORK_Bus12_lineB6B12_switch_state_value;NETWORK_Bus13_lineB12B13_switch_state_value;NETWORK_Bus12_lineB12B13_switch_state_value;NETWORK_Bus12_load12_switch_state_value;NETWORK__BUS___12-BUS___13-1_AC_state_value;NETWORK__BUS___12-BUS___13-1_AC_U1_value;NETWORK__BUS___12-BUS___13-1_AC_U2_value;NETWORK__BUS____6-BUS___12-1_AC_state_value;NETWORK__BUS____6-BUS___12-1_AC_U1_value;NETWORK__BUS____6-BUS___12-1_AC_U2_value;NETWORK__BUS____6_TN_U_value;NETWORK_Bus12_1A_U_value;NETWORK_calculatedBus__BUS___12_VL_0_switchOff_value;NETWORK_calculatedBus__BUS___12_VL_1_switchOff_value;NETWORK_calculatedBus__BUS___12_VL_2_switchOff_value;NETWORK_calculatedBus__BUS___12_VL_3_switchOff_value;NETWORK_calculatedBus__BUS___12_VL_0_U_value;NETWORK_calculatedBus__BUS___12_VL_1_U_value;NETWORK_calculatedBus__BUS___12_VL_2_U_value;NETWORK_calculatedBus__BUS___12_VL_3_U_value;NETWORK_calculatedBus__BUS___12_VL_1_ACPIN_V_re;NETWORK_calculatedBus__BUS___12_VL_1_ACPIN_V_im;NETWORK_calculatedBus__BUS___12_VL_1_ACPIN_i_re;NETWORK_calculatedBus__BUS___12_VL_1_ACPIN_i_im;NETWORK_Bus13_1A_U_value;_LOAD__12_EC_load_switchOffSignal1;_LOAD__12_EC_load_switchOffSignal2;_LOAD__12_EC_load_running;_LOAD__12_EC_load_PPu;_LOAD__12_EC_load_QPu;NETWORK_Bus12_1A_switchOff;NETWORK_Bus12_1A_phi_value;NETWORK_Bus12_1A_Upu_value;ReclosingLOVR_lackOfVoltageRelay_switchControlSignal;ReclosingLOVR_lackOfVoltageRelay_tripCond;ReclosingLOVR_lackOfVoltageRelay_busRecCond;ReclosingLOVR_lackOfVoltageRelay_recloseCond;ReclosingLOVR_lackOfVoltageRelay_sleepMode;
119.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070310;1.059291;14.770280;14.618216;-1.000000;-1.000000;-1.000000;1.000000;14.618216;14.618216;14.618216;0.000000;1.023684;-0.272340;-0.051767;0.029402;14.476489;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.897852;1.059291;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
120.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070307;1.059287;14.770232;14.618167;-1.000000;-1.000000;-1.000000;1.000000;14.618167;14.618167;14.618167;0.000000;1.023679;-0.272343;-0.051767;0.029402;14.476437;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.898063;1.059287;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
121.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070304;1.059285;14.770193;14.618128;-1.000000;-1.000000;-1.000000;1.000000;14.618128;14.618128;14.618128;0.000000;1.023677;-0.272340;-0.051767;0.029402;14.476394;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.897930;1.059285;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
122.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070302;1.059282;14.770161;14.618095;-1.000000;-1.000000;-1.000000;1.000000;14.618095;14.618095;14.618095;0.000000;1.023676;-0.272334;-0.051767;0.029402;14.476359;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.897639;1.059282;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
123.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070300;1.059280;14.770134;14.618068;-1.000000;-1.000000;-1.000000;1.000000;14.618068;14.618068;14.618068;0.000000;1.023676;-0.272327;-0.051767;0.029402;14.476331;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.897293;1.059280;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
124.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070298;1.059279;14.770113;14.618046;-1.000000;-1.000000;-1.000000;1.000000;14.618046;14.618046;14.618046;0.000000;1.023676;-0.272321;-0.051768;0.029401;14.476307;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.896945;1.059279;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
125.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070297;1.059277;14.770095;14.618028;-1.000000;-1.000000;-1.000000;1.000000;14.618028;14.618028;14.618028;0.000000;1.023676;-0.272315;-0.051768;0.029401;14.476288;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.896622;1.059277;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
126.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070296;1.059276;14.770080;14.618013;-1.000000;-1.000000;-1.000000;1.000000;14.618013;14.618013;14.618013;0.000000;1.023677;-0.272309;-0.051768;0.029401;14.476272;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.896333;1.059276;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
127.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070295;1.059275;14.770068;14.618001;-1.000000;-1.000000;-1.000000;1.000000;14.618001;14.618001;14.618001;0.000000;1.023677;-0.272304;-0.051768;0.029401;14.476258;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.896081;1.059275;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
128.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070294;1.059275;14.770058;14.617991;-1.000000;-1.000000;-1.000000;1.000000;14.617991;14.617991;14.617991;0.000000;1.023677;-0.272300;-0.051768;0.029400;14.476248;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.895866;1.059275;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
129.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070293;1.059274;14.770049;14.617982;-1.000000;-1.000000;-1.000000;1.000000;14.617982;14.617982;14.617982;0.000000;1.023678;-0.272297;-0.051769;0.029400;14.476239;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.895684;1.059274;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
130.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070293;1.059274;14.770043;14.617976;-1.000000;-1.000000;-1.000000;1.000000;14.617976;14.617976;14.617976;0.000000;1.023678;-0.272294;-0.051769;0.029400;14.476231;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.895531;1.059274;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
131.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070293;1.059273;14.770037;14.617970;-1.000000;-1.000000;-1.000000;1.000000;14.617970;14.617970;14.617970;0.000000;1.023678;-0.272292;-0.051769;0.029400;14.476225;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.895403;1.059273;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
132.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070292;1.059273;14.770032;14.617965;-1.000000;-1.000000;-1.000000;1.000000;14.617965;14.617965;14.617965;0.000000;1.023678;-0.272290;-0.051769;0.029400;14.476220;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.895284;1.059273;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
133.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070292;1.059273;14.770030;14.617963;-1.000000;-1.000000;-1.000000;1.000000;14.617963;14.617963;14.617963;0.000000;1.023679;-0.272286;-0.051769;0.029400;14.476217;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.895072;1.059273;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
134.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070292;1.059273;14.770028;14.617961;-1.000000;-1.000000;-1.000000;1.000000;14.617961;14.617961;14.617961;0.000000;1.023680;-0.272282;-0.051769;0.029400;14.476215;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894890;1.059273;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
135.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070292;1.059272;14.770027;14.617959;-1.000000;-1.000000;-1.000000;1.000000;14.617959;14.617959;14.617959;0.000000;1.023681;-0.272280;-0.051769;0.029400;14.476212;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894738;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
136.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070292;1.059272;14.770025;14.617958;-1.000000;-1.000000;-1.000000;1.000000;14.617958;14.617958;14.617958;0.000000;1.023681;-0.272277;-0.051769;0.029399;14.476211;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894612;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
137.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070292;1.059272;14.770024;14.617957;-1.000000;-1.000000;-1.000000;1.000000;14.617957;14.617957;14.617957;0.000000;1.023681;-0.272275;-0.051769;0.029399;14.476209;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894507;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
138.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070292;1.059272;14.770023;14.617956;-1.000000;-1.000000;-1.000000;1.000000;14.617956;14.617956;14.617956;0.000000;1.023682;-0.272274;-0.051769;0.029399;14.476208;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894421;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
139.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
140.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
141.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
142.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
143.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
144.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
145.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
146.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
147.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
148.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
149.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
150.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
151.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
152.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
153.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
154.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
155.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
156.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
157.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
158.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
159.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
160.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
161.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
162.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
163.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
164.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
165.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
166.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
167.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
168.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
169.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
170.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
171.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
172.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
173.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
174.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
175.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
176.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
177.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
178.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
179.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
180.000000;2.000000;1.000000;1.000000;2.000000;2.000000;0.000000;0.000000;2.000000;1.070291;1.059272;14.770022;14.617955;-1.000000;-1.000000;-1.000000;1.000000;14.617955;14.617955;14.617955;0.000000;1.023682;-0.272273;-0.051769;0.029399;14.476207;-1.000000;-1.000000;1.000000;0.061000;0.016000;-1.000000;-14.894350;1.059272;2.000000;-1.000000;-1.000000;-1.000000;1.000000;
