"time","bus_4062.U","bus_4012.U","bus_4032.U","bus_1042.U","line_4032_4044.P1Pu","bus_1041.U"
7.73,1.055190910880009,1.026194956741354,1.027145171312188,1.010719075357568,0,0.9928008587035753
7.74,1.055174439562113,1.026191209908689,1.027137306848469,1.010708984795645,0,0.9927881906485451
7.75,1.055157956574861,1.026187327360785,1.02712902666115,1.010698868965119,0,0.9927753332019773
7.76,1.055141461916157,1.026183309097642,1.027120330750021,1.010688727886006,0,0.9927622863638721
7.77,1.05512495558627,1.026179155119261,1.02711121911487,1.010678561580457,0,0.9927490501342294
7.78,1.055109039521035,1.026175228357426,1.027103069959895,1.010668822737566,0,0.9927366387555316
7.79,1.055094665579849,1.026172102719633,1.027098062651671,1.010660227109505,0,0.992726656059094
7.8,1.055080407061563,1.026168917983723,1.02709293056455,1.010651701754394,0,0.9927166980839185
7.81,1.055066263960221,1.026165674149698,1.027087673698194,1.010643246674968,0,0.9927067648300049
7.82,1.055052236270412,1.026162371217556,1.027082292052269,1.010634861874282,0,0.9926968562973534
7.83,1.055038323987267,1.026159009187297,1.027076785626439,1.010626547355707,0,0.9926869724859637
7.84,1.05502452710646,1.026155588058923,1.027071154420372,1.010618303122934,0,0.992677113395836
7.85,1.055010845624206,1.026152107832432,1.027065398433736,1.010610129179972,0,0.9926672790269705
7.86,1.054997279537264,1.026148568507825,1.027059517666202,1.010602025531148,0,0.9926574693793668
7.87,1.054983828842937,1.026144970085102,1.02705351211744,1.010593992181107,0,0.9926476844530252
7.88,1.054970493539067,1.026141312564262,1.027047381787124,1.010586029134813,0,0.9926379242479455
7.89,1.054957273624044,1.026137595945306,1.027041126674928,1.010578136397547,0,0.9926281887641278
7.9,1.054944169096796,1.026133820228234,1.027034746780526,1.010570313974911,0,0.9926184780015722
7.91,1.054931179956796,1.026129985413046,1.027028242103597,1.010562561872822,0,0.9926087919602785
7.92,1.05491830620406,1.026126091499741,1.027021612643819,1.010554880097517,0,0.992599130640247
7.93,1.054905547839147,1.026122138488321,1.027014858400871,1.010547268655553,0,0.9925894940414772
7.94,1.054892904863159,1.026118126378784,1.027007979374434,1.010539727553801,0,0.9925798821639695
7.95,1.05488037727774,1.026114055171131,1.027000975564193,1.010532256799455,0,0.9925702950077239
7.96,1.054867965085078,1.026109924865361,1.02699384696983,1.010524856400024,0,0.9925607325727401
7.97,1.054855668287903,1.026105735461475,1.026986593591031,1.010517526363337,0,0.9925511948590184
7.98,1.05484348688949,1.026101486959473,1.026979215427483,1.010510266697542,0,0.9925416818665588
7.99,1.054831420893656,1.026097179359355,1.026971712478874,1.010503077411103,0,0.9925321935953609
8,1.054819470304761,1.026092812661121,1.026964084744895,1.010495958512804,0,0.9925227300454253
8.01,1.054807635127707,1.02608838686477,1.026956332225236,1.010488910011748,0,0.9925132912167516
8.02,1.054795915367942,1.026083901970303,1.026948454919589,1.010481931917355,0,0.9925038771093398
8.03,1.054784311031456,1.02607935797772,1.026940452827649,1.010475024239364,0,0.99249448772319
8.04,1.054772822124781,1.02607475488702,1.026932325949111,1.010468186987833,0,0.9924851230583023
8.05,1.054761448654994,1.026070092698204,1.026924074283672,1.010461420173137,0,0.9924757831146765
8.06,1.054750190629714,1.026065371411272,1.02691569783103,1.01045472380597,0,0.9924664678923127
8.07,1.054739048057104,1.026060591026224,1.026907196590885,1.010448097897345,0,0.9924571773912111
8.08,1.054728020945871,1.02605575154306,1.026898570562938,1.010441542458593,0,0.9924479116113712
8.09,1.054717109305263,1.026050852961779,1.02688981974689,1.010435057501364,0,0.9924386705527934
8.1,1.054706313145074,1.026045895282382,1.026880944142447,1.010428643037625,0,0.9924294542154777
8.11,1.054695632475641,1.026040878504869,1.026871943749313,1.010422299079662,0,0.9924202625994238
8.12,1.054685067307842,1.02603580262924,1.026862818567194,1.010416025640081,0,0.9924110957046322
8.13,1.054674617653102,1.026030667655494,1.0268535685958,1.010409822731804,0,0.9924019535311023
8.14,1.054664283523386,1.026025473583632,1.026844193834839,1.010403690368074,0,0.9923928360788344
8.15,1.054654064931206,1.026020220413654,1.026834694284022,1.010397628562449,0,0.9923837433478286
8.16,1.054643961889613,1.026014908145559,1.026825069943062,1.010391637328808,0,0.9923746753380848
8.17,1.054633974412206,1.026009536779349,1.026815320811671,1.010385716681349,0,0.992365632049603
8.18,1.054624102513125,1.026004106315022,1.026805446889566,1.010379866634586,0,0.9923566134823831
8.19,1.054614346207053,1.025998616752579,1.026795448176463,1.010374087203353,0,0.9923476196364251
8.2,1.054604705509219,1.025993068092019,1.02678532467208,1.010368378402802,0,0.9923386505117294
8.21,1.054595180435393,1.025987460333344,1.026775076376135,1.010362740248404,0,0.9923297061082955
8.22,1.05458577100189,1.025981793476552,1.02676470328835,1.010357172755947,0,0.9923207864261235
8.23,1.054576477225568,1.025976067521644,1.026754205408447,1.01035167594154,0,0.9923118914652138
8.24,1.054567299123828,1.025970282468619,1.026743582736149,1.010346249821608,0,0.9923030212255658
8.25,1.054558236714616,1.025964438317478,1.026732835271182,1.010340894412894,0,0.99229417570718
8.26,1.05454929001642,1.025958535068222,1.026721963013271,1.010335609732462,0,0.9922853549100561
8.27,1.054540459048272,1.025952572720848,1.026710965962144,1.010330395797693,0,0.9922765588341941
8.28,1.054531743829749,1.025946551275359,1.02669984411753,1.010325252626286,0,0.9922677874795942
8.29,1.054523144380969,1.025940470731753,1.02668859747916,1.010320180236258,0,0.9922590408462563
8.3,1.054514660722595,1.025934331090032,1.026677226046767,1.010315178645947,0,0.9922503189341805
8.31,1.054506292875834,1.025928132350194,1.026665729820082,1.010310247874006,0,0.9922416217433665
8.32,1.054498040862436,1.025921874512239,1.026654108798841,1.010305387939409,0,0.9922329492738144
8.33,1.054489904704695,1.025915557576169,1.026642362982781,1.010300598861447,0,0.9922243015255245
8.34,1.054481884425446,1.025909181541982,1.026630492371637,1.01029588065973,0,0.9922156784984966
8.35,1.054473980048072,1.025902746409679,1.026618496965151,1.010291233354185,0,0.9922070801927307
8.36,1.054466191596496,1.025896252179259,1.026606376763061,1.010286656965059,0,0.9921985066082267
8.37,1.054458519095185,1.025889698850724,1.02659413176511,1.010282151512918,0,0.9921899577449846
8.38,1.054450962569151,1.025883086424072,1.026581761971041,1.010277717018644,0,0.9921814336030047
8.39,1.054443522043949,1.025876414899304,1.026569267380598,1.010273353503439,0,0.9921729341822867
8.4,1.054436197545677,1.025869684276419,1.026556647993527,1.010269060988822,0,0.9921644594828307
8.41,1.054428989100975,1.025862894555419,1.026543903809576,1.010264839496632,0,0.9921560095046367
8.42,1.054421896737031,1.025856045736302,1.026531034828493,1.010260689049025,0,0.9921475842477047
8.43,1.054414375379104,1.025850357325048,1.026521470577248,1.010256398883745,0,0.9921403148200961
8.44,1.05440657378322,1.025845495810027,1.026514273146927,1.010252026320729,0,0.9921338918853257
8.45,1.054398859749593,1.025840638157028,1.026507127979018,1.010247713529375,0,0.9921275520681843
8.46,1.054391233278217,1.025835784366048,1.026500035073354,1.010243460507844,0,0.9921212953686716
8.47,1.054383694369086,1.02583093443709,1.026492994429767,1.010239267254309,0,0.9921151217867877
8.48,1.054376243022194,1.025826088370152,1.02648600604809,1.010235133766951,0,0.9921090313225326
8.49,1.054368879237536,1.025821246165235,1.026479069928157,1.010231060043964,0,0.9921030239759062
8.5,1.054361603015104,1.025816407822339,1.026472186069803,1.010227046083547,0,0.9920970997469086
8.51,1.054354414354894,1.025811573341463,1.026465354472861,1.010223091883913,0,0.9920912586355399
8.52,1.054347313256899,1.025806742722608,1.026458575137168,1.010219197443279,0,0.9920855006418001
8.53,1.054340299721114,1.025801915965774,1.026451848062559,1.010215362759879,0,0.992079825765689
8.54,1.054333373747532,1.025797093070961,1.026445173248872,1.01021158783195,0,0.9920742340072066
8.55,1.054326535336146,1.025792274038168,1.026438550695942,1.010207872657741,0,0.992068725366353
8.56,1.054319784486952,1.025787458867396,1.026431980403608,1.010204217235512,0,0.9920632998431284
8.57,1.054313121199943,1.025782647558645,1.026425462371707,1.01020062156353,0,0.9920579574375324
8.58,1.054306545475112,1.025777840111914,1.02641899660008,1.010197085640075,0,0.9920526981495653
8.59,1.054300057312453,1.025773036527205,1.026412583088564,1.010193609463432,0,0.992047521979227
8.6,1.05429365671196,1.025768236804516,1.026406221837,1.0101901930319,0,0.9920424289265174
8.61,1.054287343673627,1.025763440943848,1.026399912845229,1.010186836343784,0,0.9920374189914366
8.62,1.054281118197448,1.0257586489452,1.02639365611309,1.010183539397402,0,0.9920324921739848
8.63,1.054274980283415,1.025753860808573,1.026387451640427,1.010180302191079,0,0.9920276484741616
8.64,1.054268929931523,1.025749076533967,1.026381299427081,1.010177124723151,0,0.9920228878919672
8.65,1.054262967141765,1.025744296121382,1.026375199472894,1.010174006991962,0,0.9920182104274017
8.66,1.054257091914135,1.025739519570817,1.026369151777711,1.010170948995868,0,0.9920136160804649
8.67,1.054251304248625,1.025734746882273,1.026363156341375,1.010167950733233,0,0.992009104851157
8.68,1.05424560414523,1.025729978055751,1.02635721316373,1.01016501220243,0,0.9920046767394779
8.69,1.054239991603944,1.025725213091248,1.026351322244621,1.010162133401843,0,0.9920003317454275
8.7,1.054234466624758,1.025720451988766,1.026345483583893,1.010159314329865,0,0.9919960698690059
8.71,1.054229029207667,1.025715694748305,1.026339697181394,1.0101565549849,0,0.9919918911102132
8.72,1.054223679352664,1.025710941369865,1.026333963036969,1.010153855365358,0,0.9919877954690492
8.73,1.054218417059743,1.025706191853446,1.026328281150466,1.010151215469663,0,0.991983782945514
8.74,1.054213242328895,1.025701446199047,1.026322651521732,1.010148635296245,0,0.9919798535396077
8.75,1.054208155160116,1.025696704406669,1.026317074150616,1.010146114843546,0,0.9919760072513301
8.76,1.054203155553397,1.025691966476312,1.026311549036967,1.010143654110017,0,0.9919722440806814
8.77,1.054198243508732,1.025687232407975,1.026306076180634,1.010141253094118,0,0.9919685640276614
8.78,1.054193419026115,1.02568250220166,1.026300655581468,1.010138911794318,0,0.9919649670922702
8.79,1.054188682105537,1.025677775857365,1.026295287239318,1.010136630209098,0,0.9919614532745078
8.8,1.054184032746993,1.02567305337509,1.026289971154036,1.010134408336947,0,0.9919580225743742
8.81,1.054179470950475,1.025668334754837,1.026284707325474,1.010132246176364,0,0.9919546749918695
8.82,1.054174996715975,1.025663619996604,1.026279495753484,1.010130143725857,0,0.9919514105269935
8.83,1.054170610043488,1.025658909100392,1.026274336437919,1.010128100983944,0,0.9919482291797463
8.84,1.054166310933006,1.0256542020662,1.026269229378633,1.010126117949152,0,0.9919451309501279
8.85,1.054162099384522,1.02564949889403,1.026264174575478,1.01012419462002,0,0.9919421158381383
8.86,1.054157975398028,1.02564479958388,1.026259172028311,1.010122330995094,0,0.9919391838437775
8.87,1.054153938973518,1.025640104135751,1.026254221736986,1.01012052707293,0,0.9919363349670456
8.88,1.054149990110984,1.025635412549642,1.026249323701358,1.010118782852095,0,0.9919335692079423
8.89,1.054146128810419,1.025630724825555,1.026244477921284,1.010117098331165,0,0.9919308865664679
8.9,1.054142355071815,1.025626040963487,1.026239684396621,1.010115473508725,0,0.9919282870426223
8.91,1.054138668895166,1.025621360963441,1.026234943127226,1.01011390838337,0,0.9919257706364055
8.92,1.054135070280464,1.025616684825416,1.026230254112958,1.010112402953705,0,0.9919233373478176
8.93,1.054131559227701,1.025612012549411,1.026225617353673,1.010110957218344,0,0.9919209871768583
8.94,1.05412813573687,1.025607344135427,1.026221032849233,1.010109571175911,0,0.9919187201235279
8.95,1.054124799807963,1.025602679583464,1.026216500599496,1.01010824482504,0,0.9919165361878263
8.96,1.054121551440974,1.025598018893521,1.026212020604322,1.010106978164373,0,0.9919144353697535
8.97,1.054118390635894,1.025593362065599,1.026207592863573,1.010105771192564,0,0.9919124176693095
8.98,1.054115317392716,1.025588709099698,1.02620321737711,1.010104623908275,0,0.9919104830864942
8.99,1.054112331711432,1.025584059995818,1.026198894144793,1.010103536310179,0,0.9919086316213078
9,1.054109433592034,1.025579414753958,1.026194623166487,1.010102508396956,0,0.9919068632737502
9.01,1.054106623034516,1.025574773374119,1.026190404442054,1.010101540167299,0,0.9919051780438214
9.02,1.054103900038869,1.025570135856301,1.026186237971358,1.010100631619909,0,0.9919035759315213
9.03,1.054101264605085,1.025565502200504,1.026182123754263,1.010099782753495,0,0.9919020569368502
9.04,1.054098716733157,1.025560872406727,1.026178061790633,1.010098993566778,0,0.9919006210598077
9.05,1.054096256423076,1.025556246474971,1.026174052080334,1.010098264058489,0,0.991899268300394
9.06,1.054093883674836,1.025551624405236,1.026170094623232,1.010097594227367,0,0.9918979986586093
9.07,1.054091598488427,1.025547006197521,1.026166189419193,1.01009698407216,0,0.9918968121344532
9.08,1.054085382034223,1.025544504551185,1.026166322222107,1.010093913743006,0,0.9918945967391687
9.09,1.054078705724893,1.02554224726675,1.026166918371595,1.010090555313409,0,0.9918922571381565
9.1,1.054072029478982,1.025539989982316,1.026167514533401,1.010087196909231,0,0.9918899175371445
9.11,1.054065353296494,1.025537732697881,1.026168110707525,1.010083838530471,0,0.9918875779361324
9.12,1.054058677177429,1.025535475413446,1.026168706893966,1.01008048017713,0,0.9918852383351202
9.13,1.054052001121788,1.025533218129012,1.026169303092726,1.010077121849208,0,0.9918828987341081
9.14,1.054045325129573,1.025530960844577,1.026169899303803,1.010073763546706,0,0.9918805591330959
9.15,1.054038649200785,1.025528703560143,1.026170495527198,1.010070405269623,0,0.9918782195320838
9.16,1.054031973335425,1.025526446275708,1.026171091762911,1.010067047017961,0,0.9918758799310716
9.17,1.054025297533494,1.025524188991273,1.026171688010942,1.010063688791719,0,0.9918735403300596
9.18,1.054018621794993,1.025521931706839,1.026172284271291,1.010060330590897,0,0.9918712007290474
9.19,1.054011946119924,1.025519674422404,1.026172880543957,1.010056972415496,0,0.9918688611280353
9.2,1.054005270508287,1.025517417137969,1.026173476828941,1.010053614265516,0,0.9918665215270231
9.21,1.053998594960085,1.025515159853535,1.026174073126242,1.010050256140957,0,0.991864181926011
9.22,1.053991919475318,1.0255129025691,1.026174669435862,1.01004689804182,0,0.9918618423249989
9.23,1.053985244053987,1.025510645284665,1.026175265757798,1.010043539968105,0,0.9918595027239867
9.24,1.053978568696094,1.025508388000231,1.026175862092053,1.010040181919811,0,0.9918571631229747
9.25,1.05397189340164,1.025506130715796,1.026176458438625,1.01003682389694,0,0.9918548235219625
9.26,1.053965218170626,1.025503873431362,1.026177054797514,1.010033465899492,0,0.9918524839209504
9.27,1.053958543003053,1.025501616146927,1.026177651168722,1.010030107927466,0,0.9918501443199382
9.28,1.053951867898922,1.025499358862492,1.026178247552246,1.010026749980863,0,0.9918478047189261
9.29,1.053945192858236,1.025497101578058,1.026178843948088,1.010023392059684,0,0.9918454651179139
9.3,1.053938517880993,1.025494844293623,1.026179440356248,1.010020034163928,0,0.9918431255169018
9.31,1.053931842967197,1.025492587009188,1.026180036776725,1.010016676293595,0,0.9918407859158898
9.32,1.053925168116849,1.025490329724754,1.026180633209519,1.010013318448687,0,0.9918384463148776
9.33,1.053918493329949,1.025488072440319,1.026181229654631,1.010009960629203,0,0.9918361067138655
9.34,1.053911818606498,1.025485815155885,1.026181826112061,1.010006602835144,0,0.9918337671128533
9.35,1.053905143946498,1.02548355787145,1.026182422581807,1.01000324506651,0,0.9918314275118412
9.36,1.053898469349951,1.025481300587015,1.026183019063871,1.009999887323301,0,0.991829087910829
9.37,1.053891794816856,1.025479043302581,1.026183615558252,1.009996529605517,0,0.9918267483098169
9.38,1.053885120347217,1.025476786018146,1.026184212064951,1.009993171913158,0,0.9918244087088048
9.39,1.053878445941033,1.025474528733711,1.026184808583967,1.009989814246226,0,0.9918220691077927
9.4,1.053871771598306,1.025472271449277,1.0261854051153,1.009986456604719,0,0.9918197295067805
9.41,1.053865097319037,1.025470014164842,1.026186001658951,1.009983098988639,0,0.9918173899057684
9.42,1.053858423103227,1.025467756880408,1.026186598214918,1.009979741397985,0,0.9918150503047563
9.43,1.053851748950878,1.025465499595973,1.026187194783203,1.009976383832758,0,0.9918127107037441
9.44,1.05384507486199,1.025463242311538,1.026187791363805,1.009973026292959,0,0.991810371102732
9.45,1.053838400836566,1.025460985027104,1.026188387956724,1.009969668778586,0,0.9918080315017199
9.46,1.053831726874606,1.025458727742669,1.026188984561961,1.009966311289642,0,0.9918056919007078
9.47,1.053825052976111,1.025456470458235,1.026189581179514,1.009962953826125,0,0.9918033522996956
9.48,1.053818379141082,1.0254542131738,1.026190177809384,1.009959596388036,0,0.9918010126986835
9.49,1.053811705369522,1.025451955889365,1.026190774451572,1.009956238975376,0,0.9917986730976713
9.5,1.05380503166143,1.025449698604931,1.026191371106076,1.009952881588144,0,0.9917963334966592
9.51,1.053798358016808,1.025447441320496,1.026191967772898,1.009949524226341,0,0.991793993895647
9.52,1.053791684435658,1.025445184036061,1.026192564452037,1.009946166889967,0,0.991791654294635
9.53,1.05378501091798,1.025442926751627,1.026193161143492,1.009942809579023,0,0.9917893146936229
9.54,1.053778337463777,1.025440669467192,1.026193757847265,1.009939452293508,0,0.9917869750926107
9.55,1.053771664073048,1.025438412182757,1.026194354563354,1.009936095033423,0,0.9917846354915986
9.56,1.053764990745795,1.025436154898323,1.026194951291761,1.009932737798768,0,0.9917822958905864
9.57,1.05375831748202,1.025433897613888,1.026195548032484,1.009929380589544,0,0.9917799562895743
9.58,1.053751644281724,1.025431640329453,1.026196144785524,1.00992602340575,0,0.9917776166885621
9.59,1.053744971144907,1.025429383045019,1.026196741550881,1.009922666247387,0,0.99177527708755
9.6,1.053738298071571,1.025427125760584,1.026197338328555,1.009919309114456,0,0.9917729374865379
9.61,1.053731625061718,1.02542486847615,1.026197935118546,1.009915952006955,0,0.9917705978855258
9.62,1.053724952115348,1.025422611191715,1.026198531920853,1.009912594924887,0,0.9917682582845136
9.63,1.053718279232463,1.02542035390728,1.026199128735477,1.00990923786825,0,0.9917659186835015
9.64,1.053711606413063,1.025418096622846,1.026199725562418,1.009905880837046,0,0.9917635790824894
9.65,1.053704933657151,1.025415839338411,1.026200322401676,1.009902523831274,0,0.9917612394814772
9.66,1.053698260964726,1.025413582053976,1.02620091925325,1.009899166850934,0,0.9917588998804651
9.67,1.053691588335792,1.025411324769542,1.026201516117142,1.009895809896028,0,0.991756560279453
9.68,1.053684915770348,1.025409067485107,1.026202112993349,1.009892452966554,0,0.9917542206784409
9.69,1.053678243268396,1.025406810200673,1.026202709881874,1.009889096062514,0,0.9917518810774287
9.7,1.053671570829937,1.025404552916238,1.026203306782715,1.009885739183908,0,0.9917495414764166
9.71,1.053664898454972,1.025402295631803,1.026203903695872,1.009882382330736,0,0.9917472018754044
9.72,1.053658226143503,1.025400038347369,1.026204500621346,1.009879025502998,0,0.9917448622743923
9.73,1.05365155389553,1.025397781062934,1.026205097559137,1.009875668700694,0,0.9917425226733801
9.74,1.053644881711055,1.0253955237785,1.026205694509244,1.009872311923825,0,0.9917401830723681
9.75,1.05363820959008,1.025393266494065,1.026206291471668,1.009868955172391,0,0.991737843471356
9.76,1.053631537532605,1.02539100920963,1.026206888446408,1.009865598446393,0,0.9917355038703438
9.77,1.053624865538631,1.025388751925196,1.026207485433465,1.009862241745829,0,0.9917331642693317
9.78,1.05361819360816,1.025386494640761,1.026208082432838,1.009858885070702,0,0.9917308246683195
9.79,1.053611521741193,1.025384237356326,1.026208679444528,1.00985552842101,0,0.9917284850673074
9.8,1.053604849937732,1.025381980071892,1.026209276468534,1.009852171796755,0,0.9917261454662952
9.81,1.053598178197776,1.025379722787457,1.026209873504856,1.009848815197936,0,0.9917238058652832
9.82,1.053591506521328,1.025377465503023,1.026210470553495,1.009845458624554,0,0.991721466264271
9.83,1.053584834908389,1.025375208218588,1.02621106761445,1.009842102076609,0,0.9917191266632589
9.84,1.05357816335896,1.025372950934153,1.026211664687721,1.009838745554101,0,0.9917167870622468
9.85,1.053571491873042,1.025370693649719,1.026212261773309,1.00983538905703,0,0.9917144474612346
9.86,1.053564820450636,1.025368436365284,1.026212858871213,1.009832032585398,0,0.9917121078602225
9.87,1.053558149091745,1.025366179080849,1.026213455981433,1.009828676139203,0,0.9917097682592103
9.88,1.053551477796367,1.025363921796415,1.026214053103969,1.009825319718446,0,0.9917074286581983
9.89,1.053544806564506,1.02536166451198,1.026214650238822,1.009821963323128,0,0.9917050890571861
9.9,1.053538135396162,1.025359407227545,1.026215247385991,1.009818606953249,0,0.991702749456174
9.91,1.053531464291337,1.025357149943111,1.026215844545476,1.009815250608809,0,0.9917004098551618
9.92,1.053524793250031,1.025354892658676,1.026216441717277,1.009811894289808,0,0.9916980702541497
9.93,1.053518122272246,1.025352635374241,1.026217038901394,1.009808537996247,0,0.9916957306531375
9.94,1.053511451357983,1.025350378089807,1.026217636097827,1.009805181728125,0,0.9916933910521254
9.95,1.053504780507243,1.025348120805372,1.026218233306577,1.009801825485444,0,0.9916910514511134
9.96,1.053498109720028,1.025345863520938,1.026218830527642,1.009798469268202,0,0.9916887118501012
9.97,1.053491438996338,1.025343606236503,1.026219427761024,1.009795113076402,0,0.9916863722490891
9.98,1.053484768336176,1.025341348952068,1.026220025006721,1.009791756910042,0,0.9916840326480769
9.99,1.053478097739541,1.025339091667634,1.026220622264735,1.009788400769123,0,0.9916816930470648
10,1.053471427206436,1.025336834383199,1.026221219535064,1.009785044653645,0,0.9916793534460526
10.01,1.053464756736861,1.025334577098765,1.02622181681771,1.009781688563609,0,0.9916770138450405
10.02,1.053458086330818,1.02533231981433,1.026222414112671,1.009778332499015,0,0.9916746742440284
10.03,1.053451415988307,1.025330062529895,1.026223011419948,1.009774976459863,0,0.9916723346430163
10.04,1.053444745709331,1.025327805245461,1.026223608739541,1.009771620446153,0,0.9916699950420041
10.05,1.053438075493891,1.025325547961026,1.02622420607145,1.009768264457886,0,0.991667655440992
10.06,1.053431405341986,1.025323290676591,1.026224803415675,1.009764908495061,0,0.9916653158399799
10.07,1.05342473525362,1.025321033392157,1.026225400772216,1.00976155255768,0,0.9916629762389677
10.08,1.053418065228792,1.025318776107722,1.026225998141072,1.009758196645742,0,0.9916606366379556
10.09,1.053411395267505,1.025316518823288,1.026226595522244,1.009754840759247,0,0.9916582970369434
10.1,1.053404725369758,1.025314261538853,1.026227192915733,1.009751484898197,0,0.9916559574359314
10.11,1.053398055535555,1.025312004254418,1.026227790321536,1.00974812906259,0,0.9916536178349192
10.12,1.053391385764895,1.025309746969984,1.026228387739656,1.009744773252428,0,0.9916512782339071
10.13,1.05338471605778,1.025307489685549,1.026228985170091,1.00974141746771,0,0.9916489386328949
10.14,1.053378046414212,1.025305232401114,1.026229582612842,1.009738061708437,0,0.9916465990318828
10.15,1.05337137683419,1.02530297511668,1.026230180067908,1.00973470597461,0,0.9916442594308706
10.16,1.053364707317718,1.025300717832245,1.02623077753529,1.009731350266227,0,0.9916419198298585
10.17,1.053358037864795,1.025298460547811,1.026231375014988,1.00972799458329,0,0.9916395802288465
10.18,1.053351368475423,1.025296203263376,1.026231972507001,1.009724638925799,0,0.9916372406278343
10.19,1.053344699149604,1.025293945978941,1.02623257001133,1.009721283293755,0,0.9916349010268222
10.2,1.053338029887337,1.025291688694507,1.026233167527974,1.009717927687156,0,0.99163256142581
10.21,1.053331360688626,1.025289431410072,1.026233765056934,1.009714572106005,0,0.9916302218247979
10.22,1.05332469155347,1.025287174125637,1.02623436259821,1.0097112165503,0,0.9916278822237857
10.23,1.053318022481871,1.025284916841203,1.0262349601518,1.009707861020042,0,0.9916255426227736
10.24,1.053311353473831,1.025282659556768,1.026235557717707,1.009704505515232,0,0.9916232030217615
10.25,1.05330468452935,1.025280402272333,1.026236155295928,1.009701150035869,0,0.9916208634207494
10.26,1.05329801564843,1.025278144987899,1.026236752886466,1.009697794581954,0,0.9916185238197373
10.27,1.053291346831071,1.025275887703464,1.026237350489318,1.009694439153488,0,0.9916161842187251
10.28,1.053284678077276,1.02527363041903,1.026237948104486,1.009691083750469,0,0.991613844617713
10.29,1.053278009387045,1.025271373134595,1.026238545731969,1.0096877283729,0,0.9916115050167008
10.3,1.05327134076038,1.02526911585016,1.026239143371768,1.009684373020779,0,0.9916091654156887
10.31,1.053264672197281,1.025266858565726,1.026239741023882,1.009681017694107,0,0.9916068258146766
10.32,1.05325800369775,1.025264601281291,1.026240338688311,1.009677662392885,0,0.9916044862136645
10.33,1.053251335261788,1.025262343996856,1.026240936365056,1.009674307117113,0,0.9916021466126523
10.34,1.053244666889396,1.025260086712422,1.026241534054115,1.00967095186679,0,0.9915998070116402
10.35,1.053237998580577,1.025257829427987,1.02624213175549,1.009667596641918,0,0.991597467410628
10.36,1.053231330335329,1.025255572143553,1.02624272946918,1.009664241442496,0,0.9915951278096159
10.37,1.053224294135235,1.025253201748021,1.026242472942397,1.009660571195432,0,0.991592093509422
10.38,1.053216893678698,1.025250719385594,1.026241370815463,1.009656589072488,0,0.9915883715374423
10.39,1.053209493253294,1.025248237023167,1.02624026869941,1.009652606954448,0,0.9915846495654626
10.4,1.053202092859023,1.025245754660741,1.026239166594238,1.009648624841312,0,0.9915809275934827
10.41,1.053194692495886,1.025243272298314,1.026238064499949,1.009644642733081,0,0.991577205621503
10.42,1.053187292163883,1.025240789935887,1.026236962416541,1.009640660629754,0,0.9915734836495232
10.43,1.053179891863015,1.025238307573461,1.026235860344014,1.009636678531331,0,0.9915697616775435
10.44,1.053172491593282,1.025235825211034,1.02623475828237,1.009632696437813,0,0.9915660397055638
10.45,1.053165091354686,1.025233342848607,1.026233656231608,1.009628714349199,0,0.9915623177335841
10.46,1.053157691147227,1.025230860486181,1.026232554191727,1.00962473226549,0,0.9915585957616043
10.47,1.053150290970906,1.025228378123754,1.026231452162728,1.009620750186686,0,0.9915548737896246
10.48,1.053142890825723,1.025225895761327,1.026230350144611,1.009616768112786,0,0.9915511518176449
10.49,1.053135490711678,1.025223413398901,1.026229248137376,1.009612786043791,0,0.9915474298456651
10.5,1.053128090628774,1.025220931036474,1.026228146141023,1.009608803979701,0,0.9915437078736854
10.51,1.053120690577009,1.025218448674047,1.026227044155552,1.009604821920516,0,0.9915399859017057
10.52,1.053113290556386,1.025215966311621,1.026225942180963,1.009600839866236,0,0.9915362639297259
10.53,1.053105890566904,1.025213483949194,1.026224840217256,1.009596857816861,0,0.9915325419577462
10.54,1.053098490608564,1.025211001586767,1.026223738264432,1.009592875772391,0,0.9915288199857665
10.55,1.053091090681367,1.025208519224341,1.026222636322489,1.009588893732826,0,0.9915250980137866
10.56,1.053083690785314,1.025206036861914,1.026221534391429,1.009584911698166,0,0.9915213760418069
10.57,1.053076290920405,1.025203554499487,1.026220432471251,1.009580929668411,0,0.9915176540698272
10.58,1.053068891086641,1.025201072137061,1.026219330561955,1.009576947643562,0,0.9915139320978474
10.59,1.053061491284022,1.025198589774634,1.026218228663542,1.009572965623618,0,0.9915102101258677
10.6,1.053054091512549,1.025196107412207,1.026217126776011,1.00956898360858,0,0.991506488153888
10.61,1.053046691772224,1.025193625049781,1.026216024899362,1.009565001598447,0,0.9915027661819082
10.62,1.053039292063045,1.025191142687354,1.026214923033595,1.009561019593219,0,0.9914990442099285
10.63,1.053031892385015,1.025188660324927,1.026213821178712,1.009557037592897,0,0.9914953222379488
10.64,1.053024492738134,1.025186177962501,1.02621271933471,1.009553055597481,0,0.9914916002659691
10.65,1.053017093122402,1.025183695600074,1.026211617501591,1.009549073606971,0,0.9914878782939893
10.66,1.05300969353782,1.025181213237647,1.026210515679355,1.009545091621366,0,0.9914841563220096
10.67,1.053002293984389,1.025178730875221,1.026209413868001,1.009541109640667,0,0.9914804343500299
10.68,1.052994894462109,1.025176248512794,1.02620831206753,1.009537127664874,0,0.9914767123780501
10.69,1.052987494970982,1.025173766150367,1.026207210277941,1.009533145693987,0,0.9914729904060704
