"time","deltaFrequency"
25.471,0.003397723028967903
25.472,0.0033743075956707003
25.473,0.0033508736123835092
25.474,0.0033274212744274223
25.475,0.00330395077725143
25.476,0.003280462316332944
25.477,0.003256956087277274
25.478,0.0032334322857749953
25.479,0.003209891107573526
25.48,0.003186332748533971
25.481,0.0031627574045813844
25.482,0.00313916527171898
25.483,0.0031155565460210255
25.484,0.0030919314236683704
25.485,0.0030682901008844965
25.486,0.0030446327739923618
25.487,0.0030209596393717675
25.488,0.002997270893466464
25.489,0.0029735667328125714
25.49,0.0029498473539888437
25.491,0.0029261129536735098
25.492,0.0029023637285732207
25.493,0.0028785998754941033
25.494,0.002854821591263601
25.495,0.0028310290728157383
25.496,0.002807222639255258
25.497,0.002783402424412884
25.498,0.0027595685765788858
25.499,0.0027357212931633512
25.5,0.0027118607716687393
25.501,0.002687987209633036
25.502,0.002664100804658176
25.503,0.0026402017544029377
25.504,0.0026162902565616264
25.505,0.0025923665088996017
25.506,0.002568430709224856
25.507,0.002544483055395119
25.508,0.0025205237453178597
25.509,0.002496552976936073
25.51,0.0024725709482567026
25.511,0.0024485778573080097
25.512,0.002424573902175098
25.513,0.0024005592809714926
25.514,0.002376534191867563
25.515,0.0023524988330549945
25.516,0.0023284534027681048
25.517,0.0023043980992767388
25.518,0.0022803331208791633
25.519,0.002256258665923383
25.52,0.002232174932750297
25.521,0.002208082119771859
25.522,0.0021839804254071282
25.523,0.002159870048103585
25.524,0.0021357511863371315
25.525,0.0021116240385978813
25.526,0.00208748880341858
25.527,0.0020633456793319738
25.528,0.0020391948648992297
25.529,0.0020150365587099373
25.53,0.00199087095934658
25.531,0.001966698265427169
25.532,0.0019425186755839263
25.533,0.0019183323884348624
25.534,0.0018941396026619373
25.535,0.0018699405168973726
25.536,0.0018457353298231283
25.537,0.0018215242401140586
25.538,0.0017973074464450178
25.539,0.0017730851475050713
25.54,0.0017488575419832841
25.541,0.001724624828575827
25.542,0.001700387205971765
25.543,0.0016761448728601636
25.544,0.0016518980279158768
25.545,0.0016276468698421809
25.546,0.0016033915973068247
25.547,0.001579132408991768
25.548,0.0015548695035434434
25.549,0.0015306030796367054
25.55,0.0015063333358895648
25.551,0.0014820604709555596
25.552,0.00145778468343849
25.553,0.0014335061719563669
25.554,0.0014092251350774632
25.555,0.001384941771391368
25.556,0.0013606562794166166
25.557,0.0013363688577143762
25.558,0.00131207970477476
25.559,0.0012877890190878816
25.56,0.0012634969991154321
25.561,0.0012392038432835761
25.562,0.0012149097499900563
25.563,0.0011906149176397207
25.564,0.0011663195445521524
25.565,0.0011420238290540397
25.566,0.001117727969422333
25.567,0.001093432163919772
25.568,0.0010691363533439358
25.569,0.0010448401670828389
25.57,0.0010205445675595115
25.571,9.962497511111224e-4
25.572,9.719559139753642e-4
25.573,9.476632523330863e-4
25.574,9.233719622940839e-4
25.575,8.990822398899923e-4
25.576,8.747942810813925e-4
25.577,8.505082817436005e-4
25.578,8.262244376808781e-4
25.579,8.019429446122217e-4
25.58,7.776639981926792e-4
25.581,7.533877939565059e-4
25.582,7.291145274024302e-4
25.583,7.048443939012827e-4
25.584,6.805775887528398e-4
25.585,6.563143071787181e-4
25.586,6.32054744279742e-4
25.587,6.077990950856815e-4
25.588,5.835475545481472e-4
25.589,5.593003174766409e-4
25.59,5.35057578623821e-4
25.591,5.108195326357645e-4
25.592,4.865863740377563e-4
25.593,4.623582972698159e-4
25.594,4.381354966724871e-4
25.595,4.13918166479732e-4
25.596,3.8970650079761526e-4
25.597,3.6550069364693627e-4
25.598,3.413009389348076e-4
25.599,3.1710743044754963e-4
25.6,2.929203618649012e-4
25.601,2.687399267671253e-4
25.602,2.445663185852709e-4
25.603,2.2039973065801632e-4
25.604,1.962403561890369e-4
25.605,1.720883882754265e-4
25.606,1.479440198934867e-4
25.607,1.2380744387030518e-4
25.608,9.967885293349354e-5
25.609,7.555843968276577e-5
25.61,5.1446396561516394e-5
25.611,2.734291592076943e-5
25.612,3.248189941018609e-6
25.613,-2.083758928250745e-5
25.614,-4.491422984642668e-5
25.615,-6.898153993262213e-5
25.616,-9.303932790061253e-5
25.617,-1.170874022307089e-4
25.618,-1.4112557153111993e-4
25.619,-1.6515364458769e-4
25.62,-1.8917143030705574e-4
25.621,-2.1317873773796236e-4
25.622,-2.3717537609257988e-4
25.623,-2.6116115471808143e-4
25.624,-2.851358831321704e-4
25.625,-3.0909937098044793e-4
25.626,-3.330514280790453e-4
25.627,-3.569918643933079e-4
25.628,-3.809204900591112e-4
25.629,-4.0483711533312317e-4
25.63,-4.2874155067806896e-4
25.631,-4.5263360668457153e-4
25.632,-4.7651309413510035e-4
25.633,-5.003798239542334e-4
25.634,-5.242336072441844e-4
25.635,-5.480742552634865e-4
25.636,-5.719015794625193e-4
25.637,-5.95715391433771e-4
25.638,-6.195155029757871e-4
25.639,-6.433017260363272e-4
25.64,-6.670738727407866e-4
25.641,-6.908323493775015e-4
25.642,-7.145765762714973e-4
25.643,-7.383062090724479e-4
25.644,-7.620210619094792e-4
25.645,-7.857209491035633e-4
25.646,-8.094056851888354e-4
25.647,-8.330750849268043e-4
25.648,-8.567289632566144e-4
25.649,-8.803671353589948e-4
25.65,-9.039894165852047e-4
25.651,-9.275956225494042e-4
25.652,-9.51185569043389e-4
25.653,-9.74759072093434e-4
25.654,-9.98315947938977e-4
25.655,-0.0010218560130539345
25.656,-0.00104537908410407
25.657,-0.0010688849780109422
25.658,-0.0010923735119092726
25.659,-0.001115844503154051
25.66,-0.001139297769348957
25.661,-0.0011627331283037279
25.662,-0.001186150398083896
25.663,-0.001209549396968157
25.664,-0.0012329299434910013
25.665,-0.0012562918564142933
25.666,-0.001279634954741482
25.667,-0.001302959057717601
25.668,-0.0013262639848221625
25.669,-0.0013495495557904746
25.67,-0.0013728155906065354
25.671,-0.0013960619094817162
25.672,-0.0014192883329116057
25.673,-0.001442494681612061
25.674,-0.0014656807765618396
25.675,-0.0014888464389954947
25.676,-0.0015119914904104803
25.677,-0.0015351157525458348
25.678,-0.001558219047431919
25.679,-0.0015813011973193625
25.68,-0.0016043620247430113
25.681,-0.0016274013525148234
25.682,-0.0016504190037096578
25.683,-0.0016734148016368522
25.684,-0.0016963885699183834
25.685,-0.001719340132424918
25.686,-0.0017422693133184453
25.687,-0.0017651759370167497
25.688,-0.0017880598282147275
25.689,-0.0018109208119128084
25.69,-0.0018337587133601119
25.691,-0.0018565733581112909
25.692,-0.0018793645719838992
25.693,-0.0019021321810939185
25.694,-0.0019248760118557584
25.695,-0.001947595890939624
25.696,-0.00197029164534257
25.697,-0.001992963102338763
25.698,-0.002015610089486586
25.699,-0.002038232434649956
25.7,-0.0020608299659841123
25.701,-0.002083402511971144
25.702,-0.002105949901356041
25.703,-0.002128471963196432
25.704,-0.00215096852686969
25.705,-0.0021734394220587205
25.706,-0.0021958844787306475
25.707,-0.0022183035271865492
25.708,-0.0022406963980188266
25.709,-0.0022630629221538356
25.71,-0.002285402930809255
25.711,-0.002307716255550929
25.712,-0.0023300027282147084
25.713,-0.002352262000336225
25.714,-0.002374493685813661
25.715,-0.002396697983691354
25.716,-0.0024188747261675303
25.717,-0.002441023745767268
25.718,-0.002463144875321177
25.719,-0.0024852379479796127
25.72,-0.002507302797184252
25.721,-0.0025293392567249384
25.722,-0.002551347160704154
25.723,-0.0025733263435441245
25.724,-0.002595276639986821
25.725,-0.002617197885093958
25.726,-0.0026390899142541002
25.727,-0.0026609525632181885
25.728,-0.002682785668014276
25.729,-0.0027045890650256865
25.73,-0.0027263625909768052
25.731,-0.002748106082911761
25.732,-0.0027698193782228486
25.733,-0.0027915023146221074
25.734,-0.002813154730176848
25.735,-0.002834776463295441
25.736,-0.0028563673527202127
25.737,-0.0028779272375416554
25.738,-0.0028994559571913214
25.739,-0.0029209533514489294
25.74,-0.002942419260442364
25.741,-0.002963853524661886
25.742,-0.002985255984938817
25.743,-0.0030066264824526456
25.744,-0.0030279648587452357
25.745,-0.0030492709557208286
25.746,-0.003070544615638937
25.747,-0.0030917856811072397
25.748,-0.0031129939951028973
25.749,-0.003134169400972553
25.75,-0.003155311742432332
25.751,-0.0031764208635323143
25.752,-0.003197496608720485
25.753,-0.0032185388228143097
25.754,-0.0032395473509936323
25.755,-0.0032605220388148837
25.756,-0.003281462732189766
25.757,-0.003302369277449202
25.758,-0.003323241521258069
25.759,-0.003344079310679149
25.76,-0.0033648824931518106
25.761,-0.003385650916506222
25.762,-0.003406384428956244
25.763,-0.0034270828790923247
25.764,-0.0034477461158957112
25.765,-0.0034683739887313436
25.766,-0.0034889663473691712
25.767,-0.0035095230419628365
25.768,-0.003530043923049675
25.769,-0.0035505288415862424
25.77,-0.0035709776488985767
25.771,-0.003591390196731936
25.772,-0.0036117663372223774
25.773,-0.0036321059229109665
25.774,-0.0036524088067366733
25.775,-0.0036726748420576882
25.776,-0.003692903882608789
25.777,-0.0037130957825723954
25.778,-0.0037332502639273457
25.779,-0.0037533661798363482
25.78,-0.0037734444420891577
25.781,-0.003793484904136335
25.782,-0.003813487419783712
25.783,-0.0038334518432279197
25.784,-0.0038533780290492814
25.785,-0.003873265832190498
25.786,-0.0038931151079992787
25.787,-0.003912925712192816
25.788,-0.003932697500879101
25.789,-0.003952430330556922
25.79,-0.003972124058101656
25.791,-0.0039917785407865836
25.792,-0.0040113936362828895
25.793,-0.004030969202638346
25.794,-0.004050505098298629
25.795,-0.004070001182107319
25.796,-0.004089457313298794
25.797,-0.004108873351526654
25.798,-0.0041282491568068735
25.799,-0.004147584589581754
25.8,-0.004166879510684396
25.801,-0.0041861337813671184
25.802,-0.004205347263251724
25.803,-0.004224519818400552
25.804,-0.004243651309259633
25.805,-0.0042627415987084305
25.806,-0.004281790550002995
25.807,-0.004300798026832808
25.808,-0.004319763893299466
25.809,-0.00433868801390247
25.81,-0.004357570253560539
25.811,-0.0043764104776329305
25.812,-0.004395208551862595
25.813,-0.004413964342418808
25.814,-0.004432677715911382
25.815,-0.004451348539348032
25.816,-0.0044699766801770124
25.817,-0.0044885620062586895
25.818,-0.004507104385872651
25.819,-0.004525603687746127
25.82,-0.004544059781018461
25.821,-0.004562472535269535
25.822,-0.004580841820484238
25.823,-0.004599167507123525
25.824,-0.004617449466046253
25.825,-0.004635687568544711
25.826,-0.004653881686380146
25.827,-0.004672031691711709
25.828,-0.004690137457160404
25.829,-0.004708198855794876
25.83,-0.004726215761102992
25.831,-0.004744188047013154
25.832,-0.004762115587929827
25.833,-0.004779998258669593
25.834,-0.004797835934510886
25.835,-0.004815628491186885
25.836,-0.004833375804849993
25.837,-0.00485107775214999
25.838,-0.004868734210148773
25.839,-0.0048863450563843
25.84,-0.004903910168827963
25.841,-0.004921429425927215
25.842,-0.004938902706584258
25.843,-0.0049563298901560415
25.844,-0.004973709748973931
25.845,-0.00499104306402387
25.846,-0.00500832984207733
25.847,-0.0050255699618375616
25.848,-0.005042763302434139
25.849,-0.005059909743401647
25.85,-0.0050770091647223126
25.851,-0.005094061446797582
25.852,-0.005111066470448122
25.853,-0.0051280241169422425
25.854,-0.005144934267953261
25.855,-0.005161796805609242
25.856,-0.005178611612443262
25.857,-0.005195378571457354
25.858,-0.00521209756605856
25.859,-0.0052287684800873535
25.86,-0.005245391197838956
25.861,-0.005261965604020702
25.862,-0.005278491583815992
25.863,-0.005294969022806129
25.864,-0.005311397807034268
25.865,-0.005327777822976998
25.866,-0.005344108957572757
25.867,-0.005360391098157891
25.868,-0.005376624132566121
25.869,-0.005392807949021972
25.87,-0.005408942436261555
25.871,-0.005425027483404676
25.872,-0.0054410629800472066
25.873,-0.005457048816239762
25.874,-0.005472984882473497
25.875,-0.005488871069694312
25.876,-0.005504707269302855
25.877,-0.005520493373140312
25.878,-0.005536229273516824
25.879,-0.0055519148631972826
25.88,-0.005567550035387114
25.881,-0.00558313468376781
25.882,-0.005598668702461396
25.883,-0.005614151986065963
25.884,-0.005629584429641454
25.885,-0.005644965928681245
25.886,-0.0056602963791760885
25.887,-0.005675575677564382
25.888,-0.005690803720739268
25.889,-0.00570598040607706
25.89,-0.005721105631415924
25.891,-0.005736179295041666
25.892,-0.0057512012957516845
25.893,-0.005766171532776809
25.894,-0.005781089905809722
25.895,-0.005795956315068906
25.896,-0.005810770661184961
25.897,-0.005825532845300074
25.898,-0.005840242769025394
25.899,-0.00585490033441971
25.9,-0.005869505444060508
25.901,-0.005884058000972914
25.902,-0.005898557908679436
25.903,-0.00591300507117154
25.904,-0.0059273993929167546
25.905,-0.005941740778887095
25.906,-0.005956029134509322
25.907,-0.005970264365721789
25.908,-0.0059844463789247015
25.909,-0.0059985754956102255
25.91,-0.006012651438368266
25.911,-0.006026673925475734
25.912,-0.006040642866544488
25.913,-0.006054558171733504
25.914,-0.006068419751677823
25.915,-0.006082227517559602
25.916,-0.006095981381051274
25.917,-0.006109681254358179
25.918,-0.0061233270501901416
25.919,-0.0061369186817898935
25.92,-0.006150456062911758
25.921,-0.006163939107842964
25.922,-0.0061773677313610165
25.923,-0.006190741848804748
25.924,-0.006204061376017478
25.925,-0.006217326229389641
25.926,-0.00623053632580195
25.927,-0.006243691582696442
25.928,-0.006256791918033855
25.929,-0.006269837250300725
25.93,-0.006282827498523602
25.931,-0.006295762582261943
25.932,-0.006308642421601007
25.933,-0.00632146693717317
25.934,-0.006334236050143716
25.935,-0.006346949682196623
25.936,-0.0063596077555985175
25.937,-0.006372210193120509
25.938,-0.006384756918080825
25.939,-0.006397247854344812
25.94,-0.006409682926332039
25.941,-0.006422062058987876
25.942,-0.006434385177819024
25.943,-0.0064466522088721945
25.944,-0.006458863078741217
25.945,-0.006471017714581251
25.946,-0.0064831160440803615
25.947,-0.006495157995495049
25.948,-0.0065071434976360365
25.949,-0.00651907247985406
25.95,-0.0065309448720682894
25.951,-0.006542760604737907
25.952,-0.006554519608918952
25.953,-0.006566221816164841
25.954,-0.006577867158668482
25.955,-0.006589455569105951
25.956,-0.0066009869807643895
25.957,-0.006612461327485164
25.958,-0.0066238785436780745
25.959,-0.0066352385642929335
25.96,-0.006646541324897726
25.961,-0.0066577867615720265
25.962,-0.006668974811020689
25.963,-0.006680105410467263
25.964,-0.006691178497753469
25.965,-0.006702194011253937
25.966,-0.006713151889961466
25.967,-0.006724052073401765
25.968,-0.006734894501711608
25.969,-0.006745679115589098
25.97,-0.006756405856314984
25.971,-0.006767074665752659
25.972,-0.006777685486341056
25.973,-0.00678823826112307
25.974,-0.006798731608320452
25.975,-0.006809165123740968
25.976,-0.006819540236989496
25.977,-0.006829856887435426
25.978,-0.006840115014909998
25.979,-0.006850314559763149
25.98,-0.00686045546282088
25.981,-0.006870537665371046
25.982,-0.006880561109227301
25.983,-0.006890525736665154
25.984,-0.006900431490450387
25.985,-0.006910278313853269
25.986,-0.006920066150605919
25.987,-0.006929794944959156
25.988,-0.006939464641632753
25.989,-0.006949075185843867
25.99,-0.006958626523299927
25.991,-0.006968118600198636
25.992,-0.0069775513632208686
25.993,-0.006986924759559088
25.994,-0.006996238736874716
25.995,-0.007005493243326555
25.996,-0.007014688227592103
25.997,-0.007023823638810711
25.998,-0.00703289942661911
25.999,-0.0070419155411727274
26,-0.007050871933081737
26.001,-0.007059768553489221
26.002,-0.0070686053540143234
26.003,-0.00707738228677357
26.004,-0.007086099304387972
26.005,-0.0070947563599546015
26.006,-0.007103353407082125
26.007,-0.007111890399890797
26.008,-0.007120367292976937
26.009,-0.007128784041434244
26.01,-0.007137140600868008
26.011,-0.007145436927373794
26.012,-0.0071536729775516505
26.013,-0.007161848708499008
26.014,-0.00716996407780357
26.015,-0.007178019043571737
26.016,-0.007186013564400184
26.017,-0.007193947599397177
26.018,-0.0072018211081541494
26.019,-0.007209634050781233
26.02,-0.007217386387885938
26.021,-0.007225078080573155
26.022,-0.007232709090452261
26.023,-0.0072402793796513265
26.024,-0.0072477889107886995
26.025,-0.007255237646980106
26.026,-0.0072626255518812854
26.027,-0.0072699525895956185
26.028,-0.007277218724787815
26.029,-0.0072844239225986485
26.03,-0.007291568148701799
26.031,-0.007298651369225695
26.032,-0.007305673550860092
26.033,-0.007312634660785022
26.034,-0.007319534666685001
26.035,-0.007326373536749031
26.036,-0.00733315123968481
26.037,-0.00733986774470452
26.038,-0.007346523021539042
26.039,-0.007353117435251022
26.04,-0.007359651826384095
26.041,-0.007366125006790014
26.042,-0.007372536951613995
26.043,-0.007378887636527054
26.044,-0.007385177037811275
26.045,-0.007391405132302964
26.046,-0.007397571897406863
26.047,-0.007403677311103252
26.048,-0.007409721351962162
26.049,-0.007415703999100742
26.05,-0.007421625232240103
26.051,-0.0074274850316555785
26.052,-0.007433283378212252
26.053,-0.007439020253350748
26.054,-0.007444695639094334
26.055,-0.00745030951804182
26.056,-0.007455861873381764
26.057,-0.0074613526888640536
26.058,-0.007466781948856749
26.059,-0.007472149638275027
26.06,-0.007477455742630923
26.061,-0.007482700248033325
26.062,-0.007487883141159557
26.063,-0.007493004409290904
26.064,-0.007498064040277086
26.065,-0.007503062022578888
26.066,-0.007507998345232636
26.067,-0.007512872997864406
26.068,-0.0075176859706900245
26.069,-0.007522437254536385
26.07,-0.0075271268407988146
26.071,-0.007531754721476602
26.072,-0.007536320889165893
26.073,-0.007540825337052581
26.074,-0.00754526805893363
26.075,-0.007549649049174434
26.076,-0.0075539683027585625
26.077,-0.00755822581528065
26.078,-0.007562421582903767
26.079,-0.007566555602409153
26.08,-0.007570627871189117
26.081,-0.0075746383872115075
26.082,-0.007578587149069449
26.083,-0.007582474155952923
26.084,-0.007586299407655872
26.085,-0.0075900629045762
26.086,-0.007593764647737089
26.087,-0.007597404638723049
26.088,-0.007600982879779394
26.089,-0.007604499373726981
26.09,-0.007607954124004834
26.091,-0.0076113471346701544
26.092,-0.007614678410384101
26.093,-0.007617947956418902
26.094,-0.007621155778672062
26.095,-0.007624301883637941
26.096,-0.007627386278436177
26.097,-0.007630408970797475
26.098,-0.007633369969077819
26.099,-0.007636269282230046
26.1,-0.007639106919860694
26.101,-0.0076418828921589466
26.102,-0.007644597209953474
26.103,-0.007647249884684015
26.104,-0.0076498407687850545
26.105,-0.007652365087515989
26.106,-0.007654827475228387
26.107,-0.007657227935432331
26.108,-0.007659566472085544
26.109,-0.0076618430895720735
26.11,-0.007664057792730716
26.111,-0.007666210586840805
26.112,-0.0076683014776293135
26.113,-0.007670330471249542
26.114,-0.007672297574309539
26.115,-0.007674202793864993
26.116,-0.0076760461373837074
26.117,-0.00767782761279534
26.118,-0.0076795472284629795
26.119,-0.00768120499320446
26.12,-0.007682800916242627
26.121,-0.007684335007255072
26.122,-0.007685807276367029
26.123,-0.007687217734115848
26.124,-0.0076885663915007285
26.125,-0.007689853259947199
26.126,-0.007691078351300007
26.127,-0.007692241677858647
26.128,-0.007693343252348939
26.129,-0.0076943830879301345
26.13,-0.007695361198180706
26.131,-0.007696277597155188
26.132,-0.007697132299277598
26.133,-0.007697925319462229
26.134,-0.007698656673007065
26.135,-0.007699326375671944
26.136,-0.007699934443621714
26.137,-0.007700480893483075
26.138,-0.00770096574228063
26.139,-0.007701389007486625
26.14,-0.007701750706978316
26.141,-0.007702050859087706
26.142,-0.0077022894825589105
26.143,-0.007702466596562374
26.144,-0.007702582220694865
26.145,-0.007702636374972371
26.146,-0.007702629079858525
26.147,-0.00770256035621486
26.148,-0.007702430225329238
26.149,-0.007702238708930054
26.15,-0.007701985829150715
26.151,-0.007701671608550953
26.152,-0.007701296070131036
26.153,-0.007700859237282032
26.154,-0.007700361133821332
26.155,-0.007699801784013971
26.156,-0.007699181212508677
26.157,-0.007698499444387608
26.158,-0.007697756505166353
26.159,-0.007696952420751302
26.16,-0.007696087217475167
26.161,-0.007695160922104094
26.162,-0.007694173561802131
26.163,-0.007693125164159653
26.164,-0.007692015757157833
26.165,-0.007690845369232591
26.166,-0.00768961402920354
26.167,-0.007688321766316619
26.168,-0.0076869686102227774
26.169,-0.007685554590999288
26.17,-0.0076840834586420215
26.171,-0.007682552621858463
26.172,-0.007680961314846968
26.173,-0.007679309578833227
26.174,-0.007677597455575835
26.175,-0.007675824987465774
26.176,-0.007673992217426928
26.177,-0.007672099188958725
26.178,-0.007670145946164553
26.179,-0.007668132533694916
26.18,-0.007666058996797176
26.181,-0.007663925381294234
26.182,-0.007661731733577426
26.183,-0.007659478100627837
26.184,-0.007657164530009197
26.185,-0.007654791069860778
26.186,-0.007652357768897389
26.187,-0.00764986467642359
26.188,-0.007647311842340798
26.189,-0.007644699317111758
26.19,-0.0076420271517818605
26.191,-0.007639295398007562
26.192,-0.0076365041080208584
26.193,-0.007633653334629287
26.194,-0.007630743131230133
26.195,-0.0076277735518175405
26.196,-0.007624744650975401
26.197,-0.007621656483877359
26.198,-0.007618509106272597
26.199,-0.0076153025745071545
26.2,-0.0076120369455381365
26.201,-0.0076087122768981885
26.202,-0.007605328626702601
26.203,-0.007601886053691942
26.204,-0.007598384617168108
26.205,-0.007594824377044063
26.206,-0.007591205393836731
26.207,-0.007587527728652788
26.208,-0.007583791443174448
26.209,-0.00757999659971631
26.21,-0.007576143261189827
26.211,-0.007572231491074888
26.212,-0.007568261353469552
26.213,-0.007564232913082947
26.214,-0.007560146235213949
26.215,-0.007556001385772504
26.216,-0.007551798431258305
26.217,-0.007547537438775009
26.218,-0.007543218476058655
26.219,-0.00753884161140661
26.22,-0.007534406913762837
26.221,-0.007529914452653941
26.222,-0.007525364298217596
26.223,-0.007520756521209648
26.224,-0.007516091192989904
26.225,-0.007511368385507922
26.226,-0.007506588171352746
26.227,-0.007501750623710279
26.228,-0.0074968558163845955
26.229,-0.00749190382378373
26.23,-0.00748689472093389
26.231,-0.007481828583465244
26.232,-0.007476705487640345
26.233,-0.0074715255103186
26.234,-0.007466288728998904
26.235,-0.007460990904640141
26.236,-0.0074556332092612365
26.237,-0.007450218472939696
26.238,-0.007444746760619125
26.239,-0.007439218137605508
26.24,-0.007433632669560097
26.241,-0.007427990422492314
26.242,-0.007422291462781061
26.243,-0.007416535857160511
26.244,-0.007410723672713004
26.245,-0.007404854976883257
26.246,-0.007398929837449941
26.247,-0.00739294832256121
26.248,-0.007386910500720489
26.249,-0.007380816440743843
26.25,-0.007374666211838132
26.251,-0.00736845988352286
26.252,-0.007362197525672798
26.253,-0.00735587920851799
26.254,-0.007349505002608225
26.255,-0.007343074978862774
26.256,-0.007336589208506439
26.257,-0.007330047763133507
26.258,-0.007323450714650903
26.259,-0.007316798135313718
26.26,-0.007310090097725208
26.261,-0.0073033266747870584
26.262,-0.007296507939756225
26.263,-0.007289633966223619
26.264,-0.007282704828107001
26.265,-0.00727572059963677
26.266,-0.0072686813553985985
26.267,-0.007261587170269479
26.268,-0.007254438119488782
26.269,-0.0072472342785872
26.27,-0.007239975723436487
26.271,-0.00723266253022814
26.272,-0.00722529477545919
26.273,-0.007217872535960623
26.274,-0.007210395888876064
26.275,-0.0072028649116688825
26.276,-0.007195279682100875
26.277,-0.007187640278274898
26.278,-0.0071799467785709226
26.279,-0.007172199261717083
26.28,-0.007164397806732836
26.281,-0.007156542492943174
26.282,-0.007148633399978621
26.283,-0.00714067060778234
26.284,-0.0071326541966172385
26.285,-0.007124584247023336
26.286,-0.007116460839860395
26.287,-0.007108284056279501
26.288,-0.00710005397773017
26.289,-0.007091770685981658
26.29,-0.007083434263073229
26.291,-0.007075044791349683
26.292,-0.007066602353468454
26.293,-0.007058107032356986
26.294,-0.007049558911241149
26.295,-0.007040958073645243
26.296,-0.007032304603384887
26.297,-0.007023598584545709
26.298,-0.007014840101533082
26.299,-0.0070060292389939605
26.3,-0.0069971671423800785
26.301,-0.006988254640454272
26.302,-0.006979290195637589
26.303,-0.0069702738994763536
26.304,-0.006961205843914797
26.305,-0.0069520861212950535
26.306,-0.006942914824307422
26.307,-0.006933692046025897
26.308,-0.006924417879915268
26.309,-0.006915092419802704
26.31,-0.006905715759913278
26.311,-0.006896287994834438
26.312,-0.006886809219508905
26.313,-0.006877279529298619
26.314,-0.006867699019906581
26.315,-0.006858067787419486
26.316,-0.00684838592829351
26.317,-0.006838653539382733
26.318,-0.006828870717868085
26.319,-0.006819037561342611
26.32,-0.006809154167768838
26.321,-0.006799220635443248
26.322,-0.0067892370630815435
26.323,-0.006779203549740487
26.324,-0.0067691201948534285
26.325,-0.006758987098216096
26.326,-0.0067488043600079095
26.327,-0.006738572080777772
26.328,-0.006728290361415645
26.329,-0.006717959303209398
26.33,-0.0067075790077950614
26.331,-0.006697149577178152
26.332,-0.006686671113740772
26.333,-0.006676143720227401
26.334,-0.006665567499723579
26.335,-0.006654942555719856
26.336,-0.0066442689920478415
26.337,-0.0066335469128873115
26.338,-0.00662277642280884
26.339,-0.006611957626738274
26.34,-0.006601090629949624
26.341,-0.006590175538107701
26.342,-0.006579212457204164
26.343,-0.006568201493607262
26.344,-0.0065571427540405125
26.345,-0.006546036345604023
26.346,-0.006534882375731854
26.347,-0.006523680952234656
26.348,-0.006512432183278349
26.349,-0.00650113617737702
26.35,-0.006489793043414238
26.351,-0.006478402890614632
26.352,-0.0064669658285794185
26.353,-0.00645548196724377
26.354,-0.006443951416919447
26.355,-0.006432374288259268
26.356,-0.006420750692264221
26.357,-0.006409080740318984
26.358,-0.0063973645441137705
26.359,-0.0063856022157366965
26.36,-0.006373793867602728
26.361,-0.006361939612482104
26.362,-0.006350039563514542
26.363,-0.006338093834159508
26.364,-0.006326102538245948
26.365,-0.0063140658475902
26.366,-0.006301984110137937
26.367,-0.006289857171871915
26.368,-0.0062776851487171825
26.369,-0.0062654681569611625
26.37,-0.006253206313260762
26.371,-0.006240899734628158
26.372,-0.006228548538423695
26.373,-0.006216152842377198
26.374,-0.00620371276456666
26.375,-0.006191228423432449
26.376,-0.006178699937784415
26.377,-0.006166127426773471
26.378,-0.00615351100992001
26.379,-0.00614085080707838
26.38,-0.006128146938486623
26.381,-0.006115399524716736
26.382,-0.006102608686710198
26.383,-0.0060897745457424435
26.384,-0.006076897223472599
26.385,-0.006063976841886642
26.386,-0.006051013523340032
26.387,-0.006038007390543498
26.388,-0.006024958566541727
26.389,-0.006011867174748886
26.39,-0.0059987333389202036
26.391,-0.005985557183166179
26.392,-0.005972338831959689
26.393,-0.00595907841010046
26.394,-0.005945776042764805
26.395,-0.005932431855448783
26.396,-0.005919045974025039
26.397,-0.005905618524707279
26.398,-0.00589214963405027
26.399,-0.005878639428956944
26.4,-0.005865088036692612
26.401,-0.005851495584849431
26.402,-0.005837862201396149
26.403,-0.005824188014607046
26.404,-0.005810473153140094
26.405,-0.005796717745965907
26.406,-0.005782921922445894
26.407,-0.005769085812239894
26.408,-0.005755209545370121
26.409,-0.005741293252214064
26.41,-0.005727337063476057
26.411,-0.005713341110215708
26.412,-0.005699305523826581
26.413,-0.005685230436050404
26.414,-0.00567111597897707
26.415,-0.005656962285023326
26.416,-0.00564276948695408
26.417,-0.005628537717882409
26.418,-0.00561426711126245
26.419,-0.005599957800860977
26.42,-0.005585609920821355
26.421,-0.00557122360560669
26.422,-0.0055567989900282555
26.423,-0.005542336209224175
26.424,-0.0055278353986878415
26.425,-0.005513296694225289
26.426,-0.005498720232004928
26.427,-0.005484106148522017
26.428,-0.00546945458060577
26.429,-0.005454765665426464
26.43,-0.005440039540495434
26.431,-0.005425274067107466
26.432,-0.005410471407159889
26.433,-0.005395631794982592
26.434,-0.005380755364456036
26.435,-0.00536584224973069
26.436,-0.005350892585170186
26.437,-0.005335906505408161
26.438,-0.005320884145341154
26.439,-0.005305825640064654
26.44,-0.0052907311249512645
26.441,-0.005275600735608066
26.442,-0.005260434607883724
26.443,-0.005245232877861383
26.444,-0.005229995681865773
26.445,-0.005214723156484524
26.446,-0.0051994154384971125
26.447,-0.0051840726649601265
26.448,-0.0051686949731291065
